categoria_str,precio_compra,img_caratula,categoria_id,titulo,precio_venta,sku,precio_intercambio
PC,0.01,/product_images/defimg4_s.jpg,830,Muppet kids - igual y diferente,0.10,8423817601017,0.01
PlayStation 3,0.40,/product_images/Juegos/PS3 Juegos/711719150572_s.jpg,821,Kung Fu Rider (Move),2.00,711719150572,0.70
PlayStation 3,2.00,/product_images/Juegos/PS3 Juegos/711719174790_s.jpg,821,Carnival Island (Move),5.00,711719174790,3.00
PC,0.10,/product_images/defimg4_s.jpg,830,Outdoor life Sportsman challenge,1.00,8423817602106,0.30
PlayStation 3,5.00,/product_images/Juegos/PS3 Juegos/711719176251_s.jpg,821,Wipeout HD,12.00,711719176251,7.00
Wii,1.80,/product_images/defimg4_s.jpg,831,Hello Kitty Seasons,4.00,3391891954235,2.00
PC,0.30,/product_images/defimg2_s.jpg,830,Emergency 3,1.50,8423817602571,0.50
PC,0.30,/product_images/defimg2_s.jpg,830,Syberia,2.50,8423817602861,0.70
PC,0.01,/product_images/defimg4_s.jpg,830,Casper Castle Mystery Pack / The Spooky Alley,0.50,8423817603905,0.10
PlayStation 3,9.00,/product_images/Juegos/PS3 Juegos/8023171036199_s.jpg,821,Sniper Elite 3 - Ultimate Edition,22.00,8023171036199,13.00
PlayStation 3,4.00,/product_images/Juegos/PS3 Juegos/8059617100230_s.jpg,821,FIM Motocross World Championship,10.00,8059617100230,6.00
PlayStation 3,6.00,/product_images/Juegos/PS3 Juegos/813633014388_s.jpg,821,Tears To Tiara 2,14.00,813633014388,8.00
Wii,2.00,/product_images/defimg1_s.jpg,831,Family Trainer Magical Carnival + Alfomb,6.00,3391891957335,3.00
Wii,2.00,/product_images/Juegos/Wii Juegos/3391891958301_s.jpg,831,Family Trainer Magical Carnival,5.00,3391891958301,3.00
Wii,3.00,/product_images/defimg2_s.jpg,831,Ben 10 Omniverse,8.00,3391891966153,5.00
PC,0.01,/product_images/defimg2_s.jpg,830,Viaje al Centro de la Luna,0.10,8423817604384,0.01
PC,0.01,/product_images/defimg1_s.jpg,830,Pink Panther: Mision Espacial,0.25,8423817605084,0.01
PC,1.20,/product_images/defimg2_s.jpg,830,Broken Sword: La Leyenda de los Templari,8.00,8426412002234,2.00
PlayStation 3,0.30,/product_images/Juegos/PS3 Juegos/014633154283_s.jpg,821,Madden NFL 08,1.50,014633154283,0.50
PlayStation 3,5.00,/product_images/Juegos/PS3 Juegos/3296580806539_s.jpg,821,Naruto Ultimate Ninja Storm (Ed. Col.),12.00,3296580806539,7.00
PlayStation 3,0.30,/product_images/Juegos/PS3 Juegos/3307213201154_s.jpg,821,Pure Football,1.50,3307213201154,0.50
Wii,2.00,/product_images/defimg3_s.jpg,831,Rise Of The Guardians,6.00,3391891966566,3.00
Wii,3.00,/product_images/Juegos/Wii Juegos/3391891968713_s.jpg,831,Los Croods: Fiesta Prehistorica,7.00,3391891968713,4.00
Wii,5.00,/product_images/defimg3_s.jpg,831,Turbo: Super Stunt Squad,12.00,3391891971249,7.00
PC,0.01,/product_images/defimg1_s.jpg,830,Roller Coaster World 2,0.25,8426412003002,0.01
PlayStation 3,3.00,/product_images/Juegos/PS3 Juegos/3307215589229_s.jpg,821,Assassin's Creed Revelations CE,8.00,3307215589229,5.00
PlayStation 3,5.00,/product_images/Juegos/PS3 Juegos/3307215775639_s.jpg,821,Far Cry 2 / Far Cry 3 (No DLC),12.00,3307215775639,7.00
Wii,2.00,/product_images/defimg1_s.jpg,831,Cocoto Magic Circus + Pistola,4.50,3499550253832,2.00
Wii,0.90,/product_images/Juegos/Wii Juegos/3499550261059_s.jpg,831,My Body Coach + Pesas,4.00,3499550261059,1.50
Wii,0.30,/product_images/defimg5_s.jpg,831,Cocoto Surprise = Canha Pescar,1.50,3499550269291,0.50
PlayStation 3,2.00,/product_images/Juegos/PS3 Juegos/3307219930690_s.jpg,821,"Party Night, Te Atreves?",5.00,3307219930690,3.00
PlayStation 3,0.40,/product_images/Juegos/PS3 Juegos/3391891955430_s.jpg,821,Yoostar 2 In The Movies,2.00,3391891955430,0.70
Wii,13.00,/product_images/Juegos/Wii Juegos/3499550269352_s.jpg,831,Cocoto Festival + Rifle,30.00,3499550269352,18.00
Wii,4.00,/product_images/defimg3_s.jpg,831,Cocoto Magic Circus + 2 Pistole,9.00,3499550272956,5.00
Wii,8.00,/product_images/defimg4_s.jpg,831,Ferrari Challenge inkl. Lenkrad(W/O Whee,18.00,3499550275735,11.00
PC,0.10,/product_images/defimg4_s.jpg,830,"Gladiators, The",0.75,8426412003507,0.20
PlayStation 3,6.00,/product_images/Juegos/PS3 Juegos/3391891979474_s.jpg,821,Pac-Man And The Ghostly Adventures 2,15.00,3391891979474,9.00
PlayStation 3,2.00,/product_images/Juegos/PS3 Juegos/3512890000222_s.jpg,821,Tour de France,5.00,3512890000222,3.00
PlayStation 3,2.00,/product_images/Juegos/PS3 Juegos/3512899112322_s.jpg,821,Bound By Flame,6.00,3512899112322,3.00
Xbox 360,0.70,/product_images/Juegos/Xbox 360 Juegos/5030917060052_s.jpg,827,Millennium Championship Paintball 2009,3.00,5030917060052,1.10
PlayStation 3,11.00,/product_images/Juegos/PS3 Juegos/3512899114456_s.jpg,821,Farming Simulator 15,25.00,3512899114456,15.00
PlayStation 3,0.70,/product_images/Juegos/PS3 Juegos/4012927051467_s.jpg,821,Karaoke Revolution (Solo Juego),3.00,4012927051467,1.10
PlayStation 3,1.00,/product_images/Juegos/PS3 Juegos/4012927051825_s.jpg,821,Tornado Outbreak,4.50,4012927051825,1.70
Wii,1.40,/product_images/Juegos/Wii Juegos/3499550276732_s.jpg,831,Mad Tracks,6.00,3499550276732,2.00
Wii,2.00,/product_images/defimg3_s.jpg,831,Shimano Xtreme Fishing Wii Game,5.00,3499550282832,3.00
Wii,0.30,/product_images/defimg1_s.jpg,831,Deer Drive + Caçadeira,1.50,3499550283716,0.50
Xbox 360,2.00,/product_images/Juegos/Xbox 360 Juegos/5024866339420_s.jpg,827,Operation Flashpoint: Dragon Rising,5.00,5024866339420,3.00
Xbox 360,8.00,/product_images/Juegos/Xbox 360 Juegos/5055060965498_s.jpg,827,Resident Evil Revelations 2,18.00,5055060965498,11.00
Xbox 360,0.80,/product_images/Juegos/Xbox 360 Juegos/5060184980401_s.jpg,827,Stoked,3.50,5060184980401,1.30
PlayStation 3,2.00,/product_images/Juegos/PS3 Juegos/4012927053690_s.jpg,821,El Shaddai,6.00,4012927053690,3.00
PlayStation 3,5.00,/product_images/Juegos/PS3 Juegos/5021290040533_s.jpg,821,Batman: Arkham Asylum GOTY,12.00,5021290040533,7.00
PlayStation 3,0.80,/product_images/Juegos/PS3 Juegos/5024866334845_s.jpg,821,Turning Point: Fall of Liberty,3.50,5024866334845,1.30
Wii,4.00,/product_images/defimg3_s.jpg,831,Deer Drive (Juego Solo),10.00,3499550283716,6.00
Xbox 360,2.00,/product_images/Juegos/Xbox 360 Juegos/5055277010356_s.jpg,827,Dreamcast Collection,6.00,5055277010356,3.00
Xbox 360,0.10,/product_images/Juegos/Xbox 360 Juegos/400520915772S_s.jpg,827,UDraw Studio (Game Only),0.75,400520915772,0.20
Xbox 360,0.20,/product_images/Juegos/Xbox 360 Juegos/5030934047128_s.jpg,827,FIFA 06,1.00,5030934047128,0.30
PlayStation 3,0.60,/product_images/Juegos/PS3 Juegos/5026555400862_s.jpg,821,NHL 2K8,2.50,5026555400862,0.90
PlayStation 3,4.00,/product_images/Juegos/PS3 Juegos/5030917062209_s.jpg,821,Monstruos Contra Alienigenas,10.00,5030917062209,6.00
PlayStation 3,9.00,/product_images/Juegos/PS3 Juegos/5030917129865_s.jpg,821,Bob Esponja Venganza Plankton,22.00,5030917129865,13.00
Wii,1.40,/product_images/Juegos/Wii Juegos/3499550283822_s.jpg,831,Remington Great American Bird Hunt,6.00,3499550283822,2.00
Wii,1.80,/product_images/Juegos/Wii Juegos/3499550285437_s.jpg,831,Aladin Magic Racer,4.00,3499550285437,2.00
Wii,3.00,/product_images/defimg4_s.jpg,831,Western Heroes + Rifle,7.00,3499550286038,4.00
Xbox 360,2.00,/product_images/Juegos/Xbox 360 Juegos/5021290034365_s.jpg,827,Conflict: Denied Ops.,6.00,5021290034365,3.00
Xbox 360,8.00,/product_images/Juegos/Xbox 360 Juegos/5055277004133_s.jpg,827,Sonic & SEGA All-Stars Racing,18.00,5055277004133,11.00
Xbox 360,0.80,/product_images/Juegos/Xbox 360 Juegos/4020628506964_s.jpg,827,Risen 2: Dark Waters,3.50,4020628506964,1.30
PlayStation 3,0.90,/product_images/Juegos/PS3 Juegos/5030930103668_s.jpg,821,NHL 12,4.00,5030930103668,1.50
PlayStation 3,0.80,/product_images/Juegos/PS3 Juegos/5030934059923_s.jpg,821,Rock Band,3.50,5030934059923,1.30
PlayStation 3,4.00,/product_images/Juegos/PS3 Juegos/5030934085519_s.jpg,821,My Sims Skyheroes,9.00,5030934085519,5.00
Wii,4.00,/product_images/Juegos/Wii Juegos/3499550286625_s.jpg,831,Marvel Super Heroes 3D Grandmasters Chal,10.00,3499550286625,6.00
Xbox 360,18.00,/product_images/defimg5_s.jpg,827,Skylanders Imaginators Starter Park,42.00,5030917199134,26.00
Xbox 360,2.00,/product_images/Juegos/Xbox 360 Juegos/093155126350_s.jpg,827,Fallout 3: Operation Anchorage & The Pit,6.00,093155126350,3.00
Xbox 360,8.00,/product_images/Juegos/Xbox 360 Juegos/5055277019700_s.jpg,827,Sonic Y All Stars Racing Transformed,18.00,5055277019700,11.00
PlayStation 3,0.60,/product_images/Juegos/PS3 Juegos/5030934097482_s.jpg,821,Tiger Woods PGA Tour 12,2.50,5030934097482,0.90
PlayStation 3,12.00,/product_images/Juegos/PS3 Juegos/5030934102889_s.jpg,821,Harry Potter y las Reliquias...Parte 2,28.00,5030934102889,17.00
PlayStation 3,2.00,/product_images/Juegos/PS3 Juegos/5030934104388_s.jpg,821,"Need For Speed, The Run (LE)",6.00,5030934104388,3.00
Wii,2.00,/product_images/defimg1_s.jpg,831,Cocoto Festival + 2 pistolas,5.00,3499550295931,3.00
Wii,4.00,/product_images/defimg4_s.jpg,831,Wild Adventures: Hunting & Fishing,10.00,3499550296952,6.00
Nintendo DS,3.00,/product_images/Juegos/DS Juegos/4005209074261_s.jpg,834,Bob Esponja y Amigos Unidos,8.00,4005209074261,5.00
Xbox 360,0.80,/product_images/Juegos/Xbox 360 Juegos/5055060965139_s.jpg,827,Lost Planet Colonies,3.50,5055060965139,1.30
PlayStation 3,8.00,/product_images/Juegos/PS3 Juegos/5035228112490_s.jpg,821,NHL 15,18.00,5035228112490,11.00
Wii,4.00,/product_images/defimg1_s.jpg,831,Cocoto Kart Racer 2 + 4 Volantes,9.00,3499550298369,5.00
Nintendo DS,5.00,/product_images/defimg5_s.jpg,834,Monster Trucks,12.00,4005209075817,7.00
Xbox 360,8.00,/product_images/Juegos/Xbox 360 Juegos/5030934066969_s.jpg,827,Harry Potter y El Misterio del Principe,18.00,5030934066969,11.00
PlayStation 3,5.00,/product_images/Juegos/PS3 Juegos/5050740024960_s.jpg,821,Worms Collection,12.00,5050740024960,7.00
Wii,1.40,/product_images/defimg4_s.jpg,831,Cocoto Kart Racer 2 (Game Only),6.00,349955029836,2.00
Nintendo DS,2.00,/product_images/defimg3_s.jpg,834,Danny Phantom Urban Jungle,5.00,4005209081030,3.00
Nintendo DS,3.00,/product_images/defimg1_s.jpg,834,Scooby-Doo Quien Esta Mirando a Quien?,8.00,4005209085595,5.00
Xbox 360,0.01,/product_images/Juegos/Xbox 360 Juegos/5030934052290_s.jpg,827,NBA Live 07,0.25,5030934052290,0.01
PlayStation 3,0.90,/product_images/Juegos/PS3 Juegos/5051893021714_s.jpg,821,Lego Rock Band,4.00,5051893021714,1.50
Nintendo DS,3.00,/product_images/Juegos/DS Juegos/4005209093644_s.jpg,834,Bob Esponja y Amigos: El Ataque de los J,7.00,4005209093644,4.00
Xbox 360,2.00,/product_images/Juegos/Xbox 360 Juegos/3296580810741_s.jpg,827,Splatterhouse,6.00,3296580810741,3.00
Xbox 360,0.90,/product_images/Juegos/Xbox 360 Juegos/5030917047619_s.jpg,827,Tony Hawk´s Proving Ground,4.00,5030917047619,1.50
PlayStation 3,0.90,/product_images/Juegos/PS3 Juegos/5051893036206_s.jpg,821,GaHoole: La Leyenda de los Guardianes,4.00,5051893036206,1.50
Wii,2.00,/product_images/defimg4_s.jpg,831,Junior Fitness Trainer,5.00,3505377145158,3.00
Nintendo DS,0.70,/product_images/defimg4_s.jpg,834,Juiced 2,3.00,4005209095662,1.10
Xbox 360,0.80,/product_images/Juegos/Xbox 360 Juegos/5055060962480_s.jpg,827,Moto GP 10/11,3.50,5055060962480,1.30
PlayStation 3,3.00,/product_images/Juegos/PS3 Juegos/5055060928455_s.jpg,821,Lost Planet 3,8.00,5055060928455,5.00
PlayStation 3,3.00,/product_images/Juegos/PS3 Juegos/5055277016655_s.jpg,821,Yakuza: Dead Souls - Edición Limitada,8.00,5055277016655,5.00
Wii,4.00,/product_images/defimg3_s.jpg,831,Trackmania,10.00,3512289017206,6.00
Wii,4.00,/product_images/defimg4_s.jpg,831,Sherlock Holmes: El Pendiente De Plata,9.00,3512289017688,5.00
Wii,5.00,/product_images/Juegos/Wii Juegos/3546430129425_s.jpg,831,Godzilla Unleashed,12.00,3546430129425,7.00
Nintendo DS,2.00,/product_images/Juegos/DS Juegos/4005209096102_s.jpg,834,Avatar the last airbender the burning earth,5.00,4005209096102,3.00
Nintendo DS,3.00,/product_images/defimg2_s.jpg,834,Nicktoons: Attack of the Toybots,8.00,4005209097031,5.00
Nintendo DS,0.20,/product_images/defimg5_s.jpg,834,Bratz 4 Real,1.50,4005209100670,0.40
Xbox 360,8.00,/product_images/Juegos/Xbox 360 Juegos/885370570021_s.jpg,827,Epic Mickey 2,18.00,885370570021,11.00
Xbox 360,0.30,/product_images/Juegos/Xbox 360 Juegos/8717418181727_s.jpg,827,High School Musical 3: Dance! (Solo Jueg,1.50,8717418181727,0.50
Xbox 360,0.80,/product_images/Juegos/Xbox 360 Juegos/4017244024477_s.jpg,827,Venetica,3.50,4017244024477,1.30
PlayStation 3,0.60,/product_images/Juegos/PS3 Juegos/5060112430664_s.jpg,821,Captain Morgane And The Golden Turtle,2.50,5060112430664,0.90
PlayStation 3,20.00,/product_images/Juegos/PS3 Juegos/5055060927854_s.jpg,821,Ultimate Marvel vs Capcom 3 (12),45.00,5055060927854,28.00
PlayStation 3,4.00,/product_images/Juegos/PS3 Juegos/3307215734216_s.jpg,821,Just Dance 2014,9.00,3307215734216,5.00
Wii,2.00,/product_images/Juegos/Wii Juegos/3546430131855_s.jpg,831,Lucky Luke Go West,6.00,3546430131855,3.00
Wii,4.00,/product_images/Juegos/Wii Juegos/3546430139165_s.jpg,831,Alone in The Dark: Edicion Limitada,10.00,3546430139165,6.00
Wii,2.00,/product_images/defimg3_s.jpg,831,Ready To Rumble Revolution,5.00,3546430143872,3.00
Nintendo DS,0.70,/product_images/Juegos/DS Juegos/4005209102407_s.jpg,834,Baby Pals,3.00,4005209102407,1.10
Nintendo DS,2.00,/product_images/defimg2_s.jpg,834,Zoo Tycoon 2 DS,6.00,4005209103077,3.00
Nintendo DS,5.00,/product_images/defimg4_s.jpg,834,MX Vs. ATV Untamed,12.00,4005209103282,7.00
Xbox 360,4.00,/product_images/Juegos/Xbox 360 Juegos/3296580804672_s.jpg,827,Beautiful Katamari Damacy,10.00,3296580804672,6.00
Xbox 360,1.00,/product_images/Juegos/Xbox 360 Juegos/3307210228307_s.jpg,827,Enchanted Arms,4.50,3307210228307,1.70
Xbox 360,0.70,/product_images/Juegos/Xbox 360 Juegos/5055277005680_s.jpg,827,Aliens Vs Predator Ed Metal,3.00,5055277005680,1.10
PlayStation 3,3.00,/product_images/Juegos/PS3 Juegos/5024866361438_s.jpg,821,Formula 1 2013 - Classics Edition (P),14.00,5024866361438,5.00
PlayStation 3,6.00,/product_images/Juegos/PS3 Juegos/5060073306558_s.jpg,821,Warriors: Legend Of Troy,15.00,5060073306558,9.00
PlayStation 3,23.00,/product_images/Juegos/PS3 Juegos/5021290041134_s.jpg,821,Nier,52.00,5021290041134,32.00
Wii,1.50,/product_images/defimg3_s.jpg,831,Sam & Max Beyond Time & Space,3.50,3546430144800,2.00
Wii,2.00,/product_images/Juegos/Wii Juegos/3700577001628_s.jpg,831,Family Party Fitness Fun,6.00,3700577001628,3.00
Wii,3.00,/product_images/Juegos/Wii Juegos/3700577001758_s.jpg,831,PacMan Party,8.00,3700577001758,5.00
Nintendo DS,2.00,/product_images/defimg2_s.jpg,834,El Tigre: Adventures Of Manny Rivera,5.00,4005209104562,3.00
Nintendo DS,0.40,/product_images/defimg4_s.jpg,834,Elements of destruction,2.00,4005209107921,0.70
Nintendo DS,4.00,/product_images/Juegos/DS Juegos/4005209111188_s.jpg,834,Age of Empires Mythologies,10.00,4005209111188,6.00
Xbox 360,0.80,/product_images/Juegos/Xbox 360 Juegos/5021290047556_s.jpg,827,Dungeon Siege 3 LE,3.50,5021290047556,1.30
Xbox 360,2.00,/product_images/Juegos/Xbox 360 Juegos/5060125483497_s.jpg,827,Eat Lead,6.00,5060125483497,3.00
Xbox 360,0.80,/product_images/Juegos/Xbox 360 Juegos/5060125481653_s.jpg,827,Dark Sector,3.50,5060125481653,1.30
PC,0.01,/product_images/defimg1_s.jpg,830,Flight Simulation X Plane V7 (Expansion),0.50,8426412003590,0.10
PlayStation 3,9.00,/product_images/Juegos/PS3 Juegos/5021290057647_s.jpg,821,Kingdom Hearts: HD 1.5 ReMix LE,22.00,5021290057647,13.00
PlayStation 3,0.90,/product_images/Juegos/PS3 Juegos/5024866339475_s.jpg,821,Operation Flashpoint 2: Dragon Rising,4.00,5024866339475,1.50
PlayStation 3,3.00,/product_images/Juegos/PS3 Juegos/8023171019895_s.jpg,821,IL-2 Sturmovik Birds of Prey,7.00,8023171019895,4.00
Wii,4.00,/product_images/defimg3_s.jpg,831,Family Party - 90 Great Games Party Pack,10.00,3700577002526,6.00
Wii,2.00,/product_images/Juegos/Wii Juegos/3750077002045_s.jpg,831,El Oso Yogui - El Videojuego,4.50,3750077002045,2.00
Wii,5.00,/product_images/Juegos/Wii Juegos/3760137144998_s.jpg,831,Detective Conan,12.00,3760137144998,7.00
Nintendo DS,2.00,/product_images/Juegos/DS Juegos/4005209113762_s.jpg,834,Vuelta al Corral,5.00,4005209113762,3.00
Nintendo DS,4.00,/product_images/defimg4_s.jpg,834,Spongebob Squarepants: Frantic Fry,9.00,4005209117845,5.00
Nintendo DS,3.00,/product_images/Juegos/DS Juegos/4005209126182_s.jpg,834,WWE Smackdown Vs. Raw 2010,8.00,4005209126182,5.00
Xbox 360,3.00,/product_images/Juegos/Xbox 360 Juegos/3391891981507_s.jpg,827,Digimon All Star Rumble,8.00,3391891981507,5.00
Xbox 360,0.80,/product_images/Juegos/Xbox 360 Juegos/8154030100499_s.jpg,827,Young Justice: Legacy,3.50,8154030100499,1.30
Xbox 360,2.00,/product_images/Juegos/Xbox 360 Juegos/5060004766543_s.jpg,827,Condemned,6.00,5060004766543,3.00
PC,0.01,/product_images/defimg5_s.jpg,830,Midnight Nowhere (2 CDS),0.25,8426412003927,0.01
PC,0.01,/product_images/defimg1_s.jpg,830,RPM Tunning,0.25,8426412003989,0.01
PC,0.01,/product_images/defimg5_s.jpg,830,Jetfighter V: Homeland Protector,0.25,8426412004122,0.01
PlayStation 3,0.90,/product_images/Juegos/PS3 Juegos/3391891984003_s.jpg,821,Godzilla,4.00,3391891984003,1.50
PlayStation 3,5.00,/product_images/Juegos/PS3 Juegos/8717418435349_s.jpg,821,Disney Infinity 2.0 Toy Box Combo Starter Pack,12.00,8717418435349,7.00
PlayStation 3,5.00,/product_images/Juegos/PS3 Juegos/5030931111150_s.jpg,821,Madden NFL 25,12.00,5030931111150,7.00
Wii,0.90,/product_images/Juegos/Wii Juegos/3760137146411_s.jpg,831,Safar' Wii,4.00,3760137146411,1.50
Wii,0.60,/product_images/Juegos/Wii Juegos/3760137146848_s.jpg,831,Fast Food Panic,2.50,3760137146848,0.90
Wii,1.40,/product_images/Juegos/Wii Juegos/3760137147463_s.jpg,831,Brico Party,6.00,3760137147463,2.00
Nintendo DS,0.20,/product_images/defimg5_s.jpg,834,Womens Murder Club: Games of Passion,1.50,4005209128292,0.40
Nintendo DS,0.90,/product_images/Juegos/DS Juegos/4005209128490_s.jpg,834,Biggest Loser,4.00,4005209128490,1.50
Nintendo DS,0.70,/product_images/Juegos/DS Juegos/4005209133951_s.jpg,834,Nancy Drew: Mysterio Del Modelo,3.00,4005209133951,1.10
Xbox 360,2.00,/product_images/Juegos/Xbox 360 Juegos/3307215808306_s.jpg,827,Rabbids Invasion,6.00,3307215808306,3.00
Xbox 360,2.00,/product_images/Juegos/Xbox 360 Juegos/3307215902790_s.jpg,827,Just Dance Disney Party 2,6.00,3307215902790,3.00
Xbox 360,4.00,/product_images/Juegos/Xbox 360 Juegos/4005209153652_s.jpg,827,El Gato con Botas (Kinect),10.00,4005209153652,6.00
PC,0.10,/product_images/defimg1_s.jpg,830,Railroad Simulator 2004,0.75,8426412004146,0.20
PC,0.20,/product_images/defimg2_s.jpg,830,Diplomacy (SN),1.50,8426412004160,0.40
PC,0.70,/product_images/defimg5_s.jpg,830,Virtual Railroad 3,3.50,8426412004191,1.20
PlayStation 3,6.00,/product_images/Juegos/PS3 Juegos/4020628509606_s.jpg,821,Jane's Advanced Strike Fighters,15.00,4020628509606,9.00
PlayStation 3,4.00,/product_images/Juegos/PS3 Juegos/4260231341082_s.jpg,821,Air Conflicts: Vietnam,10.00,4260231341082,6.00
PlayStation 3,7.00,/product_images/Juegos/PS3 Juegos/5030917100604_s.jpg,821,Dreamworks Superstar Kartz,16.00,5030917100604,10.00
Wii,0.20,/product_images/defimg2_s.jpg,831,Fix It,1.00,3760137147876,0.30
Wii,1.40,/product_images/Juegos/Wii Juegos/3770000633269_s.jpg,831,Aqua Panic,6.00,3770000633269,2.00
Wii,1.00,/product_images/Juegos/Wii Juegos/3770000633399_s.jpg,831,Garfield La Amenaza de la Lasana del Esp,4.50,3770000633399,1.70
Nintendo DS,-1,/product_images/defimg1_s.jpg,834,Penguins of Madagascar,10.00,4005209136730,-1
Nintendo DS,0.70,/product_images/Juegos/DS Juegos/4005209136891_s.jpg,834,Megamind,3.00,4005209136891,1.10
Nintendo DS,0.90,/product_images/defimg5_s.jpg,834,Hot Wheels Track Attack,4.00,4005209139519,1.50
Xbox 360,6.00,/product_images/Juegos/Xbox 360 Juegos/3512899111394_s.jpg,827,Farming Simulator 2013,15.00,3512899111394,9.00
Xbox 360,0.70,/product_images/Juegos/Xbox 360 Juegos/5030937074664_s.jpg,827,G.I.Joe,3.00,5030937074664,1.10
Xbox 360,0.80,/product_images/Juegos/Xbox 360 Juegos/5037930101007_s.jpg,827,Wheelman,3.50,5037930101007,1.30
PC,0.20,/product_images/defimg5_s.jpg,830,Battle of Britain II: Wings of Victory,1.50,8426412004306,0.40
PC,0.01,/product_images/defimg1_s.jpg,830,GP2 Championship,0.10,8426412004368,0.01
PC,0.30,/product_images/Juegos/PC Juegos/8426412004399_s.jpg,830,Dreamfall The Longest Journey,2.00,8426412004399,0.60
PlayStation 3,0.10,/product_images/Juegos/PS3 Juegos/4005209155557S_s.jpg,821,UDraw Studio (Solus),0.50,4005209155557,0.10
Wii,3.00,/product_images/defimg3_s.jpg,831,Garfield Show - Le Amenasa De La Lasana.,8.00,3770000633405,5.00
Wii,3.00,/product_images/Juegos/Wii Juegos/4005209087209_s.jpg,831,Avatar The Legend Of Aang,8.00,4005209087209,5.00
Wii,4.00,/product_images/Juegos/Wii Juegos/4005209087261_s.jpg,831,Corral Una Fiesta Muy Bestia,10.00,4005209087261,6.00
Nintendo DS,3.00,/product_images/Juegos/DS Juegos/4005209148399_s.jpg,834,Kung Fu Panda 2,8.00,4005209148399,5.00
Nintendo DS,0.10,/product_images/defimg3_s.jpg,834,SpongeBob Surf and Skate Roadtrip,1.00,4005209153270,0.30
Nintendo DS,0.80,/product_images/Juegos/DS Juegos/4005209153751_s.jpg,834,"Gato Con Botas, El",3.50,4005209153751,1.30
Xbox 360,0.80,/product_images/Juegos/Xbox 360 Juegos/5055060963562_s.jpg,827,Steel Batallion: Heavy Armor,3.50,5055060963562,1.30
Xbox 360,0.90,/product_images/Juegos/Xbox 360 Juegos/4510772105330_s.jpg,827,BlazBlue Calamity Trigger,4.00,4510772105330,1.50
Xbox 360,0.80,/product_images/Juegos/Xbox 360 Juegos/882224260770_s.jpg,827,Live: Arcade Unplugged - Volume 1,3.50,882224260770,1.30
PC,1.20,/product_images/defimg2_s.jpg,830,Birth of Amercia,6.00,8426412004535,2.00
PC,0.10,/product_images/defimg5_s.jpg,830,Mi Hospital De Animales,0.75,8426412004566,0.20
PC,0.01,/product_images/defimg4_s.jpg,830,Pro Cycling Manager 2007-2008,0.25,8426412004719,0.01
Wii,1.80,/product_images/Juegos/Wii Juegos/4005209093705_s.jpg,831,Bob Esponja y Amigos:El Ataque de los Ju,4.00,4005209093705,2.00
Wii,4.00,/product_images/defimg2_s.jpg,831,Avatar: The Legend of Aang - The Burning,10.00,4005209096119,6.00
Wii,0.20,/product_images/defimg3_s.jpg,831,Nicktoons - Attack Of The Toybots,1.00,4005209097048,0.30
Nintendo DS,4.00,/product_images/defimg3_s.jpg,834,Turtles Mutant Nightmare 3,9.00,4012927081310,5.00
Nintendo DS,5.00,/product_images/Juegos/DS Juegos/4012927081358_s.jpg,834,Yu-Gi-Oh Nightmare Troubadour,12.00,4012927081358,7.00
Xbox 360,2.00,/product_images/Juegos/Xbox 360 Juegos/3307211695610_s.jpg,827,R.U.S.E.,6.00,3307211695610,3.00
Xbox 360,5.00,/product_images/Juegos/Xbox 360 Juegos/8023171024905_s.jpg,827,Zumba Fitness Party (Kinect),12.00,8023171024905,7.00
Xbox 360,8.00,/product_images/Juegos/Xbox 360 Juegos/3391891975681_s.jpg,827,Dragonball Z: Battle Of Z,18.00,3391891975681,11.00
PC,1.20,/product_images/defimg4_s.jpg,830,Trainz Railroad Simulator Classics,5.00,8426412005006,1.90
PC,0.80,/product_images/defimg4_s.jpg,830,Siglo XIII: Muerte o Gloria,4.00,8426412005112,1.40
Wii,3.00,/product_images/defimg4_s.jpg,831,Spongebob's Atlantis Squarepantis,8.00,4005209097079,5.00
Nintendo DS,3.00,/product_images/defimg5_s.jpg,834,Lost in Blue,8.00,4012927081389,5.00
Xbox 360,4.00,/product_images/Juegos/Xbox 360 Juegos/5026555255745_s.jpg,827,Nickelodeon Dance (Kinect),10.00,5026555255745,6.00
Wii,0.90,/product_images/Juegos/Wii Juegos/4005209103039_s.jpg,831,Worms: Una Gusanodisea Espacial,4.00,4005209103039,1.50
Nintendo DS,3.00,/product_images/Juegos/DS Juegos/4012927081617_s.jpg,834,Taos Adventure: Curse of the Demon Seal,8.00,4012927081617,5.00
Xbox 360,4.00,/product_images/Juegos/Xbox 360 Juegos/9006113002314_s.jpg,827,Gothic 4: Arcania Tale Complete Edition,10.00,9006113002314,6.00
PC,2.00,/product_images/defimg1_s.jpg,830,Euro Truck Simulator,12.00,8426412005549,4.00
Wii,0.30,/product_images/Juegos/Wii Juegos/4005209105187_s.jpg,831,Battle of the Bands,1.50,4005209105187,0.50
Nintendo DS,0.60,/product_images/Juegos/DS Juegos/4012927081846_s.jpg,834,Death Jr. & The Science Fair of Doom,2.50,4012927081846,0.90
Xbox 360,4.00,/product_images/Juegos/Xbox 360 Juegos/5026555246453_s.jpg,827,Bioshock,10.00,5026555246453,6.00
