categoria_str,sku,precio_intercambio,precio_venta,categoria_id,titulo,img_caratula,precio_compra
Xbox 360,5026555245043,0.90,2.50,827,Top Spin 2,/product_images/Juegos/Xbox 360 Juegos/5026555245043_s.jpg,0.60
Xbox 360,5026555245104,1.90,5.00,827,Amped 3,/product_images/Juegos/Xbox 360 Juegos/5026555245104_s.jpg,1.20
Xbox 360,5026555245357,0.10,0.50,827,NBA 2K7,/product_images/Juegos/Xbox 360 Juegos/5026555245357_s.jpg,0.01
Xbox 360,5026555245661,1.30,3.50,827,"Darkness, The",/product_images/Juegos/Xbox 360 Juegos/5026555245661_s.jpg,0.80
Xbox 360,5026555247443,3.00,6.00,827,Civilization Revolution,/product_images/Juegos/Xbox 360 Juegos/5026555247443_s.jpg,2.00
Xbox 360,5026555251754,1.50,4.00,827,"Borderlands Zombie Island, Moxxi's Under",/product_images/Juegos/Xbox 360 Juegos/5026555251754_s.jpg,0.90
Xbox 360,5030917030277,0.90,2.50,827,Tony Hawks American Wasteland,/product_images/Juegos/Xbox 360 Juegos/5030917030277_s.jpg,0.60
Xbox 360,5030917053917,0.70,2.00,827,Guitar Hero Aerosmith (Solo Juego),/product_images/Juegos/Xbox 360 Juegos/5030917053917_s.jpg,0.40
Xbox 360,5030917062322,3.00,6.00,827,Monstruos Contra Alienigenas,/product_images/Juegos/Xbox 360 Juegos/5030917062322_s.jpg,2.00
Xbox 360,5030917066696,3.00,6.00,827,Transformers: La Venganza de los Caidos,/product_images/Juegos/Xbox 360 Juegos/5030917066696_s.jpg,2.00
Nintendo DS,045496462659,3.00,6.00,834,Trauma Centre: Under the Knife,/product_images/Juegos/DS Juegos/045496462659_s.jpg,2.00
Nintendo DS,045496463403,0.40,1.50,834,Nintendo DS Browser (para Nintendo DS),/product_images/Juegos/DS Juegos/045496463403_s.jpg,0.20
Nintendo DS,045496463809,0.90,2.50,834,Tenchu Dark Secret,/product_images/Juegos/DS Juegos/045496463809_s.jpg,0.60
Nintendo DS,045496463861,0.60,2.00,834,Chicken Little As En Accion,/product_images/Juegos/DS Juegos/045496463861_s.jpg,0.30
Nintendo DS,045496463960,5.00,8.00,834,Magical Starsign,/product_images/Juegos/DS Juegos/045496463960_s.jpg,3.00
Nintendo DS,045496464134,0.40,1.50,834,Kim Possible: Global Gemini,/product_images/Juegos/DS Juegos/045496464134_s.jpg,0.20
Nintendo DS,045496464394,1.90,5.00,834,Herbie Rescue Rally,/product_images/Juegos/DS Juegos/045496464394_s.jpg,1.20
Nintendo DS,045496464707,2.00,6.00,834,Anno 1701: Crea tu Imperio,/product_images/Juegos/DS Juegos/045496464707_s.jpg,1.40
Nintendo DS,045496464813,6.00,10.00,834,Metroid Prime Pinball + Rumble Pak,/product_images/Juegos/DS Juegos/045496464813_s.jpg,4.00
Nintendo DS,045496465087,5.00,8.00,834,Puzzle League DS,/product_images/Juegos/DS Juegos/045496465087_s.jpg,3.00
Nintendo DS,045496465834,3.00,6.00,834,Disney's Planes,/product_images/Juegos/DS Juegos/045496465834_s.jpg,2.00
Nintendo DS,045496466404,0.40,1.50,834,Magia en Accion (Juego+Baraja),/product_images/Juegos/DS Juegos/045496466404_s.jpg,0.20
Nintendo DS,045496466886,1.30,3.50,834,De 10 en  10: Una Aventura Matematica,/product_images/Juegos/DS Juegos/045496466886_s.jpg,0.80
Nintendo DS,045496467265,1.50,4.00,834,Cooking Guide,/product_images/Juegos/DS Juegos/045496467265_s.jpg,0.90
Nintendo DS,045496468002,0.40,1.50,834,Ultimate Band,/product_images/Juegos/DS Juegos/045496468002_s.jpg,0.20
Nintendo DS,045496468026,5.00,8.00,834,Disney Bolt,/product_images/Juegos/DS Juegos/045496468026_s.jpg,3.00
Nintendo DS,045496468057,0.40,1.50,834,Hannah Montana: La pelicula,/product_images/Juegos/DS Juegos/045496468057_s.jpg,0.20
Nintendo DS,045496468101,3.00,6.00,834,Los Magos de Waverly Place,/product_images/Juegos/DS Juegos/045496468101_s.jpg,2.00
Nintendo DS,045496468231,1.50,4.00,834,100 Classic Book Collection (UK),/product_images/Juegos/DS Juegos/045496468231_s.jpg,0.90
Nintendo DS,045496468330,0.60,2.00,834,Walk with me!,/product_images/Juegos/DS Juegos/045496468330_s.jpg,0.30
Nintendo DS,045496468972,0.90,2.50,834,Naruto Ninja Council 3,/product_images/Juegos/DS Juegos/045496468972_s.jpg,0.60
Nintendo DS,045496469313,5.00,8.00,834,Campanilla y El Tesoro Perdido,/product_images/Juegos/DS Juegos/045496469313_s.jpg,3.00
Nintendo DS,045496469320,0.30,1.00,834,Jonas,/product_images/Juegos/DS Juegos/045496469320_s.jpg,0.10
Nintendo DS,045496469337,4.00,7.00,834,Tiana y el Sapo,/product_images/Juegos/DS Juegos/045496469337_s.jpg,3.00
PC,5026555035743,2.00,6.00,830,Mafia,/product_images/defimg5_s.jpg,1.20
PC,8431474073931,0.01,0.10,830,Cycling Evolution,/product_images/Juegos/PC Juegos/8431474073931_s.jpg,0.01
Nintendo DS,045496469368,6.00,10.00,834,Campanilla Y El Gran Rescate,/product_images/Juegos/DS Juegos/045496469368_s.jpg,4.00
PC,3307210186850,0.01,0.25,830,Rainbow Six Lockdown (SN),/product_images/Juegos/PC Juegos/3307210186850_s.jpg,0.01
PC,8427197150035,0.10,0.50,830,"Seonr De Los Anillos, El : El Retorno Del Rey",/product_images/defimg3_s.jpg,0.01
Nintendo DS,045496469382,0.30,1.00,834,Sunny Entre Estrellas,/product_images/Juegos/DS Juegos/045496469382_s.jpg,0.10
Nintendo DS,045496469443,0.70,2.50,834,Camp Rock 2: Final Jam,/product_images/Juegos/DS Juegos/045496469443_s.jpg,0.30
PC,8414185051184,0.10,0.50,830,Total club manager 2004,/product_images/defimg5_s.jpg,0.01
PC,8414185051689,0.01,0.10,830,Madden 2005 (SN) 3CD,/product_images/defimg3_s.jpg,0.01
Nintendo DS,045496469566,7.00,12.00,834,Picross 3D,/product_images/Juegos/DS Juegos/045496469566_s.jpg,5.00
Nintendo DS,045496469849,4.00,7.00,834,Rooms: The Main Building,/product_images/Juegos/DS Juegos/045496469849_s.jpg,3.00
PC,093155126473,1.20,4.00,830,Fallout 3: Operation Anchorage & The Pit,/product_images/Juegos/PC Juegos/093155126473_s.jpg,0.60
PC,3700265622050,0.20,0.75,830,Kaan Barbarians Blade,/product_images/defimg4_s.jpg,0.10
Nintendo DS,045496469986,0.70,2.50,834,Jam With The Band,/product_images/Juegos/DS Juegos/045496469986_s.jpg,0.30
PC,8436010150091,0.10,0.50,830,Traitors Gate,/product_images/defimg3_s.jpg,0.01
PC,7350007511171,0.10,0.50,830,Dragon Throne: Battle Of Red Cliffs,/product_images/Juegos/PC Juegos/7350007511171_s.jpg,0.01
PlayStation 3,10086690668,11.00,18.00,821,Sonic & All Stars Racing Transformed,/product_images/Juegos/PS3 Juegos/10086690668_s.jpg,8.00
Nintendo DS,045496470371,3.00,6.00,834,Tetris Party Deluxe,/product_images/Juegos/DS Juegos/045496470371_s.jpg,2.00
Nintendo DS,045496470449,0.30,1.00,834,Face Training,/product_images/Juegos/DS Juegos/045496470449_s.jpg,0.10
PC,4005209102223,1.80,5.00,830,Company Of Heroes/ Opposing Fronts,/product_images/Juegos/PC Juegos/4005209102223_s.jpg,1.00
PlayStation 3,3296580811366,3.00,5.00,821,Furia de Titanes,/product_images/Juegos/PS3 Juegos/3296580811366_s.jpg,2.00
PlayStation 3,3307215790939,9.00,15.00,821,Just Dance 2015,/product_images/Juegos/PS3 Juegos/3307215790939_s.jpg,6.00
PC,5030917025211,1.00,3.50,830,Call of Duty La Gran Ofensiva Exp (SN) 2CD,/product_images/defimg4_s.jpg,0.50
PlayStation 3,3307217915729,6.00,10.00,821,Principe de Persia Arenas Ovidadas EC,/product_images/Juegos/PS3 Juegos/3307217915729_s.jpg,4.00
Nintendo DS,045496471354,11.00,18.00,834,Solatorobo Red The Hunter,/product_images/Juegos/DS Juegos/045496471354_s.jpg,8.00
PC,5030917027031,1.00,3.50,830,Doom 3 (SN) 1CD Expansion Pack,/product_images/Juegos/PC Juegos/5030917027031_s.jpg,0.50
PlayStation 3,3307219934643,2.00,7.00,821,Motions Sports Adrenaline,/product_images/Juegos/PS3 Juegos/3307219934643_s.jpg,1.60
Nintendo DS,045496471842,1.30,3.50,834,Aprende Con Los Pokémon: Aventura(W/Key),/product_images/Juegos/DS Juegos/045496471842_s.jpg,0.80
PC,3760007410505,0.01,0.10,830,Economic War,/product_images/Juegos/PC Juegos/3760007410505_s.jpg,0.01
PlayStation 3,3391891977746,12.00,20.00,821,Tales Of Xillia 2 - Edicion Lanzamiento,/product_images/Juegos/PS3 Juegos/3391891977746_s.jpg,9.00
Nintendo DS,045496471866,1.50,4.00,834,Brave (Disney),/product_images/Juegos/DS Juegos/045496471866_s.jpg,0.90
PC,8436010151777,0.30,1.00,830,Imperium Civitas II,/product_images/Juegos/PC Juegos/8436010151777_s.jpg,0.10
PlayStation 3,4005209136372,1.50,4.00,821,Megamind,/product_images/Juegos/PS3 Juegos/4005209136372_s.jpg,0.90
Nintendo DS,045496734992,7.00,12.00,834,Jake Hunter: Detective Chronicles,/product_images/Juegos/DS Juegos/045496734992B_s.jpg,5.00
PC,5030917023385,11.00,18.00,830,Rome: Total War (SN) (3CD),/product_images/defimg3_s.jpg,8.00
PlayStation 3,4012927052655,7.00,12.00,821,Saw II,/product_images/Juegos/PS3 Juegos/4012927052655_s.jpg,5.00
Nintendo DS,045496737122,3.00,6.00,834,Brain Age,/product_images/Juegos/DS Juegos/045496737122_s.jpg,2.00
PSP,5060138434745,0.10,0.50,862,Football Manager Handheld 2008,/product_images/Juegos/PSP Juegos/5060138434745_s.jpg,0.01
PC,8414185032930,1.00,3.50,830,Los Sims Historias de la Vida (SN),/product_images/defimg4_s.jpg,0.50
PlayStation 3,4020628888107,6.00,10.00,821,Saints Row IV Game Of The Century Edition,/product_images/Juegos/PS3 Juegos/4020628888107_s.jpg,4.00
Nintendo DS,045496740276,12.00,20.00,834,Legendary Starfy,/product_images/Juegos/DS Juegos/045496740276_s.jpg,9.00
PSP,5060138434769,0.10,0.50,862,Football Manager Handheld 08,/product_images/Juegos/PSP Juegos/5060138434769_s.jpg,0.01
PC,5032921022569,1.40,4.00,830,Imperial Glory 3CD,/product_images/Juegos/PC Juegos/5032921022569_s.jpg,0.80
PlayStation 3,5024866339109,1.90,5.00,821,Damnation,/product_images/Juegos/PS3 Juegos/5024866339109_s.jpg,1.20
Nintendo DS,045496740412,1.50,4.00,834,Fossil Fighters,/product_images/Juegos/DS Juegos/045496740412_s.jpg,0.90
PSP,5060138439979,0.10,0.50,862,Football Manager Handheld 09,/product_images/Juegos/PSP Juegos/5060138439979_s.jpg,0.01
PC,8436010152361,0.20,0.75,830,Imperium Online,/product_images/defimg1_s.jpg,0.10
PlayStation 3,5030917094118,9.00,15.00,821,Monster Jam: Path Of Destruction,/product_images/Juegos/PS3 Juegos/5030917094118_s.jpg,6.00
Nintendo DS,045496742058,24.00,38.00,834,Pokemon Conquest,/product_images/Juegos/DS Juegos/045496742058_s.jpg,17.00
PSP,5060193300078,0.30,1.00,862,Commander: Europe at War,/product_images/Juegos/PSP Juegos/5060193300078_s.jpg,0.10
PC,3307210223494,0.60,2.00,830,Myst IV Revelation,/product_images/defimg3_s.jpg,0.30
PlayStation 3,5030917101564,1.10,3.00,821,Generator Rex,/product_images/Juegos/PS3 Juegos/5030917101564_s.jpg,0.70
Nintendo DS,047875751019,7.00,12.00,834,Whac-a-Mole,/product_images/Juegos/DS Juegos/047875751019_s.jpg,5.00
PSP,5708758664493,1.40,4.00,862,Brothers Grimm,/product_images/defimg4_s.jpg,0.80
PC,008888610427,0.60,2.00,830,Myst III - Exile,/product_images/defimg1_s.jpg,0.30
PlayStation 3,5030934102889,17.00,28.00,821,Harry Potter y las Reliquias...Parte 2,/product_images/Juegos/PS3 Juegos/5030934102889_s.jpg,12.00
Nintendo DS,047875759534,6.00,10.00,834,Animal Planet - Vet Life,/product_images/Juegos/DS Juegos/047875759534_s.jpg,4.00
PSP,5743211851119,0.30,1.00,862,Legend Of The Dragon,/product_images/Juegos/PSP Juegos/5743211851119_s.jpg,0.10
PC,5030917016974,1.40,4.00,830,Medieval Total War (SN) 2CD,/product_images/defimg1_s.jpg,0.80
PlayStation 3,5030934102971,9.00,15.00,821,Shadows Of The Damned,/product_images/Juegos/PS3 Juegos/5030934102971_s.jpg,6.00
Nintendo DS,047875816657,0.60,2.00,834,Over The Hedge: Hammy Goes Nuts!,/product_images/Juegos/DS Juegos/047875816657_s.jpg,0.30
PSP,650008999099,1.40,4.00,862,World Championship Cards,/product_images/defimg5_s.jpg,0.80
PC,3307210204585,1.50,4.00,830,Rayman 10 Aniversario,/product_images/Juegos/PC Juegos/3307210204585_s.jpg,0.90
PlayStation 3,711719210825,26.00,42.00,821,"Jak and Daxter Trilogy, The",/product_images/Juegos/PS3 Juegos/711719210825_s.jpg,18.00
Nintendo DS,047875830776,3.00,6.00,834,Spiderman: Friend or Foe,/product_images/Juegos/DS Juegos/047875830776_s.jpg,2.00
PSP,710425239380,0.60,2.00,862,Major Leage Baseball 2k6,/product_images/Juegos/PSP Juegos/710425239380_s.jpg,0.30
PC,5030917008955,1.00,3.00,830,Quake 3 Arena,/product_images/defimg1_s.jpg,0.60
PlayStation 3,4017244029304,5.00,8.00,821,Cursed Crusade,/product_images/Juegos/PS3 Juegos/4017244029304_s.jpg,3.00
Nintendo DS,053941703028,11.00,18.00,834,Naruto: Path of the Nnja,/product_images/Juegos/DS Juegos/053941703028_s.jpg,8.00
PSP,710425371271,2.00,6.00,862,Major League Baseball 2K7,/product_images/defimg3_s.jpg,1.20
PC,8414185033555,0.40,1.50,830,Hellgate London,/product_images/defimg3_s.jpg,0.20
PlayStation 3,8023171019895,5.00,8.00,821,IL-2 Sturmovik Birds of Prey,/product_images/Juegos/PS3 Juegos/8023171019895_s.jpg,3.00
Nintendo DS,083717241188,1.10,3.00,834,Pro Evolution Soccer 2007,/product_images/Juegos/DS Juegos/083717241188_s.jpg,0.70
PSP,711719104667,-1,3.00,862,Invizimals,/product_images/Juegos/PSP Juegos/711719104667_s.jpg,-1
PC,3546430123065,2.00,6.00,830,Neverwinter Nights 2 (SN),/product_images/Juegos/PC Juegos/3546430123065_s.jpg,1.20
PlayStation 3,5060112743757,6.00,10.00,821,3D Dot Game Heroes,/product_images/Juegos/PS3 Juegos/5060112743757_s.jpg,4.00
Nintendo DS,083717241287,18.00,30.00,834,Contra 4,/product_images/Juegos/DS Juegos/083717241287_s.jpg,13.00
PSP,711719127581,0.10,0.50,862,Patito Feo Edición especial,/product_images/defimg3_s.jpg,0.01
PC,5026555057318,0.70,2.50,830,Duke Nukem Forever (P),/product_images/Juegos/PC Juegos/5026555057318_s.jpg,0.30
PlayStation 3,5051893036206,2.00,6.00,821,GaHoole: La Leyenda de los Guardianes,/product_images/Juegos/PS3 Juegos/5051893036206_s.jpg,1.40
Nintendo DS,096427014973,0.10,0.50,834,Zoo Hospital +,/product_images/Juegos/DS Juegos/096427014973_s.jpg,0.01
Nintendo DS,3296580807802,3.00,6.00,834,Go! Go! Cosmo Cops!,/product_images/Juegos/DS Juegos/3296580807802_s.jpg,2.00
PSP,711719138341,0.30,1.00,862,Buzz! Que Sabes de tu Pais? (Solo Juego),/product_images/Juegos/PSP Juegos/711719138341_s.jpg,0.10
PSP,711719142775,-1,4.50,862,Play English,/product_images/defimg3_s.jpg,-1
PC,3546430028773,0.01,0.10,830,KnightShift,/product_images/defimg3_s.jpg,0.01
PC,5060193302300,0.40,1.50,830,Pandora - First Contact,/product_images/Juegos/PC Juegos/5060193302300_s.jpg,0.20
PlayStation 3,3391891972666,9.00,15.00,821,Saint Seiya: Brave Soldiers,/product_images/Juegos/PS3 Juegos/3391891972666_s.jpg,6.00
PlayStation 3,5030934063869,0.30,1.00,821,UEFA Euro 2008,/product_images/Juegos/PS3 Juegos/5030934063869_s.jpg,0.20
Nintendo DS,3307210187567,2.00,4.00,834,Rayman DS,/product_images/Juegos/DS Juegos/3307210187567_s.jpg,1.80
Nintendo DS,3307210190895,3.00,6.00,834,Sprung : The Dating Game,/product_images/Juegos/DS Juegos/3307210190895_s.jpg,2.00
Nintendo DS,3307210211880,1.10,3.00,834,"Star Wars Episode 3, Revenge of the Sith",/product_images/Juegos/DS Juegos/3307210211880_s.jpg,0.70
PSP,711719159964,0.60,2.00,862,"Eye of Judgment Legends, The",/product_images/Juegos/PSP Juegos/711719159964_s.jpg,0.30
PSP,711719161158,2.00,6.00,862,Gran Turismo (Edicion Especial),/product_images/Juegos/PSP Juegos/711719161158_s.jpg,1.20
PSP,711719214038,0.70,2.50,862,Buzz! Concurso Musical Definitivo,/product_images/defimg4_s.jpg,0.30
PC,4005209076753,0.20,0.75,830,Full Spectrum Warrior: Ten Hammers,/product_images/Juegos/PC Juegos/4005209076753_s.jpg,0.10
PC,5030917017001,0.70,2.00,830,Return To Castle Wolfenstein Special Ed,/product_images/defimg3_s.jpg,0.40
PC,3307210149039,0.30,1.00,830,Myst Exile 3,/product_images/Juegos/PC Juegos/3307210149039_s.jpg,0.10
PlayStation 3,3391891984478,15.00,25.00,821,Tales of Graces f / Tales of Symphonia Chronicles,/product_images/Juegos/PS3 Juegos/3391891984478_s.jpg,11.00
PlayStation 3,023272006310,1.30,3.50,821,Fracture,/product_images/Juegos/PS3 Juegos/023272006310_s.jpg,0.80
PlayStation 3,5030917082283,2.00,6.00,821,Transformers: La Guerra por Cyber,/product_images/Juegos/PS3 Juegos/5030917082283_s.jpg,1.40
Nintendo DS,3307210222978,3.00,6.00,834,Lost Magic,/product_images/Juegos/DS Juegos/3307210222978_s.jpg,2.00
Nintendo DS,3307210227461,5.00,8.00,834,Pippa Funnel (UK),/product_images/Juegos/DS Juegos/3307210227461_s.jpg,3.00
Nintendo DS,3307210227508,3.00,5.00,834,Alexandra Lederman,/product_images/Juegos/DS Juegos/3307210227508_s.jpg,2.00
PSP,711719217336,-1,1.50,862,Invizimals- Essentials,/product_images/defimg1_s.jpg,-1
PSP,711719236511,0.70,2.50,862,Invizimals Las tribus Perdidas + PSP Go,/product_images/defimg5_s.jpg,0.30
PSP,711719282211,1.20,3.50,862,EyePet Adventures +USB Camera,/product_images/defimg2_s.jpg,0.70
PC,5024866363944,6.00,10.00,830,F1 2015 (P),/product_images/Juegos/PC Juegos/5024866363944_s.jpg,4.00
PC,5021290034723,0.20,0.75,830,Conflict: Denied Ops,/product_images/Juegos/PC Juegos/5021290034723_s.jpg,0.10
PC,8426412004108,0.40,1.50,830,Wings of Honour,/product_images/defimg3_s.jpg,0.20
PlayStation 3,5030917091667,3.00,5.00,821,007 - Bloodstone,/product_images/Juegos/PS3 Juegos/5030917091667_s.jpg,2.00
PlayStation 3,4005209090988,6.00,10.00,821,Ratatouille,/product_images/Juegos/PS3 Juegos/4005209090988_s.jpg,4.00
PlayStation 3,5024866334845,1.50,4.00,821,Turning Point: Fall of Liberty,/product_images/Juegos/PS3 Juegos/5024866334845_s.jpg,0.90
PSP,7117194563,2.00,8.00,862,Socom Tactical Strike + Auriculares,/product_images/defimg3_s.jpg,1.60
PSP,711719606055,0.70,2.50,862,ATV Off Road Fury Pro,/product_images/Juegos/PSP Juegos/711719606055_s.jpg,0.30
PC,3546430019672,1.20,4.00,830,Monopoly Tycoon,/product_images/defimg4_s.jpg,0.60
PC,5030934092500,3.00,10.00,830,Need For Speed (P) Hot Pursuit 2010,/product_images/defimg3_s.jpg,2.00
PlayStation 3,8717418327729,6.00,10.00,821,Disney Universe,/product_images/Juegos/PS3 Juegos/8717418327729_s.jpg,4.00
PlayStation 3,4020628882259,2.00,6.00,821,Escape Dead Island,/product_images/Juegos/PS3 Juegos/4020628882259_s.jpg,1.40
PlayStation 3,5021290036727,1.50,4.00,821,ShellShock 2: Blood Trails,/product_images/Juegos/PS3 Juegos/5021290036727_s.jpg,0.90
PSP,711719643999,0.90,3.00,862,PaRappa The Rapper,/product_images/Juegos/PSP Juegos/711719643999_s.jpg,0.40
PSP,711719658160,1.40,4.00,862,SOCOM: Fireteam Bravo (With Headset),/product_images/defimg4_s.jpg,0.80
PSP,711719661160,0.10,0.50,862,Talkman + Micro,/product_images/Juegos/PSP Juegos/711719661160_s.jpg,0.01
PC,5030917021466,1.50,5.00,830,Empires Los Albores de la Era Moderna (SN),/product_images/Juegos/PC Juegos/5030917021466_s.jpg,0.70
PC,5024866341881,0.90,3.00,830,Colin McRae: Dirt 2,/product_images/Juegos/PC Juegos/5024866341881_s.jpg,0.40
PC,8427197110138,0.10,0.50,830,Aquanox,/product_images/Juegos/PC Juegos/8427197110138_s.jpg,0.01
PlayStation 3,813633011387,17.00,28.00,821,Bleach:Soul Resurreccion,/product_images/Juegos/PS3 Juegos/813633011387_s.jpg,12.00
PlayStation 3,3391891970938,6.00,10.00,821,Tales of Xillia,/product_images/Juegos/PS3 Juegos/3391891970938_s.jpg,4.00
PSP,7117196611,0.40,1.50,862,Talkman (Solo Juego),/product_images/defimg4_s.jpg,0.20
PSP,711719662389,2.00,6.00,862,Shinobido,/product_images/Juegos/PSP Juegos/711719662389_s.jpg,1.20
PSP,711719672,0.40,1.50,862,Buzz! Junior: Locura En La Jungla (Solo),/product_images/Juegos/PSP Juegos/711719672PSP_s.jpg,0.20
PC,3348542192478,0.30,1.00,830,Leisure Suit Larry Magna Cum Laude,/product_images/Juegos/PC Juegos/3348542192478_s.jpg,0.10
PC,3307210212429,0.60,2.00,830,Zoo Tycoon,/product_images/defimg1_s.jpg,0.30
PSP,711719678557,-1,4.50,862,Medievil Resurrection,/product_images/defimg5_s.jpg,-1
PC,3700211500463,0.01,0.25,830,Aquanox 2,/product_images/Juegos/PC Juegos/3700211500463_s.jpg,0.01
PlayStation 3,711719160175,1.90,5.00,821,"Shoot, The (Move)",/product_images/Juegos/PS3 Juegos/711719160175_s.jpg,1.20
PSP,711719686972,0.10,0.50,862,Passport To Londres,/product_images/Juegos/PSP Juegos/711719686972_s.jpg,0.01
PC,093155125124,4.00,12.00,830,Fallout New Vegas (P),/product_images/Juegos/PC Juegos/093155125124_s.jpg,2.00
PlayStation 3,3307215591901,1.30,3.50,821,NCIS,/product_images/Juegos/PS3 Juegos/3307215591901_s.jpg,0.80
PC,8431474003730,0.30,1.00,830,Sim City 3000 World Edition,/product_images/defimg3_s.jpg,0.10
PC,5060034552529,0.01,0.10,830,Blowout,/product_images/Juegos/PC Juegos/5060034552529_s.jpg,0.01
PlayStation 3,4005209138581,3.00,6.00,821,De Blob 2,/product_images/Juegos/PS3 Juegos/4005209138581_s.jpg,2.00
PlayStation 3,3296580810673,6.00,10.00,821,Splatterhouse,/product_images/Juegos/PS3 Juegos/3296580810673_s.jpg,4.00
PC,3348542147829,1.00,3.50,830,Aliens Vs Predator Gold Edition,/product_images/Juegos/PC Juegos/3348542147829_s.jpg,0.50
PlayStation 3,5030917068201,3.00,5.00,821,Guitar Hero Metallica (Solo Juego),/product_images/Juegos/PS3 Juegos/5030917068201_s.jpg,2.00
PSP,711719689973,0.10,0.50,862,Passport to Paris,/product_images/Juegos/PSP Juegos/711719689973_s.jpg,0.01
PC,8436010151883,0.90,3.00,830,Dracula Origin,/product_images/Juegos/PC Juegos/8436010151883_s.jpg,0.40
PC,8427197230010,0.20,0.75,830,Mortir 2093-1944,/product_images/defimg4_s.jpg,0.10
PlayStation 3,711719166467,5.00,8.00,821,White Knight Chronicles,/product_images/Juegos/PS3 Juegos/711719166467_s.jpg,3.00
PSP,711719690979,0.30,1.00,862,Passport to Praga,/product_images/Juegos/PSP Juegos/711719690979_s.jpg,0.10
PSP,711719691976,0.20,0.75,862,Passport To Roma,/product_images/Juegos/PSP Juegos/711719691976_s.jpg,0.10
PC,8423817601710,0.01,0.25,830,Tropico,/product_images/defimg4_s.jpg,0.01
PC,8436010150206,0.10,0.50,830,The Fallen,/product_images/defimg2_s.jpg,0.01
PlayStation 3,3307210409317,2.00,6.00,821,Perdidos: El Videojuego,/product_images/Juegos/PS3 Juegos/3307210409317_s.jpg,1.40
PlayStation 3,8023171033402,11.00,18.00,821,Terraria,/product_images/Juegos/PS3 Juegos/8023171033402_s.jpg,8.00
Wii,5030917151491,26.00,42.00,831,Skylanders Trap Team Dark Edition Starter Pack,/product_images/Juegos/Wii Juegos/5030917151491_s.jpg,18.00
Wii,5055060952184,4.00,7.00,831,Sengoku Basara Samurai Heroes,/product_images/Juegos/Wii Juegos/5055060952184_s.jpg,3.00
PC,4005209086639,0.20,0.75,830,Supreme Commander 1DVD (SN),/product_images/Juegos/PC Juegos/4005209086639_s.jpg,0.10
PC,3307210140142,0.20,0.75,830,Rainbow Six 3 Raven Shield,/product_images/defimg1_s.jpg,0.10
PlayStation 3,5030917100802,3.00,10.00,821,X-Men Destiny,/product_images/Juegos/PS3 Juegos/5030917100802_s.jpg,2.00
PlayStation 3,5055277020935,5.00,8.00,821,Anarchy Reigns,/product_images/Juegos/PS3 Juegos/5055277020935_s.jpg,3.00
Wii,5060102952237,20.00,32.00,831,Muramasa The Demon Blade,/product_images/Juegos/Wii Juegos/5060102952237_s.jpg,14.00
Wii,045496369538,22.00,35.00,831,Super Mario All Stars (Ed. 25 Aniv.),/product_images/Juegos/Wii Juegos/045496369538_s.jpg,15.00
PSP,711719860624,7.00,20.00,862,Syphon Filter - Logan's Shadow (UK),/product_images/Juegos/PSP Juegos/711719860624_s.jpg,4.00
PSP,711719860921,2.00,6.00,862,Ape Escape On The Loose,/product_images/Juegos/PSP Juegos/711719860921_s.jpg,1.20
PSP,711719861423,0.60,2.00,862,Hot Shots Golf Open Tee,/product_images/Juegos/PSP Juegos/711719861423_s.jpg,0.30
PC,8431474072026,0.90,3.00,830,B.O.S. Blood of Sahara,/product_images/defimg2_s.jpg,0.40
PC,8023171020242,0.10,0.50,830,ACB Total 2009-2010,/product_images/Juegos/PC Juegos/8023171020242_s.jpg,0.01
PlayStation 3,730865001385,13.00,22.00,821,Catherine,/product_images/Juegos/PS3 Juegos/730865001385_s.jpg,9.00
Wii,045496400644,12.00,20.00,831,Go Vacation,/product_images/Juegos/Wii Juegos/045496400644_s.jpg,9.00
Wii,5021290029804,4.00,7.00,831,Bionicle Heroes,/product_images/Juegos/Wii Juegos/5021290029804_s.jpg,3.00
PSP,711719861928,0.40,1.50,862,Ape Escape Academy,/product_images/Juegos/PSP Juegos/711719861928US_s.jpg,0.20
PSP,711719862321,1.40,4.00,862,Kingdom of Paradise,/product_images/defimg3_s.jpg,0.80
PC,8431019050021,0.20,0.75,830,Formula Challenge,/product_images/defimg2_s.jpg,0.10
PC,8430613000920,4.00,12.00,830,Warhammer Mark Of Chaos (SN),/product_images/defimg1_s.jpg,2.00
PlayStation 3,4020628861056,3.00,8.00,821,Saints Row Gat Out of Hell,/product_images/Juegos/PS3 Juegos/4020628861056_s.jpg,1.90
PlayStation 3,5051893013511,1.50,4.00,821,Watchmen: El Fin esta Cerca (Part. 1 y 2,/product_images/Juegos/PS3 Juegos/5051893013511_s.jpg,0.90
Wii,4012927092033,12.00,20.00,831,Silent Hill: Shattered Memories,/product_images/Juegos/Wii Juegos/4012927092033_s.jpg,9.00
Wii,400520915666,0.70,2.00,831,UDraw Studio (Solus),/product_images/Juegos/Wii Juegos/400520915666S_s.jpg,0.40
PSP,711719862420,0.40,1.50,862,MLB 06: The Show,/product_images/defimg5_s.jpg,0.20
PSP,711719862727,1.60,4.50,862,Gretzky Nhl 2006,/product_images/defimg1_s.jpg,0.90
PC,8436037170379,0.01,0.10,830,Mi Increible Cuerpo Humano,/product_images/defimg4_s.jpg,0.01
