img_caratula,sku,categoria_id,precio_intercambio,precio_compra,precio_venta,categoria_str,titulo
/product_images/Juegos/PC Juegos/8436010150268_s.jpg,8436010150268,830,0.10,0.01,0.50,PC,FX Chess Plus
/product_images/Juegos/PS3 Juegos/3391891964593_s.jpg,3391891964593,821,15.00,11.00,25.00,PlayStation 3,Dark Souls - Prepare To Die Edition
/product_images/Juegos/PS3 Juegos/5021290038479_s.jpg,5021290038479,821,6.00,4.00,10.00,PlayStation 3,Just Cause 2
/product_images/Juegos/PS3 Juegos/5026555405980_s.jpg,5026555405980,821,4.00,3.00,7.00,PlayStation 3,Red Dead Redemption: Undead Nightmare
/product_images/Juegos/PC Juegos/8431474055340_s.jpg,8431474055340,830,0.01,0.01,0.25,PC,PC Futbol 2006
/product_images/Juegos/PC Juegos/8431474001026_s.jpg,8431474001026,830,0.01,0.01,0.10,PC,102 Dalmatas
/product_images/Juegos/PS3 Juegos/711719285960_s.jpg,711719285960,821,3.00,2.00,6.00,PlayStation 3,Invizimals: El Reino Escondido
/product_images/Juegos/PS3 Juegos/5055277000678_s.jpg,5055277000678,821,5.00,3.00,8.00,PlayStation 3,Bayonetta
/product_images/Juegos/PC Juegos/5030917039263_s.jpg,5030917039263,830,1.30,0.60,4.50,PC,Call of Duty Edicion Deluxe (SN)
/product_images/Juegos/PC Juegos/3307210204585_s.jpg,3307210204585,830,1.00,0.50,3.50,PC,Rayman 10 Aniversario
/product_images/Juegos/PC Juegos/4005209057974_s.jpg,4005209057974,830,0.01,0.01,0.10,PC,Los Increibles
/product_images/Juegos/PS3 Juegos/5055060927168_s.jpg,5055060927168,821,7.00,5.00,12.00,PlayStation 3,Resident Evil: Operation Raccoon City
/product_images/Juegos/PS3 Juegos/5026555402781_s.jpg,5026555402781,821,3.00,2.00,6.00,PlayStation 3,Top Spin 4
/product_images/Juegos/PS3 Juegos/5030934092517_s.jpg,5030934092517,821,5.00,3.00,8.00,PlayStation 3,Need For Speed Hot Pursuit
/product_images/Juegos/PC Juegos/843601015054100009_s.jpg,843601015054100009,830,0.01,0.01,0.25,PC,Fritz 6
/product_images/Juegos/PC Juegos/8436010152491_s.jpg,8436010152491,830,0.40,0.20,1.50,PC,"Cruzadas, Las"
/product_images/Juegos/PS3 Juegos/5026555407335_s.jpg,5026555407335,821,0.70,0.40,2.00,PlayStation 3,NBA 2K 2012
/product_images/Juegos/PS3 Juegos/4020628512583_s.jpg,4020628512583,821,4.00,3.00,7.00,PlayStation 3,Saints Row 4
/product_images/Juegos/PS3 Juegos/5026555416313_s.jpg,5026555416313,821,3.00,2.00,10.00,PlayStation 3,WWE 2K15
/product_images/Juegos/PC Juegos/3307210211484_s.jpg,3307210211484,830,0.60,0.30,2.00,PC,Microsoft Train Simulator
/product_images/Juegos/PS3 Juegos/5051893218718_s.jpg,5051893218718,821,11.00,8.00,18.00,PlayStation 3,LEGO Jurassic World (No Figure)
/product_images/Juegos/PS3 Juegos/4005209109154_s.jpg,4005209109154,821,1.30,0.80,3.50,PlayStation 3,WWE Smackdown Vs. Raw 2009
/product_images/Juegos/PS3 Juegos/5026555400992_s.jpg,5026555400992,821,6.00,4.00,10.00,PlayStation 3,Midnight Club 4: Los Angeles
/product_images/Juegos/PS3 Juegos/4005209098847_s.jpg,4005209098847,821,1.30,0.80,3.50,PlayStation 3,WWE Smackdown Vs. Raw 2008
/product_images/Juegos/PS3 Juegos/5030934059527_s.jpg,5030934059527,821,5.00,3.00,8.00,PlayStation 3,Army of Two
/product_images/Juegos/PS3 Juegos/4020628511821_s.jpg,4020628511821,821,6.00,4.00,10.00,PlayStation 3,Dead Island: Riptide
/product_images/Juegos/PS3 Juegos/5026555407601_s.jpg,5026555407601,821,6.00,4.00,10.00,PlayStation 3,Borderlands 2
/product_images/Juegos/PS3 Juegos/8717418378691_s.jpg,8717418378691,821,4.00,3.00,7.00,PlayStation 3,Epic Mickey 2: El Retorno De Dos Heroes
/product_images/Juegos/PS3 Juegos/3307217928996_s.jpg,3307217928996,821,6.00,4.00,10.00,PlayStation 3,Driver: San Francisco
/product_images/Juegos/PS3 Juegos/711719140559_s.jpg,711719140559,821,0.30,0.10,1.00,PlayStation 3,Eye Pet (Solo Juego)
/product_images/Juegos/PS3 Juegos/5030934101578_s.jpg,5030934101578,821,6.00,4.00,10.00,PlayStation 3,Mass Effect 3
/product_images/Juegos/PS3 Juegos/5026555411233_s.jpg,5026555411233,821,3.00,2.00,5.00,PlayStation 3,WWE 13
/product_images/Juegos/PS3 Juegos/3296580810468_s.jpg,3296580810468,821,7.00,5.00,12.00,PlayStation 3,Dragon Ball Z Raging Blast
/product_images/Juegos/PS3 Juegos/4012927051962_s.jpg,4012927051962,821,6.00,4.00,10.00,PlayStation 3,Castlevania: Lords of Shadows
/product_images/Juegos/PS3 Juegos/8717418153625_s.jpg,8717418153625,821,3.00,2.00,6.00,PlayStation 3,Turok
/product_images/Juegos/PS3 Juegos/023272005627_s.jpg,023272005627,821,6.00,4.00,10.00,PlayStation 3,Star Wars - El Poder De La Fuerza
/product_images/Juegos/PS3 Juegos/5021290048805_s.jpg,5021290048805,821,7.00,5.00,12.00,PlayStation 3,Hitman Absolution
/product_images/Juegos/PS3 Juegos/5021290047402_s.jpg,5021290047402,821,5.00,3.00,8.00,PlayStation 3,Final Fantasy XIII-2
/product_images/Juegos/PS3 Juegos/3391891958660_s.jpg,3391891958660,821,5.00,3.00,8.00,PlayStation 3,Soul Calibur V
/product_images/Juegos/PS3 Juegos/5021290061798_s.jpg,5021290061798,821,6.00,4.00,10.00,PlayStation 3,Thief
/product_images/Juegos/PS3 Juegos/5030934100236_s.jpg,5030934100236,821,4.00,3.00,7.00,PlayStation 3,Dead Space 2 LE
/product_images/Juegos/PS Vita Juegos/864642000008_s.jpg,864642000008,990,19.00,14.00,30.00,PlayStation Vita,Hyperdimension Neptunia Re;Birth1
/product_images/Juegos/PS Vita Juegos/5060201654018_s.jpg,5060201654018,990,16.00,12.00,25.00,PlayStation Vita,Steins Gate
/product_images/Juegos/PS Vita Juegos/5060327530951_s.jpg,5060327530951,990,9.00,7.00,15.00,PlayStation Vita,Xtreme Legends - Dynasty Warriors 8
/product_images/Juegos/PS Vita Juegos/5051893116731_s.jpg,5051893116731,990,11.00,8.00,18.00,PlayStation Vita,Lego Batman 2: DC Super Heroes
/product_images/Juegos/PS Vita Juegos/01813633016146_s.jpg,01813633016146,990,7.00,5.00,12.00,PlayStation Vita,Persona 4: Dancing All Night
/product_images/Juegos/PS Vita Juegos/3512899112353_s.jpg,3512899112353,990,5.00,3.00,8.00,PlayStation Vita,Farming Simulator 2014
/product_images/Juegos/PS Vita Juegos/4012927065976_s.jpg,4012927065976,990,11.00,8.00,18.00,PlayStation Vita,New Little Kings Story
/product_images/Juegos/PS Vita Juegos/5060073309993_s.jpg,5060073309993,990,9.00,7.00,15.00,PlayStation Vita,Ninja Gaiden Sigma 2 Plus
/product_images/Juegos/PS Vita Juegos/5060201656579_s.jpg,5060201656579,990,14.00,10.00,22.00,PlayStation Vita,Valkyrie Drive: Bhikkhuni
/product_images/Juegos/PS Vita Juegos/5060327530678_s.jpg,5060327530678,990,9.00,7.00,15.00,PlayStation Vita,Toukiden: The Age of Demons
/product_images/Juegos/PS Vita Juegos/641243791104_s.jpg,641243791104,990,11.00,8.00,18.00,PlayStation Vita,Senran Kagura: Estival Versus
/product_images/Juegos/PS Vita Juegos/711719220008_s.jpg,711719220008,990,6.00,4.00,10.00,PlayStation Vita,MLB 12
/product_images/Juegos/PS Vita Juegos/711719468813_s.jpg,711719468813,990,18.00,13.00,28.00,PlayStation Vita,PS Vita Action Mega Pack
/product_images/Juegos/PS Vita Juegos/813633013275_s.jpg,813633013275,990,18.00,13.00,28.00,PlayStation Vita,Danganronpa: Trigger Happy Havoc
/product_images/Juegos/PS Vita Juegos/813633014159_s.jpg,813633014159,990,9.00,7.00,15.00,PlayStation Vita,Natural Doctrine
/product_images/Juegos/PS Vita Juegos/813633014326_s.jpg,813633014326,990,13.00,9.00,20.00,PlayStation Vita,Akiba's Trip: Undead & Undressed
/product_images/Juegos/PS Vita Juegos/813633015323_s.jpg,813633015323,990,5.00,3.00,8.00,PlayStation Vita,Operation Abyss: New Tokyo Legacy
/product_images/Juegos/PS Vita Juegos/813633015576_s.jpg,813633015576,990,18.00,13.00,28.00,PlayStation Vita,Danganronpa Another Episode: Ultra Despair Girls
/product_images/Juegos/PS Vita Juegos/813633015712_s.jpg,813633015712,990,13.00,9.00,20.00,PlayStation Vita,Dungeon Travelers 2: The Royal Library & The Monster Seal
/product_images/Juegos/PS Vita Juegos/813633017396_s.jpg,813633017396,990,16.00,12.00,25.00,PlayStation Vita,Criminal Girls 2
/product_images/Juegos/PS Vita Juegos/853466001575_s.jpg,853466001575,990,11.00,8.00,18.00,PlayStation Vita,Valhalla Knights 3
/product_images/Juegos/PS Vita Juegos/859204005362_s.jpg,859204005362,990,13.00,9.00,20.00,PlayStation Vita,Trillion: God Of Destruction (16)
/product_images/Juegos/PS Vita Juegos/8718591181320_s.jpg,8718591181320,990,3.00,1.90,8.00,PlayStation Vita,Teslagrad
/product_images/Juegos/PS Vita Juegos/8809365000005_s.jpg,8809365000005,990,13.00,9.00,20.00,PlayStation Vita,DJMax Technika Tune
/product_images/Juegos/PS Vita Juegos/893610001570_s.jpg,893610001570,990,7.00,5.00,12.00,PlayStation Vita,BlazBlue: Continuum Shift Extend
/product_images/Juegos/PS Vita Juegos/014633196986_s.jpg,014633196986,990,14.00,10.00,22.00,PlayStation Vita,Madden NFL 13
/product_images/Juegos/PS Vita Juegos/0813633015507_s.jpg,0813633015507,990,13.00,9.00,20.00,PlayStation Vita,Lost Dimension
/product_images/Juegos/PS Vita Juegos/0859204005072_s.jpg,0859204005072,990,11.00,8.00,18.00,PlayStation Vita,Hyperdevotion Noire: Goddess Black Heart
/product_images/Juegos/PS Vita Juegos/3307215624005_s.jpg,3307215624005,990,6.00,4.00,10.00,PlayStation Vita,Michael Jackson: The Experience
/product_images/Juegos/PS Vita Juegos/3391891961585_s.jpg,3391891961585,990,7.00,5.00,12.00,PlayStation Vita,Ridge Racer
/product_images/Juegos/PS Vita Juegos/3499550340891_s.jpg,3499550340891,990,7.00,5.00,12.00,PlayStation Vita,Rugby World Cup 2015
/product_images/Juegos/PS Vita Juegos/3512899115118_s.jpg,3512899115118,990,11.00,8.00,18.00,PlayStation Vita,Farming Simulator 16
/product_images/Juegos/PS Vita Juegos/4020628847395_s.jpg,4020628847395,990,18.00,13.00,28.00,PlayStation Vita,Mighty No.9
/product_images/Juegos/PS Vita Juegos/4510772106375_s.jpg,4510772106375,990,11.00,8.00,18.00,PlayStation Vita,Blazblue: Continuum Shift Extend CE
/product_images/Juegos/PS Vita Juegos/4535506302021_s.jpg,4535506302021,990,16.00,12.00,25.00,PlayStation Vita,Oboro Muramasa
/product_images/Juegos/PS Vita Juegos/4544626010259_s.jpg,4544626010259,990,16.00,12.00,25.00,PlayStation Vita,Sumioni
/product_images/Juegos/PS Vita Juegos/4560467042747_s.jpg,4560467042747,990,-1,-1,28.00,PlayStation Vita,J-Stars vs Victory
/product_images/Juegos/PS Vita Juegos/4582224495351_s.jpg,4582224495351,990,13.00,9.00,20.00,PlayStation Vita,One piece Pirate Warriors 2
/product_images/Juegos/PS Vita Juegos/4710782156050_s.jpg,4710782156050,990,7.00,5.00,12.00,PlayStation Vita,Samurai Warriors 4 II
/product_images/Juegos/PS Vita Juegos/4710841417313_s.jpg,4710841417313,990,9.00,7.00,15.00,PlayStation Vita,Gundam Seed Battle Destiny
/product_images/Juegos/PS Vita Juegos/4891670639975_s.jpg,4891670639975,990,22.00,16.00,35.00,PlayStation Vita,Resident Evil: Revelations 2
/product_images/Juegos/PS Vita Juegos/4948872805254_s.jpg,4948872805254,990,16.00,12.00,25.00,PlayStation Vita,Htol Niq: Firefly Dairy
/product_images/Juegos/PS Vita Juegos/4948872815642_s.jpg,4948872815642,990,22.00,16.00,35.00,PlayStation Vita,Moe Chronicle
/product_images/Juegos/PS Vita Juegos/5021290050235_s.jpg,5021290050235,990,-1,-1,15.00,PlayStation Vita,Army Corps of Hell
/product_images/Juegos/PS Vita Juegos/5051893129915_s.jpg,5051893129915,990,9.00,7.00,15.00,PlayStation Vita,Spy Hunter
/product_images/Juegos/PS Vita Juegos/5051893218794_s.jpg,5051893218794,990,13.00,9.00,20.00,PlayStation Vita,Lego Ninjago: The Shadow of Ronin
/product_images/Juegos/PS Vita Juegos/5055277022984_s.jpg,5055277022984,990,9.00,7.00,15.00,PlayStation Vita,Football Manager 2014
/product_images/Juegos/PS Vita Juegos/5060102954040_s.jpg,5060102954040,990,6.00,4.00,10.00,PlayStation Vita,Sorcery Saga: Curse of Great Curry God
/product_images/Juegos/PS Vita Juegos/5060193301402_s.jpg,5060193301402,990,-1,-1,25.00,PlayStation Vita,Legends Of War History
/product_images/Juegos/PS Vita Juegos/5060193301587_s.jpg,5060193301587,990,20.00,15.00,32.00,PlayStation Vita,History Legends of War
/product_images/Juegos/PS Vita Juegos/5060201654698_s.jpg,5060201654698,990,9.00,7.00,15.00,PlayStation Vita,Earth Defense Force 2: Invaders From Planet Space
/product_images/Juegos/PS Vita Juegos/5060201655459_s.jpg,5060201655459,990,14.00,10.00,22.00,PlayStation Vita,Gal Gun: Double Peace
/product_images/Juegos/PS Vita Juegos/5060201656678_s.jpg,5060201656678,990,22.00,16.00,35.00,PlayStation Vita,Root Letter
/product_images/Juegos/PS Vita Juegos/5060327530067_s.jpg,5060327530067,990,11.00,8.00,18.00,PlayStation Vita,Dead or Alive 5 Plus
/product_images/Juegos/PS Vita Juegos/5060327531095_s.jpg,5060327531095,990,5.00,3.00,8.00,PlayStation Vita,Deception IV: Blood Ties
/product_images/Juegos/PS Vita Juegos/636676491578_s.jpg,636676491578,990,19.00,14.00,30.00,PlayStation Vita,Octodad: Dadliest Catch
/product_images/Juegos/PS Vita Juegos/711719220107_s.jpg,711719220107,990,3.00,2.00,6.00,PlayStation Vita,Hot Shots Golf: World Invitational
/product_images/Juegos/PS Vita Juegos/711719221159_s.jpg,711719221159,990,3.00,2.00,5.00,PlayStation Vita,Mlb 13 - The Show
/product_images/Juegos/PS Vita Juegos/711719868019_s.jpg,711719868019,990,5.00,3.00,8.00,PlayStation Vita,Invizimals La Resistencia Edicion Especial
/product_images/Juegos/PS Vita Juegos/730865200078_s.jpg,730865200078,990,9.00,7.00,15.00,PlayStation Vita,Conception II: Children Of The Seven Stars
/product_images/Juegos/PSP Juegos/4005209106375_s.jpg,4005209106375,862,0.40,0.20,1.50,PSP,Wall-E
/product_images/Juegos/PSP Juegos/711719420354_s.jpg,711719420354,862,1.40,0.80,4.00,PSP,Wipeout Pulse
/product_images/Juegos/PSP Juegos/5026555280044_s.jpg,5026555280044,862,0.70,0.30,2.50,PSP,Midnight Club 3 Dub Edition
/product_images/Juegos/PSP Juegos/3296580807345_s.jpg,3296580807345,862,0.70,0.30,2.50,PSP,DragonBall Evolution
/product_images/Juegos/PSP Juegos/711719429258_s.jpg,711719429258,862,2.00,1.20,6.00,PSP,Patapon
/product_images/Juegos/PSP Juegos/5055060910948_s.jpg,5055060910948,862,0.90,0.40,3.00,PSP,Monster Hunter Freedom 2
/product_images/Juegos/PSP Juegos/8717418281595_s.jpg,8717418281595,862,0.30,0.10,1.00,PSP,Tron Evolution
/product_images/Juegos/PSP Juegos/8717418094249_s.jpg,8717418094249,862,0.30,0.10,1.00,PSP,Piratas del Caribe 2 : Cofre De Hombre
/product_images/Juegos/PSP Juegos/5060138430594_s.jpg,5060138430594,862,0.70,0.30,2.50,PSP,Virtua Tennis 3
/product_images/Juegos/PSP Juegos/4012927060414_s.jpg,4012927060414,862,0.30,0.10,1.00,PSP,Pro Evolution Soccer 5
/product_images/Juegos/PSP Juegos/5030917041891_s.jpg,5030917041891,862,0.90,0.40,3.00,PSP,MTX Mototrax
/product_images/Juegos/PSP Juegos/711719610779_s.jpg,711719610779,862,0.70,0.30,2.50,PSP,Loco Roco
/product_images/Juegos/PSP Juegos/4005209077484_s.jpg,4005209077484,862,0.90,0.40,3.00,PSP,Disney Cars
/product_images/Juegos/PSP Juegos/711719644996_s.jpg,711719644996,862,0.70,0.30,2.50,PSP,Pursuit Force: Extreme Justice
/product_images/Juegos/PSP Juegos/3307210253750_s.jpg,3307210253750,862,1.40,0.80,4.00,PSP,Teenage Mutant Ninja Turtles
/product_images/Juegos/PSP Juegos/3307212806091_s.jpg,3307212806091,862,0.90,0.40,3.00,PSP,Prince Of Persia - La Arenas Olvidadas
/product_images/Juegos/PSP Juegos/5060125484661_s.jpg,5060125484661,862,0.30,0.10,1.00,PSP,Ben 10: Alien Force Vilgax Attacks
/product_images/Juegos/PSP Juegos/5030934059213_s.jpg,5030934059213,862,0.10,0.01,0.50,PSP,NBA Live 08
/product_images/Juegos/PSP Juegos/5051893074666_s.jpg,5051893074666,862,1.60,0.90,4.50,PSP,Lego Harry Potter: Years 5-7
/product_images/Juegos/PSP Juegos/4005209076234_s.jpg,4005209076234,862,2.00,1.20,6.00,PSP,Infected
/product_images/Juegos/PSP Juegos/5051603222875_s.jpg,5051603222875,862,2.00,1.20,6.00,PSP,Lego Batman
/product_images/Juegos/PSP Juegos/8430613001231_s.jpg,8430613001231,862,0.10,0.01,0.50,PSP,Donkey Xote
/product_images/Juegos/PSP Juegos/3512289017411_s.jpg,3512289017411,862,0.30,0.10,1.00,PSP,Pro Cycling Tour De France 2010
/product_images/Juegos/PSP Juegos/5030934046848_s.jpg,5030934046848,862,1.20,0.70,3.50,PSP,Need For Speed: Most Wanted
/product_images/Juegos/PSP Juegos/3307210232649_s.jpg,3307210232649,862,0.60,0.30,2.00,PSP,Colegas en el Bosque
/product_images/Juegos/PSP Juegos/3348542206748_s.jpg,3348542206748,862,0.90,0.40,3.00,PSP,Scarface
/product_images/Juegos/PSP Juegos/5030917044373_s.jpg,5030917044373,862,0.40,0.20,1.50,PSP,Shrek Tercero
/product_images/Juegos/PSP Juegos/5030934047722_s.jpg,5030934047722,862,1.40,0.80,4.00,PSP,SSX On Tour
/product_images/Juegos/PSP Juegos/711719153955_s.jpg,711719153955,862,1.20,0.70,3.50,PSP,Socom Fire Team Bravo 3
/product_images/Juegos/PSP Juegos/711719181019_s.jpg,711719181019,862,1.60,0.90,4.50,PSP,Namco Museum Battle Collection
/product_images/Juegos/PSP Juegos/711719686354_s.jpg,711719686354,862,0.40,0.20,1.50,PSP,F1 Grand Prix
/product_images/Juegos/PSP Juegos/711719690351_s.jpg,711719690351,862,0.40,0.20,1.50,PSP,Everybodys Golf
/product_images/Juegos/PSP Juegos/5030934047203_s.jpg,5030934047203,862,0.10,0.01,0.50,PSP,NBA Live 06
/product_images/Juegos/PSP Juegos/5030917044878_s.jpg,5030917044878,862,0.90,0.40,3.00,PSP,Transformers The Game
/product_images/Juegos/PSP Juegos/3296580810024_s.jpg,3296580810024,862,0.40,0.20,1.50,PSP,Naruto Shippuden Legends Akatsuki Rising
/product_images/Juegos/PSP Juegos/3391891956567_s.jpg,3391891956567,862,1.40,0.80,4.00,PSP,Naruto Shippuden: Ultimate Ninja Impact
/product_images/Juegos/PSP Juegos/023272009717_s.jpg,023272009717,862,4.00,2.00,12.00,PSP,Lego Star Wars III: The Clone Wars
/product_images/Juegos/PSP Juegos/5060121823402_s.jpg,5060121823402,862,1.20,0.70,3.50,PSP,Space Invaders Extreme
/product_images/Juegos/PSP Juegos/5030934047197_s.jpg,5030934047197,862,0.10,0.01,0.50,PSP,FIFA 06
/product_images/Juegos/PSP Juegos/4012927060797_s.jpg,4012927060797,862,5.00,3.00,15.00,PSP,Metal Gear Acid 2
/product_images/Juegos/PSP Juegos/5055277020799_s.jpg,5055277020799,862,0.10,0.01,0.50,PSP,Football Manager 2013
/product_images/Juegos/PSP Juegos/3307210250568_s.jpg,3307210250568,862,0.90,0.40,3.00,PSP,Driver 1976
/product_images/Juegos/PSP Juegos/4005209139762_s.jpg,4005209139762,862,0.90,0.40,3.00,PSP,Bob Esponja Atrapados En El Congelador
/product_images/Juegos/PSP Juegos/3546430127179_s.jpg,3546430127179,862,1.20,0.70,3.50,PSP,Test Drive Unlimited
/product_images/Juegos/PSP Juegos/711719684374_s.jpg,711719684374,862,0.70,0.30,2.50,PSP,Ace Combat X: Emboscada en el Cielo
/product_images/Juegos/PSP Juegos/5030917058820_s.jpg,5030917058820,862,0.90,0.40,3.00,PSP,Spiderman: El Reino de las Sombras
/product_images/Juegos/PSP Juegos/4005209109048_s.jpg,4005209109048,862,1.40,0.80,4.00,PSP,WWE Smackdown Vs. Raw 2009
/product_images/Juegos/PSP Juegos/4012927062760_s.jpg,4012927062760,862,0.30,0.10,1.00,PSP,Pro Evolution Soccer 2008
/product_images/Juegos/PSP Juegos/5021290029613_s.jpg,5021290029613,862,0.40,0.20,1.50,PSP,300 March To Glory
/product_images/Juegos/PSP Juegos/3307211607293_s.jpg,3307211607293,862,0.40,0.20,1.50,PSP,Animalz: Una Familia de Dogz
/product_images/Juegos/PSP Juegos/5030934054102_s.jpg,5030934054102,862,0.40,0.20,1.50,PSP,NBA Live 07
/product_images/Juegos/PSP Juegos/3296580808618_s.jpg,3296580808618,862,0.90,0.40,3.00,PSP,Soul Calibur: Broken Destiny
/product_images/Juegos/PSP Juegos/3307210328571_s.jpg,3307210328571,862,0.70,0.30,2.50,PSP,Beowulf
/product_images/Juegos/PSP Juegos/5030934055109_s.jpg,5030934055109,862,0.70,0.30,2.50,PSP,Burnout Dominator
/product_images/Juegos/PSP Juegos/3307219902611_s.jpg,3307219902611,862,0.10,0.01,0.50,PSP,Michael Jackson: The Experience
/product_images/Juegos/PSP Juegos/711719680079_s.jpg,711719680079,862,0.90,0.40,3.00,PSP,Ridge Racer 2
/product_images/Juegos/PSP Juegos/5060121822818_s.jpg,5060121822818,862,3.00,2.00,10.00,PSP,Final Fantasy VII: Crisis Core
/product_images/Juegos/PSP Juegos/5051893027938_s.jpg,5051893027938,862,1.60,0.90,4.50,PSP,LEGO Harry Potter (Anos 1-4)
/product_images/Juegos/PSP Juegos/5037930120145_s.jpg,5037930120145,862,0.90,0.40,3.00,PSP,Mortal Kombat Unchained
/product_images/Juegos/Wii Juegos/3296580805037_s.jpg,3296580805037,831,5.00,3.00,8.00,Wii,Soul Calibur Legends
/product_images/Juegos/Wii Juegos/4012927090749_s.jpg,4012927090749,831,0.10,0.10,0.50,Wii,Pro Evolution Soccer 2008
/product_images/Juegos/Wii Juegos/5030934093637_s.jpg,5030934093637,831,5.00,3.00,8.00,Wii,Need For Speed Hot Pursuit 2010
/product_images/Juegos/Wii Juegos/045496400439_s.jpg,045496400439,831,3.00,2.00,6.00,Wii,Disney Universe
/product_images/Juegos/Wii Juegos/5051603222852_s.jpg,5051603222852,831,9.00,6.00,15.00,Wii,Lego Batman
/product_images/Juegos/Wii Juegos/5055060952115_s.jpg,5055060952115,831,12.00,9.00,20.00,Wii,Tatsunoko vs Capcom: Ultimate All-Stars
/product_images/Juegos/Wii Juegos/4012927092439_s.jpg,4012927092439,831,0.20,0.10,0.75,Wii,Pro Evolution Soccer 2010
/product_images/Juegos/Wii Juegos/045496365769_s.jpg,045496365769,831,0.30,0.20,1.00,Wii,Hannah Montana - Unete a su Gira mundial
/product_images/Juegos/Wii Juegos/3307211672437_s.jpg,3307211672437,831,1.10,0.70,3.00,Wii,Red Steel 2 (Solo Juego)
/product_images/Juegos/Wii Juegos/4005209108584_s.jpg,4005209108584,831,1.10,0.70,3.00,Wii,WWE Smackdown Vs. Raw 2009
/product_images/Juegos/Wii Juegos/5026555044912_s.jpg,5026555044912,831,5.00,3.00,8.00,Wii,NBA 2K11
/product_images/Juegos/Wii Juegos/5055060951699_s.jpg,5055060951699,831,11.00,8.00,18.00,Wii,Resident Evil: Archives
/product_images/Juegos/Wii Juegos/3307210250513_s.jpg,3307210250513,831,3.00,2.00,6.00,Wii,Driver Parallel Lines
/product_images/Juegos/Wii Juegos/503091704890A_s.jpg,503091704890,831,0.70,0.40,2.00,Wii,Guitar Hero III (Solo Juego)
/product_images/Juegos/Wii Juegos/4005209120869_s.jpg,4005209120869,831,11.00,8.00,18.00,Wii,Cars Raceorama
/product_images/Juegos/Wii Juegos/045496366018_s.jpg,045496366018,831,11.00,8.00,18.00,Wii,Wario Land The Shake Dimension
/product_images/Juegos/Wii Juegos/045496366698_s.jpg,045496366698,831,3.00,2.00,6.00,Wii,Naruto Clash of Ninja Revolution 2
/product_images/Juegos/Wii Juegos/329658080530B_s.jpg,329658080530,831,0.90,0.60,2.50,Wii,Family Trainer (Solo Juego)
/product_images/Juegos/Wii Juegos/3307215595831_s.jpg,3307215595831,831,7.00,5.00,12.00,Wii,Rayman Origins
/product_images/Juegos/Wii Juegos/5051893027761_s.jpg,5051893027761,831,6.00,4.00,10.00,Wii,Senor De Los Anillos: Aventuras De Arago
/product_images/Juegos/Wii Juegos/4012927091074_s.jpg,4012927091074,831,7.00,5.00,12.00,Wii,Sports Island
/product_images/Juegos/Wii Juegos/4005209106481_s.jpg,4005209106481,831,1.90,1.20,5.00,Wii,Big Beach Sports
/product_images/Juegos/Wii Juegos/8023171033532_s.jpg,8023171033532,831,9.00,6.00,15.00,Wii,Zumba Fitness: World Party
/product_images/Juegos/Wii Juegos/045496368CART_s.jpg,045496368,831,9.00,6.00,15.00,Wii,New Super Mario Bros. Wii (Cart)
/product_images/Juegos/Wii Juegos/5060121822757_s.jpg,5060121822757,831,6.00,4.00,10.00,Wii,Dragon Quest Swords
/product_images/Juegos/Wii Juegos/503093406798B_s.jpg,503093406798,831,0.90,0.60,2.50,Wii,EA Active Personal Trainer (Solo Juego)
/product_images/Juegos/Wii Juegos/5030917115639_s.jpg,5030917115639,831,5.00,3.00,8.00,Wii,Skylanders Giants: Starter Pack
/product_images/Juegos/Wii Juegos/045496362980_s.jpg,045496362980,831,1.50,0.90,4.00,Wii,Trauma Center: Second Opinion
/product_images/Juegos/Wii Juegos/5030917146992_s.jpg,5030917146992,831,5.00,3.00,8.00,Wii,Skylanders Trap Team Starter Pack
/product_images/Juegos/Wii Juegos/5024866342123_s.jpg,5024866342123,831,4.00,3.00,7.00,Wii,Formula 1 2009
/product_images/Juegos/Wii Juegos/5030917132155_s.jpg,5030917132155,831,4.00,3.00,7.00,Wii,Angry Birds: Star Wars
/product_images/Juegos/Wii Juegos/3307211679016_s.jpg,3307211679016,831,3.00,2.00,6.00,Wii,Avatar: El Videojuego
/product_images/Juegos/Wii Juegos/023272004644_s.jpg,023272004644,831,13.00,9.00,22.00,Wii,Star Wars Lego Complete Saga
/product_images/Juegos/Wii Juegos/5030917089251_s.jpg,5030917089251,831,2.00,1.80,4.00,Wii,Bakugan: Defenders Of The Core
/product_images/Juegos/Wii Juegos/5030934066143_s.jpg,5030934066143,831,2.00,1.80,4.00,Wii,My Sims Kingdom
/product_images/Juegos/Wii Juegos/5030934060981_s.jpg,5030934060981,831,3.00,2.00,6.00,Wii,Boom Blox
/product_images/Juegos/Wii Juegos/5060102950936_s.jpg,5060102950936,831,6.00,4.00,10.00,Wii,No More Heroes
/product_images/Juegos/Wii Juegos/5030917037337_s.jpg,5030917037337,831,3.00,2.00,6.00,Wii,Tony Hawk's Downhill Jam
/product_images/Juegos/Wii Juegos/5051893130058_s.jpg,5051893130058,831,9.00,6.00,15.00,Wii,Lego Senor De Los Anillos
/product_images/Juegos/Wii Juegos/5030917132759_s.jpg,5030917132759,831,3.00,2.00,6.00,Wii,Skylanders: Swap Force - Starter Pack
/product_images/Juegos/Wii Juegos/5030917047503_s.jpg,5030917047503,831,3.00,2.00,5.00,Wii,Tony Hawk's Proving Ground
