img_caratula,titulo,categoria_str,precio_intercambio,precio_compra,categoria_id,sku,precio_venta
/product_images/Juegos/PC Juegos/8426412005068_s.jpg,Europa Universalis: Roma,PC,2.00,1.60,830,8426412005068,8.00
/product_images/Juegos/PC Juegos/8426412005075_s.jpg,Supreme Ruler 2020,PC,1.40,0.80,830,8426412005075,4.00
/product_images/Juegos/PC Juegos/8426412005082_s.jpg,Lost Empire Inmortals,PC,0.10,0.01,830,8426412005082,0.50
/product_images/Juegos/PC Juegos/8426412005099_s.jpg,Europa Universalis 3: Napoleon (1DVD) (SN),PC,0.01,0.01,830,8426412005099,0.25
/product_images/Juegos/PC Juegos/8426412005105_s.jpg,Pro Cyclin Manager Temporada 2008-2009,PC,0.01,0.01,830,8426412005105,0.25
/product_images/Juegos/PC Juegos/8426412005129_s.jpg,You Are Empty,PC,1.00,0.60,830,8426412005129,3.00
/product_images/Juegos/PC Juegos/8426412005136_s.jpg,UAZ Racing 4x4,PC,0.10,0.01,830,8426412005136,0.50
/product_images/Juegos/PC Juegos/8426412005150_s.jpg,The Abbey La Abadia,PC,1.50,0.70,830,8426412005150,5.00
/product_images/Juegos/PC Juegos/8426412005167_s.jpg,A Vampire Story,PC,1.50,0.70,830,8426412005167,5.00
/product_images/Juegos/PC Juegos/8426412005266_s.jpg,Paradise (B.Sokal),PC,0.30,0.10,830,8426412005266,1.00
/product_images/Juegos/PC Juegos/8426412005280_s.jpg,Lineage 2 : The Chaotic Chronicle (P),PC,2.00,1.20,830,8426412005280,6.00
/product_images/Juegos/PC Juegos/8426412005303_s.jpg,Bus Driver,PC,0.90,0.40,830,8426412005303,3.00
/product_images/Juegos/PC Juegos/8426412005327_s.jpg,Sims 2 - Factory,PC,0.10,0.01,830,8426412005327,0.50
/product_images/Juegos/PC Juegos/8426412005334_s.jpg,Hunting Unlimited 2008,PC,0.20,0.10,830,8426412005334,0.75
/product_images/Juegos/PC Juegos/8426412005365_s.jpg,Combat Over Israel,PC,0.70,0.30,830,8426412005365,2.50
/product_images/Juegos/PC Juegos/8426412005419_s.jpg,Racing Team Managaer,PC,0.01,0.01,830,8426412005419,0.10
/product_images/Juegos/PC Juegos/8426412005426_s.jpg,Belief + Betrayal: El Medallon de Judas,PC,0.90,0.40,830,8426412005426,3.00
/product_images/Juegos/PC Juegos/8426412005471_s.jpg,RPM Tuning,PC,0.10,0.01,830,8426412005471,0.50
/product_images/Juegos/PC Juegos/8426412005495_s.jpg,Midnight Nowhere,PC,0.60,0.30,830,8426412005495,2.00
/product_images/Juegos/PC Juegos/8426412005532_s.jpg,Eurpoa Universalis 3: Complete,PC,1.40,0.80,830,8426412005532,4.00
/product_images/Juegos/PC Juegos/8426412005600_s.jpg,Strategic Command 2,PC,0.30,0.20,830,8426412005600,1.00
/product_images/Juegos/PC Juegos/8426412005648_s.jpg,Hearts of Iron III,PC,3.00,2.00,830,8426412005648,10.00
/product_images/Juegos/PC Juegos/8426412005679_s.jpg,Elven Legacy,PC,0.10,0.01,830,8426412005679,0.50
/product_images/Juegos/PC Juegos/8426412005686_s.jpg,Commander Napoleon at War,PC,1.00,0.60,830,8426412005686,3.00
/product_images/Juegos/PC Juegos/8426412005693_s.jpg,Tale of a Hero,PC,0.01,0.01,830,8426412005693,0.25
/product_images/Juegos/PC Juegos/8426412005709_s.jpg,World War One,PC,0.10,0.01,830,8426412005709,0.50
/product_images/Juegos/PC Juegos/8426412005716_s.jpg,Railroad Lines Simulador Ferroviario,PC,0.60,0.30,830,8426412005716,2.00
/product_images/Juegos/PC Juegos/8426412005785_s.jpg,Majesty 2,PC,0.10,0.01,830,8426412005785,0.50
/product_images/Juegos/PC Juegos/8426412005808_s.jpg,Spy Hunter Nowhere to Run,PC,0.40,0.20,830,8426412005808,1.50
/product_images/Juegos/PC Juegos/8426412005822_s.jpg,East India Company (P),PC,0.50,0.30,830,8426412005822,1.50
/product_images/Juegos/PC Juegos/8426412005846_s.jpg,AGEOD's American Civil War: Blue & The Gray,PC,0.90,0.40,830,8426412005846,3.00
/product_images/Juegos/PC Juegos/8426412005860_s.jpg,Combat Mission - Shock Force,PC,0.10,0.01,830,8426412005860,0.50
/product_images/Juegos/PC Juegos/8426412005877_s.jpg,Pt Boats Knights Of The Sea,PC,0.01,0.01,830,8426412005877,0.10
/product_images/Juegos/PC Juegos/8426412005884_s.jpg,Hotel Dead Mountaneers,PC,1.40,0.80,830,8426412005884,4.00
/product_images/Juegos/PC Juegos/8426412005891_s.jpg,A Stroke of Fate: Operation Valkyrie,PC,0.90,0.40,830,8426412005891,3.00
/product_images/Juegos/PC Juegos/8426412005914_s.jpg,Black Mirror 2,PC,3.00,2.00,830,8426412005914,10.00
/product_images/Juegos/PC Juegos/8426412005921_s.jpg,Gray Matter,PC,1.50,0.70,830,8426412005921,5.00
/product_images/Juegos/PC Juegos/8426412005945_s.jpg,Ghost Pirates of Vooju Island,PC,0.90,0.40,830,8426412005945,3.00
/product_images/Juegos/PC Juegos/8426412005969_s.jpg,Hunting Unlimited 2010,PC,0.60,0.30,830,8426412005969,2.00
/product_images/Juegos/PC Juegos/8426412006003_s.jpg,Wheels Of Steel: Extreme Trucker,PC,0.10,0.01,830,8426412006003,0.50
/product_images/Juegos/PC Juegos/8426412006010_s.jpg,Ninja Blade,PC,0.60,0.30,830,8426412006010,2.00
/product_images/Juegos/PC Juegos/8426412006027_s.jpg,Railworks,PC,2.00,1.20,830,8426412006027,6.00
/product_images/Juegos/PC Juegos/8426412006034_s.jpg,"Death to Spies, Moment of Truth",PC,0.10,0.01,830,8426412006034,0.50
/product_images/Juegos/PC Juegos/8426412006041_s.jpg,Siglo XIII: Sangre En Europa,PC,0.60,0.30,830,8426412006041,2.00
/product_images/Juegos/PC Juegos/8426412006065_s.jpg,Darkest Of Days,PC,0.90,0.40,830,8426412006065,3.00
/product_images/Juegos/PC Juegos/8426412006089_s.jpg,Mount & Blade: Warband,PC,2.00,1.20,830,8426412006089,6.00
/product_images/Juegos/PC Juegos/8426412006096_s.jpg,Ship Simulator Extremes,PC,3.00,2.00,830,8426412006096,10.00
/product_images/Juegos/PC Juegos/8426412006102_s.jpg,Kings Crusade (P),PC,1.40,0.80,830,8426412006102,4.00
/product_images/Juegos/PC Juegos/8426412006119_s.jpg,"Commander, Conquest Of The Americas",PC,1.50,0.70,830,8426412006119,5.00
/product_images/Juegos/PC Juegos/8426412006126_s.jpg,"Victoria II, 2",PC,2.00,1.20,830,8426412006126,6.00
/product_images/Juegos/PC Juegos/8426412006133_s.jpg,Poker Simulator,PC,0.30,0.10,830,8426412006133,1.00
/product_images/Juegos/PC Juegos/8426412006140_s.jpg,Adams Venture,PC,0.10,0.01,830,8426412006140,0.50
/product_images/Juegos/PC Juegos/8426412006171_s.jpg,Trainz 2010,PC,0.60,0.30,830,8426412006171,2.00
/product_images/Juegos/PC Juegos/8426412006201_s.jpg,Lead y Gold,PC,0.20,0.10,830,8426412006201,0.75
/product_images/Juegos/PC Juegos/8426412006218_s.jpg,Theatre Of War 2,PC,0.90,0.40,830,8426412006218,3.00
/product_images/Juegos/PC Juegos/8426412006225_s.jpg,German Truck Simulator,PC,2.00,1.20,830,8426412006225,6.00
/product_images/Juegos/PC Juegos/8426412006294_s.jpg,UK Truck Simulator,PC,0.70,0.30,830,8426412006294,2.50
/product_images/Juegos/PC Juegos/8426412006331_s.jpg,Hearts Of Iron III - Semper FI,PC,0.01,0.01,830,8426412006331,0.10
/product_images/Juegos/PC Juegos/8426412006348_s.jpg,My First Trainz Set,PC,2.00,1.20,830,8426412006348,6.00
/product_images/Juegos/PC Juegos/8426412006355_s.jpg,Airport Control Simulator,PC,0.30,0.10,830,8426412006355,1.00
/product_images/Juegos/PC Juegos/8426412006362_s.jpg,Digger Simulator 2011,PC,2.00,1.20,830,8426412006362,6.00
/product_images/Juegos/PC Juegos/8426412006379_s.jpg,Demolition Company,PC,1.00,0.50,830,8426412006379,3.50
/product_images/Juegos/PC Juegos/8426412006409_s.jpg,Farming Simulator 2011,PC,0.90,0.40,830,8426412006409,3.00
/product_images/Juegos/PC Juegos/8427197001443_s.jpg,MF Dos Vaqueros Chapuceros,PC,0.30,0.10,830,8427197001443,1.00
/product_images/Juegos/PC Juegos/8427197001467_s.jpg,"MF Terror,Espanto y Pavor",PC,0.10,0.01,830,8427197001467,0.50
/product_images/Juegos/PC Juegos/8427197001528_s.jpg,Mia La Busqueda Del Remedio Para La,PC,0.01,0.01,830,8427197001528,0.10
/product_images/Juegos/PC Juegos/8427197001719_s.jpg,Big Job Millenium,PC,0.01,0.01,830,8427197001719,0.10
/product_images/Juegos/PC Juegos/8427197020932_s.jpg,Zipi Y Zape Vol 3,PC,0.10,0.01,830,8427197020932,0.50
/product_images/Juegos/PC Juegos/8427197021076_s.jpg,Cronica De La Historia,PC,0.60,0.30,830,8427197021076,2.00
/product_images/Juegos/PC Juegos/8427197021168_s.jpg,Dinosaurios,PC,0.10,0.01,830,8427197021168,0.50
/product_images/Juegos/PC Juegos/8427197021212_s.jpg,Juega Con Las Ciencias,PC,0.20,0.10,830,8427197021212,0.75
/product_images/Juegos/PC Juegos/8427197021236_s.jpg,Aprendo a leer,PC,0.30,0.10,830,8427197021236,1.00
/product_images/Juegos/PC Juegos/8427197050052_s.jpg,C.I.D El caso del lobo estepario,PC,0.01,0.01,830,8427197050052,0.25
/product_images/Juegos/PC Juegos/8427197070081_s.jpg,Mini Monstruos lengua-matematicas,PC,0.10,0.01,830,8427197070081,0.50
/product_images/Juegos/PC Juegos/8427197080158_s.jpg,Capitan Trueno: La Espada del Toledan,PC,0.40,0.20,830,8427197080158,1.50
/product_images/Juegos/PC Juegos/8427197080172_s.jpg,Mortadelo y Filemon Operacion Moscu,PC,0.60,0.30,830,8427197080172,2.00
/product_images/Juegos/PC Juegos/8427197080271_s.jpg,"Mortadelo y Filemon, Una aventura de cin",PC,0.90,0.40,830,8427197080271,3.00
/product_images/Juegos/PC Juegos/8427197110039_s.jpg,The Nations,PC,0.01,0.01,830,8427197110039,0.25
/product_images/Juegos/PC Juegos/8427197110114_s.jpg,Swine,PC,0.01,0.01,830,8427197110114,0.25
/product_images/Juegos/PC Juegos/8427197110121_s.jpg,Etherlords,PC,0.10,0.01,830,8427197110121,0.50
/product_images/Juegos/PC Juegos/8427197110138_s.jpg,Aquanox,PC,0.10,0.01,830,8427197110138,0.50
/product_images/Juegos/PC Juegos/8427197110145_s.jpg,Gorasul - El legado del Dragon,PC,0.01,0.01,830,8427197110145,0.25
/product_images/Juegos/PC Juegos/8427197110206_s.jpg,Cultures 2,PC,0.10,0.01,830,8427197110206,0.50
/product_images/Juegos/PC Juegos/8427197110275_s.jpg,Michael Schumacher Kart 2002,PC,0.01,0.01,830,8427197110275,0.10
/product_images/Juegos/PC Juegos/8427197120014_s.jpg,Dispel,PC,0.01,0.01,830,8427197120014,0.25
/product_images/Juegos/PC Juegos/8427197120038_s.jpg,Mirror War,PC,0.10,0.01,830,8427197120038,0.50
/product_images/Juegos/PC Juegos/8427197130013_s.jpg,La Caja De Los Suenos,PC,0.30,0.10,830,8427197130013,1.00
/product_images/Juegos/PC Juegos/8427197140012_s.jpg,America Add-on,PC,1.00,0.50,830,8427197140012,3.50
/product_images/Juegos/PC Juegos/8427197150011_s.jpg,Las Dos Torres Activity Studio,PC,0.10,0.01,830,8427197150011,0.50
/product_images/Juegos/PC Juegos/8427197170019_s.jpg,Emperor's Mahjong,PC,0.10,0.01,830,8427197170019,0.50
/product_images/Juegos/PC Juegos/8427197170026_s.jpg,Slurp,PC,0.01,0.01,830,8427197170026,0.10
/product_images/Juegos/PC Juegos/8427197170033_s.jpg,Pop-s Pipes,PC,0.10,0.01,830,8427197170033,0.50
/product_images/Juegos/PC Juegos/8427197170040_s.jpg,Lemonade Tycoon,PC,0.30,0.10,830,8427197170040,1.00
/product_images/Juegos/PC Juegos/8427197170071_s.jpg,Hard Rock Casino,PC,0.30,0.10,830,8427197170071,1.00
/product_images/Juegos/PC Juegos/8427197180025_s.jpg,Fast Lanes Bowling,PC,0.01,0.01,830,8427197180025,0.10
/product_images/Juegos/PC Juegos/8427197180032_s.jpg,Warlords Battlecry III,PC,0.40,0.20,830,8427197180032,1.50
/product_images/Juegos/PC Juegos/8427197200013_s.jpg,lethal dreams,PC,0.01,0.01,830,8427197200013,0.25
/product_images/Juegos/PC Juegos/8427197200068_s.jpg,Golden Land,PC,0.70,0.30,830,8427197200068,2.50
/product_images/Juegos/PC Juegos/8427197210005_s.jpg,Oil Pipes,PC,0.01,0.01,830,8427197210005,0.10
/product_images/Juegos/PC Juegos/8427197210005HA_s.jpg,Huevos Al Ataque,PC,0.10,0.01,830,8427197210005,0.50
/product_images/Juegos/PC Juegos/8427197210005M_s.jpg,Shanghai the real Mah Jongg,PC,0.01,0.01,830,8427197210005,0.25
/product_images/Juegos/PC Juegos/8427197210005S_s.jpg,Super Saltarin,PC,0.10,0.01,830,8427197210005,0.50
/product_images/Juegos/PC Juegos/8427197230010_s.jpg,Mortir 2093-1944,PC,0.30,0.10,830,8427197230010,1.00
/product_images/Juegos/PC Juegos/8427197230041_s.jpg,Shade Wrath of Angels (SN),PC,0.10,0.01,830,8427197230041,0.50
/product_images/Juegos/PC Juegos/8427197240019_s.jpg,Fair Strike,PC,0.01,0.01,830,8427197240019,0.25
/product_images/Juegos/PC Juegos/8427197240033_s.jpg,Battle Mages,PC,0.30,0.10,830,8427197240033,1.00
/product_images/Juegos/PC Juegos/8427197240064_s.jpg,The Entente (SN),PC,0.40,0.20,830,8427197240064,1.50
/product_images/Juegos/PC Juegos/8427197280022_s.jpg,Xpand Rall (SN) 2cd,PC,0.01,0.01,830,8427197280022,0.10
/product_images/Juegos/PC Juegos/8427197320025_s.jpg,Combat Mission Anthology,PC,0.60,0.30,830,8427197320025,2.00
/product_images/Juegos/PC Juegos/8427197320032_s.jpg,Blitzkrieg Burning Horizon,PC,2.00,1.00,830,8427197320032,7.00
/product_images/Juegos/PC Juegos/8427197320049_s.jpg,Blitzkrieg Rolling Thunder,PC,0.70,0.30,830,8427197320049,2.50
/product_images/Juegos/PC Juegos/8427197320056_s.jpg,Sudden strike resource war,PC,0.40,0.20,830,8427197320056,1.50
/product_images/Juegos/PC Juegos/8427197320094_s.jpg,Cossacks Anthology (Collectors Edition),PC,1.80,1.00,830,8427197320094,5.00
/product_images/Juegos/PC Juegos/8427897000333_s.jpg,GTR FIA GT Racing Game (SN) (Tarjeta Online,PC,0.70,0.30,830,8427897000333,2.50
/product_images/Juegos/PC Juegos/8427897000456_s.jpg,Peter Pan En El Pais De Nunca Jamas,PC,0.10,0.01,830,8427897000456,0.50
/product_images/Juegos/PC Juegos/8427897000494_s.jpg,Toy Story 2 - 3 Pack,PC,0.60,0.30,830,8427897000494,2.00
/product_images/Juegos/PC Juegos/8427897000500_s.jpg,Disney Heroes 3,PC,1.00,0.50,830,8427897000500,3.50
/product_images/Juegos/PC Juegos/8427897000517_s.jpg,Disney Interactive 3 Juegos Clasicos,PC,0.10,0.01,830,8427897000517,0.50
/product_images/Juegos/PC Juegos/8427897000876_s.jpg,Disney Magic English: Descubriendo el In,PC,0.70,0.30,830,8427897000876,2.50
/product_images/Juegos/PC Juegos/8427897000951_s.jpg,Grandes Adventures,PC,1.20,0.60,830,8427897000951,4.00
/product_images/Juegos/PC Juegos/8427897001071_s.jpg,Shogun Total War Gold Edition,PC,1.00,0.50,830,8427897001071,3.50
/product_images/Juegos/PC Juegos/8427897001248_s.jpg,Chicken Little As En Accion,PC,0.10,0.01,830,8427897001248,0.50
/product_images/Juegos/PC Juegos/8427897001330_s.jpg,Princesas: Un Viaje Encantado,PC,1.30,0.60,830,8427897001330,4.50
/product_images/Juegos/PC Juegos/8427897001972_s.jpg,Mickey Un Dia A Tope,PC,0.10,0.01,830,8427897001972,0.50
/product_images/Juegos/PC Juegos/8427897002146_s.jpg,Buzz Lightyear Guardianes Del Espacio,PC,0.01,0.01,830,8427897002146,0.10
/product_images/Juegos/PC Juegos/8427897002429_s.jpg,High School Musical 3: Fin de curso,PC,0.01,0.01,830,8427897002429,0.10
/product_images/Juegos/PC Juegos/8427897002450_s.jpg,Disney Bolt,PC,0.01,0.01,830,8427897002450,0.25
/product_images/Juegos/PC Juegos/8427897002474_s.jpg,"Aventura De Campanilla, La",PC,0.20,0.10,830,8427897002474,0.75
/product_images/Juegos/PC Juegos/8427897002658_s.jpg,Disney Sing It Featuring Hanna Montana,PC,0.10,0.01,830,8427897002658,0.50
/product_images/Juegos/PC Juegos/8427897002702_s.jpg,Hannah Montana La Pelicula,PC,0.10,0.01,830,8427897002702,0.50
/product_images/Juegos/PC Juegos/8427897003204_s.jpg,Tiana Y El Sapo,PC,0.30,0.10,830,8427897003204,1.00
/product_images/Juegos/PC Juegos/8427897003297_s.jpg,Toy Story Mania,PC,0.01,0.01,830,8427897003297,0.25
/product_images/Juegos/PC Juegos/8427897003310_s.jpg,Toy Story 3,PC,0.01,0.01,830,8427897003310,0.25
/product_images/Juegos/PC Juegos/8427897003334_s.jpg,Alicia en el Pais de las Maravillas,PC,1.40,0.80,830,8427897003334,4.00
/product_images/Juegos/PC Juegos/8428350010272_s.jpg,Puzzle Tetris,PC,0.60,0.30,830,8428350010272,2.00
/product_images/Juegos/PC Juegos/8428350111139_s.jpg,Puzzle Bobbles,PC,0.10,0.01,830,8428350111139,0.50
/product_images/Juegos/PC Juegos/8428350666721_s.jpg,"Juego del Matrimonio, El",PC,0.10,0.01,830,8428350666721,0.50
/product_images/Juegos/PC Juegos/8428350666752_s.jpg,Shanghai,PC,0.10,0.01,830,8428350666752,0.50
/product_images/Juegos/PC Juegos/8428350727040_s.jpg,Nuestros Naipes 2007,PC,0.60,0.30,830,8428350727040,2.00
/product_images/Juegos/PC Juegos/8428350727064_s.jpg,Koala Software Shangai,PC,0.01,0.01,830,8428350727064,0.25
/product_images/Juegos/PC Juegos/8428350888048_s.jpg,Domino,PC,0.01,0.01,830,8428350888048,0.10
/product_images/Juegos/PC Juegos/8428350888093_s.jpg,¿Quién quiere ser Millonario?,PC,0.10,0.01,830,8428350888093,0.50
/product_images/Juegos/PC Juegos/8429953101169_s.jpg,737 Pilot In Command (Expansion),PC,4.00,2.00,830,8429953101169,12.00
/product_images/Juegos/PC Juegos/8429953101398_s.jpg,A380 Wilco Fleet (Exp.),PC,0.30,0.10,830,8429953101398,1.00
/product_images/Juegos/PC Juegos/8429953101404_s.jpg,I-Studio Conversor De Video,PC,0.10,0.01,830,8429953101404,0.50
/product_images/Juegos/PC Juegos/8429953101534_s.jpg,Simulador De Conductor De Bus Y Tranvía,PC,1.00,0.50,830,8429953101534,3.50
/product_images/Juegos/PC Juegos/8429953101558_s.jpg,Ski Region Simulator 2012,PC,0.90,0.40,830,8429953101558,3.00
/product_images/Juegos/PC Juegos/8429953101565_s.jpg,Euro Truck Simulator 2,PC,2.00,1.60,830,8429953101565,8.00
/product_images/Juegos/PC Juegos/8429953101589_s.jpg,Train Simulator 2013 Español (P),PC,1.40,0.80,830,8429953101589,4.00
/product_images/Juegos/PC Juegos/8429975000037_s.jpg,"Super, El",PC,0.60,0.30,830,8429975000037,2.00
/product_images/Juegos/PC Juegos/8429975000068_s.jpg,Operacion Triunfo Los Juegos,PC,0.01,0.01,830,8429975000068,0.10
/product_images/Juegos/PC Juegos/8429975000129_s.jpg,Baby FCBarcelona,PC,0.01,0.01,830,8429975000129,0.10
/product_images/Juegos/PC Juegos/8429975071426_s.jpg,Los Juegos de Operacion Triunfo,PC,0.20,0.10,830,8429975071426,0.75
/product_images/Juegos/PC Juegos/8429975071563_s.jpg,Salon de Belleza,PC,0.10,0.01,830,8429975071563,0.50
/product_images/Juegos/PC Juegos/8429975071587_s.jpg,Bombero,PC,0.30,0.10,830,8429975071587,1.00
/product_images/Juegos/PC Juegos/8429975152248_s.jpg,Smack Magic,PC,0.01,0.01,830,8429975152248,0.25
/product_images/Juegos/PC Juegos/8430319210128_s.jpg,Las Tres Mellizas hacen las paces,PC,0.01,0.01,830,8430319210128,0.10
/product_images/Juegos/PC Juegos/8430319210197_s.jpg,Les Tres Bessones,PC,0.01,0.01,830,8430319210197,0.10
/product_images/Juegos/PC Juegos/8430319510006_s.jpg,Juanito Jones At Camp,PC,0.10,0.10,830,8430319510006,0.50
/product_images/Juegos/PC Juegos/8430613000067_s.jpg,Heroes 4 the gathering Pack expansion,PC,0.60,0.30,830,8430613000067,2.00
/product_images/Juegos/PC Juegos/8430613000265_s.jpg,Expendable,PC,0.01,0.01,830,8430613000265,0.25
/product_images/Juegos/PC Juegos/8430613000616_s.jpg,Garfield - CAOS Segun se Mire,PC,0.10,0.01,830,8430613000616,0.50
/product_images/Juegos/PC Juegos/8430613000630_s.jpg,"Mummy, El - Animated Series",PC,0.20,0.10,830,8430613000630,0.75
/product_images/Juegos/PC Juegos/8430613000739_s.jpg,Joint Operations + Escalation Expansion,PC,0.30,0.10,830,8430613000739,1.00
/product_images/Juegos/PC Juegos/8430613000746_s.jpg,Pack Exitos Novalogic 2,PC,0.10,0.01,830,8430613000746,0.50
/product_images/Juegos/PC Juegos/8430613000913_s.jpg,Mage Knight Apocalypsis,PC,0.10,0.01,830,8430613000913,0.50
/product_images/Juegos/PC Juegos/8430613000920_s.jpg,Warhammer Mark Of Chaos (SN),PC,2.00,1.60,830,8430613000920,8.00
/product_images/Juegos/PC Juegos/8430613001248_s.jpg,Donkey Xote,PC,0.10,0.01,830,8430613001248,0.50
/product_images/Juegos/PC Juegos/8430613001552_s.jpg,Warhammer Mark of Chaos + Battle March,PC,3.00,2.00,830,8430613001552,10.00
/product_images/Juegos/PC Juegos/8430913000088_s.jpg,Heroes 4 winds of war expansion,PC,0.60,0.30,830,8430913000088,2.00
/product_images/Juegos/PC Juegos/8431019010087_s.jpg,Rail Road Tycoon 2,PC,0.10,0.01,830,8431019010087,0.50
/product_images/Juegos/PC Juegos/8431019010124_s.jpg,Heavy Metal - Fakk 2,PC,0.10,0.01,830,8431019010124,0.50
/product_images/Juegos/PC Juegos/8431019010179_s.jpg,Anachronox,PC,0.60,0.30,830,8431019010179,2.00
/product_images/Juegos/PC Juegos/8431019010254_s.jpg,Mail Tycoon (Extreme Collection),PC,1.40,0.80,830,8431019010254,4.00
/product_images/Juegos/PC Juegos/8431019010278_s.jpg,Civilization Call to Power II,PC,0.30,0.10,830,8431019010278,1.00
/product_images/Juegos/PC Juegos/8431019020031_s.jpg,Commandos Edicoin Historica,PC,2.00,1.60,830,8431019020031,8.00
/product_images/Juegos/PC Juegos/8431019020048_s.jpg,Commandos Saga (PACK X4),PC,7.00,4.00,830,8431019020048,22.00
/product_images/Juegos/PC Juegos/8431019020109_s.jpg,Super Sudoku,PC,0.01,0.01,830,8431019020109,0.25
/product_images/Juegos/PC Juegos/8431019020123_s.jpg,Another World EE 15 Aniversario,PC,2.00,1.60,830,8431019020123,8.00
/product_images/Juegos/PC Juegos/8431019020154_s.jpg,Las Tres Mellizas El Planeta Queso,PC,0.01,0.01,830,8431019020154,0.25
/product_images/Juegos/PC Juegos/8431019020284_s.jpg,Battlestations Midway,PC,0.30,0.10,830,8431019020284,1.00
/product_images/Juegos/PC Juegos/8431019030023_s.jpg,Blitzkrieg,PC,1.00,0.50,830,8431019030023,3.50
/product_images/Juegos/PC Juegos/8431019030054_s.jpg,Hammer & Sickle,PC,0.01,0.01,830,8431019030054,0.25
/product_images/Juegos/PC Juegos/8431019030078_s.jpg,Night Watch,PC,0.30,0.10,830,8431019030078,1.00
/product_images/Juegos/PC Juegos/8431019030085_s.jpg,Cossacks II Battle For Europe,PC,1.80,1.00,830,8431019030085,5.00
/product_images/Juegos/PC Juegos/8431019030108_s.jpg,Blitzkrieg 2: Fall of the Reich,PC,2.00,1.20,830,8431019030108,6.00
/product_images/Juegos/PC Juegos/8431019050014_s.jpg,Casino Challenge,PC,0.10,0.01,830,8431019050014,0.50
/product_images/Juegos/PC Juegos/8431019050038_s.jpg,International Golf Pro,PC,0.01,0.01,830,8431019050038,0.10
/product_images/Juegos/PC Juegos/8431019050045_s.jpg,GT Racers,PC,0.10,0.01,830,8431019050045,0.50
/product_images/Juegos/PC Juegos/8431019050052_s.jpg,Retro Classics,PC,0.30,0.10,830,8431019050052,1.00
/product_images/Juegos/PC Juegos/8431019050069_s.jpg,World Tennis Ace,PC,0.01,0.01,830,8431019050069,0.10
/product_images/Juegos/PC Juegos/8431019050076_s.jpg,Gun Warrior,PC,0.01,0.01,830,8431019050076,0.25
/product_images/Juegos/PC Juegos/8431019050083_s.jpg,"Banished, The",PC,0.01,0.01,830,8431019050083,0.25
/product_images/Juegos/PC Juegos/8431019050113_s.jpg,Thunderbolt II,PC,0.10,0.01,830,8431019050113,0.50
/product_images/Juegos/PC Juegos/8431019050120_s.jpg,Taxi Racer New York 2,PC,0.10,0.01,830,8431019050120,0.50
/product_images/Juegos/PC Juegos/8431019050151_s.jpg,SOE Operation Avalanche,PC,0.20,0.10,830,8431019050151,0.75
/product_images/Juegos/PC Juegos/8431474000043_s.jpg,Disney Coleccion Bolsillo - Magical Raci,PC,0.01,0.01,830,8431474000043,0.10
/product_images/Juegos/PC Juegos/8431474000104_s.jpg,Pato Donald Cuac Attack,PC,0.01,0.01,830,8431474000104,0.10
/product_images/Juegos/PC Juegos/8431474000142_s.jpg,Rocko Quest,PC,0.20,0.10,830,8431474000142,0.75
/product_images/Juegos/PC Juegos/8431474000395_s.jpg,Bella y Bestia La Mesita De Te De La Sra,PC,0.10,0.01,830,8431474000395,0.50
/product_images/Juegos/PC Juegos/8431474000449_s.jpg,Nexagon Deathmatch (SN) 1CD,PC,0.01,0.01,830,8431474000449,0.25
/product_images/Juegos/PC Juegos/8431474000487_s.jpg,Planeta Tesoro Batalla Naval,PC,0.10,0.01,830,8431474000487,0.50
/product_images/Juegos/PC Juegos/8431474001019_s.jpg,Pato Donald Cuac Attack,PC,0.10,0.01,830,8431474001019,0.50
/product_images/Juegos/PC Juegos/8431474001033_s.jpg,Disney Dinosaurio,PC,0.01,0.01,830,8431474001033,0.25
/product_images/Juegos/PC Juegos/8431474001071_s.jpg,Tron 2.0 (SN) 2CD,PC,0.10,0.01,830,8431474001071,0.50
/product_images/Juegos/PC Juegos/8431474001187_s.jpg,Martians - Space Conquerors,PC,0.01,0.01,830,8431474001187,0.25
/product_images/Juegos/PC Juegos/8431474001552_s.jpg,Sega Mega Drive Collection,PC,1.40,0.80,830,8431474001552,4.00
/product_images/Juegos/PC Juegos/8431474001583_s.jpg,Sega GT,PC,0.10,0.01,830,8431474001583,0.50
/product_images/Juegos/PC Juegos/8431474001606_s.jpg,Pinwall,PC,0.10,0.01,830,8431474001606,0.50
/product_images/Juegos/PC Juegos/8431474002696_s.jpg,Techno 2,PC,0.01,0.01,830,8431474002696,0.10
/product_images/Juegos/PC Juegos/8431474002702_s.jpg,Deance 2,PC,0.01,0.01,830,8431474002702,0.10
/product_images/Juegos/PC Juegos/8431474003044_s.jpg,Bichos,PC,0.40,0.20,830,8431474003044,1.50
/product_images/Juegos/PC Juegos/8431474003112_s.jpg,Disney Aprendizaje Kinder Pelota 2,PC,0.10,0.01,830,8431474003112,0.50
/product_images/Juegos/PC Juegos/8431474003129_s.jpg,Disney Aprendizaje Preescolar,PC,0.01,0.01,830,8431474003129,0.25
/product_images/Juegos/PC Juegos/8431474003143_s.jpg,Disney Aprendizaje Primeros Pasos,PC,0.01,0.01,830,8431474003143,0.10
/product_images/Juegos/PC Juegos/8431474003167_s.jpg,Start Up,PC,0.20,0.10,830,8431474003167,0.75
/product_images/Juegos/PC Juegos/8431474003266_s.jpg,Hermano Oso,PC,0.01,0.01,830,8431474003266,0.10
