precio_compra,categoria_id,img_caratula,titulo,precio_venta,precio_intercambio,categoria_str,sku
6.00,821,/product_images/Juegos/PS3 Juegos/5055060926932_s.jpg,Marvel Vs Capcom 3,15.00,9.00,PlayStation 3,5055060926932
0.90,821,/product_images/Juegos/PS3 Juegos/3307210413567_s.jpg,Rainbow Six Vegas 2,4.00,1.50,PlayStation 3,3307210413567
3.00,821,/product_images/Juegos/PS3 Juegos/5024866336252_s.jpg,Race Driver Grid,7.00,4.00,PlayStation 3,5024866336252
0.01,830,/product_images/defimg3_s.jpg,King Of The Road (XP),0.10,0.01,PC,8427197110176
0.01,830,/product_images/defimg2_s.jpg,PC Futbol 2006,0.25,0.01,PC,8431474055340
0.20,830,/product_images/defimg2_s.jpg,Need For Speed: Hot Pursuit III,1.50,0.40,PC,8715686006537
2.00,821,/product_images/Juegos/PS3 Juegos/4005209118026_s.jpg,UFC 2009 Undisputed,6.00,3.00,PlayStation 3,4005209118026
2.00,821,/product_images/Juegos/PS3 Juegos/8717418124113_s.jpg,Piratas Del Caribe En El Fin Del Mundo,6.00,3.00,PlayStation 3,8717418124113
0.70,821,/product_images/Juegos/PS3 Juegos/8717418176990_s.jpg,Pure,3.00,1.10,PlayStation 3,8717418176990
1.40,830,/product_images/defimg1_s.jpg,GTA III,6.00,2.00,PC,5026555036511
0.40,830,/product_images/Juegos/PC Juegos/5030934078252_s.jpg,FIFA 10,3.00,0.90,PC,5030934078252
0.01,830,/product_images/defimg2_s.jpg,Chessmaster 9000,0.25,0.01,PC,3307210173751
11.00,821,/product_images/Juegos/PS3 Juegos/5060138440166_s.jpg,Sega Mega Drive Ultimate Collection,25.00,15.00,PlayStation 3,5060138440166
5.00,821,/product_images/Juegos/PS3 Juegos/4012927050781_s.jpg,Silent Hill: Homecoming,12.00,7.00,PlayStation 3,4012927050781
5.00,821,/product_images/Juegos/PS3 Juegos/4005209132282_s.jpg,UFC Undisputed 2010,12.00,7.00,PlayStation 3,4005209132282
0.01,830,/product_images/defimg5_s.jpg,Lock On Air Combat Simulator,0.25,0.01,PC,3307210203410
0.20,830,/product_images/defimg2_s.jpg,Looney Tunes: Perro & Lobo,1.50,0.40,PC,3546430017531
4.00,830,/product_images/defimg1_s.jpg,Baldurs Gate Compilation 4DVD,18.00,6.00,PC,3546430126899
1.90,821,/product_images/Juegos/PS3 Juegos/711719757658_s.jpg,SingStar Vol.3 (Solo Juego),8.00,3.00,PlayStation 3,711719757658
3.00,821,/product_images/Juegos/PS3 Juegos/5060138435353_s.jpg,Condemned 2,8.00,5.00,PlayStation 3,5060138435353
0.10,821,/product_images/Juegos/PS3 Juegos/711719140559_s.jpg,Eye Pet (Solo Juego),1.00,0.30,PlayStation 3,711719140559
0.01,830,/product_images/defimg1_s.jpg,Pro Evolution Soccer 5 (SN),0.10,0.01,PC,4012927071540
0.01,830,/product_images/defimg5_s.jpg,Hidden & Dangerous 2 (SN) 3CDS,0.50,0.10,PC,5026555036696
0.10,830,/product_images/defimg2_s.jpg,Sega Rally 2,0.75,0.20,PC,8436010150282
4.00,821,/product_images/Juegos/PS3 Juegos/5907813595011_s.jpg,Sniper Ghost Warrior,10.00,6.00,PlayStation 3,5907813595011
5.00,821,/product_images/Juegos/PS3 Juegos/5055060928325_s.jpg,DmC (Devil May Cry),12.00,7.00,PlayStation 3,5055060928325
18.00,821,/product_images/Juegos/PS3 Juegos/711719135692_s.jpg,Ico & Shadow Of The Colossus HD Coll.,40.00,25.00,PlayStation 3,711719135692
0.01,830,/product_images/defimg2_s.jpg,Mundial FIFA 2002,0.25,0.01,PC,8414185050514
0.50,830,/product_images/Juegos/PC Juegos/5030934092289_s.jpg,Fifa 11 (P),2.50,0.90,PC,5030934092289
0.80,830,/product_images/defimg3_s.jpg,Juego de Tronos Temporada 1,4.00,1.40,PC,5060146463041
3.00,821,/product_images/Juegos/PS3 Juegos/5030917038365_s.jpg,Call Of Duty 3,8.00,5.00,PlayStation 3,5030917038365
9.00,821,/product_images/Juegos/PS3 Juegos/3391891982573_s.jpg,Tekken 6 + Tekken Tag Tournament 2 + Soulcalibur V,22.00,13.00,PlayStation 3,3391891982573
0.90,821,/product_images/Juegos/PS3 Juegos/3307210233929_s.jpg,Elder Scrolls IV: Oblivion,4.00,1.50,PlayStation 3,3307210233929
0.01,830,/product_images/Juegos/PC Juegos/4020636126994_s.jpg,Mundo De Aventura,0.25,0.01,PC,4020636126994
0.01,830,/product_images/Juegos/PC Juegos/8431474071913_s.jpg,Legion Arena + Cult Of Mithras Expansion,0.10,0.01,PC,8431474071913
8.00,821,/product_images/Juegos/PS3 Juegos/5051893191158_s.jpg,"Tierra Media, Las Sombras de Mordor",18.00,11.00,PlayStation 3,5051893191158
2.00,821,/product_images/Juegos/PS3 Juegos/5060138436442_s.jpg,Viking: Battle for Asgard,6.00,3.00,PlayStation 3,5060138436442
6.00,821,/product_images/Juegos/PS3 Juegos/5024866363425_s.jpg,Formula 1 2014,15.00,9.00,PlayStation 3,5024866363425
4.00,821,/product_images/Juegos/PS3 Juegos/5030934076999_s.jpg,Dante's Inferno,10.00,6.00,PlayStation 3,5030934076999
9.00,821,/product_images/Juegos/PS3 Juegos/3391891966825_s.jpg,Dragon Ball Z Budokai HD Collection,20.00,12.00,PlayStation 3,3391891966825
3.00,821,/product_images/Juegos/PS3 Juegos/3391891958660_s.jpg,Soul Calibur V,8.00,5.00,PlayStation 3,3391891958660
0.60,821,/product_images/Juegos/PS3 Juegos/5030917063039_s.jpg,Guitar Hero World Tour (Solo Juego),2.50,0.90,PlayStation 3,5030917063039
5.00,821,/product_images/Juegos/PS3 Juegos/5060138440425_s.jpg,Sonic Unleashed,12.00,7.00,PlayStation 3,5060138440425
4.00,821,/product_images/Juegos/PS3 Juegos/4005209162449_s.jpg,Darksiders II,10.00,6.00,PlayStation 3,4005209162449
5.00,821,/product_images/Juegos/PS3 Juegos/5026555405614_s.jpg,Grand Theft Auto IV La Edicion Completa,12.00,7.00,PlayStation 3,5026555405614
3.00,821,/product_images/Juegos/PS3 Juegos/5055277000678_s.jpg,Bayonetta,8.00,5.00,PlayStation 3,5055277000678
0.01,821,/product_images/Juegos/PS3 Juegos/8717418185176_s.jpg,Sing It High School Musical 3 (Solo Jueg,0.25,0.01,PlayStation 3,8717418185176
3.00,821,/product_images/Juegos/PS3 Juegos/3391891959261_s.jpg,Naruto Shippuden: Ultimate Ninja Storm Generations,8.00,5.00,PlayStation 3,3391891959261
4.00,821,/product_images/Juegos/PS3 Juegos/023272010010_s.jpg,"Star Wars - El Poder De La Fuerza II, 2",10.00,6.00,PlayStation 3,023272010010
3.00,821,/product_images/Juegos/PS3 Juegos/5055060926352_s.jpg,Super Street Fighter IV,8.00,5.00,PlayStation 3,5055060926352
3.00,821,/product_images/Juegos/PS3 Juegos/5024866360233_s.jpg,Grid 2,8.00,5.00,PlayStation 3,5024866360233
5.00,821,/product_images/Juegos/PS3 Juegos/3391891967273_s.jpg,Naruto Shippuden: Ultimate Ninja Storm 3,12.00,7.00,PlayStation 3,3391891967273
0.80,821,/product_images/Juegos/PS3 Juegos/5055060925447_s.jpg,Bionic Commando,3.50,1.30,PlayStation 3,5055060925447
0.01,821,/product_images/Juegos/PS3 Juegos/711719448952_s.jpg,NBA 08,0.50,0.10,PlayStation 3,711719448952
1.60,862,/product_images/Juegos/PSP Juegos/5055277007233_s.jpg,Valkyria Chronicles II,8.00,2.00,PSP,5055277007233
0.30,862,/product_images/Juegos/PSP Juegos/3348542206748_s.jpg,Scarface,2.00,0.60,PSP,3348542206748
0.80,862,/product_images/Juegos/PSP Juegos/5021290029385_s.jpg,Tomb Raider Anniversary,4.00,1.40,PSP,5021290029385
4.00,862,/product_images/Juegos/PSP Juegos/5055060910184_s.jpg,Megaman Maverick Hunter X,22.00,7.00,PSP,5055060910184
0.40,862,/product_images/Juegos/PSP Juegos/711719174776_s.jpg,Locura en la Jungla,3.00,0.90,PSP,711719174776
1.60,862,/product_images/Juegos/PSP Juegos/5037930120282_s.jpg,Myst,8.00,2.00,PSP,5037930120282
0.20,862,/product_images/Juegos/PSP Juegos/5060050944339_s.jpg,Mercury Meltdown,1.50,0.40,PSP,5060050944339
0.80,862,/product_images/Juegos/PSP Juegos/5051893027730_s.jpg,Senor De Los Anillos: Aventuras De Arago,4.00,1.40,PSP,5051893027730
0.90,862,/product_images/Juegos/PSP Juegos/5390102507831_s.jpg,Code Lyoko Quest for Infinity,4.50,1.60,PSP,5390102507831
5.00,862,/product_images/Juegos/PSP Juegos/4012927062685_s.jpg,Castlevania: The Dracula X Chronicles,25.00,9.00,PSP,4012927062685
0.40,862,/product_images/Juegos/PSP Juegos/3700577000102_s.jpg,Naruto Shippuden Ultimate Ninja Heroes 3,3.00,0.90,PSP,3700577000102
5.00,862,/product_images/Juegos/PSP Juegos/5060121822573_s.jpg,Final Fantasy II,25.00,9.00,PSP,5060121822573
1.60,862,/product_images/defimg1_s.jpg,Williams Pinball Classics,8.00,2.00,PSP,5060057025116
0.30,862,/product_images/Juegos/PSP Juegos/5026555282802_s.jpg,NBA 2K11,2.00,0.60,PSP,5026555282802
0.40,862,/product_images/Juegos/PSP Juegos/711719861423_s.jpg,Hot Shots Golf Open Tee,3.00,0.90,PSP,711719861423
1.20,862,/product_images/defimg4_s.jpg,Brave Story New Traveler,6.00,2.00,PSP,853466001056
3.00,862,/product_images/Juegos/PSP Juegos/4012927064047_s.jpg,Silent Hill: Shattered Memories,15.00,5.00,PSP,4012927064047
0.90,862,/product_images/Juegos/PSP Juegos/5030934046855_s.jpg,Def Jam Fight for NY: The Takeover,4.50,1.60,PSP,5030934046855
0.10,862,/product_images/Juegos/PSP Juegos/5030934049917_s.jpg,007 Desde Rusia Con Amor,1.00,0.30,PSP,5030934049917
0.80,862,/product_images/Juegos/PSP Juegos/5060050944667_s.jpg,Blade Dancer,4.00,1.40,PSP,5060050944667
1.20,862,/product_images/Juegos/PSP Juegos/5060073306039_s.jpg,Mana Khemia: Student Alliance,6.00,2.00,PSP,5060073306039
0.80,862,/product_images/Juegos/PSP Juegos/5055060911037_s.jpg,Monster Hunter Freedom Unite,4.00,1.40,PSP,5055060911037
0.30,862,/product_images/Juegos/PSP Juegos/5060138437395_s.jpg,Iron Man,2.00,0.60,PSP,5060138437395
0.40,862,/product_images/Juegos/PSP Juegos/3307210222282_s.jpg,Star Wars Lethal Alliance,3.00,0.90,PSP,3307210222282
1.20,862,/product_images/Juegos/PSP Juegos/5060102950424_s.jpg,Valhalla Knights,6.00,2.00,PSP,5060102950424
0.30,862,/product_images/Juegos/PSP Juegos/3307211658691_s.jpg,Animalz: Una Familia de Hamsterz,2.00,0.60,PSP,3307211658691
0.30,862,/product_images/Juegos/PSP Juegos/5060102950073_s.jpg,Bubble Bobble Evolution,2.00,0.60,PSP,5060102950073
0.20,862,/product_images/defimg2_s.jpg,Parasite The 3rd Birthday,1.50,0.40,PSP,5021290058606
0.30,862,/product_images/Juegos/PSP Juegos/5060073302437_s.jpg,Dynasty Warriors Vol 2,2.50,0.70,PSP,5060073302437
0.80,862,/product_images/Juegos/PSP Juegos/8430613001422_s.jpg,Warriors of the Lost Empire,4.00,1.40,PSP,8430613001422
5.00,862,/product_images/defimg1_s.jpg,Shin Megami Tensei: Persona 3 Portable,25.00,9.00,PSP,5036675013613
0.90,862,/product_images/Juegos/PSP Juegos/3546430124796_s.jpg,Dungeons & Dragons Tactics,4.50,1.60,PSP,3546430124796
0.20,862,/product_images/Juegos/PSP Juegos/3512289016124_s.jpg,Pro Cycling 2009,1.50,0.40,PSP,3512289016124
0.30,862,/product_images/Juegos/PSP Juegos/3307210246455_s.jpg,Asphalt Urban GT2,2.00,0.60,PSP,3307210246455
0.80,862,/product_images/Juegos/PSP Juegos/4005209075848_s.jpg,"Bob Esponja,  El Vengador Amarillo",4.00,1.40,PSP,4005209075848
1.20,862,/product_images/Juegos/PSP Juegos/3700577002106_s.jpg,God Eater Burst,6.00,2.00,PSP,3700577002106
0.20,862,/product_images/Juegos/PSP Juegos/3307210241320_s.jpg,Star Trek: Tactical Assault,1.50,0.40,PSP,3307210241320
0.30,862,/product_images/Juegos/PSP Juegos/4005209120753_s.jpg,Cars: Race O Rama,2.00,0.60,PSP,4005209120753
1.20,862,/product_images/Juegos/PSP Juegos/3546430127100_s.jpg,Asterix & Obelix XXL 2 Mission Wifix,6.00,2.00,PSP,3546430127100
0.30,862,/product_images/Juegos/PSP Juegos/711719680857_s.jpg,Fired Up PSP10,2.00,0.60,PSP,711719680857
0.30,862,/product_images/Juegos/PSP Juegos/4005209102933_s.jpg,MX Vs. ATV Untamed,2.00,0.60,PSP,4005209102933
0.20,862,/product_images/Juegos/PSP Juegos/3307210328571_s.jpg,Beowulf,1.50,0.40,PSP,3307210328571
0.40,862,/product_images/Juegos/PSP Juegos/5060057023112_s.jpg,Gottlieb Pinball Classics,3.00,0.90,PSP,5060057023112
0.20,862,/product_images/Juegos/PSP Juegos/5055277008315_s.jpg,Phantasy Star Portable,1.50,0.40,PSP,5055277008315
0.01,862,/product_images/Juegos/PSP Juegos/5030934067317_s.jpg,NBA Live 09,0.50,0.10,PSP,5030934067317
0.20,862,/product_images/Juegos/PSP Juegos/5060004765423_s.jpg,Virtua Tennis World tour,1.50,0.40,PSP,5060004765423
1.20,862,/product_images/Juegos/PSP Juegos/8717418303242_s.jpg,Lego: Piratas Del Caribe,6.00,2.00,PSP,8717418303242
0.40,862,/product_images/Juegos/PSP Juegos/5037930120145_s.jpg,Mortal Kombat Unchained,3.00,0.90,PSP,5037930120145
3.00,862,/product_images/defimg5_s.jpg,Star Ocean,18.00,6.00,PSP,5060121823983
0.20,862,/product_images/Juegos/PSP Juegos/5030934066365_s.jpg,Tiger Woods PGA Tour 2009,1.50,0.40,PSP,5030934066365
0.01,862,/product_images/Juegos/PSP Juegos/8717418228118_s.jpg,Hannah Montana: Vive el Espectaculo,0.50,0.10,PSP,8717418228118
0.40,862,/product_images/Juegos/PSP Juegos/5060138431027_s.jpg,Sega Rally,3.00,0.90,PSP,5060138431027
0.20,862,/product_images/Juegos/PSP Juegos/5060193300078_s.jpg,Commander: Europe at War,1.50,0.40,PSP,5060193300078
0.40,862,/product_images/Juegos/PSP Juegos/711719679554_s.jpg,Wipeout Pure,3.00,0.90,PSP,711719679554
0.30,862,/product_images/Juegos/PSP Juegos/4005209136259_s.jpg,Megamind,2.50,0.70,PSP,4005209136259
0.20,862,/product_images/Juegos/PSP Juegos/5060050944094_s.jpg,Puyo Pop Fever,1.50,0.40,PSP,5060050944094
0.10,862,/product_images/Juegos/PSP Juegos/5026555280433_s.jpg,Padre De Familia,1.00,0.30,PSP,5026555280433
0.20,862,/product_images/defimg5_s.jpg,Mega Minis Volume 2,1.50,0.40,PSP,711719151685
0.30,862,/product_images/Juegos/PSP Juegos/4012927062500_s.jpg,Hellboy: The Science of Evil,2.00,0.60,PSP,4012927062500
0.80,862,/product_images/Juegos/PSP Juegos/3307210249517_s.jpg,Ghost Recon Advanced Warfighter 2,4.00,1.40,PSP,3307210249517
9.00,831,/product_images/Juegos/Wii Juegos/045496901004_s.jpg,Mario Kart Wii + Volante,20.00,12.00,Wii,045496901004
2.00,831,/product_images/Juegos/Wii Juegos/045496366827_s.jpg,Disney Think Fast!,5.00,3.00,Wii,045496366827
8.00,831,/product_images/defimg1_s.jpg,Zumba Fitness 2 + Cinturon,18.00,11.00,Wii,8023171034256
9.00,831,/product_images/Juegos/Wii Juegos/5055060952115_s.jpg,Tatsunoko vs Capcom: Ultimate All-Stars,20.00,12.00,Wii,5055060952115
4.00,831,/product_images/Juegos/Wii Juegos/5026555045698_s.jpg,NBA 2K13,10.00,6.00,Wii,5026555045698
2.00,831,/product_images/Juegos/Wii Juegos/4005209128049_s.jpg,Drawn to Life: The Next Chapter,5.00,3.00,Wii,4005209128049
1.00,831,/product_images/Juegos/Wii Juegos/5030917057649_s.jpg,Madagascar 2,4.50,1.70,Wii,5030917057649
0.90,831,/product_images/Juegos/Wii Juegos/5055277000593_s.jpg,"Conduit, The",4.00,1.50,Wii,5055277000593
3.00,831,/product_images/Juegos/Wii Juegos/3296580810345_s.jpg,One Piece Unlimited Cruise 2,8.00,5.00,Wii,3296580810345
0.80,831,/product_images/Juegos/Wii Juegos/5030934064675_s.jpg,Rock Band (Solo Juego),3.50,1.30,Wii,5030934064675
3.00,831,/product_images/Juegos/Wii Juegos/5030917076121_s.jpg,Madagascar Kartz,8.00,5.00,Wii,5030917076121
2.00,831,/product_images/Juegos/Wii Juegos/5055277006618_s.jpg,Iron Man 2,5.00,3.00,Wii,5055277006618
4.00,831,/product_images/Juegos/Wii Juegos/3307211607033_s.jpg,Animalz Dogz Sports,10.00,6.00,Wii,3307211607033
0.70,831,/product_images/Juegos/Wii Juegos/5055377600235_s.jpg,Chicken Blaster,3.00,1.10,Wii,5055377600235
5.00,831,/product_images/Juegos/Wii Juegos/045496401047_s.jpg,Boom Street,12.00,7.00,Wii,045496401047
3.00,831,/product_images/Juegos/Wii Juegos/4510772105194_s.jpg,Guilty Gear XX Accent Core Plus,7.00,4.00,Wii,4510772105194
1.00,831,/product_images/Juegos/Wii Juegos/4012927090923_s.jpg,Dancing Stage Hottest Party (Solo Juego),4.50,1.70,Wii,4012927090923
4.00,831,/product_images/Juegos/Wii Juegos/5030917132155_s.jpg,Angry Birds: Star Wars,10.00,6.00,Wii,5030917132155
2.00,831,/product_images/Juegos/Wii Juegos/5030917044731_s.jpg,Transformers The Game,6.00,3.00,Wii,5030917044731
0.01,831,/product_images/Juegos/Wii Juegos/503091707WIGS_s.jpg,DJ Hero (Solo Juego),0.25,0.01,Wii,503091707
2.00,831,/product_images/Juegos/Wii Juegos/5026555041812_s.jpg,Bully: Scholarship Edition,6.00,3.00,Wii,5026555041812
2.00,831,/product_images/Juegos/Wii Juegos/5060112742118_s.jpg,Mushroom Men: Las Guerras Espora,5.00,3.00,Wii,5060112742118
3.00,831,/product_images/Juegos/Wii Juegos/5030934092470_s.jpg,NBA Jam,7.00,4.00,Wii,5030934092470
2.00,831,/product_images/Juegos/Wii Juegos/5743211720019_s.jpg,Code Lyoko Quest for Infinity,6.00,3.00,Wii,5743211720019
5.00,831,/product_images/Juegos/Wii Juegos/5051603222852_s.jpg,Lego Batman,12.00,7.00,Wii,5051603222852
3.00,831,/product_images/Juegos/Wii Juegos/5060102950936_s.jpg,No More Heroes,8.00,5.00,Wii,5060102950936
4.00,831,/product_images/Juegos/Wii Juegos/5024866342123_s.jpg,Formula 1 2009,10.00,6.00,Wii,5024866342123
2.00,831,/product_images/Juegos/Wii Juegos/5030917047503_s.jpg,Tony Hawk's Proving Ground,5.00,3.00,Wii,5030917047503
2.00,831,/product_images/Juegos/Wii Juegos/2129033T_s.jpg,Flingsmash (Solo Juego),6.00,3.00,Wii,2129033
2.00,831,/product_images/Juegos/Wii Juegos/3296580803293_s.jpg,Dragon Ball Z: Budokai Tenkaichi 2,5.00,3.00,Wii,3296580803293
2.00,831,/product_images/Juegos/Wii Juegos/5030917072246_s.jpg,Guitar Hero 5 (Solo Juego),5.00,3.00,Wii,5030917072246
0.30,831,/product_images/defimg2_s.jpg,Cocoto Surprise = Canha Pescar,1.50,0.50,Wii,3499550269291
0.20,831,/product_images/Juegos/Wii Juegos/045496366889_s.jpg,Hannah Montana: La pelicula,1.00,0.30,Wii,045496366889
2.00,831,/product_images/Juegos/Wii Juegos/5030917046971_s.jpg,Spider-Man: Amigo o Enemigo?,6.00,3.00,Wii,5030917046971
9.00,831,/product_images/Juegos/Wii Juegos/4012927092033_s.jpg,Silent Hill: Shattered Memories,20.00,12.00,Wii,4012927092033
8.00,831,/product_images/Juegos/Wii Juegos/5030934092197_s.jpg,Hasbro Juegos En Familia 3,18.00,11.00,Wii,5030934092197
3.00,831,/product_images/Juegos/Wii Juegos/3700515800047_s.jpg,TV Show King Party,7.00,4.00,Wii,3700515800047
3.00,831,/product_images/Juegos/Wii Juegos/5060138435582_s.jpg,Bleach: Shattered Blade,8.00,5.00,Wii,5060138435582
8.00,831,/product_images/Juegos/Wii Juegos/045496368302_s.jpg,Disney Sing It: Exitos de Pelicula.,18.00,11.00,Wii,045496368302
4.00,831,/product_images/Juegos/Wii Juegos/5030917050206_s.jpg,Barbie: La Princesa de los Animales,10.00,6.00,Wii,5030917050206
3.00,831,/product_images/Juegos/Wii Juegos/4020628885144_s.jpg,Let's Sing 2015 (Solo Juego),8.00,5.00,Wii,4020628885144
0.10,831,/product_images/Juegos/Wii Juegos/045496368180_s.jpg,Disney Sing it: Pop Hits (Solo Juego),0.50,0.10,Wii,045496368180
3.00,831,/product_images/Juegos/Wii Juegos/8154030100307_s.jpg,Monster High Skultimate Roller Maze,8.00,5.00,Wii,8154030100307
0.80,831,/product_images/Juegos/Wii Juegos/5030917091018_s.jpg,Goldeneye 007,3.50,1.30,Wii,5030917091018
2.00,831,/product_images/Juegos/Wii Juegos/5030917091049_s.jpg,007 - Goldeneye,5.00,3.00,Wii,5030917091049
4.00,831,/product_images/Juegos/Wii Juegos/045496368807_s.jpg,Samurai Warriors 3,10.00,6.00,Wii,045496368807
5.00,831,/product_images/defimg1_s.jpg,Zumba Fitness: World Party,12.00,7.00,Wii,8023171033532
5.00,831,/product_images/Juegos/Wii Juegos/045496367336_s.jpg,Another Code: R (Mas Alla de la Memoria),12.00,7.00,Wii,045496367336
2.00,831,/product_images/Juegos/Wii Juegos/45496368289_s.jpg,No More Heroes 2,6.00,3.00,Wii,45496368289
9.00,831,/product_images/Juegos/Wii Juegos/023272004644_s.jpg,Star Wars Lego Compilation,20.00,12.00,Wii,023272004644
3.00,831,/product_images/Juegos/Wii Juegos/023272007881_s.jpg,Indiana Jones y el Cetro de los Reyes,7.00,4.00,Wii,023272007881
2.00,831,/product_images/Juegos/Wii Juegos/045496362942_s.jpg,Descubriendo a los Robinsons,6.00,3.00,Wii,045496362942
0.80,831,/product_images/Juegos/Wii Juegos/045496362959_s.jpg,Chicken Little As En Accion,3.50,1.30,Wii,045496362959
9.00,831,/product_images/Juegos/Wii Juegos/045496368357_s.jpg,Wii Fit Plus + Tabla Blanca,22.00,13.00,Wii,045496368357
2.00,831,/product_images/Juegos/Wii Juegos/045496368692_s.jpg,Naruto Clash of Ninja Revolution 3,6.00,3.00,Wii,045496368692
0.70,831,/product_images/Juegos/Wii Juegos/3307211685215_s.jpg,Shaun White Snowboarding World Stage,3.00,1.10,Wii,3307211685215
2.00,831,/product_images/Juegos/Wii Juegos/3307211689909_s.jpg,Concurso Loco TV Party,6.00,3.00,Wii,3307211689909
4.00,827,/product_images/Juegos/Xbox 360 Juegos/023272009892_s.jpg,"Star Wars - El Poder De La Fuerza II, 2",10.00,6.00,Xbox 360,023272009892
0.80,827,/product_images/Juegos/Xbox 360 Juegos/5037930100451_s.jpg,Unreal Tournament 3,3.50,1.30,Xbox 360,5037930100451
0.80,827,/product_images/Juegos/Xbox 360 Juegos/3546430124338_s.jpg,Alone in the Dark,3.50,1.30,Xbox 360,3546430124338
5.00,827,/product_images/Juegos/Xbox 360 Juegos/5037930101090_s.jpg,Mortal Kombat Vs. DC Universe,12.00,7.00,Xbox 360,5037930101090
2.00,827,/product_images/Juegos/Xbox 360 Juegos/5030917069512_s.jpg,Wolfenstein,6.00,3.00,Xbox 360,5030917069512
0.70,827,/product_images/Juegos/Xbox 360 Juegos/882224260688_s.jpg,Crackdown,3.00,1.10,Xbox 360,882224260688
2.00,827,/product_images/Juegos/Xbox 360 Juegos/5055277010172_s.jpg,Rise Of Nightmares (Kinect),6.00,3.00,Xbox 360,5055277010172
1.20,827,/product_images/Juegos/Xbox 360 Juegos/8717418255091_s.jpg,Split Second Velocity,5.00,1.90,Xbox 360,8717418255091
0.90,827,/product_images/Juegos/Xbox 360 Juegos/3307215589113_s.jpg,Your Shape Fitness Evolved 2012 (Kinect),4.00,1.50,Xbox 360,3307215589113
0.70,827,/product_images/Juegos/Xbox 360 Juegos/3307210267764_s.jpg,Beowulf The Game,3.00,1.10,Xbox 360,3307210267764
0.80,827,/product_images/Juegos/Xbox 360 Juegos/5021290047501_s.jpg,Dungeon Siege 3,3.50,1.30,Xbox 360,5021290047501
0.90,827,/product_images/Juegos/Xbox 360 Juegos/882224720809_s.jpg,Halo Wars,4.00,1.50,Xbox 360,882224720809
8.00,827,/product_images/Juegos/Xbox 360 Juegos/3391891978163_s.jpg,Naruto Shippuden - Ultimate Ninja. Storm Revolution,18.00,11.00,Xbox 360,3391891978163
2.00,827,/product_images/Juegos/Xbox 360 Juegos/3307217929214_s.jpg,Driver: San Francisco,6.00,3.00,Xbox 360,3307217929214
0.80,827,/product_images/Juegos/Xbox 360 Juegos/5060138430754_s.jpg,Virtua Tennis 3,3.50,1.30,Xbox 360,5060138430754
5.00,827,/product_images/Juegos/Xbox 360 Juegos/3307215594667_s.jpg,Rayman Origins,12.00,7.00,Xbox 360,3307215594667
1.80,827,/product_images/Juegos/Xbox 360 Juegos/4005209118163_s.jpg,UFC 2009 Undisputed,4.00,2.00,Xbox 360,4005209118163
5.00,827,/product_images/Juegos/Xbox 360 Juegos/5030940113176_s.jpg,Battlefield Hardline (2 Disc),12.00,7.00,Xbox 360,5030940113176
3.00,827,/product_images/Juegos/Xbox 360 Juegos/885370317206_s.jpg,Kinect Disneyland Adventures,8.00,5.00,Xbox 360,885370317206
0.90,827,/product_images/Juegos/Xbox 360 Juegos/0885370221107_s.jpg,Kinect Joyride,4.00,1.50,Xbox 360,0885370221107
9.00,827,/product_images/Juegos/Xbox 360 Juegos/3307215806463_s.jpg,Assassin's Creed: Rogue,20.00,12.00,Xbox 360,3307215806463
0.80,827,/product_images/Juegos/Xbox 360 Juegos/0885370227390_s.jpg,Kinect Dance Central,3.50,1.30,Xbox 360,0885370227390
3.00,827,/product_images/Juegos/Xbox 360 Juegos/5026555247245_s.jpg,Midnight Club 4: Los Angeles,8.00,5.00,Xbox 360,5026555247245
9.00,827,/product_images/Juegos/Xbox 360 Juegos/885370984903_s.jpg,Rise Of The Tomb Raider,22.00,13.00,Xbox 360,885370984903
0.20,827,/product_images/Juegos/Xbox 360 Juegos/5026555249515_s.jpg,NBA 2K10,1.00,0.30,Xbox 360,5026555249515
3.00,827,/product_images/Juegos/Xbox 360 Juegos/885370316414_s.jpg,Kinect Sports 2,8.00,5.00,Xbox 360,885370316414
0.01,827,/product_images/Juegos/Xbox 360 Juegos/5026555248372_s.jpg,NBA 2K9,0.25,0.01,Xbox 360,5026555248372
0.01,827,/product_images/Juegos/Xbox 360 Juegos/4012927033388_s.jpg,Pro Evolution Soccer 2009,0.50,0.10,Xbox 360,4012927033388
6.00,827,/product_images/Juegos/Xbox 360 Juegos/3700577001819_s.jpg,Dragon Ball Z Raging Blast 2,15.00,9.00,Xbox 360,3700577001819
4.00,827,/product_images/Juegos/Xbox 360 Juegos/093155148468_s.jpg,"Evil Within, The",10.00,6.00,Xbox 360,093155148468
0.80,827,/product_images/Juegos/Xbox 360 Juegos/3348542218963_s.jpg,Conspiracion de Bourne,3.50,1.30,Xbox 360,3348542218963
4.00,827,/product_images/Juegos/Xbox 360 Juegos/5907813593864_s.jpg,Sniper: Ghost Warrior 2,10.00,6.00,Xbox 360,5907813593864
13.00,827,/product_images/Juegos/Xbox 360 Juegos/0885370861617_s.jpg,Forza: Horizon 2,30.00,18.00,Xbox 360,0885370861617
3.00,827,/product_images/Juegos/Xbox 360 Juegos/3307212807043_s.jpg,Prince of Persia: Arenas,8.00,5.00,Xbox 360,3307212807043
0.60,827,/product_images/Juegos/Xbox 360 Juegos/3307210413147_s.jpg,End War,2.50,0.90,Xbox 360,3307210413147
