categoria_str,categoria_id,sku,precio_compra,precio_intercambio,titulo,img_caratula,precio_venta
PC,830,4020628511661,0.30,0.60,Emergency 2014,/product_images/Juegos/PC Juegos/4020628511661_s.jpg,2.00
PC,830,4020628511746,1.60,2.00,Dead Island: Riptide (P),/product_images/Juegos/PC Juegos/4020628511746_s.jpg,8.00
PC,830,4020628512255,0.50,1.00,Metro Last Light Limited Edition (P),/product_images/Juegos/PC Juegos/4020628512255_s.jpg,3.50
PC,830,4020628512576,1.60,2.00,Saints Row IV (4) (P),/product_images/Juegos/PC Juegos/4020628512576_s.jpg,8.00
PC,830,4020628513962,0.10,0.30,Planetside 2,/product_images/Juegos/PC Juegos/4020628513962_s.jpg,1.00
PC,830,4020628828141,6.00,10.00,F1 2016 (P),/product_images/Juegos/PC Juegos/4020628828141_s.jpg,30.00
PC,830,4020628834814,6.00,9.00,Dirt Rally (Game Only)(P),/product_images/Juegos/PC Juegos/4020628834814_s.jpg,15.00
PC,830,4020628843274,1.40,2.00,Obscuritas (P),/product_images/Juegos/PC Juegos/4020628843274_s.jpg,7.00
PC,830,4020628843892,2.00,3.00,The Golf Club - Collector's Edition,/product_images/Juegos/PC Juegos/4020628843892_s.jpg,10.00
PC,830,4020628848941,0.01,0.10,Icewind Dale,/product_images/Juegos/PC Juegos/4020628848941_s.jpg,0.50
PC,830,4020628849016,4.00,7.00,Baldur's Gate II - Enhanced Edition,/product_images/Juegos/PC Juegos/4020628849016_s.jpg,20.00
PC,830,4020628849344,2.00,3.00,Car Mechanic Simulator 2015 (P),/product_images/Juegos/PC Juegos/4020628849344_s.jpg,10.00
PC,830,4020628849436,0.30,0.70,Construction Machines Simulator 2016,/product_images/Juegos/PC Juegos/4020628849436_s.jpg,2.50
PC,830,4020628849528,0.80,1.40,Helicopter 2015 Natural Disasters,/product_images/Juegos/PC Juegos/4020628849528_s.jpg,4.00
PC,830,4020628849856,0.80,1.40,Truck Mechanic Simulator (2015),/product_images/Juegos/PC Juegos/4020628849856_s.jpg,4.00
PC,830,4020628857684,2.00,4.00,Baldur's Gate - Enhanced Ed,/product_images/Juegos/PC Juegos/4020628857684_s.jpg,12.00
PC,830,4020628862343,1.20,2.00,Saints Row IV: Re-Elected (No Gat Out Of Hell DLC) (P),/product_images/Juegos/PC Juegos/4020628862343_s.jpg,6.00
PC,830,4020628863555,3.00,6.00,This War Of Mine (P),/product_images/Juegos/PC Juegos/4020628863555_s.jpg,18.00
PC,830,4020628866907,3.00,5.00,Ryse: Son Of Rome (P),/product_images/Juegos/PC Juegos/4020628866907_s.jpg,15.00
PC,830,4020628868567,2.00,4.00,Homefront: The Revolution (P) 5 Disc,/product_images/Juegos/PC Juegos/4020628868567_s.jpg,12.00
PC,830,4020628869878,0.01,0.01,Dead Island: Epidemic (P) Badass Starter Pack,/product_images/Juegos/PC Juegos/4020628869878_s.jpg,0.25
PC,830,4020628883898,2.00,3.00,Goat Simulator (P),/product_images/Juegos/PC Juegos/4020628883898_s.jpg,10.00
PC,830,4020628884420,2.00,4.00,Saints Row III & IV (P),/product_images/Juegos/PC Juegos/4020628884420S_s.jpg,12.00
PC,830,4020628885601,0.40,0.90,Risen 3: Titan Lords (P),/product_images/Juegos/PC Juegos/4020628885601_s.jpg,3.00
PC,830,4020628885960,3.00,5.00,Broken Sword 5 (P),/product_images/Juegos/PC Juegos/4020628885960_s.jpg,15.00
PC,830,4020628886356,4.00,7.00,Metro Redux (P),/product_images/Juegos/PC Juegos/4020628886356_s.jpg,20.00
PC,830,4020628887605,1.00,1.80,Killer is Dead Nightmare Edition (P),/product_images/Juegos/PC Juegos/4020628887605_s.jpg,5.00
PC,830,4020628889050,2.00,3.00,Sacred 3,/product_images/Juegos/PC Juegos/4020628889050_s.jpg,10.00
PC,830,4020628894795,0.01,0.01,Nascar 14,/product_images/Juegos/PC Juegos/4020628894795_s.jpg,0.25
PC,830,4020628896256,5.00,9.00,Wasteland 2 - Ranger Edition,/product_images/Juegos/PC Juegos/4020628896256_s.jpg,25.00
PC,830,4020628899110,2.00,4.00,Emergency 2016 (P),/product_images/Juegos/PC Juegos/4020628899110_s.jpg,12.00
PC,830,4020628931285,0.10,0.30,Superstars V8 Racing - Megahits,/product_images/Juegos/PC Juegos/4020628931285_s.jpg,1.00
PC,830,4020628949785,0.01,0.01,Age of Conan: Rise of the Godslayer (P),/product_images/Juegos/PC Juegos/4020628949785_s.jpg,0.25
PC,830,4020628995065,0.30,0.60,Chariots Of War,/product_images/Juegos/PC Juegos/4020628995065_s.jpg,2.00
PC,830,4020628995997,0.10,0.20,Neuro Hunter,/product_images/Juegos/PC Juegos/4020628995997_s.jpg,0.75
PC,830,4020628996000,0.01,0.01,Alexander The Heroes Hour,/product_images/Juegos/PC Juegos/4020628996000_s.jpg,0.25
PC,830,4020628996475,0.01,0.10,Earth 2160 (SN),/product_images/Juegos/PC Juegos/4020628996475_s.jpg,0.50
PC,830,4020636113918,0.01,0.10,Agrar Simulator - Historische Landmaschinen (P),/product_images/Juegos/PC Juegos/4020636113918_s.jpg,0.50
PC,830,4020636114151,0.30,0.60,Simulador New York Taxi,/product_images/Juegos/PC Juegos/4020636114151_s.jpg,2.00
PC,830,4020636114168,1.00,1.80,Simulador De Le�ador 2012 (P),/product_images/Juegos/PC Juegos/4020636114168_s.jpg,5.00
PC,830,4020636114199,0.70,1.50,Simulador Tanque Panzer Versión Español,/product_images/Juegos/PC Juegos/4020636114199_s.jpg,5.00
PC,830,4020636114205,0.80,1.40,Simulador De Conductor De Gruas De Coche,/product_images/Juegos/PC Juegos/4020636114205_s.jpg,4.00
PC,830,4020636119606,0.01,0.01,Kick Ass 2,/product_images/Juegos/PC Juegos/4020636119606_s.jpg,0.25
PC,830,4020636121562,0.01,0.10,Bloodbath,/product_images/Juegos/PC Juegos/4020636121562_s.jpg,0.50
PC,830,4020636126994,0.01,0.01,Mundo De Aventura,/product_images/Juegos/PC Juegos/4020636126994_s.jpg,0.25
PC,830,4020636127007,0.20,0.40,World Of Simulator Pack,/product_images/Juegos/PC Juegos/4020636127007_s.jpg,1.50
PC,830,4020636127014,0.01,0.10,Mega Tycoon,/product_images/Juegos/PC Juegos/4020636127014_s.jpg,0.50
PC,830,4020636151194,0.01,0.10,Grey-Goo: War Is Evolving (P),/product_images/Juegos/PC Juegos/4020636151194_s.jpg,0.50
PC,830,4020636160011,0.10,0.30,Professional Farmer 2014 - Platinum Edition (P),/product_images/Juegos/PC Juegos/4020636160011_s.jpg,1.00
PC,830,4027975004570,0.30,0.60,Fritz 10,/product_images/Juegos/PC Juegos/4027975004570_s.jpg,2.00
PC,830,4027975005102,1.00,1.80,Fritz 11,/product_images/Juegos/PC Juegos/4027975005102_s.jpg,5.00
PC,830,4027975006789,1.60,2.00,Fritz ChessBase 13,/product_images/Juegos/PC Juegos/4027975006789_s.jpg,8.00
PC,830,4032222403570,1.60,2.00,Braid - Jump n Run-Adventure,/product_images/Juegos/PC Juegos/4032222403570_s.jpg,8.00
PC,830,4032222905135,0.80,1.40,10 Fun Games,/product_images/Juegos/PC Juegos/4032222905135_s.jpg,4.00
PC,830,4041377401188,0.40,0.90,Still Life 2,/product_images/Juegos/PC Juegos/4041377401188_s.jpg,3.00
PC,830,4041377402178,0.30,0.60,Los Sims 2 (Mac Version),/product_images/Juegos/PC Juegos/4041377402178_s.jpg,2.00
PC,830,4041377402352,0.10,0.30,Los Sims 2: Universitarios (Mac Version),/product_images/Juegos/PC Juegos/4041377402352_s.jpg,1.00
PC,830,4041377402482,0.01,0.01,Call of Duty 2 (Mac),/product_images/Juegos/PC Juegos/4041377402482_s.jpg,0.10
PC,830,4041377501451,0.01,0.10,Kelly Slater Pro Surfer,/product_images/Juegos/PC Juegos/4041377501451_s.jpg,0.50
PC,830,4041377501482,0.01,0.10,Spyhunter,/product_images/Juegos/PC Juegos/4041377501482_s.jpg,0.50
PC,830,4041377501949,0.01,0.10,Pitfall - The Lost Expedition,/product_images/Juegos/PC Juegos/4041377501949_s.jpg,0.50
PC,830,4041377501987,0.01,0.10,Mtx Mototrax 2cd,/product_images/Juegos/PC Juegos/4041377501987_s.jpg,0.50
PC,830,4041377701493,0.01,0.10,Tony Hawk's Pro Skater 4,/product_images/Juegos/PC Juegos/4041377701493_s.jpg,0.50
PC,830,4041377701769,0.01,0.10,Wakeboarding Unleashed feat Shaun Murray,/product_images/Juegos/PC Juegos/4041377701769_s.jpg,0.50
PC,830,4041377702230,2.00,4.00,X-Plane 9,/product_images/Juegos/PC Juegos/4041377702230_s.jpg,12.00
PC,830,4041377702384,0.50,1.00,Tony Hawk's American Wasteland,/product_images/Juegos/PC Juegos/4041377702384_s.jpg,3.50
PC,830,4041417690343,3.00,5.00,Bus Simulator 16,/product_images/Juegos/PC Juegos/4041417690343_s.jpg,15.00
PC,830,4250230210175,0.10,0.30,Battle Vs Chess,/product_images/Juegos/PC Juegos/4250230210175_s.jpg,1.00
PC,830,4250230210243,0.10,0.30,Dream Pinball 3D,/product_images/Juegos/PC Juegos/4250230210243_s.jpg,1.00
PC,830,4250230210373,0.80,1.40,NyxQuest: Kindred Spirits,/product_images/Juegos/PC Juegos/4250230210373_s.jpg,4.00
PC,830,4250230210403,0.40,0.90,Two Worlds 2 - Velvet GOTY Edition,/product_images/Juegos/PC Juegos/4250230210403_s.jpg,3.00
PC,830,4250230214036,1.00,1.80,Two Worlds,/product_images/Juegos/PC Juegos/4250230214036_s.jpg,5.00
PC,830,4250230214142,0.01,0.10,"Two Worlds 2, II",/product_images/Juegos/PC Juegos/4250230214142_s.jpg,0.50
PC,830,4250230290139,1.00,1.80,Two Worlds II Premium Edition,/product_images/Juegos/PC Juegos/4250230290139_s.jpg,5.00
PC,830,4260086010072,0.01,0.10,GT Legends,/product_images/Juegos/PC Juegos/4260086010072_s.jpg,0.50
PC,830,4260086010577,0.10,0.30,War Front Turning Point,/product_images/Juegos/PC Juegos/4260086010577_s.jpg,1.00
PC,830,4260089411609,0.30,0.60,Imperium Romanum Gold Edition,/product_images/Juegos/PC Juegos/4260089411609_s.jpg,2.00
PC,830,4260089411937,1.60,2.00,Fallout Trilogy,/product_images/Juegos/PC Juegos/4260089411937_s.jpg,8.00
PC,830,4260089412477,0.01,0.01,Tropico 3,/product_images/Juegos/PC Juegos/4260089412477_s.jpg,0.25
PC,830,4260089412538,0.01,0.01,Dawn Of Magic 2,/product_images/Juegos/PC Juegos/4260089412538_s.jpg,0.25
PC,830,4260089412712,0.30,0.60,First Templar,/product_images/Juegos/PC Juegos/4260089412712_s.jpg,2.00
PC,830,4260089413313,0.01,0.10,Race on,/product_images/Juegos/PC Juegos/4260089413313_s.jpg,0.50
PC,830,4260089414679,0.80,1.40,Hard Reset,/product_images/Juegos/PC Juegos/4260089414679_s.jpg,4.00
PC,830,4260089414860,1.60,2.00,Port Royale 3 (P),/product_images/Juegos/PC Juegos/4260089414860_s.jpg,8.00
PC,830,4260089415065,2.00,3.00,Hegemony Gold - Wars of Ancient Greece,/product_images/Juegos/PC Juegos/4260089415065_s.jpg,10.00
PC,830,4260089415553,2.00,3.00,Sins of a Solar Empire: Rebellion (P),/product_images/Juegos/PC Juegos/4260089415553_s.jpg,10.00
PC,830,4260089416352,0.01,0.01,Rise of Venice - Gold edtion (P),/product_images/Juegos/PC Juegos/4260089416352_s.jpg,0.25
PC,830,4260095170507,0.10,0.30,Hired Guns: Jagged Edge,/product_images/Juegos/PC Juegos/4260095170507_s.jpg,1.00
PC,830,4260095170552,0.20,0.40,Treasure Island,/product_images/Juegos/PC Juegos/4260095170552_s.jpg,1.50
PC,830,4260095171740,3.00,6.00,Arma 3 (P),/product_images/Juegos/PC Juegos/4260095171740_s.jpg,18.00
PC,830,4260095172136,0.40,0.90,Chivalry: Medieval Warfare (P),/product_images/Juegos/PC Juegos/4260095172136_s.jpg,3.00
PC,830,4260133810020,0.01,0.10,Playmobil - Fortaleza del Dragon,/product_images/Juegos/PC Juegos/4260133810020_s.jpg,0.50
PC,830,4260176170143,0.01,0.10,Winter Sports The Next Challenge 2009,/product_images/Juegos/PC Juegos/4260176170143_s.jpg,0.50
PC,830,4260231340443,1.20,2.00,Jagged Alliance : Back In Action (P),/product_images/Juegos/PC Juegos/4260231340443_s.jpg,6.00
PC,830,4260231341228,0.01,0.10,Air Conflicts Vietnam,/product_images/Juegos/PC Juegos/4260231341228_s.jpg,0.50
PC,830,4260231341235,0.70,1.50,Citadels,/product_images/Juegos/PC Juegos/4260231341235_s.jpg,5.00
PC,830,4260231341242,0.50,1.00,Adventure Park,/product_images/Juegos/PC Juegos/4260231341242_s.jpg,3.50
PC,830,4260231341570,3.00,6.00,Shadows: Heretic Kingdoms C.E (P),/product_images/Juegos/PC Juegos/4260231341570_s.jpg,18.00
PC,830,4260243910023,2.00,3.00,IHF Handball Challenge 12,/product_images/Juegos/PC Juegos/4260243910023_s.jpg,10.00
PC,830,4510772105262,0.01,0.10,Blaz Blue: Calamity Trigger,/product_images/Juegos/PC Juegos/4510772105262_s.jpg,0.50
PC,830,4601546015167,0.01,0.10,Ski Park Manager,/product_images/Juegos/PC Juegos/4601546015167_s.jpg,0.50
PC,830,4779026380125,0.01,0.10,Falling Stars,/product_images/Juegos/PC Juegos/4779026380125_s.jpg,0.50
PC,830,4974365850425,0.01,0.01,Panzer Dragoon,/product_images/Juegos/PC Juegos/4974365850425_s.jpg,0.25
PC,830,4974365850586,0.01,0.01,Virtua Fighter 2,/product_images/Juegos/PC Juegos/4974365850586_s.jpg,0.10
PC,830,5013156710919,0.01,0.01,F22 Air Dominance Fighter,/product_images/Juegos/PC Juegos/5013156710919_s.jpg,0.10
PC,830,5015103110711,0.10,0.30,Lord Of The Rings The Return,/product_images/Juegos/PC Juegos/5015103110711_s.jpg,1.00
PC,830,5015352131185,0.01,0.10,Master of Magic,/product_images/Juegos/PC Juegos/5015352131185_s.jpg,0.50
PC,830,5016488107433,0.01,0.01,Beauty & The Beast,/product_images/Juegos/PC Juegos/5016488107433_s.jpg,0.25
PC,830,5016488110754,0.01,0.10,Disney's Monsters Inc Vol.2,/product_images/Juegos/PC Juegos/5016488110754_s.jpg,0.50
PC,830,5016488112154,0.01,0.10,X2: The Threat,/product_images/Juegos/PC Juegos/5016488112154_s.jpg,0.50
PC,830,5016488113922,9.00,12.00,Jurassic Park: Operation Genesis,/product_images/Juegos/PC Juegos/5016488113922_s.jpg,20.00
PC,830,5016488116992,0.80,1.40,Jurassic Realm,/product_images/Juegos/PC Juegos/5016488116992_s.jpg,4.00
PC,830,5016488118156,0.01,0.10,Mahjong Quest 2,/product_images/Juegos/PC Juegos/5016488118156_s.jpg,0.50
PC,830,5016488119443,0.30,0.60,Mystery Stories,/product_images/Juegos/PC Juegos/5016488119443_s.jpg,2.00
PC,830,5016488119955,0.30,0.60,Hidden Mysteries: The White House,/product_images/Juegos/PC Juegos/5016488119955_s.jpg,2.00
PC,830,5016488120524,0.60,1.00,Luxor Adventures,/product_images/Juegos/PC Juegos/5016488120524_s.jpg,3.00
PC,830,5016488120531,0.60,1.00,Trapped - The Abduction,/product_images/Juegos/PC Juegos/5016488120531_s.jpg,3.00
PC,830,5016488121057,0.80,1.40,Hidden Mystery Triple Pack,/product_images/Juegos/PC Juegos/5016488121057_s.jpg,4.00
PC,830,5016488121392,0.30,0.60,Witchs Curse CE,/product_images/Juegos/PC Juegos/5016488121392_s.jpg,2.00
PC,830,5016488122153,0.30,0.60,Salem Secrets,/product_images/Juegos/PC Juegos/5016488122153_s.jpg,2.00
PC,830,5016488124065,0.10,0.30,Sacra Terra: Angelic Night,/product_images/Juegos/PC Juegos/5016488124065_s.jpg,1.00
PC,830,5017783012309,0.01,0.01,Ford Racing 2,/product_images/Juegos/PC Juegos/5017783012309_s.jpg,0.10
PC,830,5017783013450,1.40,2.00,"Warrior Kings, The Saga",/product_images/Juegos/PC Juegos/5017783013450_s.jpg,7.00
PC,830,5017783014051,0.30,0.60,Space Invaders Anniversary,/product_images/Juegos/PC Juegos/5017783014051_s.jpg,2.00
PC,830,5017783014921,0.10,0.30,Flat out,/product_images/Juegos/PC Juegos/5017783014921_s.jpg,1.00
PC,830,5017783016567,0.30,0.70,Ford racing 3,/product_images/Juegos/PC Juegos/5017783016567_s.jpg,2.50
PC,830,5017783017151,0.01,0.01,Total Immersion Racing,/product_images/Juegos/PC Juegos/5017783017151_s.jpg,0.25
PC,830,5017783021516,0.01,0.01,Jacked,/product_images/Juegos/PC Juegos/5017783021516_s.jpg,0.25
PC,830,5017783021714,0.01,0.10,"Sudoku Challenge, The",/product_images/Juegos/PC Juegos/5017783021714_s.jpg,0.50
PC,830,5017783023992,0.30,0.60,Wings Over Europe,/product_images/Juegos/PC Juegos/5017783023992_s.jpg,2.00
PC,830,5017783024647,0.01,0.10,Wild Earth: Africa,/product_images/Juegos/PC Juegos/5017783024647_s.jpg,0.50
PC,830,5017783024715,0.10,0.30,Space Empires V,/product_images/Juegos/PC Juegos/5017783024715_s.jpg,1.00
PC,830,5017783025200,0.01,0.10,The Shield: The Game,/product_images/Juegos/PC Juegos/5017783025200_s.jpg,0.50
PC,830,5017783025538,0.01,0.01,Desafio Ecuestre,/product_images/Juegos/PC Juegos/5017783025538_s.jpg,0.25
PC,830,5017783026580,0.01,0.01,Off Road,/product_images/Juegos/PC Juegos/5017783026580_s.jpg,0.10
PC,830,5017783552386,0.01,0.10,Sheep,/product_images/Juegos/PC Juegos/5017783552386_s.jpg,0.50
PC,830,5017783553925,0.01,0.01,Enemy Engaged Comanche Hokum,/product_images/Juegos/PC Juegos/5017783553925_s.jpg,0.10
PC,830,5017783553994,0.01,0.01,Sega Touring Car Championship,/product_images/Juegos/PC Juegos/5017783553994_s.jpg,0.25
PC,830,5017783554021,0.01,0.01,Last Bronx,/product_images/Juegos/PC Juegos/5017783554021_s.jpg,0.10
PC,830,5017783555004,0.01,0.10,Extreme Sports,/product_images/Juegos/PC Juegos/5017783555004_s.jpg,0.50
PC,830,5017783555325,0.01,0.10,Hormigaz Extreme Racing,/product_images/Juegos/PC Juegos/5017783555325_s.jpg,0.50
PC,830,5017783556131,0.01,0.01,Bust-A-Move 3 DX,/product_images/Juegos/PC Juegos/5017783556131_s.jpg,0.25
PC,830,5017783556889,0.01,0.10,Dance 5,/product_images/Juegos/PC Juegos/5017783556889_s.jpg,0.50
PC,830,5017783556971,0.01,0.01,Total Immersion Racing,/product_images/Juegos/PC Juegos/5017783556971_s.jpg,0.25
PC,830,5017783557954,0.01,0.01,Civilization Call to Power,/product_images/Juegos/PC Juegos/5017783557954_s.jpg,0.25
PC,830,5017783557961,0.10,0.30,Wizards & Warriors,/product_images/Juegos/PC Juegos/5017783557961_s.jpg,1.00
PC,830,5017783558005,0.20,0.40,Sonic 3D & Sonic R,/product_images/Juegos/PC Juegos/5017783558005_s.jpg,1.50
PC,830,5017783559323,0.01,0.10,Vegas make it big,/product_images/Juegos/PC Juegos/5017783559323_s.jpg,0.50
PC,830,5018766997576,0.01,0.01,Wars & Warriors - Joan of Arc,/product_images/Juegos/PC Juegos/5018766997576_s.jpg,0.25
PC,830,5021290021822,0.20,0.40,La Gran Evasion,/product_images/Juegos/PC Juegos/5021290021822_s.jpg,1.50
PC,830,5021290021884,0.01,0.10,Conflict Desert Storm II,/product_images/Juegos/PC Juegos/5021290021884_s.jpg,0.50
PC,830,5021290023000,0.80,1.40,Conflict Vietnam,/product_images/Juegos/PC Juegos/5021290023000_s.jpg,4.00
PC,830,5021290023796,0.10,0.30,Constantine,/product_images/Juegos/PC Juegos/5021290023796_s.jpg,1.00
PC,830,5021290024021,0.10,0.20,Total Overdose,/product_images/Juegos/PC Juegos/5021290024021_s.jpg,0.75
PC,830,5021290025356,0.10,0.30,Rogue Trooper,/product_images/Juegos/PC Juegos/5021290025356_s.jpg,1.00
PC,830,5021290025530,0.10,0.30,Reservoir Dogs (SN),/product_images/Juegos/PC Juegos/5021290025530_s.jpg,1.00
PC,830,5021290026193,0.01,0.10,Championship Manager 2006,/product_images/Juegos/PC Juegos/5021290026193_s.jpg,0.50
PC,830,5021290027756,0.01,0.10,Championship Manager 2007,/product_images/Juegos/PC Juegos/5021290027756_s.jpg,0.50
PC,830,5021290028043,0.30,0.60,Bionicle Heroes,/product_images/Juegos/PC Juegos/5021290028043_s.jpg,2.00
PC,830,5021290028753,0.10,0.30,Race The Wtcc Game,/product_images/Juegos/PC Juegos/5021290028753_s.jpg,1.00
PC,830,5021290031135,1.00,1.80,Hitman Colection (3DVD),/product_images/Juegos/PC Juegos/5021290031135_s.jpg,5.00
PC,830,5021290031630,0.10,0.30,(P) Age of Conan: Hyborian Adventures,/product_images/Juegos/PC Juegos/5021290031630_s.jpg,1.00
PC,830,5021290032057,0.01,0.01,Championship Manager 2008,/product_images/Juegos/PC Juegos/5021290032057_s.jpg,0.25
PC,830,5021290032545,0.01,0.01,Alvin Y Las Ardillas,/product_images/Juegos/PC Juegos/5021290032545_s.jpg,0.10
PC,830,5021290036710,0.40,0.90,ShellShock 2,/product_images/Juegos/PC Juegos/5021290036710_s.jpg,3.00
PC,830,5021290037120,1.60,2.00,Battlestation Pacific,/product_images/Juegos/PC Juegos/5021290037120_s.jpg,8.00
PC,830,5021290037175,1.60,2.00,Batmand Arkahm Asylum (P),/product_images/Juegos/PC Juegos/5021290037175_s.jpg,8.00
PC,830,5021290037502,0.70,1.50,Pony Friends 2,/product_images/Juegos/PC Juegos/5021290037502_s.jpg,5.00
PC,830,5021290038325,1.00,1.80,(P) Just Cause 2,/product_images/Juegos/PC Juegos/5021290038325_s.jpg,5.00
PC,830,5021290038554,0.30,0.70,Kane & Lynch 2: Dog Days (P),/product_images/Juegos/PC Juegos/5021290038554_s.jpg,2.50
PC,830,5021290040649,0.30,0.60,Supreme Commander 2 (P),/product_images/Juegos/PC Juegos/5021290040649_s.jpg,2.00
PC,830,5021290042278,2.00,4.00,Deus Ex: Human Revolution (P),/product_images/Juegos/PC Juegos/5021290042278_s.jpg,12.00
PC,830,5021290047952,0.40,0.90,Dungeon Siege III (3) (P),/product_images/Juegos/PC Juegos/5021290047952_s.jpg,3.00
PC,830,5021290048737,1.20,2.00,Tomb Raider 2013 (P),/product_images/Juegos/PC Juegos/5021290048737_s.jpg,6.00
PC,830,5021290048942,1.60,2.00,Hitman Absolution (P),/product_images/Juegos/PC Juegos/5021290048942_s.jpg,8.00
PC,830,5021290050822,1.20,2.00,Sleeping Dogs (P),/product_images/Juegos/PC Juegos/5021290050822_s.jpg,6.00
PC,830,5021290051614,0.80,1.40,Hitman: Absolution - Professional Ed.(P),/product_images/Juegos/PC Juegos/5021290051614_s.jpg,4.00
PC,830,50212900522607,0.10,0.30,Rise Of Venice (P),/product_images/Juegos/PC Juegos/50212900522607_s.jpg,1.00
PC,830,5021290052291,0.20,0.40,Sleeping Dogs Edicin Limitada (P),/product_images/Juegos/PC Juegos/5021290052291_s.jpg,1.50
PC,830,5021290053847,3.00,6.00,Final Fantasy XIV-Realm Reborn (P) CE,/product_images/Juegos/PC Juegos/5021290053847_s.jpg,18.00
PC,830,5021290055339,5.00,7.00,Tomb Raider Survival Edition (P) 2013,/product_images/Juegos/PC Juegos/5021290055339_s.jpg,12.00
PC,830,5021290056312,1.20,2.00,Final Fantasy XIV-Realm Reborn (P),/product_images/Juegos/PC Juegos/5021290056312_s.jpg,6.00
PC,830,5021290059979,1.20,2.00,MegaHits Quadrilogy: Tomb Raider,/product_images/Juegos/PC Juegos/5021290059979_s.jpg,6.00
PC,830,5021290059993,0.10,0.30,MegaHits Triple Pack: Thief,/product_images/Juegos/PC Juegos/5021290059993_s.jpg,1.00
PC,830,5021290060005,0.30,0.70,Battlestations Midway/Pacific,/product_images/Juegos/PC Juegos/5021290060005_s.jpg,2.50
PC,830,5021290062313,0.70,1.50,Thief (P) 2014,/product_images/Juegos/PC Juegos/5021290062313_s.jpg,5.00
PC,830,5021290065772,0.70,1.50,Lara Croft And The Temple Of Osiris (P),/product_images/Juegos/PC Juegos/5021290065772_s.jpg,5.00
PC,830,5021290065925,2.00,4.00,Lara Croft & The Temple Of Osiris: Gold Edition (P),/product_images/Juegos/PC Juegos/5021290065925_s.jpg,12.00
PC,830,5021290069657,3.00,6.00,Just Cause 3 (P),/product_images/Juegos/PC Juegos/5021290069657_s.jpg,18.00
PC,830,5021290070837,4.00,7.00,Life Is Strange (P),/product_images/Juegos/PC Juegos/5021290070837_s.jpg,20.00
PC,830,5021290071667,8.00,11.00,Deus Ex Mankind Divided (P),/product_images/Juegos/PC Juegos/5021290071667_s.jpg,18.00
PC,830,5021290072930,3.00,5.00,Final Fantasy Type-0 HD,/product_images/Juegos/PC Juegos/5021290072930_s.jpg,15.00
PC,830,5024866231878,1.20,2.00,Operation Flashpoint Gold Edition,/product_images/Juegos/PC Juegos/5024866231878_s.jpg,6.00
PC,830,5024866232189,0.10,0.30,Prisoner of war,/product_images/Juegos/PC Juegos/5024866232189_s.jpg,1.00
PC,830,5024866321265,0.10,0.20,Operation Flashpoint (GOTY + 2 Exp.),/product_images/Juegos/PC Juegos/5024866321265_s.jpg,0.75
PC,830,5024866321746,0.01,0.01,World Championship Snooker 2003,/product_images/Juegos/PC Juegos/5024866321746_s.jpg,0.25
PC,830,5024866321852,0.01,0.10,Indycar Series,/product_images/Juegos/PC Juegos/5024866321852_s.jpg,0.50
PC,830,5024866324174,0.01,0.01,Perimeter,/product_images/Juegos/PC Juegos/5024866324174_s.jpg,0.25
PC,830,5024866324389,0.10,0.30,Maelstrom,/product_images/Juegos/PC Juegos/5024866324389_s.jpg,1.00
PC,830,5024866325171,0.10,0.30,World Championship Snooker 2004,/product_images/Juegos/PC Juegos/5024866325171_s.jpg,1.00
PC,830,5024866325904,0.10,0.30,Manager de Liga Profesional 2005,/product_images/Juegos/PC Juegos/5024866325904_s.jpg,1.00
PC,830,5024866326109,0.10,0.30,Arsenal Club Football 2005,/product_images/Juegos/PC Juegos/5024866326109_s.jpg,1.00
PC,830,5024866326468,0.80,1.40,Club Football: Liverpool FC 2005,/product_images/Juegos/PC Juegos/5024866326468_s.jpg,4.00
PC,830,5024866328981,0.50,0.90,Worms 4,/product_images/Juegos/PC Juegos/5024866328981_s.jpg,2.50
PC,830,5024866329933,0.01,0.10,Toca Race Driver 3,/product_images/Juegos/PC Juegos/5024866329933_s.jpg,0.50
PC,830,5024866330199,0.01,0.10,Heroes of the Pacific,/product_images/Juegos/PC Juegos/5024866330199_s.jpg,0.50
PC,830,5024866330649,0.10,0.30,Sensible Soccer 2006,/product_images/Juegos/PC Juegos/5024866330649_s.jpg,1.00
PC,830,5024866330946,0.10,0.30,Micro Machines V4,/product_images/Juegos/PC Juegos/5024866330946_s.jpg,1.00
PC,830,5024866331424,0.01,0.10,Manager De Liga 2007,/product_images/Juegos/PC Juegos/5024866331424_s.jpg,0.50
PC,830,5024866331448,0.01,0.01,RF Online,/product_images/Juegos/PC Juegos/5024866331448_s.jpg,0.10
PC,830,5024866331745,1.20,2.00,Lord of the Rings Online: SoA (P),/product_images/Juegos/PC Juegos/5024866331745_s.jpg,6.00
PC,830,5024866331769,0.30,0.70,Senor De Los Anillos: Online (P),/product_images/Juegos/PC Juegos/5024866331769_s.jpg,2.50
PC,830,5024866331974,0.01,0.01,Maelstrom EE,/product_images/Juegos/PC Juegos/5024866331974_s.jpg,0.25
PC,830,5024866333909,0.30,0.60,Clive Barker's Jericho,/product_images/Juegos/PC Juegos/5024866333909_s.jpg,2.00
PC,830,5024866335040,0.30,0.60,LOTR - Shadows of Angmar (P),/product_images/Juegos/PC Juegos/5024866335040_s.jpg,2.00
PC,830,5024866336320,0.40,0.90,Race Driver Grid (P),/product_images/Juegos/PC Juegos/5024866336320_s.jpg,3.00
