sku,titulo,precio_intercambio,precio_compra,img_caratula,precio_venta,categoria_id,categoria_str
859204005546,Fairy Fencer F: Advent Dark Force,24.00,17.00,/product_images/Juegos/PS4 Juegos/859204005546_s.jpg,38.00,1001,PlayStation 4
5060201654520,Aegis Of Earth: Protonovus Assault,9.00,6.00,/product_images/Juegos/PS4 Juegos/5060201654520_s.jpg,15.00,1001,PlayStation 4
711719265894,InFAMOUS: Second Son - Collector's Edition,22.00,15.00,/product_images/Juegos/PS4 Juegos/711719265894_s.jpg,35.00,1001,PlayStation 4
8154030100130,Monster High - El Patinaje Laberíntico,5.00,3.00,/product_images/Juegos/3DS Juegos/8154030100130_s.jpg,8.00,977,Nintendo 3DS
3700577003158,Dual Pen Sports,5.00,3.00,/product_images/Juegos/3DS Juegos/3700577003158_s.jpg,8.00,977,Nintendo 3DS
5030930100247,Madden NFL Football,3.00,2.00,/product_images/Juegos/3DS Juegos/5030930100247_s.jpg,6.00,977,Nintendo 3DS
3307215811955,Far Cry 4 Kyrat Edition,24.00,17.00,/product_images/Juegos/PS4 Juegos/3307215811955_s.jpg,38.00,1001,PlayStation 4
5060236964083,Escapists: The Walking Dead Edition,13.00,9.00,/product_images/Juegos/PS4 Juegos/5060236964083_s.jpg,22.00,1001,PlayStation 4
3760156480404,Agatha Christie - The ABC Murders,11.00,8.00,/product_images/Juegos/PS4 Juegos/3760156480404_s.jpg,18.00,1001,PlayStation 4
8023171027777,Naruto Shippuden : The New Era,7.00,5.00,/product_images/Juegos/3DS Juegos/8023171027777_s.jpg,12.00,977,Nintendo 3DS
3307215589052,Imagine Champion Rider,1.10,0.70,/product_images/Juegos/3DS Juegos/3307215589052_s.jpg,3.00,977,Nintendo 3DS
8023171028675,Cooking Mama 4,9.00,7.00,/product_images/Juegos/3DS Juegos/8023171028675_s.jpg,15.00,977,Nintendo 3DS
8716051054764,Hidden Expedition - Titanic,3.00,2.00,/product_images/Juegos/3DS Juegos/8716051054764_s.jpg,6.00,977,Nintendo 3DS
4017244988250,Mi Bebe Y Yo,3.00,2.00,/product_images/Juegos/3DS Juegos/4017244988250_s.jpg,5.00,977,Nintendo 3DS
5060073307807,Samurai Warriors Chronicles,5.00,3.00,/product_images/Juegos/3DS Juegos/5060073307807_s.jpg,8.00,977,Nintendo 3DS
3391891973403,Regular Show: Mordecai & Rigby In 8-Bit,13.00,9.00,/product_images/Juegos/3DS Juegos/3391891973403_s.jpg,20.00,977,Nintendo 3DS
5051892127561,LEGO Legends Of Chima: Laval's Journey,6.00,4.00,/product_images/Juegos/3DS Juegos/5051892127561_s.jpg,10.00,977,Nintendo 3DS
4017244030096,Riding Stables 3D,1.30,0.80,/product_images/Juegos/3DS Juegos/4017244030096_s.jpg,3.50,977,Nintendo 3DS
045496525767,Pokemon: Art Academy,11.00,8.00,/product_images/Juegos/3DS Juegos/045496525767_s.jpg,18.00,977,Nintendo 3DS
3307215588703,Puppies World 3D,7.00,5.00,/product_images/Juegos/3DS Juegos/3307215588703_s.jpg,12.00,977,Nintendo 3DS
3499550340150,Flap Flap,2.00,1.40,/product_images/Juegos/3DS Juegos/3499550340150_s.jpg,6.00,977,Nintendo 3DS
5030917148514,Teenage Mutant Ninja Turtles,5.00,3.00,/product_images/Juegos/3DS Juegos/5030917148514_s.jpg,8.00,977,Nintendo 3DS
5060201653561,Hello Kitty And Sanrio Friends 3D Racing,3.00,2.00,/product_images/Juegos/3DS Juegos/5060201653561_s.jpg,6.00,977,Nintendo 3DS
5030917117411,Rompe Ralph,11.00,8.00,/product_images/Juegos/3DS Juegos/5030917117411_s.jpg,18.00,977,Nintendo 3DS
4005209150149,WWE All Stars,3.00,2.00,/product_images/Juegos/3DS Juegos/4005209150149_s.jpg,6.00,977,Nintendo 3DS
5030917100642,Dreamworks Super Star Kartz,3.00,2.00,/product_images/Juegos/3DS Juegos/5030917100642_s.jpg,6.00,977,Nintendo 3DS
3391891955737,Dream Trigger,0.70,0.40,/product_images/Juegos/3DS Juegos/3391891955737_s.jpg,2.00,977,Nintendo 3DS
8427897005611,Hora de Aventuras El Secreto Del Reino Sin Nombre + Figura,7.00,5.00,/product_images/Juegos/3DS Juegos/8427897005611_s.jpg,12.00,977,Nintendo 3DS
4017244030201,Cats & Dogs - Pets At Play,6.00,4.00,/product_images/Juegos/3DS Juegos/4017244030201_s.jpg,10.00,977,Nintendo 3DS
3391891969611,Los Croods: Fiesta Prehistórica!,1.50,0.90,/product_images/Juegos/3DS Juegos/3391891969611_s.jpg,4.00,977,Nintendo 3DS
3391891966283,Ben 10 Omniverse,1.50,0.90,/product_images/Juegos/3DS Juegos/3391891966283_s.jpg,4.00,977,Nintendo 3DS
3499550330458,WRC 2014,9.00,7.00,/product_images/Juegos/3DS Juegos/3499550330458_s.jpg,15.00,977,Nintendo 3DS
5030917141690,"Amazing Spiderman 2, The",11.00,8.00,/product_images/Juegos/3DS Juegos/5030917141690_s.jpg,18.00,977,Nintendo 3DS
5051893180268,LEGO Ninjago: Nindroids,7.00,5.00,/product_images/Juegos/3DS Juegos/5051893180268_s.jpg,12.00,977,Nintendo 3DS
5030917132636,Skylanders: Swap Force - Starter Pack,5.00,3.00,/product_images/Juegos/3DS Juegos/5030917132636_s.jpg,15.00,977,Nintendo 3DS
5055277013098,Capitan America Supersoldado,11.00,8.00,/product_images/Juegos/3DS Juegos/5055277013098_s.jpg,18.00,977,Nintendo 3DS
5030917101687,Generator Rex - Agente de Providence,1.50,0.90,/product_images/Juegos/3DS Juegos/5030917101687_s.jpg,4.00,977,Nintendo 3DS
5055377602116,"Cubo, ES",2.00,1.40,/product_images/Juegos/3DS Juegos/5055377602116_s.jpg,6.00,977,Nintendo 3DS
4005209147989,Marvel Super Hero Squad: Infinity Gauntl,5.00,3.00,/product_images/Juegos/3DS Juegos/4005209147989_s.jpg,8.00,977,Nintendo 3DS
5026555045483,Carnival: Salvaje Oeste 3D,2.00,1.40,/product_images/Juegos/3DS Juegos/5026555045483_s.jpg,6.00,977,Nintendo 3DS
4017244988243,Mi Granja De Caballos 3D,3.00,2.00,/product_images/Juegos/3DS Juegos/4017244988243_s.jpg,6.00,977,Nintendo 3DS
4012927084441,Dr. Lautrec and the Forgotten Knights,3.00,2.00,/product_images/Juegos/3DS Juegos/4012927084441_s.jpg,6.00,977,Nintendo 3DS
0045496527297,Legend Of Zelda: Majora's Mask Edición Especial,35.00,26.00,/product_images/Juegos/3DS Juegos/0045496527297_s.jpg,55.00,977,Nintendo 3DS
5030917095177,Transformers - El Lado Oscuro de la Luna,6.00,4.00,/product_images/Juegos/3DS Juegos/5030917095177_s.jpg,10.00,977,Nintendo 3DS
4012927081877,Lunar Knights,11.00,8.00,/product_images/Juegos/DS Juegos/4012927081877_s.jpg,18.00,834,Nintendo DS
8154030100994,Barbie: Salón De Belleza Para Mascotas,11.00,8.00,/product_images/Juegos/3DS Juegos/8154030100994_s.jpg,18.00,977,Nintendo 3DS
3391891980784,Power Rangers Super Megaforce,7.00,5.00,/product_images/Juegos/3DS Juegos/3391891980784_s.jpg,12.00,977,Nintendo 3DS
045496474768,Mario Sports Superstars (No Amiibo Card),21.00,17.00,/product_images/Juegos/3DS Juegos/045496474768_s.jpg,32.00,977,Nintendo 3DS
4012927082775,Lost In Blue 3,3.00,2.00,/product_images/Juegos/DS Juegos/4012927082775_s.jpg,5.00,834,Nintendo DS
4017244018551,Undercover: Doble Traicion,1.10,0.70,/product_images/Juegos/DS Juegos/4017244018551_s.jpg,3.00,834,Nintendo DS
4020628503017,Let's Play: School,0.01,0.01,/product_images/Juegos/DS Juegos/4020628503017_s.jpg,0.25,834,Nintendo DS
4012927084151,Sports Island 3D,11.00,8.00,/product_images/Juegos/3DS Juegos/4012927084151_s.jpg,18.00,977,Nintendo 3DS
8154030102967,Aviones Equipo De Rescate,5.00,3.00,/product_images/Juegos/3DS Juegos/8154030102967_s.jpg,8.00,977,Nintendo 3DS
4012927084083,Pro Evolution Soccer 2011,3.00,1.90,/product_images/Juegos/3DS Juegos/4012927084083_s.jpg,8.00,977,Nintendo 3DS
4020628503420,Secret Files: Puritas Cordis,1.30,0.80,/product_images/Juegos/DS Juegos/4020628503420_s.jpg,3.50,834,Nintendo DS
4020628505325,DJ Star,0.70,0.30,/product_images/Juegos/DS Juegos/4020628505325_s.jpg,2.50,834,Nintendo DS
045496529789,Story Of Seasons,16.00,12.00,/product_images/Juegos/3DS Juegos/045496529789_s.jpg,25.00,977,Nintendo 3DS
506011243153130,Stella Glow,22.00,16.00,/product_images/Juegos/3DS Juegos/506011243153130_s.jpg,35.00,977,Nintendo 3DS
4902370512229,Jump Superstars (JAP),6.00,4.00,/product_images/Juegos/DS Juegos/4902370512229_s.jpg,10.00,834,Nintendo DS
3307219952302,Cubic Ninja,18.00,13.00,/product_images/Juegos/3DS Juegos/3307219952302_s.jpg,28.00,977,Nintendo 3DS
4944076003823,Byu Guru Guru Nagetto,3.00,2.00,/product_images/Juegos/DS Juegos/4944076003823_s.jpg,5.00,834,Nintendo DS
5055277026319,Hatsune Miku: Project Mirai,26.00,19.00,/product_images/Juegos/3DS Juegos/5055277026319_s.jpg,40.00,977,Nintendo 3DS
5016488124379,Jewel Link Atlantic Quest,3.00,2.00,/product_images/Juegos/DS Juegos/5016488124379_s.jpg,6.00,834,Nintendo DS
5017783026214,Hello Kitty Big City Dreams,0.70,0.40,/product_images/Juegos/DS Juegos/5017783026214_s.jpg,2.00,834,Nintendo DS
5060112431173,Etrian Odyssey Untold: Millennium Girl,18.00,13.00,/product_images/Juegos/3DS Juegos/5060112431173_s.jpg,28.00,977,Nintendo 3DS
4510772106948,Senran Kagura Burst,13.00,9.00,/product_images/Juegos/3DS Juegos/4510772106948_s.jpg,20.00,977,Nintendo 3DS
5021290028241,Justice League Heroes,5.00,3.00,/product_images/Juegos/DS Juegos/5021290028241_s.jpg,8.00,834,Nintendo DS
5021290035430,Soul Bubbles,2.00,1.40,/product_images/Juegos/DS Juegos/5021290035430_s.jpg,6.00,834,Nintendo DS
5060216311395,Chevrolet Camaro 3D,1.50,0.90,/product_images/Juegos/3DS Juegos/5060216311395_s.jpg,4.00,977,Nintendo 3DS
5021290041653,Final Fantasy - 4 Heroes,18.00,13.00,/product_images/Juegos/DS Juegos/5021290041653_s.jpg,30.00,834,Nintendo DS
5024866341812,Colin McRae: Dirt 2,3.00,2.00,/product_images/Juegos/DS Juegos/5024866341812_s.jpg,5.00,834,Nintendo DS
5026555042147,Dora The Explorer - Save The Mermaids,13.00,9.00,/product_images/Juegos/DS Juegos/5026555042147_s.jpg,22.00,834,Nintendo DS
5030917034329,Seaworld:Shamu's Deep Sea Adventures DS,0.40,0.20,/product_images/Juegos/DS Juegos/5030917034329_s.jpg,1.50,834,Nintendo DS
5030917058141,Spiderman: El Reino de las Sombras,3.00,2.00,/product_images/Juegos/DS Juegos/5030917058141_s.jpg,5.00,834,Nintendo DS
5030917062087,Monstruos Contra Alienigenas,1.90,1.20,/product_images/Juegos/DS Juegos/5030917062087_s.jpg,5.00,834,Nintendo DS
5030917062681,Guitar Hero On Tour - Decades (With Grip,0.40,0.20,/product_images/Juegos/DS Juegos/5030917062681_s.jpg,1.50,834,Nintendo DS
5030917062728,Guitar Hero On Tour: Decades + Adaptador,1.10,0.70,/product_images/Juegos/DS Juegos/5030917062728_s.jpg,3.00,834,Nintendo DS
5030917066399,Transformers: La Venganza (Decepticons),1.50,0.90,/product_images/Juegos/DS Juegos/5030917066399_s.jpg,4.00,834,Nintendo DS
5055060942079,Megaman Starforce Leo,9.00,6.00,/product_images/Juegos/DS Juegos/5055060942079_s.jpg,15.00,834,Nintendo DS
5055060942277,Okamiden,25.00,18.00,/product_images/Juegos/DS Juegos/5055060942277_s.jpg,40.00,834,Nintendo DS
5055377601447,Jigapix - Wonderful World,5.00,3.00,/product_images/Juegos/DS Juegos/5055377601447_s.jpg,8.00,834,Nintendo DS
5060015538771,Mi Diario Secreto,0.90,0.60,/product_images/Juegos/DS Juegos/5060015538771_s.jpg,2.50,834,Nintendo DS
5060034555032,Wiffle Ball,0.60,0.30,/product_images/Juegos/DS Juegos/5060034555032_s.jpg,2.00,834,Nintendo DS
5060034555698,"Aly & Aj Adventure, The",3.00,2.00,/product_images/Juegos/DS Juegos/5060034555698_s.jpg,5.00,834,Nintendo DS
5060073303519,Prey The Stars: Gabu El Gloton,5.00,3.00,/product_images/Juegos/DS Juegos/5060073303519_s.jpg,8.00,834,Nintendo DS
5060102950226,Contact,5.00,3.00,/product_images/Juegos/DS Juegos/5060102950226_s.jpg,8.00,834,Nintendo DS
5060118410042,Vegas Casino High 5,0.90,0.60,/product_images/Juegos/DS Juegos/5060118410042_s.jpg,2.50,834,Nintendo DS
5060125485545,Ben10 Ultimate Alien: Cosmic Destruction,1.10,0.70,/product_images/Juegos/DS Juegos/5060125485545_s.jpg,3.00,834,Nintendo DS
5060138430150,"Telarana de Carlota, La",0.60,0.30,/product_images/Juegos/DS Juegos/5060138430150_s.jpg,2.00,834,Nintendo DS
5060138438033,El Increible Hulk (2008),1.10,0.70,/product_images/Juegos/DS Juegos/5060138438033_s.jpg,3.00,834,Nintendo DS
5390102488956,MTV Fan Attack,0.70,0.30,/product_images/Juegos/DS Juegos/5390102488956_s.jpg,2.50,834,Nintendo DS
5390102489014,Jinetes en Accion (En Busca del Caballo,1.50,0.90,/product_images/Juegos/DS Juegos/5390102489014_s.jpg,4.00,834,Nintendo DS
5390102491802,Syberia,5.00,3.00,/product_images/Juegos/DS Juegos/5390102491802_s.jpg,8.00,834,Nintendo DS
5390102496470,Poker Training,1.50,0.90,/product_images/Juegos/DS Juegos/5390102496470_s.jpg,4.00,834,Nintendo DS
5390102496531,Veerinarios en Accion 2,2.00,1.80,/product_images/Juegos/DS Juegos/5390102496531_s.jpg,4.00,834,Nintendo DS
5390102498924,Donde Esta Carmen Sandiego?,2.00,1.80,/product_images/Juegos/DS Juegos/5390102498924_s.jpg,4.00,834,Nintendo DS
5743211740802,Code Lyoko,4.00,3.00,/product_images/Juegos/DS Juegos/5743211740802_s.jpg,7.00,834,Nintendo DS
8023171007403,Hoshigami,6.00,4.00,/product_images/Juegos/DS Juegos/8023171007403_s.jpg,10.00,834,Nintendo DS
8023171009049,Labyrinth,3.00,2.00,/product_images/Juegos/DS Juegos/8023171009049_s.jpg,5.00,834,Nintendo DS
8023171010816,New Touch: Party Game,0.60,0.30,/product_images/Juegos/DS Juegos/8023171010816_s.jpg,2.00,834,Nintendo DS
8023171012483,Izuna: The Legend of the Ninja,9.00,6.00,/product_images/Juegos/DS Juegos/8023171012483_s.jpg,15.00,834,Nintendo DS
8023171016481,Zoe: Salon de Belleza,6.00,4.00,/product_images/Juegos/DS Juegos/8023171016481_s.jpg,10.00,834,Nintendo DS
8032853240847,Driver License Trainer Espama,0.90,0.40,/product_images/Juegos/DS Juegos/8032853240847_s.jpg,3.00,834,Nintendo DS
8033102493007,ICO Soccer,1.30,0.80,/product_images/Juegos/DS Juegos/8033102493007_s.jpg,3.50,834,Nintendo DS
8154030101809,Barbie: Dreamhouse Party,3.00,2.00,/product_images/Juegos/DS Juegos/8154030101809_s.jpg,5.00,834,Nintendo DS
3348542211360,Empire Earth II,0.70,0.30,/product_images/Juegos/PC Juegos/3348542211360_s.jpg,2.50,830,PC
689232095581,OMSI - Omnibus Simulator,0.30,0.10,/product_images/Juegos/PC Juegos/689232095581_s.jpg,1.00,830,PC
8426412004108,Wings of Honour,0.60,0.30,/product_images/Juegos/PC Juegos/8426412004108_s.jpg,2.00,830,PC
4014935251136,Port Royale,0.30,0.10,/product_images/Juegos/PC Juegos/4014935251136_s.jpg,1.00,830,PC
3307210234315,King Kong,0.20,0.10,/product_images/Juegos/PC Juegos/3307210234315_s.jpg,0.75,830,PC
3512289017589,Cities XL 2011,1.00,0.50,/product_images/Juegos/PC Juegos/3512289017589_s.jpg,3.50,830,PC
8423817602892,Syberia II,0.30,0.10,/product_images/Juegos/PC Juegos/8423817602892_s.jpg,1.00,830,PC
5055277001712,Alpha Protocol,1.00,0.50,/product_images/Juegos/PC Juegos/5055277001712_s.jpg,3.50,830,PC
8059617100643,WRC 3 FIA World Rally Championship,7.00,5.00,/product_images/Juegos/PS3 Juegos/8059617100643_s.jpg,12.00,821,PlayStation 3
8430613001729,"Internado, El (Laguna Negra)",1.30,0.80,/product_images/Juegos/DS Juegos/8430613001729_s.jpg,3.50,834,Nintendo DS
8436038250667,Auto Escuela Aprueba Conmigo,1.10,0.70,/product_images/Juegos/DS Juegos/8436038250667_s.jpg,3.00,834,Nintendo DS
8437010954023,Pocyo Racing,1.90,1.20,/product_images/Juegos/DS Juegos/8437010954023_s.jpg,5.00,834,Nintendo DS
5030917020445,Day of Defeat,0.10,0.01,/product_images/Juegos/PC Juegos/5030917020445_s.jpg,0.50,830,PC
5906961199171,Battlestrike  Secret Weapons,0.70,0.30,/product_images/Juegos/PC Juegos/5906961199171_s.jpg,2.50,830,PC
4020628500795,"Anno 1503, El Nuevo Mundo",0.30,0.10,/product_images/Juegos/PC Juegos/4020628500795_s.jpg,1.00,830,PC
3307215630549,Ghost Recon: Future Soldier,6.00,4.00,/product_images/Juegos/PS3 Juegos/3307215630549_s.jpg,10.00,821,PlayStation 3
5030934059527,Army of Two,5.00,3.00,/product_images/Juegos/PS3 Juegos/5030934059527_s.jpg,8.00,821,PlayStation 3
8033102492277,WRC: World Rally Championship 2010,3.00,2.00,/product_images/Juegos/PS3 Juegos/8033102492277_s.jpg,6.00,821,PlayStation 3
8717418158101,High School Musical 2 - Work This Out,0.01,0.01,/product_images/Juegos/DS Juegos/8717418158101_s.jpg,0.25,834,Nintendo DS
8717545401989,Red Bull: BC One,2.00,1.80,/product_images/Juegos/DS Juegos/8717545401989_s.jpg,4.00,834,Nintendo DS
8414185032343,Los Sims La Familia Al Completo (SN) (4CD),5.00,3.00,/product_images/Juegos/PC Juegos/8414185032343_s.jpg,15.00,830,PC
3455199431642,Gladiator Sword of Vengeance,0.10,0.01,/product_images/Juegos/PC Juegos/3455199431642_s.jpg,0.50,830,PC
5032921010573,Deus Ex,0.10,0.01,/product_images/Juegos/PC Juegos/5032921010573_s.jpg,0.50,830,PC
3307211615045,Elder Scrolls IV: Oblivion GOTY,5.00,3.00,/product_images/Juegos/PS3 Juegos/3307211615045_s.jpg,8.00,821,PlayStation 3
5051893128215,Batman: Arkham City GOTY,9.00,6.00,/product_images/Juegos/PS3 Juegos/5051893128215_s.jpg,15.00,821,PlayStation 3
5055277018130,Aliens: Colonial Marines,5.00,3.00,/product_images/Juegos/PS3 Juegos/5055277018130_s.jpg,8.00,821,PlayStation 3
023272006242,Lego Indiana Jones: La Trilogia Original,1.30,0.80,/product_images/Juegos/PC Juegos/023272006242_s.jpg,3.50,830,PC
8436010151883,Dracula Origin,0.60,0.30,/product_images/Juegos/PC Juegos/8436010151883_s.jpg,2.00,830,PC
5906961199478,Ancient Quest Of Saqqarah,0.10,0.01,/product_images/Juegos/PC Juegos/5906961199478_s.jpg,0.50,830,PC
711719151777,Eye Pet Move Edition (Solo Juego),0.60,0.30,/product_images/Juegos/PS3 Juegos/711719151777_s.jpg,2.00,821,PlayStation 3
5030934059206,NBA Live 08,0.20,0.10,/product_images/Juegos/PS3 Juegos/5030934059206_s.jpg,0.75,821,PlayStation 3
5030917065767,X-Men Origenes: Lobezno,6.00,4.00,/product_images/Juegos/PS3 Juegos/5030917065767_s.jpg,10.00,821,PlayStation 3
4005209056373,Full Spectrum Warriors (SN) 3CDS,0.10,0.01,/product_images/Juegos/PC Juegos/4005209056373_s.jpg,0.50,830,PC
8423817602861,Syberia,0.60,0.30,/product_images/Juegos/PC Juegos/8423817602861_s.jpg,2.00,830,PC
5032921017947,Tomb Raider El Angel De La Oscuridad,0.90,0.40,/product_images/Juegos/PC Juegos/5032921017947_s.jpg,3.00,830,PC
5051893130065,Lego Senor De Los Anillos,11.00,8.00,/product_images/Juegos/PS3 Juegos/5051893130065_s.jpg,18.00,821,PlayStation 3
5055060927526,Dragons Dogma,3.00,2.00,/product_images/Juegos/PS3 Juegos/5055060927526_s.jpg,6.00,821,PlayStation 3
5024866336252,Race Driver Grid,5.00,3.00,/product_images/Juegos/PS3 Juegos/5024866336252_s.jpg,8.00,821,PlayStation 3
4005209084482,Company of Heroes (SN),1.30,0.60,/product_images/Juegos/PC Juegos/4005209084482_s.jpg,4.50,830,PC
882224477093,Shadowrun,0.10,0.01,/product_images/Juegos/PC Juegos/882224477093_s.jpg,0.50,830,PC
3391891987448,Dark Souls III (P),10.00,5.00,/product_images/Juegos/PC Juegos/3391891987448_s.jpg,28.00,830,PC
8717418185176,Sing It High School Musical 3 (Solo Jueg,0.10,0.01,/product_images/Juegos/PS3 Juegos/8717418185176_s.jpg,0.50,821,PlayStation 3
5030917125072,Fast & Furious Showdown,9.00,6.00,/product_images/Juegos/PS3 Juegos/5030917125072_s.jpg,15.00,821,PlayStation 3
5030917102035,Goldeneye 007 Reloaded,5.00,3.00,/product_images/Juegos/PS3 Juegos/5030917102035_s.jpg,8.00,821,PlayStation 3
3348542198982,Scarface,1.50,0.70,/product_images/Juegos/PC Juegos/3348542198982_s.jpg,5.00,830,PC
3546430118276,The Matrix Path of Neo (1DVD),0.40,0.20,/product_images/Juegos/PC Juegos/3546430118276_s.jpg,1.50,830,PC
3307210222152,Devil May Cry 3 SE,0.90,0.40,/product_images/Juegos/PC Juegos/3307210222152_s.jpg,3.00,830,PC
3307215593998,Tintin: El Secreto del Unicornio,3.00,2.00,/product_images/Juegos/PS3 Juegos/3307215593998_s.jpg,5.00,821,PlayStation 3
5026555401302,Civilization Revolution,6.00,4.00,/product_images/Juegos/PS3 Juegos/5026555401302_s.jpg,10.00,821,PlayStation 3
8023171026015,Supremacy MMA,5.00,3.00,/product_images/Juegos/PS3 Juegos/8023171026015_s.jpg,8.00,821,PlayStation 3
8436010152491,"Cruzadas, Las",0.40,0.20,/product_images/Juegos/PC Juegos/8436010152491_s.jpg,1.50,830,PC
8414185051740,NBA Live 2005 (SN) 2CD,0.10,0.01,/product_images/Juegos/PC Juegos/8414185051740_s.jpg,0.50,830,PC
4012927056028,Castlevania: Lords Of Shadow 2,12.00,9.00,/product_images/Juegos/PS3 Juegos/4012927056028_s.jpg,20.00,821,PlayStation 3
5030934103275,"Sims 3, Vaya Fauna!",9.00,6.00,/product_images/Juegos/PS3 Juegos/5030934103275_s.jpg,15.00,821,PlayStation 3
8431474001569,Virtua Tennis,0.10,0.01,/product_images/Juegos/PC Juegos/8431474001569_s.jpg,0.50,830,PC
3307210211156,Prince of Persia Las Dos Coronas,1.00,0.50,/product_images/Juegos/PC Juegos/3307210211156_s.jpg,3.50,830,PC
5017783557145,Ghost Master,0.10,0.01,/product_images/Juegos/PC Juegos/5017783557145_s.jpg,0.50,830,PC
5030934104500,SSX (2012),3.00,2.00,/product_images/Juegos/PS3 Juegos/5030934104500_s.jpg,6.00,821,PlayStation 3
3391891987691,Naruto Shippuden Ultimate Ninja Storm Collection,17.00,12.00,/product_images/Juegos/PS3 Juegos/3391891987691_s.jpg,28.00,821,PlayStation 3
5026555417655,Bioshock Infinite: The Complete Edition,9.00,6.00,/product_images/Juegos/PS3 Juegos/5026555417655_s.jpg,15.00,821,PlayStation 3
3307210262004,Heroes V: Tribes of the East,0.60,0.30,/product_images/Juegos/PC Juegos/3307210262004_s.jpg,2.00,830,PC
8414185034514,Crysis Warhead (SN),0.60,0.30,/product_images/Juegos/PC Juegos/8414185034514_s.jpg,2.00,830,PC
3307211609938,CSI: New York,0.10,0.01,/product_images/Juegos/PC Juegos/3307211609938_s.jpg,0.50,830,PC
3296580810383,Dead to Rights Retribution,3.00,2.00,/product_images/Juegos/PS3 Juegos/3296580810383_s.jpg,5.00,821,PlayStation 3
5030917047060,Enemy Territory: Quake Wars,3.00,2.00,/product_images/Juegos/PS3 Juegos/5030917047060_s.jpg,6.00,821,PlayStation 3
8431474003815,Theme Park World,0.90,0.40,/product_images/Juegos/PC Juegos/8431474003815_s.jpg,3.00,830,PC
8426412002890,Delta Force 2,0.01,0.01,/product_images/Juegos/PC Juegos/8426412002890_s.jpg,0.25,830,PC
5024866349207,F1 Race Stars,4.00,3.00,/product_images/Juegos/PS3 Juegos/5024866349207_s.jpg,7.00,821,PlayStation 3
5030934061636,FIFA Street 3,6.00,4.00,/product_images/Juegos/PS3 Juegos/5030934061636_s.jpg,10.00,821,PlayStation 3
5030917123443,Walking Dead: Survival Instinct,13.00,9.00,/product_images/Juegos/PS3 Juegos/5030917123443_s.jpg,22.00,821,PlayStation 3
5026555039086,Civilization IV,1.40,0.80,/product_images/Juegos/PC Juegos/5026555039086_s.jpg,4.00,830,PC
3700211502108,Sherlock Holmes el pendiente de plata,0.40,0.20,/product_images/Juegos/PC Juegos/3700211502108_s.jpg,1.50,830,PC
5030917069444,Wolfenstein,5.00,3.00,/product_images/Juegos/PS3 Juegos/5030917069444_s.jpg,8.00,821,PlayStation 3
093155122154,Wet,3.00,2.00,/product_images/Juegos/PS3 Juegos/093155122154_s.jpg,5.00,821,PlayStation 3
3391891984294,One Piece Pirate Warriors 3,12.00,9.00,/product_images/Juegos/PS3 Juegos/3391891984294_s.jpg,20.00,821,PlayStation 3
8414185033906,Los Sims 2 Jovenes Urbanos Accesorios,0.60,0.30,/product_images/Juegos/PC Juegos/8414185033906_s.jpg,2.00,830,PC
8414185033869,FIFA Manager 08,0.01,0.01,/product_images/Juegos/PC Juegos/8414185033869_s.jpg,0.25,830,PC
5024866363944,F1 2015 (P),2.00,1.60,/product_images/Juegos/PC Juegos/5024866363944_s.jpg,8.00,830,PC
4012927053195,No More Heroes: Heroes Paradise,7.00,5.00,/product_images/Juegos/PS3 Juegos/4012927053195_s.jpg,12.00,821,PlayStation 3
711719622192,SingStar (solo juego),5.00,3.00,/product_images/Juegos/PS3 Juegos/711719622192_s.jpg,8.00,821,PlayStation 3
5030934092715,"Need For Speed, Shift 2",4.00,3.00,/product_images/Juegos/PS3 Juegos/5030934092715_s.jpg,7.00,821,PlayStation 3
3307210214621,Prince of Persia (Trilogia EC),1.50,0.70,/product_images/Juegos/PC Juegos/3307210214621_s.jpg,5.00,830,PC
5060034554066,American Chopper,0.01,0.01,/product_images/Juegos/PC Juegos/5060034554066_s.jpg,0.25,830,PC
8426412004153,Cycling Manager 4,0.10,0.01,/product_images/Juegos/PC Juegos/8426412004153_s.jpg,0.50,830,PC
5030934087551,Harry Potter: Reliquias De La Muerte P1,7.00,5.00,/product_images/Juegos/PS3 Juegos/5030934087551_s.jpg,12.00,821,PlayStation 3
8717418268282,Toy Story 3,7.00,5.00,/product_images/Juegos/PS3 Juegos/8717418268282_s.jpg,12.00,821,PlayStation 3
3307217935291,Racket Sports,0.90,0.60,/product_images/Juegos/PS3 Juegos/3307217935291_s.jpg,2.50,821,PlayStation 3
5030917019364,Soldier of Fortune II Gold Edition (SN),0.10,0.01,/product_images/Juegos/PC Juegos/5030917019364_s.jpg,0.50,830,PC
3307210203410,Lock On Air Combat Simulator,0.01,0.01,/product_images/Juegos/PC Juegos/3307210203410_s.jpg,0.25,830,PC
3348542195844,F.E.A.R First Encounter Assault Recon **,0.90,0.40,/product_images/Juegos/PC Juegos/3348542195844_s.jpg,3.00,830,PC
5030917095375,"Transformers, Lado Oscuro de la Luna",5.00,3.00,/product_images/Juegos/PS3 Juegos/5030917095375_s.jpg,8.00,821,PlayStation 3
5055060927649,Street Fighter X Tekken,9.00,6.00,/product_images/Juegos/PS3 Juegos/5055060927649_s.jpg,15.00,821,PlayStation 3
5051893058888,Green Lantern: Rise Of The Manhunters,5.00,3.00,/product_images/Juegos/PS3 Juegos/5051893058888_s.jpg,8.00,821,PlayStation 3
