img_caratula,categoria_id,titulo,precio_venta,precio_compra,precio_intercambio,sku,categoria_str
/product_images/Juegos/PS4 Juegos/5051893218855_s.jpg,1001,LEGO Marvel Vengadores,30.00,13.00,18.00,5051893218855,PlayStation 4
/product_images/Juegos/PS4 Juegos/8059617104054_s.jpg,1001,Sebastien Loeb Rally Evo,25.00,11.00,15.00,8059617104054,PlayStation 4
/product_images/Juegos/PS4 Juegos/711719866558_s.jpg,1001,Robinson: The Journey (PSVR),38.00,17.00,24.00,711719866558,PlayStation 4
/product_images/Juegos/PS4 Juegos/5026555415118_s.jpg,1001,NBA 2K14,7.00,3.00,4.00,5026555415118,PlayStation 4
/product_images/Juegos/PS4 Juegos/5060146461375_s.jpg,1001,"Wolf Among Us, The",18.00,8.00,11.00,5060146461375,PlayStation 4
/product_images/Juegos/PS4 Juegos/711719881148_s.jpg,1001,Gravity Rush Remastered,25.00,11.00,15.00,711719881148,PlayStation 4
/product_images/Juegos/PS4 Juegos/5021290066045_s.jpg,1001,Sleeping Dogs - Definitive Edition,15.00,6.00,9.00,5021290066045,PlayStation 4
/product_images/Juegos/PS4 Juegos/9006113008217_s.jpg,1001,Darksiders II,22.00,9.00,13.00,9006113008217,PlayStation 4
/product_images/Juegos/PS4 Juegos/5060201654643_s.jpg,1001,Earth Defense Force 4.1: The Shadow of New Despair,18.00,8.00,11.00,5060201654643,PlayStation 4
/product_images/Juegos/PS4 Juegos/3307215967522_s.jpg,1001,Just Dance 2017,38.00,17.00,24.00,3307215967522,PlayStation 4
/product_images/Juegos/PS4 Juegos/8402862060048_s.jpg,1001,Atrapa La Bandera,22.00,9.00,13.00,8402862060048,PlayStation 4
/product_images/Juegos/PS4 Juegos/5060201655725_s.jpg,1001,Guilty Gear Xrd: Revelator,22.00,9.00,13.00,5060201655725,PlayStation 4
/product_images/Juegos/PS4 Juegos/5030917171192_s.jpg,1001,Guitar Hero Live + 6 Button Guitar + USB Dongle,30.00,13.00,18.00,5030917171192,PlayStation 4
/product_images/defimg3_s.jpg,1001,Tales Of Berseria,52.00,29.00,35.00,3391891990653,PlayStation 4
/product_images/Juegos/PS4 Juegos/5026555421102_s.jpg,1001,Borderlands: Una Colección Muy Guapap,30.00,13.00,18.00,5026555421102,PlayStation 4
/product_images/Juegos/PS4 Juegos/8718591181306_s.jpg,1001,Teslagrad,18.00,8.00,11.00,8718591181306,PlayStation 4
/product_images/Juegos/PS4 Juegos/5026555417402_s.jpg,1001,WWE 2K15,18.00,4.00,6.00,5026555417402,PlayStation 4
/product_images/Juegos/PS4 Juegos/4012927100073_s.jpg,1001,Metal Gear Solid V: Ground Zeroes,15.00,3.00,5.00,4012927100073,PlayStation 4
/product_images/Juegos/PS4 Juegos/3512899112377_s.jpg,1001,Bound By Flame,12.00,5.00,7.00,3512899112377,PlayStation 4
/product_images/Juegos/PS4 Juegos/5051893232837_s.jpg,1001,Batman: The Telltale Series,22.00,9.00,13.00,5051893232837,PlayStation 4
/product_images/Juegos/PS4 Juegos/5060146463614_s.jpg,1001,Minecraft: Story Mode - The Complete Adventure,28.00,12.00,17.00,5060146463614,PlayStation 4
/product_images/Juegos/PS4 Juegos/711719853251_s.jpg,1001,Driveclub VR (PSVR),22.00,9.00,13.00,711719853251,PlayStation 4
/product_images/Juegos/PS4 Juegos/9006113009146_s.jpg,1001,Darksiders - Warmastered Edition,20.00,9.00,12.00,9006113009146,PlayStation 4
/product_images/Juegos/PS4 Juegos/3307215777497_s.jpg,1001,Trials Fusion,28.00,12.00,17.00,3307215777497,PlayStation 4
/product_images/Juegos/PS4 Juegos/5055856401285_s.jpg,1001,Elder Scrolls Online,15.00,6.00,9.00,5055856401285,PlayStation 4
/product_images/Juegos/PS4 Juegos/859204005331_s.jpg,1001,Megadimension Neptunia VII,22.00,9.00,13.00,859204005331,PlayStation 4
/product_images/Juegos/PS4 Juegos/711719873655_s.jpg,1001,Here They Lie (PSVR),15.00,6.00,9.00,711719873655,PlayStation 4
/product_images/Juegos/PS4 Juegos/3307215913758_s.jpg,1001,TrackMania Turbo,20.00,9.00,12.00,3307215913758,PlayStation 4
/product_images/Juegos/PS4 Juegos/0711719860044_s.jpg,1001,Uncharted 4: El Desenlace del Ladrón Edición Especial,45.00,20.00,28.00,0711719860044,PlayStation 4
/product_images/Juegos/PS4 Juegos/3391891986861_s.jpg,1001,Digimon Story: Cyber Sleuth,28.00,12.00,17.00,3391891986861,PlayStation 4
/product_images/Juegos/PS4 Juegos/3760156481067_s.jpg,1001,Yesterday Origins,22.00,9.00,13.00,3760156481067,PlayStation 4
/product_images/Juegos/3DS Juegos/3700577003219_s.jpg,977,Ridge Racer 3D,10.00,4.00,6.00,3700577003219,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496520175_s.jpg,977,Nintendogs + Gatos: Bulldog,10.00,4.00,6.00,045496520175,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496520762_s.jpg,977,Lego: Piratas Del Caribe,12.00,5.00,7.00,045496520762,Nintendo 3DS
/product_images/Juegos/3DS Juegos/3391891963237_s.jpg,977,One Piece: Unlimited Cruise SP 2,18.00,8.00,11.00,3391891963237,Nintendo 3DS
/product_images/Juegos/3DS Juegos/4510772106894_s.jpg,977,Harvest Moon: A New Beginning,22.00,10.00,14.00,4510772106894,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5055277027798_s.jpg,977,SEGA 3D Classics Collection,25.00,12.00,16.00,5055277027798,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5030917151170_s.jpg,977,Teenage Mutant Ninja Turtles: La Amenaza Del Mutágeno,10.00,4.00,6.00,5030917151170,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496529291_s.jpg,977,New Style Boutique 2: Marca Tendencias,28.00,13.00,18.00,045496529291,Nintendo 3DS
/product_images/Juegos/3DS Juegos/3307215588550_s.jpg,977,Rayman Origins 3D,15.00,7.00,9.00,3307215588550,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496522315_s.jpg,977,New Art Academy,5.00,2.00,3.00,045496522315,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5030917100642_s.jpg,977,Dreamworks Super Star Kartz,8.00,3.00,5.00,5030917100642,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5051893074697_s.jpg,977,Harry Potter Años 5-7,25.00,12.00,16.00,5051893074697,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5060220222854_s.jpg,977,Etrian Odyssey IV,30.00,14.00,19.00,5060220222854,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496472610_s.jpg,977,Metroid Prime: Federation Force,28.00,13.00,18.00,045496472610,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496522384_s.jpg,977,Freaky Forms Deluxe,15.00,7.00,9.00,045496522384,Nintendo 3DS
/product_images/Juegos/3DS Juegos/023272011031_s.jpg,977,Lego Star Wars III: The Clone Wars,12.00,5.00,7.00,023272011031,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496472221_s.jpg,977,Mario & Sonic Rio 2016,28.00,13.00,18.00,045496472221,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496526535_s.jpg,977,Disney Magical World,18.00,8.00,11.00,045496526535,Nintendo 3DS
/product_images/Juegos/3DS Juegos/3307215595732_s.jpg,977,Michael Jackson: The Experience 3D,4.00,0.90,1.50,3307215595732,Nintendo 3DS
/product_images/Juegos/3DS Juegos/3307215800072_s.jpg,977,Rayman and Rabbids Family Pack,15.00,7.00,9.00,3307215800072,Nintendo 3DS
/product_images/Juegos/3DS Juegos/3391891955690_s.jpg,977,Pac-Man & Galaga Dimensions,10.00,4.00,6.00,3391891955690,Nintendo 3DS
/product_images/Juegos/3DS Juegos/3391891970747_s.jpg,977,Project X Zone,22.00,10.00,14.00,3391891970747,Nintendo 3DS
/product_images/Juegos/3DS Juegos/3391891971652_s.jpg,977,Power Rangers : Mega Force,10.00,4.00,6.00,3391891971652,Nintendo 3DS
/product_images/Juegos/3DS Juegos/4020628822804_s.jpg,977,Shin Megami Tensei IV: Apocalypse,48.00,23.00,31.00,4020628822804,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5016488124348_s.jpg,977,50 Classic Games3,10.00,4.00,6.00,5016488124348,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5030917095177_s.jpg,977,Transformers - El Lado Oscuro de la Luna,10.00,4.00,6.00,5030917095177,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5030917141690_s.jpg,977,"Amazing Spiderman 2, The",15.00,7.00,9.00,5030917141690,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5030917159701_s.jpg,977,Bob Esponja El Heroe,12.00,5.00,7.00,5030917159701,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5030930100247_s.jpg,977,Madden NFL Football,8.00,3.00,5.00,5030930100247,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5030934104463_s.jpg,977,Need For Speed: The Run,15.00,7.00,9.00,5030934104463,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5051893058895_s.jpg,977,Green Lantern: Rise Of The Manhunters,6.00,2.00,3.00,5051893058895,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5051893130102_s.jpg,977,Lego Senor De Los Anillos,10.00,4.00,6.00,5051893130102,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5051893169034_s.jpg,977,LEGO Batman 3,15.00,7.00,9.00,5051893169034,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5051893218763_s.jpg,977,LEGO Ninjago: La Sombra De Ronin,20.00,9.00,13.00,5051893218763,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5055277010257_s.jpg,977,Super Monkey Ball 3D,8.00,3.00,5.00,5055277010257,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5055377602468_s.jpg,977,Outdoors Unleashed - Africa,8.00,3.00,5.00,5055377602468,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5060112431739_s.jpg,977,"Legend Of Legacy, The",22.00,10.00,14.00,5060112431739,Nintendo 3DS
/product_images/Juegos/3DS Juegos/8154030101748_s.jpg,977,Barbie: Dreamhouse Party,10.00,4.00,6.00,8154030101748,Nintendo 3DS
/product_images/Juegos/3DS Juegos/8154030102202_s.jpg,977,Dragon 2,18.00,8.00,11.00,8154030102202,Nintendo 3DS
/product_images/Juegos/3DS Juegos/8154030102967_s.jpg,977,Aviones Equipo De Rescate,8.00,3.00,5.00,8154030102967,Nintendo 3DS
/product_images/Juegos/3DS Juegos/8717418390655_s.jpg,977,Disney Infinity Starter Pack,8.00,3.00,5.00,8717418390655,Nintendo 3DS
/product_images/Juegos/3DS Juegos/4012927084410_s.jpg,977,Doctor Lautrec & The Forgotten Knights,7.00,3.00,4.00,4012927084410,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496521806_s.jpg,977,Tekken 3D Prime Edition,12.00,5.00,7.00,045496521806,Nintendo 3DS
/product_images/Juegos/3DS Juegos/3391891983426_s.jpg,977,Ace Combat: Assault Horizon Plus,5.00,2.00,3.00,3391891983426,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5030917142925_s.jpg,977,Transformers: The Dark Spark,10.00,4.00,6.00,5030917142925,Nintendo 3DS
/product_images/Juegos/3DS Juegos/3391891974516_s.jpg,977,One Piece: Romance Dawn,15.00,7.00,9.00,3391891974516,Nintendo 3DS
/product_images/Juegos/3DS Juegos/3307215587614_s.jpg,977,Funky Barn 3D,10.00,4.00,6.00,3307215587614,Nintendo 3DS
/product_images/Juegos/3DS Juegos/3307215586310_s.jpg,977,Zoo Mania 3D,10.00,4.00,6.00,3307215586310,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5030917113529_s.jpg,977,Skylanders Giants: Starter Pack,10.00,4.00,6.00,5030917113529,Nintendo 3DS
/product_images/Juegos/3DS Juegos/3307215608722_s.jpg,977,Rabbids Rumble 3D,10.00,4.00,6.00,3307215608722,Nintendo 3DS
/product_images/Juegos/3DS Juegos/506011243153130_s.jpg,977,Stella Glow,38.00,21.00,25.00,506011243153130,Nintendo 3DS
/product_images/Juegos/3DS Juegos/4510772106948_s.jpg,977,Senran Kagura Burst,20.00,9.00,13.00,4510772106948,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496529789_s.jpg,977,Story Of Seasons,20.00,9.00,13.00,045496529789,Nintendo 3DS
/product_images/Juegos/3DS Juegos/4510772105804_s.jpg,977,BlazbBlue: Continuum Shift 2,15.00,7.00,9.00,4510772105804,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496526047_s.jpg,977,"Aprende Ingles Con Biff, Chip Y Kipper",5.00,2.00,3.00,045496526047,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5055277026319_s.jpg,977,Hatsune Miku: Project Mirai,38.00,18.00,24.00,5055277026319,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5060112431173_s.jpg,977,Etrian Odyssey Untold: Millennium Girl,28.00,13.00,18.00,5060112431173,Nintendo 3DS
/product_images/Juegos/3DS Juegos/0045496472047_s.jpg,977,Hyrule Warriors Legends LE + Compass Watch,35.00,16.00,22.00,0045496472047,Nintendo 3DS
/product_images/defimg1_s.jpg,977,Picross 3D: Round 2,25.00,12.00,16.00,045496474362,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496520618_s.jpg,977,Steel Diver,4.50,1.00,1.70,045496520618,Nintendo 3DS
/product_images/Juegos/DS Juegos/5021290032897_s.jpg,834,Alvin y las Ardillas,3.00,0.70,1.10,5021290032897,Nintendo DS
/product_images/Juegos/DS Juegos/5030934049580_s.jpg,834,FIFA Street 2,4.00,0.90,1.50,5030934049580,Nintendo DS
/product_images/Juegos/DS Juegos/5030934067096_s.jpg,834,My Sims Party,6.00,2.00,3.00,5030934067096,Nintendo DS
/product_images/Juegos/DS Juegos/5030934078078_s.jpg,834,FIFA 10,6.00,1.40,2.00,5030934078078,Nintendo DS
/product_images/Juegos/DS Juegos/8023171014869_s.jpg,834,Shin Chan: Aventuras de cine,8.00,3.00,5.00,8023171014869,Nintendo DS
/product_images/Juegos/DS Juegos/023272004576_s.jpg,834,Lego Star Wars: The Complete Saga,18.00,8.00,11.00,023272004576,Nintendo DS
/product_images/Juegos/DS Juegos/4005209130806_s.jpg,834,Bob Esponja Botes de Choque,5.00,2.00,3.00,4005209130806,Nintendo DS
/product_images/Juegos/DS Juegos/3307210233332_s.jpg,834,Dogz,6.00,2.00,3.00,3307210233332,Nintendo DS
/product_images/Juegos/DS Juegos/5060138433175_s.jpg,834,La Brujula Dorada,4.00,0.90,1.50,5060138433175,Nintendo DS
/product_images/Juegos/DS Juegos/5030934051811_s.jpg,834,FIFA 07,2.50,0.30,0.70,5030934051811,Nintendo DS
/product_images/Juegos/DS Juegos/5060121821217_s.jpg,834,Dragon Quest Capitulos de los Elegidos,18.00,8.00,11.00,5060121821217,Nintendo DS
/product_images/Juegos/DS Juegos/3307210337726_s.jpg,834,Tigerz: Aventuras en el Circo,2.00,0.40,0.70,3307210337726,Nintendo DS
/product_images/Juegos/DS Juegos/3307210409683_s.jpg,834,Bunnyz,2.50,0.60,0.90,3307210409683,Nintendo DS
/product_images/Juegos/DS Juegos/3348542212756_s.jpg,834,La Leyenda de Spyro: La Noche Eterna,6.00,2.00,3.00,3348542212756,Nintendo DS
/product_images/Juegos/DS Juegos/5060102950134_s.jpg,834,New Zealand Story Revolution,5.00,2.00,3.00,5060102950134,Nintendo DS
/product_images/Juegos/DS Juegos/045496471194_s.jpg,834,Phineas Y Ferb A Traves De La 2 Dimensio,5.00,2.00,3.00,045496471194,Nintendo DS
/product_images/Juegos/DS Juegos/3760137144578_s.jpg,834,My Baby Girl,3.00,0.70,1.10,3760137144578,Nintendo DS
/product_images/Juegos/DS Juegos/3307210261076_s.jpg,834,Hamsterz,4.00,0.90,1.50,3307210261076,Nintendo DS
/product_images/Juegos/DS Juegos/5026555045391_s.jpg,834,Dora y Sus amigos: Rescatan mascotas,8.00,3.00,5.00,5026555045391,Nintendo DS
/product_images/Juegos/DS Juegos/045496465346_s.jpg,834,High School Musical: Preparate para el M,0.50,0.01,0.10,045496465346,Nintendo DS
/product_images/Juegos/DS Juegos/4005209090520_s.jpg,834,Ratatouille,3.50,0.80,1.30,4005209090520,Nintendo DS
/product_images/Juegos/DS Juegos/045496470500_s.jpg,834,Pokemon Ranger Guardian Signs,12.00,5.00,7.00,045496470500,Nintendo DS
/product_images/Juegos/DS Juegos/3307210269010_s.jpg,834,Dolphinz Aventuras en el  Zoo Marino,4.00,1.80,2.00,3307210269010,Nintendo DS
/product_images/Juegos/DS Juegos/5030934046770_s.jpg,834,Burnout Legends,5.00,1.20,1.90,5030934046770,Nintendo DS
/product_images/Juegos/DS Juegos/3307210449733_s.jpg,834,Imagina ser Gimnasta,1.00,0.20,0.30,3307210449733,Nintendo DS
/product_images/Juegos/DS Juegos/045496462932_s.jpg,834,Super Princess Peach,10.00,4.00,6.00,045496462932,Nintendo DS
/product_images/Juegos/DS Juegos/5055277004294_s.jpg,834,Sonic & SEGA All-Stars Racing,8.00,3.00,5.00,5055277004294,Nintendo DS
/product_images/Juegos/DS Juegos/5060057026441_s.jpg,834,Ferrari Challenge - Trofeo Pirelli,6.00,2.00,3.00,5060057026441,Nintendo DS
/product_images/Juegos/DS Juegos/5060125482537_s.jpg,834,Ben 10: Alien Force,2.00,0.30,0.60,5060125482537,Nintendo DS
/product_images/Juegos/DS Juegos/5390102502973_s.jpg,834,Supervivientes,1.00,0.10,0.30,5390102502973,Nintendo DS
/product_images/Juegos/DS Juegos/9006113169024_s.jpg,834,Aprende con Nosotros: Drive's Ed,2.00,0.30,0.60,9006113169024,Nintendo DS
/product_images/Juegos/DS Juegos/023272009595_s.jpg,834,Lego Star Wars III (3),20.00,9.00,12.00,023272009595,Nintendo DS
/product_images/Juegos/DS Juegos/045496462291_s.jpg,834,Kirby Power Paintbrush,8.00,3.00,5.00,045496462291,Nintendo DS
/product_images/Juegos/DS Juegos/045496466107_s.jpg,834,Tus Amigos de Disney,6.00,2.00,3.00,045496466107,Nintendo DS
/product_images/Juegos/DS Juegos/045496466992_s.jpg,834,"Principe Caspian, El",5.00,1.20,1.90,045496466992,Nintendo DS
/product_images/Juegos/DS Juegos/3296580803644_s.jpg,834,DragonBall Z Goku Densetsu,12.00,5.00,7.00,3296580803644,Nintendo DS
/product_images/Juegos/DS Juegos/3296580806348_s.jpg,834,Dragon Ball Origins,18.00,8.00,11.00,3296580806348,Nintendo DS
/product_images/Juegos/DS Juegos/3296580810277_s.jpg,834,"Dragon Ball Z, Attack Of The Saiyans",15.00,6.00,9.00,3296580810277,Nintendo DS
/product_images/Juegos/DS Juegos/3307210192264_s.jpg,834,Splinter Cell Chaos Theory,5.00,2.00,3.00,3307210192264,Nintendo DS
/product_images/Juegos/DS Juegos/3307210229816_s.jpg,834,Colegas En El Bosque,4.00,0.90,1.50,3307210229816,Nintendo DS
/product_images/Juegos/DS Juegos/3307211503304_s.jpg,834,Rayman Raving Rabbids TV,4.00,0.90,1.50,3307211503304,Nintendo DS
/product_images/Juegos/DS Juegos/3307211608931_s.jpg,834,Tim Power: El Arreglatodo,1.50,0.30,0.50,3307211608931,Nintendo DS
/product_images/Juegos/DS Juegos/3760137147036_s.jpg,834,Hospital Giant,4.00,0.90,1.50,3760137147036,Nintendo DS
/product_images/Juegos/DS Juegos/3760137148545_s.jpg,834,My Baby 3 And Friends,4.00,0.90,1.50,3760137148545,Nintendo DS
/product_images/Juegos/DS Juegos/4005209075190_s.jpg,834,Worms Open Warfare,6.00,1.40,2.00,4005209075190,Nintendo DS
/product_images/Juegos/DS Juegos/4005209094788_s.jpg,834,Bratz: 4 Real,2.00,0.30,0.60,4005209094788,Nintendo DS
/product_images/Juegos/DS Juegos/4005209098700_s.jpg,834,WWE Smackdown Vs. Raw 2008,2.50,0.60,0.90,4005209098700,Nintendo DS
/product_images/Juegos/DS Juegos/4012927081716_s.jpg,834,Castlevania: Portrait of Ruin,25.00,11.00,15.00,4012927081716,Nintendo DS
/product_images/Juegos/DS Juegos/5030917043444_s.jpg,834,Spider-Man 3,3.50,0.80,1.30,5030917043444,Nintendo DS
/product_images/Juegos/DS Juegos/5030917065644_s.jpg,834,X-Men Origenes: Lobezno,3.00,0.70,1.10,5030917065644,Nintendo DS
/product_images/Juegos/DS Juegos/5030934058759_s.jpg,834,Los Sims 2 Naufragos,7.00,3.00,4.00,5030934058759,Nintendo DS
/product_images/Juegos/DS Juegos/5030935075205_s.jpg,834,My Sims Agents,6.00,2.00,3.00,5030935075205,Nintendo DS
/product_images/Juegos/DS Juegos/3700577000430_s.jpg,834,Dragon Ball Origins 2,30.00,13.00,18.00,3700577000430,Nintendo DS
/product_images/Juegos/DS Juegos/5030934068529_s.jpg,834,Littlest Pet Shop: Jungla,3.50,0.80,1.30,5030934068529,Nintendo DS
/product_images/Juegos/DS Juegos/045496464387_s.jpg,834,Meteos Disney Magic,2.00,0.30,0.60,045496464387,Nintendo DS
/product_images/Juegos/DS Juegos/045496469399_s.jpg,834,Phineas Y Ferb Nuevas Atracciones,5.00,2.00,3.00,045496469399,Nintendo DS
/product_images/Juegos/DS Juegos/5030917054488_s.jpg,834,Guitar Hero On Tour + Adaptador,1.00,0.10,0.30,5030917054488,Nintendo DS
/product_images/Juegos/DS Juegos/4005209093255_s.jpg,834,Worms Open Warfare 2,5.00,2.00,3.00,4005209093255,Nintendo DS
/product_images/Juegos/PC Juegos/5030917039171_s.jpg,830,Call of Duty Juego del año Reactivate,3.50,0.50,1.00,5030917039171,PC
/product_images/defimg3_s.jpg,830,Gothic 2 (1 disc),0.50,0.01,0.10,3760137140761,PC
/product_images/Juegos/PC Juegos/8427897001644_s.jpg,830,Turok,1.00,0.10,0.30,8427897001644,PC
/product_images/defimg2_s.jpg,830,Dark Messiah Might and Magic,0.25,0.01,0.01,3307210254498,PC
/product_images/Juegos/PC Juegos/4017244023500_s.jpg,830,Divinity 2: Ego Dragonis,2.00,0.30,0.60,4017244023500,PC
/product_images/defimg1_s.jpg,830,Praetorians,2.50,0.30,0.70,5032921018258,PC
/product_images/defimg2_s.jpg,830,"Settlers, El Linaje de los Reyes (2 CD)",0.25,0.01,0.01,3307210184665,PC
/product_images/Juegos/PC Juegos/3760156480503_s.jpg,830,Agatha Christie: The ABC Murders (P),3.00,0.70,1.10,3760156480503,PC
/product_images/Juegos/PC Juegos/8436010151661_s.jpg,830,Cossacks Anthology Edicion de Oro,1.50,0.20,0.40,8436010151661,PC
/product_images/Juegos/PC Juegos/8431474054190_s.jpg,830,Pc Futbol 2005,0.25,0.01,0.01,8431474054190,PC
/product_images/Juegos/PC Juegos/8414185033265_s.jpg,830,Los Sims 2 y las Cuatro Estaciones Exp.,3.00,0.40,0.90,8414185033265,PC
/product_images/Juegos/PC Juegos/4012927073582_s.jpg,830,Pro Evolution Soccer (PES) 2011,1.50,0.20,0.40,4012927073582,PC
/product_images/defimg3_s.jpg,830,Los Sims Mas Vivos Que Nunca (SN) 1Cd,0.50,0.01,0.10,8414185059876,PC
/product_images/Juegos/PC Juegos/8436010150930_s.jpg,830,Panzers II (SN) 1DVD,0.75,0.10,0.20,8436010150930,PC
/product_images/defimg3_s.jpg,830,Mars Invader,0.10,0.01,0.01,8436010150749,PC
/product_images/Juegos/PC Juegos/8414185050811_s.jpg,830,Los Sims Edicion Deluxe (2CD) (SN),3.50,0.70,1.20,8414185050811,PC
/product_images/defimg3_s.jpg,830,Star Wars Caballeros Antigua Republica 2,5.00,1.20,1.90,023272326142,PC
/product_images/defimg2_s.jpg,830,Sega Rally Championship,0.50,0.01,0.10,9788439590675,PC
/product_images/defimg1_s.jpg,830,Tzar Anthology Premium Edicion De Oro,2.00,0.40,0.70,8436010151456,PC
/product_images/Juegos/PC Juegos/4012927073025_s.jpg,830,Pro Evolution Soccer 2010,1.50,0.20,0.40,4012927073025,PC
/product_images/defimg2_s.jpg,830,Dragons Lair,3.00,0.40,0.90,4020636043031,PC
/product_images/Juegos/PC Juegos/8414185032787_s.jpg,830,FIFA 07 *,0.25,0.01,0.01,8414185032787,PC
/product_images/defimg1_s.jpg,830,Comand & Conquer Renegade,0.50,0.01,0.10,8414185059890,PC
/product_images/Juegos/PC Juegos/3307210245281_s.jpg,830,Age of Empires Collectors Edition,12.00,2.00,4.00,3307210245281,PC
/product_images/Juegos/PC Juegos/3307212816182_s.jpg,830,Tom Clancys Endwar,0.50,0.01,0.10,3307212816182,PC
/product_images/Juegos/PC Juegos/3307210149022_s.jpg,830,Combat Flight Simulator Serie Europa,1.00,0.10,0.30,3307210149022,PC
/product_images/defimg4_s.jpg,830,American Conquest edicion oro,3.00,0.60,1.00,8436010151098,PC
/product_images/defimg1_s.jpg,830,Cine Gramas,1.00,0.20,0.30,8431474002832,PC
/product_images/defimg4_s.jpg,830,Enter The Matrix 4CD o 2DVD,3.00,0.40,0.90,3546430105634,PC
/product_images/defimg5_s.jpg,830,Heroes of Annihilated Empires,0.50,0.01,0.10,8437007641011,PC
/product_images/defimg4_s.jpg,830,Project Nomads,0.10,0.01,0.01,4015756110534,PC
/product_images/Juegos/PC Juegos/3307210252920_s.jpg,830,El Linaje de los Reyes Gold Edition,1.00,0.10,0.30,3307210252920,PC
/product_images/defimg4_s.jpg,830,Total Club Manager 06 3CD (SN),0.10,0.01,0.01,8414185032084,PC
/product_images/defimg2_s.jpg,830,Rayman,1.50,0.20,0.40,3307210168139,PC
/product_images/Juegos/PC Juegos/8431474073818_s.jpg,830,Sombras de Guerra: Objetivo Espana (Exp,3.50,0.50,1.00,8431474073818,PC
/product_images/Juegos/PC Juegos/8718591181344_s.jpg,830,Teslagrad,1.00,0.10,0.30,8718591181344,PC
/product_images/defimg5_s.jpg,830,Call of Juarez (SN),1.50,0.20,0.40,5907577270711,PC
/product_images/defimg3_s.jpg,830,Football Generation,0.10,0.01,0.01,8436010150510,PC
/product_images/Juegos/PC Juegos/8436010151746_s.jpg,830,La Batalla de las Termopilas,1.00,0.10,0.30,8436010151746,PC
/product_images/defimg5_s.jpg,830,Hawx,1.00,0.10,0.30,3307212816205,PC
/product_images/Juegos/PC Juegos/5032921013758_s.jpg,830,Commandos 2: Men Of Courage,4.00,0.80,1.40,5032921013758,PC
/product_images/defimg2_s.jpg,830,Sim City 4 (2 Disc),2.00,0.30,0.60,8414185050781,PC
/product_images/Juegos/PC Juegos/8414185050408_s.jpg,830,Los Sims Primera Cita (SN) 1cd,0.25,0.01,0.01,8414185050408,PC
/product_images/Juegos/PC Juegos/8436010153443_s.jpg,830,Real Warfare - Anthology,0.50,0.01,0.10,8436010153443,PC
/product_images/Juegos/PC Juegos/8414185033388_s.jpg,830,Los sims 2 H&M Accesorios,2.50,0.30,0.70,8414185033388,PC
/product_images/defimg3_s.jpg,830,Dracula 2,0.75,0.10,0.20,8436010150749,PC
/product_images/Juegos/PC Juegos/5021290037816_s.jpg,830,Championship Manager Tu entrenador 2010,0.50,0.01,0.10,5021290037816,PC
/product_images/defimg4_s.jpg,830,Battlefield 1942,2.00,0.30,0.60,8414185050422,PC
/product_images/defimg5_s.jpg,830,Half Life,5.00,1.20,1.90,3348542193789,PC
/product_images/Juegos/PC Juegos/8436010150466_s.jpg,830,Patrician III - Imperio de Los Mares,0.25,0.01,0.01,8436010150466,PC
/product_images/Juegos/PC Juegos/8436010154150_s.jpg,830,Lucius,3.00,0.40,0.90,8436010154150,PC
/product_images/defimg2_s.jpg,830,D-day,1.00,0.10,0.30,3760007413131,PC
/product_images/Juegos/PC Juegos/8436010151371_s.jpg,830,Imperium Civitas,2.00,0.30,0.60,8436010151371,PC
/product_images/defimg3_s.jpg,830,"Drakensang II, The River Of Time",1.00,0.10,0.30,8436010152460,PC
