categoria_id,precio_intercambio,img_caratula,precio_venta,precio_compra,titulo,categoria_str,sku
1001,20.00,/product_images/Juegos/PS4 Juegos/8717418465605_s.jpg,32.00,15.00,Disney Infinity 3.0 Star Wars Starter Pack Special Edition,PlayStation 4,8717418465605
1001,7.00,/product_images/Juegos/PS4 Juegos/8718591182341_s.jpg,12.00,5.00,Toki Tori 2+,PlayStation 4,8718591182341
1001,7.00,/product_images/Juegos/PS4 Juegos/9006113008088_s.jpg,12.00,5.00,"Book Of Unwritten Tales 2, The",PlayStation 4,9006113008088
1001,14.00,/product_images/defimg4_s.jpg,22.00,10.00,Warhammer: The End Times Vermintide,PlayStation 4,9006113009108
1001,19.00,/product_images/defimg5_s.jpg,30.00,14.00,We Sing + 2 Micrófonos,PlayStation 4,9006113009801
1001,9.00,/product_images/defimg2_s.jpg,15.00,7.00,Dead Rising 2,PlayStation 4,013388917105
1001,81.00,/product_images/Juegos/PS4 Juegos/040232912214_s.jpg,125.00,60.00,Mirror's Edge Catalyst + Statue + Lithograph,PlayStation 4,040232912214
1001,52.00,/product_images/Juegos/PS4 Juegos/0711719861645_s.jpg,80.00,38.00,Uncharted 4: El Desenlace del Ladrón Edición Coleccionista Libertalia,PlayStation 4,0711719861645
1001,16.00,/product_images/Juegos/PS4 Juegos/3307215715604_s.jpg,25.00,12.00,Assassin's Creed IV: Black Flag Skull Ed,PlayStation 4,3307215715604
1001,16.00,/product_images/Juegos/PS4 Juegos/3307215719619_s.jpg,25.00,12.00,Watch Dogs Vigilante Edition With Cap & Mask,PlayStation 4,3307215719619
1001,22.00,/product_images/Juegos/PS4 Juegos/3307215719725_s.jpg,35.00,16.00,Watch Dogs DEDSEC Edition,PlayStation 4,3307215719725
977,1.90,/product_images/Juegos/3DS Juegos/3499550341607_s.jpg,5.00,1.20,I Love My Cat,Nintendo 3DS,3499550341607
1001,-1,/product_images/Juegos/PS4 Juegos/3307215780701_s.jpg,22.00,-1,Child of Light (Deluxe Ed),PlayStation 4,3307215780701
1001,35.00,/product_images/Juegos/PS4 Juegos/3307215803776_s.jpg,55.00,26.00,Rocksmith 2014 (With Real Tone Cable),PlayStation 4,3307215803776
977,11.00,/product_images/Juegos/3DS Juegos/3512899109339_s.jpg,18.00,8.00,Sherlock Holmes: The Mystery Of The Froz,Nintendo 3DS,3512899109339
1001,24.00,/product_images/Juegos/PS4 Juegos/3307215811955_s.jpg,38.00,18.00,Far Cry 4 Kyrat Edition,PlayStation 4,3307215811955
977,5.00,/product_images/Juegos/3DS Juegos/3512899112346_s.jpg,8.00,3.00,Farming Simulator 2014,Nintendo 3DS,3512899112346
977,9.00,/product_images/Juegos/3DS Juegos/3546430150580_s.jpg,14.00,6.00,Rollercoaster Tycoon 3D,Nintendo 3DS,3546430150580
1001,39.00,/product_images/Juegos/PS4 Juegos/3307215813218_s.jpg,60.00,28.00,Assassin's Creed Unity - Notre Dame Edition,PlayStation 4,3307215813218
977,9.00,/product_images/Juegos/3DS Juegos/3760156480022_s.jpg,15.00,7.00,Yakari: The Mystery Of Four Seasons,Nintendo 3DS,3760156480022
977,5.00,/product_images/defimg3_s.jpg,8.00,3.00,Lucky Luke & The Daltons,Nintendo 3DS,3760156480084
977,5.00,/product_images/Juegos/3DS Juegos/3760156480121_s.jpg,9.00,4.00,Garfield Kart,Nintendo 3DS,3760156480121
977,1.50,/product_images/Juegos/3DS Juegos/4005209146845_s.jpg,4.00,0.90,SpongeBob SquigglePants,Nintendo 3DS,4005209146845
977,5.00,/product_images/Juegos/3DS Juegos/4005209147989_s.jpg,9.00,4.00,Marvel Super Hero Squad: Infinity Gauntl,Nintendo 3DS,4005209147989
977,7.00,/product_images/Juegos/3DS Juegos/4005209162302_s.jpg,12.00,5.00,Purrpals Purrfection,Nintendo 3DS,4005209162302
977,4.00,/product_images/Juegos/3DS Juegos/4012927084410_s.jpg,7.00,3.00,Doctor Lautrec & The Forgotten Knights,Nintendo 3DS,4012927084410
977,4.00,/product_images/Juegos/3DS Juegos/4017244029250_s.jpg,7.00,3.00,Winter Sports 2012: Feel The Spirit,Nintendo 3DS,4017244029250
