precio_compra,titulo,img_caratula,categoria_str,sku,precio_intercambio,precio_venta,categoria_id
0.10,Farming Simulator 2013 : Expansion Pack,/product_images/defimg5_s.jpg,PC,3512899111646,0.20,0.75,830
4.00,Farming Simulator 17 (3) (P),/product_images/defimg3_s.jpg,PC,3512899116535,7.00,22.00,830
0.10,Lucky Luke Western Fever,/product_images/defimg1_s.jpg,PC,3546430019405,0.30,1.00,830
1.00,Splinter Cell: Double Agent/ Rainbow Six,/product_images/Juegos/Xbox 360 Juegos/3307215624852_s.jpg,Xbox 360,3307215624852,1.70,4.50,827
0.70,Far Cry 2/Ghost Recon Advanced Warfighte,/product_images/Juegos/Xbox 360 Juegos/3307215625187_s.jpg,Xbox 360,3307215625187,1.10,3.00,827
0.90,Paquete Far Cry 2 + Ghost Recon Adv 2,/product_images/Juegos/Xbox 360 Juegos/3307215625200_s.jpg,Xbox 360,3307215625200,1.50,4.00,827
2.00,Starhawk,/product_images/Juegos/PS3 Juegos/711719234036_s.jpg,PlayStation 3,711719234036,3.00,5.00,821
0.70,"Libro De Las Pociones, El (Solo Juego)",/product_images/Juegos/PS3 Juegos/711719265771_s.jpg,PlayStation 3,711719265771,1.10,3.00,821
0.10,Eye of Judgement (Juego Solo),/product_images/Juegos/PS3 Juegos/711719440857_s.jpg,PlayStation 3,711719440857,0.30,1.00,821
0.40,Dancing On Ice,/product_images/defimg4_s.jpg,Wii,5036675011954,0.70,2.00,831
3.00,Mary King's Riding School 2,/product_images/defimg2_s.jpg,Wii,5036675012050,5.00,8.00,831
2.00,International Athletics,/product_images/defimg1_s.jpg,Wii,5036675012777,3.00,6.00,831
0.10,Monsters Truck,/product_images/defimg2_s.jpg,PC,3546430022597,0.20,0.75,830
0.30,Unreal Tournament 2003,/product_images/defimg2_s.jpg,PC,3546430103715,0.50,1.50,830
0.20,Enclave,/product_images/defimg2_s.jpg,PC,3546430107331,0.40,1.50,830
3.00,Ghost Recon Future Soldier Signature Ed,/product_images/Juegos/Xbox 360 Juegos/3307215630372_s.jpg,Xbox 360,3307215630372,5.00,8.00,827
2.00,Marvel's Avengers: Battle For Earth,/product_images/Juegos/Xbox 360 Juegos/3307215634981_s.jpg,Xbox 360,3307215634981,3.00,6.00,827
13.00,Far Cry 3 (Ed. Demencia),/product_images/Juegos/Xbox 360 Juegos/3307215636244_s.jpg,Xbox 360,3307215636244,18.00,30.00,827
5.00,Singstar Hits,/product_images/Juegos/PS3 Juegos/711719757153_s.jpg,PlayStation 3,711719757153,7.00,12.00,821
0.90,Armored Core 4,/product_images/Juegos/PS3 Juegos/8023171010052_s.jpg,PlayStation 3,8023171010052,1.50,4.00,821
0.90,Zumba Fitness (Solo Juego),/product_images/Juegos/PS3 Juegos/8023171024899A_s.jpg,PlayStation 3,8023171024899,1.50,4.00,821
1.00,Grim Adventures of Billy & Mandy,/product_images/Juegos/Wii Juegos/5037930150159_s.jpg,Wii,5037930150159,1.70,4.50,831
4.00,Crusi'n,/product_images/Juegos/Wii Juegos/5037930150357_s.jpg,Wii,5037930150357,6.00,10.00,831
1.90,Game Party,/product_images/Juegos/Wii Juegos/5037930150401_s.jpg,Wii,5037930150401,3.00,8.00,831
0.60,Unreal Tournament 2004 (SN) 6 CDS,/product_images/defimg5_s.jpg,PC,3546430109755,0.90,2.50,830
0.30,Driver 3,/product_images/defimg4_s.jpg,PC,3546430111352,0.60,2.00,830
2.00,Forgotten Realms Demon Stone (4cd),/product_images/defimg2_s.jpg,PC,3546430115107,3.00,10.00,830
14.00,Assassins Creed 3 Freedom Edition,/product_images/Juegos/Xbox 360 Juegos/3307215637401_s.jpg,Xbox 360,3307215637401,20.00,32.00,827
6.00,Assassin's Creed III (3): Join or Die (P,/product_images/Juegos/Xbox 360 Juegos/3307215637524_s.jpg,Xbox 360,3307215637524,9.00,15.00,827
3.00,Just Dance - Greatest Hits,/product_images/Juegos/Xbox 360 Juegos/3307215646052_s.jpg,Xbox 360,3307215646052,4.00,7.00,827
4.00,Superstars V8 Next Challenge,/product_images/Juegos/PS3 Juegos/8033102491171_s.jpg,PlayStation 3,8033102491171,5.00,9.00,821
3.00,Last Rebellion,/product_images/Juegos/PS3 Juegos/813633010557_s.jpg,PlayStation 3,813633010557,5.00,8.00,821
8.00,Ar Tonelico Qoga,/product_images/Juegos/PS3 Juegos/813633010939_s.jpg,PlayStation 3,813633010939,11.00,18.00,821
1.80,Meet The Robinsons,/product_images/defimg5_s.jpg,Wii,5050053017871,2.00,4.00,831
2.00,Mr Bean's Wacky World of Wii,/product_images/defimg1_s.jpg,Wii,5051272005687,3.00,6.00,831
0.20,Boiling Point: Road to Hell,/product_images/defimg1_s.jpg,PC,3546430115794,0.40,1.50,830
0.50,Dungeons & Dragons Dragonshard (SN) 1DVD,/product_images/defimg4_s.jpg,PC,3546430116531,1.00,3.50,830
5.00,Just Dance Disney Party,/product_images/Juegos/Xbox 360 Juegos/3307215650974_s.jpg,Xbox 360,3307215650974,7.00,12.00,827
9.00,Splinter Cell Blacklist 5th Freedom Ed,/product_images/Juegos/Xbox 360 Juegos/3307215651132_s.jpg,Xbox 360,3307215651132,13.00,22.00,827
5.00,Hyperdimension Neptunia Victory,/product_images/Juegos/PS3 Juegos/813633012704_s.jpg,PlayStation 3,813633012704,7.00,12.00,821
3.00,Z Mugen Souls (16),/product_images/Juegos/PS3 Juegos/813633013749_s.jpg,PlayStation 3,813633013749,4.00,7.00,821
0.10,Scooby-Doo! First Frights,/product_images/defimg5_s.jpg,Wii,5051892009478,0.10,0.50,831
1.00,"Lord Of The Rings, Aragorn's Quest",/product_images/defimg5_s.jpg,Wii,5051892009874,1.70,4.50,831
0.10,Arthur y los Minimoys,/product_images/Juegos/PC Juegos/3546430124062_s.jpg,PC,3546430124062,0.30,1.00,830
1.90,Witcher,/product_images/defimg3_s.jpg,PC,3546430130100,3.00,8.00,830
0.70,Act of war juego + expansion,/product_images/defimg5_s.jpg,PC,3546430133460,1.50,5.00,830
0.90,Hip Hop The Experience,/product_images/Juegos/Xbox 360 Juegos/3307215658277_s.jpg,Xbox 360,3307215658277,1.50,4.00,827
11.00,Assassin's Creed Anthology,/product_images/Juegos/Xbox 360 Juegos/3307215678954_s.jpg,Xbox 360,3307215678954,15.00,25.00,827
5.00,Splinter Cell: Blacklist - Ultimatum Ed.,/product_images/Juegos/Xbox 360 Juegos/3307215690994_s.jpg,Xbox 360,3307215690994,7.00,12.00,827
4.00,Under Night In-Birth,/product_images/Juegos/PS3 Juegos/813633014791_s.jpg,PlayStation 3,813633014791,6.00,10.00,821
3.00,Rambo: The Video Game,/product_images/Juegos/PS3 Juegos/8402862869382_s.jpg,PlayStation 3,8402862869382,5.00,8.00,821
5.00,Time Crisis Razing Storm W/ Gun (Move),/product_images/Juegos/PS3 Juegos/8431305017233_s.jpg,PlayStation 3,8431305017233,7.00,12.00,821
5.00,Batman: Brave & the Bold,/product_images/Juegos/Wii Juegos/5051892018883_s.jpg,Wii,5051892018883,7.00,12.00,831
4.00,Game Party 3,/product_images/Juegos/Wii Juegos/5051893021424_s.jpg,Wii,5051893021424,6.00,10.00,831
0.70,Lego Rock Band,/product_images/Juegos/Wii Juegos/5051893021721_s.jpg,Wii,5051893021721,1.10,3.00,831
0.20,My horse & me 2,/product_images/defimg5_s.jpg,PC,3546430136973,0.40,1.50,830
0.01,Atlantis 3,/product_images/defimg2_s.jpg,PC,3554540163048,0.10,0.50,830
0.01,Woody Woodpecker,/product_images/defimg1_s.jpg,PC,3554540212050,0.01,0.25,830
1.00,Ghost Recon : Future Soldier + Ghost Recon : Advanced Warfighter 2,/product_images/Juegos/Xbox 360 Juegos/3307215692370_s.jpg,Xbox 360,3307215692370,1.70,4.50,827
3.00,Assassin's Creed 3 - Washington Ed. (P),/product_images/Juegos/Xbox 360 Juegos/3307215692769_s.jpg,Xbox 360,3307215692769,4.00,7.00,827
-1,Assassin's Creed IV Black Flag (2 discos),/product_images/defimg5_s.jpg,Xbox 360,3307215705957,-1,10.00,827
-1,Disney Epic Mickey 2 - The Power of Two *Use 8717418378691*,/product_images/Juegos/PS3 Juegos/8717418358211_s.jpg,PlayStation 3,8717418358211,-1,14.00,821
7.00,Disney Infinity 2.0 Marvel Super Heroes Starter Pack,/product_images/Juegos/PS3 Juegos/8717418434557_s.jpg,PlayStation 3,8717418434557,10.00,16.00,821
-1,Start The Party Empieza La Fiesta,/product_images/Juegos/PS3 Juegos/9789507426681_s.jpg,PlayStation 3,9789507426681,-1,3.00,821
0.70,Vacation Isle: Beach Party,/product_images/Juegos/Wii Juegos/5051893029819_s.jpg,Wii,5051893029819,1.10,3.00,831
1.30,We Love Golf,/product_images/Juegos/Wii Juegos/5055060951125_s.jpg,Wii,5055060951125,1.80,3.00,831
1.00,Neopets: Puzzle Adventure,/product_images/Juegos/Wii Juegos/5055060951569_s.jpg,Wii,5055060951569,1.70,4.50,831
0.10,"Secreto Del Nautilus, El",/product_images/defimg4_s.jpg,PC,3554540229041,0.30,1.00,830
0.01,New York Race,/product_images/defimg5_s.jpg,PC,3563650053378,0.01,0.25,830
0.10,Robin Hood La Leyenda De Sherwood,/product_images/defimg5_s.jpg,PC,3563650074373,0.30,1.00,830
26.00,Assassin's Creed IV: Black Flag Buccan..,/product_images/Juegos/Xbox 360 Juegos/3307215706268_s.jpg,Xbox 360,3307215706268,36.00,58.00,827
3.00,Rocksmith 2014 (Game Only),/product_images/Juegos/Xbox 360 Juegos/3307215714010_s.jpg,Xbox 360,3307215714010,4.00,7.00,827
2.00,"Pitufos 2, Los",/product_images/Juegos/Xbox 360 Juegos/3307215716922_s.jpg,Xbox 360,3307215716922,3.00,5.00,827
0.80,PlayStation Move Heroes,/product_images/Juegos/PS3 Juegos/0711719824PSMHES_s.jpg,PlayStation 3,0711719824,1.30,3.50,821
5.00,Atelier Meruru: The Apprentice Of Arland,/product_images/Juegos/PS3 Juegos/0813633011806_s.jpg,PlayStation 3,0813633011806,7.00,12.00,821
0.90,Ruse,/product_images/Juegos/PS3 Juegos/3307211695894_s.jpg,PlayStation 3,3307211695894,1.50,4.00,821
0.30,Let's Tap (Solo Juego),/product_images/Juegos/Wii Juegos/5055277000517_s.jpg,Wii,5055277000517,0.50,1.50,831
2.00,Let's Tap (Juego + Tablillas),/product_images/Juegos/Wii Juegos/5055277000555_s.jpg,Wii,5055277000555,2.00,4.50,831
0.70,Wacky World Of Sports,/product_images/defimg1_s.jpg,Wii,5055277001156,1.10,3.00,831
0.01,Haegemonia: The Solon Heritage,/product_images/defimg3_s.jpg,PC,3563650108283,0.01,0.10,830
0.01,Nascar Racing 2,/product_images/defimg3_s.jpg,PC,3700046225128,0.01,0.10,830
13.00,Watch Dogs DEDSEC Edition,/product_images/Juegos/Xbox 360 Juegos/3307215718322_s.jpg,Xbox 360,3307215718322,18.00,30.00,827
9.00,Watch Dogs Vigilante Edition With Cap & Mask,/product_images/Juegos/Xbox 360 Juegos/3307215718797_s.jpg,Xbox 360,3307215718797,12.00,20.00,827
22.00,Rocksmith 2014 (With Real Tone Cable),/product_images/Juegos/Xbox 360 Juegos/3307215724903_s.jpg,Xbox 360,3307215724903,31.00,50.00,827
13.00,Assassin's Creed Anthology,/product_images/Juegos/PS3 Juegos/3307215678817_s.jpg,PlayStation 3,3307215678817,18.00,30.00,821
6.00,Assassin's Creed II (P) Edicion Completa,/product_images/Juegos/PS3 Juegos/3307217923328_s.jpg,PlayStation 3,3307217923328,9.00,15.00,821
5.00,Assassins Creed: La hermandad (P) Alhamb,/product_images/Juegos/PS3 Juegos/330721994245P_s.jpg,PlayStation 3,330721994245,7.00,12.00,821
0.90,Locura Deportiva,/product_images/Juegos/Wii Juegos/5055277001187_s.jpg,Wii,5055277001187,1.50,4.00,831
1.40,"Conduit, The (Edicion Especial)",/product_images/Juegos/Wii Juegos/5055277001279_s.jpg,Wii,5055277001279,2.00,6.00,831
0.01,Grand Touring,/product_images/defimg2_s.jpg,PC,3700046227337,0.01,0.25,830
0.20,Rayman Gold,/product_images/defimg2_s.jpg,PC,3700046230580,0.40,1.50,830
3.00,Splinter Cell Double Agent + Conviction,/product_images/Juegos/Xbox 360 Juegos/3307215727959_s.jpg,Xbox 360,3307215727959,5.00,8.00,827
3.00,Just Dance: Kids 2014 (Kiect),/product_images/Juegos/Xbox 360 Juegos/3307215736395_s.jpg,Xbox 360,3307215736395,4.00,7.00,827
8.00,Assassin's Creed IV: Black Flag/Assassin's Creed Rogue,/product_images/Juegos/Xbox 360 Juegos/3307215889961_s.jpg,Xbox 360,3307215889961,11.00,18.00,827
4.00,Naruto Shippuden: Generations Card Ed,/product_images/Juegos/PS3 Juegos/3391891959360_s.jpg,PlayStation 3,3391891959360,6.00,10.00,821
6.00,Soul Calibur V (CE),/product_images/Juegos/PS3 Juegos/3391891960939_s.jpg,PlayStation 3,3391891960939,9.00,15.00,821
5.00,Madagascar 3,/product_images/Juegos/PS3 Juegos/3391891963374_s.jpg,PlayStation 3,3391891963374,7.00,12.00,821
0.60,Moshi Monsters: Moshlings Theme Park,/product_images/defimg3_s.jpg,Nintendo DS,5030917113819,0.90,2.50,834
0.70,Moshi Monsters: Moshlings Theme Park LE,/product_images/Juegos/DS Juegos/5030917117114_s.jpg,Nintendo DS,5030917117114,1.10,3.00,834
4.00,Rompe Ralph,/product_images/Juegos/DS Juegos/5030917117404_s.jpg,Nintendo DS,5030917117404,6.00,10.00,834
6.00,Sonic y El Caballero Negro + Espada,/product_images/Juegos/Wii Juegos/5055277003273_s.jpg,Wii,5055277003273,9.00,15.00,831
5.00,Sonic & SEGA All-Stars + Volante,/product_images/Juegos/Wii Juegos/5055277005239_s.jpg,Wii,5055277005239,7.00,12.00,831
1.40,Gunblade NY/L.A. Machine Guns,/product_images/Juegos/Wii Juegos/5055277007523_s.jpg,Wii,5055277007523,2.00,6.00,831
0.90,Assassin's Creed II Complete Edition,/product_images/Juegos/Xbox 360 Juegos/3307217923595_s.jpg,Xbox 360,3307217923595,1.50,4.00,827
12.00,Assassins Creed: Hermandad CE,/product_images/Juegos/Xbox 360 Juegos/3307217934249_s.jpg,Xbox 360,3307217934249,17.00,28.00,827
2.00,CSI - Fatal Conspiracy,/product_images/Juegos/Xbox 360 Juegos/3307217935727_s.jpg,Xbox 360,3307217935727,3.00,5.00,827
9.00,Naruto Shippuden Ninja Storm 3: True Des,/product_images/Juegos/PS3 Juegos/3391891968188_s.jpg,PlayStation 3,3391891968188,12.00,20.00,821
31.00,Tales Of Zestiria Collectors Ed. (Four Chibi Figures + DVD + CD+ Artbook),/product_images/Juegos/PS3 Juegos/3391891985215_s.jpg,PlayStation 3,3391891985215,44.00,70.00,821
0.90,Hunters Trophy,/product_images/Juegos/PS3 Juegos/3499550298185_s.jpg,PlayStation 3,3499550298185,1.50,4.00,821
7.00,Spongebob Squarepants: Planktons Robotic,/product_images/defimg2_s.jpg,Nintendo DS,5030917131509,10.00,16.00,834
3.00,Transformers: El Lado Oscuro De La Luna/ La Venganza De Los Caidos,/product_images/Juegos/DS Juegos/5030917131981_s.jpg,Nintendo DS,5030917131981,5.00,8.00,834
5.00,Moshi Monsters 3: Katsuma Unleashed,/product_images/defimg5_s.jpg,Nintendo DS,5030917134951,7.00,12.00,834
2.00,Conduit 2,/product_images/Juegos/Wii Juegos/5055277007882_s.jpg,Wii,5055277007882,3.00,5.00,831
9.00,Sonic Colours - EC (4 Figures),/product_images/defimg3_s.jpg,Wii,5055277009138,12.00,20.00,831
2.00,Reel Fishing: Anglers Dream,/product_images/defimg3_s.jpg,Wii,5055377600297,3.00,6.00,831
0.80,CSI 6 - La Conspiracion,/product_images/Juegos/Xbox 360 Juegos/3307217935802_s.jpg,Xbox 360,3307217935802,1.30,3.50,827
4.00,Assassin's Creed: Hermandad (P) AE,/product_images/Juegos/Xbox 360 Juegos/3307219903366_s.jpg,Xbox 360,3307219903366,6.00,10.00,827
0.60,Child of Eden,/product_images/Juegos/Xbox 360 Juegos/3307219930997_s.jpg,Xbox 360,3307219930997,0.90,2.50,827
2.00,Snipers,/product_images/Juegos/PS3 Juegos/3499550300048_s.jpg,PlayStation 3,3499550300048,3.00,6.00,821
24.00,"Demons Souls, Edicion Black Phantom",/product_images/Juegos/PS3 Juegos/3546430149256_s.jpg,PlayStation 3,3546430149256,34.00,55.00,821
3.00,Cars Raceorama,/product_images/Juegos/PS3 Juegos/4005209124676_s.jpg,PlayStation 3,4005209124676,5.00,8.00,821
2.00,Tiger Woods PGA Tour,/product_images/defimg1_s.jpg,Nintendo DS,5030930043292,3.00,5.00,834
8.00,Pac Man World 3,/product_images/defimg4_s.jpg,Nintendo DS,5030930049997,11.00,18.00,834
4.00,Madden NFL 07,/product_images/defimg4_s.jpg,Nintendo DS,5030930051044,6.00,10.00,834
3.00,We Wish You A Very Merry Christmas,/product_images/defimg4_s.jpg,Wii,5055377601027,5.00,8.00,831
3.00,Jeep Thrills + Wheel,/product_images/Juegos/Wii Juegos/5055377601164_s.jpg,Wii,5055377601164,4.00,7.00,831
1.30,North American Hunting 2,/product_images/defimg1_s.jpg,Wii,5055377601195,1.80,3.00,831
0.40,Motion Sports Adrenaline,/product_images/Juegos/Xbox 360 Juegos/3307219932526_s.jpg,Xbox 360,3307219932526,0.70,2.00,827
0.30,Fear Files,/product_images/Juegos/Xbox 360 Juegos/3348542213791_s.jpg,Xbox 360,3348542213791,0.50,1.50,827
6.00,Crash Bandicoot - Mind Over Mutant,/product_images/Juegos/Xbox 360 Juegos/3348542219762_s.jpg,Xbox 360,3348542219762,9.00,15.00,827
0.30,Def Jam Rapstar (Solo Juego),/product_images/Juegos/PS3 Juegos/4012927052457_s.jpg,PlayStation 3,4012927052457,0.50,1.50,821
3.00,Dance Dance Revolution - New Moves,/product_images/Juegos/PS3 Juegos/4012927052877_s.jpg,PlayStation 3,4012927052877,4.00,7.00,821
3.00,Blazblue Continuum Shift,/product_images/Juegos/PS3 Juegos/4510772105477_s.jpg,PlayStation 3,4510772105477,5.00,8.00,821
0.70,Flips: Faraway Tree Stories,/product_images/defimg1_s.jpg,Nintendo DS,5030930083809,1.10,3.00,834
0.70,Flips: Cathy Cassidy,/product_images/defimg1_s.jpg,Nintendo DS,5030930083823,1.10,3.00,834
3.00,Flips: Artemis Fowl (UK),/product_images/defimg5_s.jpg,Nintendo DS,5030930083830,5.00,8.00,834
0.80,Redneck -  Farm Animals Racing,/product_images/defimg1_s.jpg,Wii,5055377601317,1.30,3.50,831
1.30,Country Dance 2,/product_images/defimg3_s.jpg,Wii,5055377601768,1.80,3.00,831
0.40,Supersonic Racer,/product_images/defimg4_s.jpg,Wii,5055377601928,0.70,2.00,831
0.40,Stoked - Big Air Edition,/product_images/Juegos/Xbox 360 Juegos/3391891955256_s.jpg,Xbox 360,3391891955256,0.70,2.00,827
0.60,Ace Combat: Assault Horizon LE,/product_images/Juegos/Xbox 360 Juegos/3391891955799_s.jpg,Xbox 360,3391891955799,0.90,2.50,827
13.00,Dark Souls: Limited Edition,/product_images/Juegos/Xbox 360 Juegos/3391891956338_s.jpg,Xbox 360,3391891956338,18.00,30.00,827
7.00,JoJo's Bizarre Adventure All-Star Battle,/product_images/Juegos/PS3 Juegos/4582224495559_s.jpg,PlayStation 3,4582224495559,10.00,16.00,821
22.00,Final Fantasy XIII-2 Crystal Edition,/product_images/Juegos/PS3 Juegos/5021290049376_s.jpg,PlayStation 3,5021290049376,31.00,50.00,821
3.00,Deus Ex: Human Revolution - DC,/product_images/Juegos/PS3 Juegos/5021290058170_s.jpg,PlayStation 3,5021290058170,5.00,8.00,821
2.00,Monster Trucks,/product_images/defimg1_s.jpg,Wii,5055377601935,3.00,6.00,831
1.00,Ben 10 Galactic Racing,/product_images/Juegos/Xbox 360 Juegos/3391891956888_s.jpg,Xbox 360,3391891956888,1.70,4.50,827
0.60,Ridge Racer Unbounded: LE,/product_images/Juegos/Xbox 360 Juegos/3391891957847_s.jpg,Xbox 360,3391891957847,0.90,2.50,827
0.40,Ashes Cricket 09,/product_images/Juegos/PS3 Juegos/5024866339864_s.jpg,PlayStation 3,5024866339864,0.70,2.00,821
0.90,International Cricket 2010,/product_images/Juegos/PS3 Juegos/5024866344035_s.jpg,PlayStation 3,5024866344035,1.20,2.00,821
1.00,Monopoly,/product_images/defimg2_s.jpg,Nintendo DS,5030930094614,1.70,4.50,834
5.00,Bejeweled 3,/product_images/Juegos/DS Juegos/5030930108649_s.jpg,Nintendo DS,5030930108649,7.00,12.00,834
3.00,Big Time Rush: Dance Party,/product_images/defimg4_s.jpg,Wii,5055377602178,5.00,8.00,831
0.90,Cartoon Network Punch Time Explosion XL,/product_images/defimg3_s.jpg,Wii,5060015030466,1.50,4.00,831
1.40,Inversion,/product_images/Juegos/Xbox 360 Juegos/3391891958899_s.jpg,Xbox 360,3391891958899,2.00,6.00,827
3.00,Naruto Shippuden: Ultimate Ninja Storm..,/product_images/Juegos/Xbox 360 Juegos/3391891959537_s.jpg,Xbox 360,3391891959537,5.00,8.00,827
0.90,Bodycount,/product_images/Juegos/PS3 Juegos/5024866345216_s.jpg,PlayStation 3,5024866345216,1.50,4.00,821
6.00,Bioshock 2: Edicion Rapture,/product_images/Juegos/PS3 Juegos/5026555403573_s.jpg,PlayStation 3,5026555403573,8.00,14.00,821
0.70,Theme Park,/product_images/Juegos/DS Juegos/5030934055420_s.jpg,Nintendo DS,5030934055420,1.10,3.00,834
1.00,Sim City,/product_images/Juegos/DS Juegos/5030934057028_s.jpg,Nintendo DS,5030934057028,1.70,4.50,834
2.00,PPunch Time Explosion XL,/product_images/defimg5_s.jpg,Wii,5060015030497,3.00,6.00,831
-1,Dragon Ball Raging Blast 2,/product_images/defimg4_s.jpg,Xbox 360,3391891960113,-1,10.00,827
11.00,Witcher 2 Assassins of Kings :Limited Ed,/product_images/Juegos/Xbox 360 Juegos/3391891962544_s.jpg,Xbox 360,3391891962544,15.00,25.00,827
5.00,Borderlands - Edicion Juego Del Ano (P),/product_images/Juegos/PS3 Juegos/5026555405430_s.jpg,PlayStation 3,5026555405430,7.00,12.00,821
5.00,Xcom: Enemy Within,/product_images/Juegos/PS3 Juegos/5026555415415_s.jpg,PlayStation 3,5026555415415,7.00,12.00,821
0.90,Tiger Woods PGA Tour 08,/product_images/defimg5_s.jpg,Nintendo DS,5030934060240,1.50,4.00,834
0.90,Ninja Reflex,/product_images/defimg3_s.jpg,Nintendo DS,5030934063661,1.50,4.00,834
0.30,Alan Hansen's Sport Challenge,/product_images/Juegos/Wii Juegos/5060015537361_s.jpg,Wii,5060015537361,0.50,1.50,831
0.40,Sports Challenge,/product_images/Juegos/Wii Juegos/5060015537408_s.jpg,Wii,5060015537408,0.70,2.00,831
3.00,Ben 10 Omniverse,/product_images/Juegos/Xbox 360 Juegos/3391891965972_s.jpg,Xbox 360,3391891965972,5.00,8.00,827
2.00,Pac-Man And The Ghostly Adventures,/product_images/Juegos/Xbox 360 Juegos/3391891972451_s.jpg,Xbox 360,3391891972451,3.00,6.00,827
0.01,Silent Storm,/product_images/defimg5_s.jpg,PC,3700211500487,0.01,0.25,830
1.20,World Series of Poker 2008,/product_images/Juegos/PS3 Juegos/5030917049743_s.jpg,PlayStation 3,5030917049743,1.90,5.00,821
2.00,Transformers: War for Cybertron,/product_images/Juegos/PS3 Juegos/5030917082252_s.jpg,PlayStation 3,5030917082252,3.00,6.00,821
0.80,Zubo,/product_images/defimg4_s.jpg,Nintendo DS,5030934066013,1.30,3.50,834
4.00,Harry Potter y El Misterio del Principe,/product_images/defimg4_s.jpg,Nintendo DS,5030934067010,6.00,10.00,834
0.70,Cate West The Vanishing Flies,/product_images/defimg1_s.jpg,Wii,5060015539020,1.10,3.00,831
9.00,Hora De Aventuras: Explora La Mazmorra P,/product_images/Juegos/Xbox 360 Juegos/3391891973366_s.jpg,Xbox 360,3391891973366,13.00,22.00,827
0.50,Transport Giant (2cd),/product_images/defimg1_s.jpg,PC,3700211500586,1.00,3.50,830
0.01,Wanted Guns,/product_images/defimg2_s.jpg,PC,3700211501026,0.01,0.25,830
8.00,DJ Hero 2 + 2 Mesas de Mezclas + Mic,/product_images/Juegos/PS3 Juegos/5030917087851_s.jpg,PlayStation 3,5030917087851,11.00,18.00,821
0.40,Skylanders Giants: Booster Pack,/product_images/Juegos/PS3 Juegos/5030917113581_s.jpg,PlayStation 3,5030917113581,0.70,2.00,821
0.60,Sim Animals,/product_images/defimg2_s.jpg,Nintendo DS,5030934067058,0.90,2.50,834
2.00,Skate It,/product_images/defimg2_s.jpg,Nintendo DS,5030934067539,3.00,5.00,834
5.00,Hysteria Hospital: Sala de urgencias,/product_images/defimg4_s.jpg,Wii,5060015539167,7.00,12.00,831
3.00,Great Party Games,/product_images/defimg3_s.jpg,Wii,5060015539334,4.00,7.00,831
12.00,Dragon Ball Z: Battle of Z - Goku Edition,/product_images/Juegos/Xbox 360 Juegos/3391891975674_s.jpg,Xbox 360,3391891975674,17.00,28.00,827
11.00,Earth Defence Force 2025,/product_images/Juegos/Xbox 360 Juegos/3391891976886_s.jpg,Xbox 360,3391891976886,15.00,25.00,827
0.20,Pacific Warriors II: Dogfight,/product_images/defimg5_s.jpg,PC,3700211501071,0.40,1.50,830
0.01,Solo O Con Leche,/product_images/defimg1_s.jpg,PC,3700211502627,0.01,0.25,830
9.00,Henry Hatsworth en la Aventura Rompecabe,/product_images/Juegos/DS Juegos/5030934071512_s.jpg,Nintendo DS,5030934071512,13.00,22.00,834
1.00,My Sims Racing,/product_images/defimg1_s.jpg,Nintendo DS,5030934072052,1.70,4.50,834
2.00,PDC World Championship Darts: Pro Tour,/product_images/defimg4_s.jpg,Wii,5060015539693,3.00,5.00,831
3.00,Sea Monsters: A Prehistoric Adventure,/product_images/Juegos/Wii Juegos/5060034555247_s.jpg,Wii,5060034555247,4.00,7.00,831
31.00,Dragon Ball: Xenoverse Travel Trunks Edition,/product_images/Juegos/Xbox 360 Juegos/3391891980739_s.jpg,Xbox 360,3391891980739,44.00,70.00,827
4.00,Snipers,/product_images/Juegos/Xbox 360 Juegos/3499550297812_s.jpg,Xbox 360,3499550297812,6.00,10.00,827
0.01,Universal combat,/product_images/defimg2_s.jpg,PC,3700265604056,0.01,0.25,830
1.00,Football Academy,/product_images/defimg3_s.jpg,Nintendo DS,5030934072120,1.70,4.50,834
0.40,Juegos de Viaje para Dummies,/product_images/defimg4_s.jpg,Nintendo DS,5030934073707,0.70,2.00,834
0.80,G.I.Joe,/product_images/Juegos/DS Juegos/5030934073837_s.jpg,Nintendo DS,5030934073837,1.30,3.50,834
3.00,Arctic Tale,/product_images/Juegos/Wii Juegos/5060034555384_s.jpg,Wii,5060034555384,4.00,7.00,831
0.70,Showtime Championship Boxing,/product_images/Juegos/Wii Juegos/5060034555452_s.jpg,Wii,5060034555452,1.10,3.00,831
0.70,Margot's Word Brain,/product_images/defimg5_s.jpg,Wii,5060034556015,1.10,3.00,831
0.20,Schizm II Camaleon,/product_images/defimg4_s.jpg,PC,3700265631052,0.40,1.50,830
0.10,Sentinel Descendientes en el tiempo,/product_images/defimg3_s.jpg,PC,3700265659056,0.20,0.75,830
0.01,Economic War,/product_images/defimg3_s.jpg,PC,3760007410505,0.01,0.25,830
2.00,Need For Speed: Nitro,/product_images/defimg4_s.jpg,Nintendo DS,5030934077446,3.00,6.00,834
1.00,Spore: La Batalla de los Heroes,/product_images/defimg4_s.jpg,Nintendo DS,5030934078016,1.70,4.50,834
8.00,PetShop En La Playa,/product_images/defimg4_s.jpg,Nintendo DS,5030934078085,11.00,18.00,834
2.00,Army Men - Soldiers of Misfortune,/product_images/Juegos/Wii Juegos/5060034556213_s.jpg,Wii,5060034556213,3.00,6.00,831
