precio_venta,categoria_str,precio_compra,precio_intercambio,titulo,img_caratula,sku,categoria_id
5.00,Xbox 360,2.00,3.00,WSC Real 11,/product_images/Juegos/Xbox 360 Juegos/5060229360007_s.jpg,5060229360007,827
8.00,Xbox 360,3.00,5.00,Hulk Hogan's Main Event,/product_images/defimg3_s.jpg,5060288220007,827
6.00,Xbox 360,2.00,3.00,Dance Paradise,/product_images/Juegos/Xbox 360 Juegos/5390102516451_s.jpg,5390102516451,827
0.25,PC,0.01,0.01,Frontline: Fields of Thunder,/product_images/defimg1_s.jpg,8426412004740,830
32.00,PlayStation 3,14.00,20.00,Drakengard 3,/product_images/Juegos/PS3 Juegos/662248913872_s.jpg,662248913872,821
3.00,PlayStation 3,0.70,1.10,Xploder HD Movie Player,/product_images/Juegos/PS3 Juegos/709458016747_s.jpg,709458016747,821
10.00,Xbox 360,4.00,6.00,Sniper Ghost Warrior 2 Collector's Ed,/product_images/Juegos/Xbox 360 Juegos/5907813593925_s.jpg,5907813593925,827
5.00,Xbox 360,2.00,3.00,Major League Baseball 2K7,/product_images/Juegos/Xbox 360 Juegos/710425299407_s.jpg,710425299407,827
0.75,PC,0.10,0.20,Theatre of War,/product_images/defimg4_s.jpg,8426412004764,830
2.00,PC,0.40,0.70,Hunted Unlimited 4,/product_images/defimg4_s.jpg,8426412004832,830
1.50,PC,0.20,0.40,American Civil War,/product_images/defimg4_s.jpg,8426412004856,830
3.00,PlayStation 3,0.70,1.10,College Hoops 2K7,/product_images/Juegos/PS3 Juegos/710425370786_s.jpg,710425370786,821
5.00,PlayStation 3,1.20,1.90,Major League Baseball 2K7,/product_images/Juegos/PS3 Juegos/710425371264_s.jpg,710425371264,821
12.00,PlayStation 3,5.00,7.00,All Pro Football 2K8,/product_images/Juegos/PS3 Juegos/710425371608_s.jpg,710425371608,821
85.00,Xbox 360,38.00,53.00,Bioshock Infinite Songbird Ed,/product_images/Juegos/Xbox 360 Juegos/710425472107_s.jpg,710425472107,827
15.00,Xbox 360,6.00,9.00,Major League Baseball 2K12,/product_images/Juegos/Xbox 360 Juegos/710425491214_s.jpg,710425491214,827
1.50,PC,0.20,0.40,Mi Hospital de Animales en Africa,/product_images/defimg4_s.jpg,8426412004887,830
0.25,PC,0.01,0.01,Billar Deluxe,/product_images/defimg5_s.jpg,8426412004900,830
10.00,PlayStation 3,4.00,6.00,College Hoops 2K8,/product_images/Juegos/PS3 Juegos/710425373114_s.jpg,710425373114,821
3.00,PlayStation 3,0.70,1.10,Major League Baseball 2k8,/product_images/Juegos/PS3 Juegos/710425373558_s.jpg,710425373558,821
18.00,Xbox 360,8.00,11.00,Ghostbusters - The Videogame,/product_images/Juegos/Xbox 360 Juegos/742725277694_s.jpg,742725277694,827
8.00,Xbox 360,3.00,5.00,Let's Dance With Mel B (Kinect),/product_images/Juegos/Xbox 360 Juegos/8011642020457_s.jpg,8011642020457,827
2.00,PC,0.30,0.60,UFO: Extraterrestrials,/product_images/defimg4_s.jpg,8426412004931,830
1.50,PC,0.20,0.40,Making History - The Calm & The Storm,/product_images/defimg2_s.jpg,8426412004979,830
7.00,PC,1.00,2.00,Commander: Europe at War,/product_images/defimg1_s.jpg,8426412004986,830
3.00,PlayStation 3,0.70,1.10,2k Sport Major League Baseball 2K9,/product_images/Juegos/PS3 Juegos/710425375354_s.jpg,710425375354,821
5.00,PlayStation 3,1.20,1.90,Major League Baseball 2K10,/product_images/Juegos/PS3 Juegos/710425377426_s.jpg,710425377426,821
3.50,Xbox 360,0.80,1.30,SBK 2011,/product_images/Juegos/Xbox 360 Juegos/8011642020655_s.jpg,8011642020655,827
2.50,Xbox 360,0.60,0.90,Kung-Fu High Impact,/product_images/Juegos/Xbox 360 Juegos/8011642022130_s.jpg,8011642022130,827
2.00,Xbox 360,0.40,0.70,Armored Core 4,/product_images/Juegos/Xbox 360 Juegos/8023171010106_s.jpg,8023171010106,827
4.00,PC,0.90,1.50,Trainz Railroad Simulator Classics,/product_images/defimg3_s.jpg,8426412005006,830
2.00,PC,0.30,0.60,Hearts of Iron 2: Armageddon,/product_images/defimg1_s.jpg,8426412005037,830
3.00,PC,0.40,0.90,Penumbra: Black Plague,/product_images/defimg2_s.jpg,8426412005051,830
7.00,Xbox 360,3.00,4.00,A-TRAIN HX,/product_images/Juegos/Xbox 360 Juegos/8023171013008_s.jpg,8023171013008,827
2.00,Xbox 360,0.40,0.70,Supreme Commander,/product_images/Juegos/Xbox 360 Juegos/8023171014364_s.jpg,8023171014364,827
8.00,PC,1.90,3.00,Europa Universalis: Roma,/product_images/defimg4_s.jpg,8426412005068,830
3.50,PC,0.70,1.20,Supreme Ruler 2020,/product_images/defimg3_s.jpg,8426412005075,830
1.00,PC,0.10,0.30,Lost Empire Inmortals,/product_images/defimg3_s.jpg,8426412005082,830
4.00,Nintendo DS,0.90,1.50,Shaun White Snowboarding,/product_images/Juegos/DS Juegos/3307211605084_s.jpg,3307211605084,834
6.00,Xbox 360,2.00,3.00,Guilty Gear 2 Overture,/product_images/Juegos/Xbox 360 Juegos/8023171019581_s.jpg,8023171019581,827
8.00,Xbox 360,3.00,5.00,Naval Assault: Muerte en el Mar,/product_images/Juegos/Xbox 360 Juegos/8023171023120_s.jpg,8023171023120,827
18.00,Xbox 360,-1,-1,Michael Phelps: Push The Limit (Kinect),/product_images/Juegos/Xbox 360 Juegos/8023171025605_s.jpg,8023171025605,827
0.25,PC,0.01,0.01,Europa Universalis 3: Napoleon (1DVD) (SN),/product_images/defimg3_s.jpg,8426412005099,830
0.25,PC,0.01,0.01,Pro Cyclin Manager Temporada 2008-2009,/product_images/defimg4_s.jpg,8426412005105,830
5.00,Nintendo DS,2.00,3.00,Imagina ser Doctora,/product_images/defimg3_s.jpg,3307211605602,834
0.25,Nintendo DS,0.01,0.01,Petz - My Kitten Family,/product_images/defimg4_s.jpg,3307211606821,834
2.00,Xbox 360,0.40,0.70,"Michael Phelps, Push The Limit",/product_images/Juegos/Xbox 360 Juegos/8023171025667_s.jpg,8023171025667,827
10.00,Xbox 360,4.00,6.00,Grease Dance Kinect,/product_images/Juegos/Xbox 360 Juegos/8023171028460_s.jpg,8023171028460,827
3.50,PC,0.70,1.20,Siglo XIII: Muerte o Gloria,/product_images/defimg4_s.jpg,8426412005112,830
5.00,Nintendo DS,2.00,3.00,Animalz: Una Familia de Catz,/product_images/Juegos/DS Juegos/3307211606869_s.jpg,3307211606869,834
3.00,Xbox 360,0.70,1.10,Blackwater,/product_images/Juegos/Xbox 360 Juegos/8023171028743_s.jpg,8023171028743,827
2.50,Nintendo DS,0.60,0.90,Animalz: Una Familia de Monkeyz,/product_images/Juegos/DS Juegos/3307211607170_s.jpg,3307211607170,834
7.00,Xbox 360,3.00,4.00,Top Gun - Hard Lock,/product_images/Juegos/Xbox 360 Juegos/8023171028835_s.jpg,8023171028835,827
7.00,Nintendo DS,3.00,4.00,Animal Una Familia De Horse,/product_images/Juegos/DS Juegos/3307211607583_s.jpg,3307211607583,834
5.00,Xbox 360,2.00,3.00,Twister Mania (Kinect),/product_images/Juegos/Xbox 360 Juegos/8023171029047_s.jpg,8023171029047,827
4.00,Nintendo DS,0.90,1.50,Scrabble 2009 (UK),/product_images/defimg2_s.jpg,3307211607682,834
1.00,Nintendo DS,0.10,0.30,My Dog Coach,/product_images/defimg5_s.jpg,3307211607941,834
8.00,Xbox 360,3.00,5.00,Adidas Mi Coach,/product_images/Juegos/Xbox 360 Juegos/8023171031255_s.jpg,8023171031255,827
5.00,Xbox 360,2.00,3.00,NatGeo Quiz: Wild Life,/product_images/Juegos/Xbox 360 Juegos/8033102492543_s.jpg,8033102492543,827
2.50,Xbox 360,0.60,0.90,Get Fit With Mel B,/product_images/Juegos/Xbox 360 Juegos/8033102492796_s.jpg,8033102492796,827
5.00,Nintendo DS,1.20,1.90,Mi Experto en Perros,/product_images/defimg3_s.jpg,3307211607972,834
4.00,Nintendo DS,0.90,1.50,My Eco Planet: La Patrulla del Oceano,/product_images/Juegos/DS Juegos/3307211608580_s.jpg,3307211608580,834
2.50,Nintendo DS,0.60,0.90,Sam Power: Fire Fighter,/product_images/defimg2_s.jpg,3307211608665,834
2.50,Xbox 360,0.60,0.90,SBK 08 Superbike World Championship 08,/product_images/Juegos/Xbox 360 Juegos/8033102495346_s.jpg,8033102495346,827
8.00,Xbox 360,3.00,5.00,FIM Motocross World Championship,/product_images/Juegos/Xbox 360 Juegos/8059617100308_s.jpg,8059617100308,827
8.00,Xbox 360,3.00,5.00,SBK: Generations,/product_images/Juegos/Xbox 360 Juegos/8059617100520_s.jpg,8059617100520,827
4.00,Nintendo DS,0.90,1.50,Sam Power - Policeman,/product_images/defimg2_s.jpg,3307211608795,834
2.00,Nintendo DS,0.30,0.60,Sam Power - Handyman,/product_images/defimg4_s.jpg,3307211608887,834
3.00,Nintendo DS,0.70,1.10,Mi Experto En Chino,/product_images/Juegos/DS Juegos/3307211610651_s.jpg,3307211610651,834
25.00,Xbox 360,11.00,15.00,Ride,/product_images/Juegos/Xbox 360 Juegos/8059617103125_s.jpg,8059617103125,827
3.50,Xbox 360,0.80,1.30,Young Justice: Legacy,/product_images/Juegos/Xbox 360 Juegos/8154030100499_s.jpg,8154030100499,827
25.00,Xbox 360,11.00,15.00,How to Train Your Dragon 2,/product_images/Juegos/Xbox 360 Juegos/8154030102370_s.jpg,8154030102370,827
3.00,Nintendo DS,0.70,1.10,Who Wants to Be a Millionaire? 2 Ed,/product_images/Juegos/DS Juegos/3307211611443_s.jpg,3307211611443,834
2.00,Nintendo DS,0.30,0.60,How To Pass Your Driving Test,/product_images/defimg3_s.jpg,3307211613270,834
4.00,Nintendo DS,0.90,1.50,Anatomia De Grey: El Videojuego,/product_images/Juegos/DS Juegos/3307211619449_s.jpg,3307211619449,834
12.00,Xbox 360,5.00,7.00,Adventure Time: El Secreto Del Reino Sin Nombre,/product_images/Juegos/Xbox 360 Juegos/8154030103261_s.jpg,8154030103261,827
15.00,Xbox 360,6.00,9.00,Defiance Collector's Edition,/product_images/Juegos/Xbox 360 Juegos/845841000488_s.jpg,845841000488,827
8.00,Xbox 360,3.00,5.00,Descubriendo a los Robinsons,/product_images/Juegos/Xbox 360 Juegos/8717418123451_s.jpg,8717418123451,827
5.00,Nintendo DS,2.00,3.00,My Happy Kitchen,/product_images/defimg1_s.jpg,3307211641266,834
6.00,Nintendo DS,2.00,3.00,Animalz: Mis Amigos los Pandaz,/product_images/Juegos/DS Juegos/3307211644212_s.jpg,3307211644212,834
1.50,Xbox 360,0.30,0.50,Disney Sing It (Juego + Micro),/product_images/defimg2_s.jpg,8717418187262,827
7.00,Nintendo DS,3.00,4.00,Imagina ser Chef,/product_images/Juegos/DS Juegos/3307211654204_s.jpg,3307211654204,834
9.00,Xbox 360,4.00,5.00,Tron Evolution,/product_images/Juegos/Xbox 360 Juegos/8717418289690_s.jpg,8717418289690,827
3.00,Xbox 360,0.70,1.10,Fantasia: Music Evolved,/product_images/Juegos/Xbox 360 Juegos/8717418439088_s.jpg,8717418439088,827
10.00,Xbox 360,4.00,6.00,Disney Infinity 2.0 Toy Box Combo Starter Pack,/product_images/Juegos/Xbox 360 Juegos/8717418444594_s.jpg,8717418444594,827
10.00,Nintendo DS,4.00,6.00,Classic Word Games,/product_images/defimg3_s.jpg,3307211655805,834
8.00,Nintendo DS,3.00,5.00,Might y Magic Clash of Heroes,/product_images/defimg3_s.jpg,3307211656413,834
4.00,Nintendo DS,0.90,1.50,Imagine: My Boutique,/product_images/defimg2_s.jpg,3307211658158,834
10.00,Xbox 360,4.00,6.00,Disney Infinity 3.0 Software Only,/product_images/Juegos/Xbox 360 Juegos/8717418464561_s.jpg,8717418464561,827
9.00,Xbox 360,4.00,5.00,Ben 10 Omniverse 2,/product_images/defimg3_s.jpg,879278002432,827
5.00,Xbox 360,2.00,3.00,Earth Defense Force 2012,/product_images/Juegos/Xbox 360 Juegos/879278210011_s.jpg,879278210011,827
3.00,PlayStation 3,0.70,1.10,Major League Baseball 2K12,/product_images/Juegos/PS3 Juegos/710425471155_s.jpg,710425471155,821
3.00,Nintendo DS,0.70,1.10,Imagina Ser: Tu Tienda De Regalos,/product_images/defimg1_s.jpg,3307211658202,834
10.00,Nintendo DS,4.00,6.00,Assassin's Creed 2 - Discovery,/product_images/Juegos/DS Juegos/3307211667372_s.jpg,3307211667372,834
7.00,Nintendo DS,3.00,4.00,Imagine Wildlife Keeper For Nintendo,/product_images/defimg1_s.jpg,3307211668362,834
10.00,Xbox 360,4.00,6.00,Project Sylpheed,/product_images/Juegos/Xbox 360 Juegos/882224445436_s.jpg,882224445436,827
28.00,Xbox 360,12.00,17.00,Halo 3 (Edicion Legendaria Casco),/product_images/Juegos/Xbox 360 Juegos/882224484046_s.jpg,882224484046,827
6.00,Xbox 360,1.40,2.00,Kingdom Under Fire: Circle of Doom,/product_images/Juegos/Xbox 360 Juegos/882224512886_s.jpg,882224512886,827
15.00,PlayStation 3,6.00,9.00,MLB 2K13,/product_images/Juegos/PS3 Juegos/710425472596_s.jpg,710425472596,821
6.00,PlayStation 3,2.00,3.00,Everybody Dance 3,/product_images/Juegos/PS3 Juegos/711719039709_s.jpg,711719039709,821
22.00,PlayStation 3,9.00,13.00,Gran Turismo 5 Signature Eidcion,/product_images/Juegos/PS3 Juegos/711719112587_s.jpg,711719112587,821
1.50,Nintendo DS,0.20,0.40,Imagina Ser Artista,/product_images/defimg3_s.jpg,3307211668508,834
3.00,Nintendo DS,0.70,1.10,Imagine Detective Adventures,/product_images/defimg3_s.jpg,3307211668560,834
3.50,Nintendo DS,0.80,1.30,Imagina Ser.. Misterios en la Escuela,/product_images/defimg4_s.jpg,3307211668607,834
6.00,Xbox 360,2.00,3.00,Major League Baseball 2K8,/product_images/Juegos/Xbox 360 Juegos/882224653718_s.jpg,882224653718,827
9.00,Xbox 360,4.00,5.00,Fable 2 (Ed. Coleccionista) (P),/product_images/Juegos/Xbox 360 Juegos/882224719896_s.jpg,882224719896,827
15.00,Xbox 360,6.00,9.00,Halo Wars (Edicion Coleccionista),/product_images/Juegos/Xbox 360 Juegos/882224721011_s.jpg,882224721011,827
20.00,PlayStation 3,9.00,12.00,Singstar Pop 2009 + Micros Wireless,/product_images/Juegos/PS3 Juegos/711719124559_s.jpg,711719124559,821
12.00,PlayStation 3,5.00,7.00,Little Big Planet 2  Special Edition (P),/product_images/Juegos/PS3 Juegos/711719126089_s.jpg,711719126089,821
18.00,PlayStation 3,8.00,11.00,Singstar Mecano + Micros,/product_images/Juegos/PS3 Juegos/711719129066_s.jpg,711719129066,821
3.50,Nintendo DS,0.80,1.30,Imagina ser Periodista,/product_images/Juegos/DS Juegos/3307211668799_s.jpg,3307211668799,834
15.00,Nintendo DS,6.00,9.00,Imagina Ser Veterinaria Hospital De Cach,/product_images/defimg1_s.jpg,3307211668898,834
4.00,Nintendo DS,0.90,1.50,Girls Life Crea Tu Look,/product_images/defimg1_s.jpg,3307211669437,834
12.00,Xbox 360,5.00,7.00,Gears Of War 2/Fable 2,/product_images/Juegos/Xbox 360 Juegos/88222472G2F2_s.jpg,88222472,827
3.00,Xbox 360,0.70,1.10,Scene It? Box Office Smash (No Buzzers),/product_images/Juegos/Xbox 360 Juegos/882224742122_s.jpg,882224742122,827
2.50,Xbox 360,0.60,0.90,You Are in the Movies (Con Camera),/product_images/Juegos/Xbox 360 Juegos/882224761710_s.jpg,882224761710,827
18.00,PlayStation 3,8.00,11.00,Heavy Rain EE (P),/product_images/Juegos/PS3 Juegos/711719137764_s.jpg,711719137764,821
3.00,PlayStation 3,0.70,1.10,Singstar Motown (Solo Juego),/product_images/Juegos/PS3 Juegos/711719138051_s.jpg,711719138051,821
15.00,PlayStation 3,6.00,9.00,Sngstar Hits 2,/product_images/defimg2_s.jpg,711719149644,821
4.00,Nintendo DS,0.90,1.50,CSI: Determinacion Mortal,/product_images/Juegos/DS Juegos/3307211672314_s.jpg,3307211672314,834
15.00,Nintendo DS,6.00,9.00,Master - All Classics,/product_images/defimg2_s.jpg,3307211673809,834
8.00,Nintendo DS,3.00,5.00,Animalz: Dogz Superstars,/product_images/Juegos/DS Juegos/3307211674615_s.jpg,3307211674615,834
15.00,PlayStation 3,6.00,9.00,KillZone 3 (P) Edicion Coleccionista,/product_images/Juegos/PS3 Juegos/711719149781_s.jpg,711719149781,821
8.00,PlayStation 3,3.00,5.00,Singstar Pop,/product_images/Juegos/PS3 Juegos/711719149941_s.jpg,711719149941,821
4.00,Nintendo DS,0.90,1.50,Animalz: Hamsterz Superstar,/product_images/Juegos/DS Juegos/3307211674844_s.jpg,3307211674844,834
4.00,Nintendo DS,0.90,1.50,Rabbids Go Home,/product_images/defimg5_s.jpg,3307211675056,834
4.00,Nintendo DS,0.90,1.50,Metropolis Crimes,/product_images/defimg2_s.jpg,3307211677470,834
30.00,Xbox 360,13.00,18.00,Alan Wake (P) Ed. Col.,/product_images/Juegos/Xbox 360 Juegos/885370091786_s.jpg,885370091786,827
28.00,Xbox 360,12.00,17.00,Alan Wake EC,/product_images/Juegos/Xbox 360 Juegos/88537009AWND_s.jpg,88537009,827
18.00,Xbox 360,8.00,11.00,Lips: I Love The 80's w/ Mic,/product_images/Juegos/Xbox 360 Juegos/885370140064_s.jpg,885370140064,827
2.50,PlayStation 3,0.60,0.90,TV Superstars,/product_images/Juegos/PS3 Juegos/711719161479_s.jpg,711719161479,821
15.00,PlayStation 3,6.00,9.00,Ratchet & Clank Atrapados en el Tiempo E,/product_images/Juegos/PS3 Juegos/711719162254_s.jpg,711719162254,821
35.00,PlayStation 3,15.00,22.00,Killzone 3 Edicion Helghast,/product_images/Juegos/PS3 Juegos/711719167587_s.jpg,711719167587,821
3.00,Nintendo DS,0.70,1.10,Girls Life Disena Tus Joyas,/product_images/Juegos/DS Juegos/3307211680371_s.jpg,3307211680371,834
5.00,Nintendo DS,1.20,1.90,Girls Life Estrella de la Moda,/product_images/defimg1_s.jpg,3307211680517,834
4.00,Nintendo DS,0.90,1.50,Amazing Adventures,/product_images/Juegos/DS Juegos/3307211681361_s.jpg,3307211681361,834
15.00,Xbox 360,6.00,9.00,"Halo: Reach, Edicion Limitada",/product_images/Juegos/Xbox 360 Juegos/885370164107_s.jpg,885370164107,827
18.00,Xbox 360,8.00,11.00,Fable III (3) CE,/product_images/Juegos/Xbox 360 Juegos/885370197396_s.jpg,885370197396,827
18.00,Xbox 360,8.00,11.00,Fable III/3 (P) Ed. Coleccionista,/product_images/Juegos/Xbox 360 Juegos/88537019739A_s.jpg,88537019739,827
15.00,PlayStation 3,6.00,9.00,Resistance 3 Survivor Edition,/product_images/Juegos/PS3 Juegos/711719171393_s.jpg,711719171393,821
15.00,PlayStation 3,6.00,9.00,WipeOut HD Fury,/product_images/Juegos/PS3 Juegos/711719175858_s.jpg,711719175858,821
15.00,PlayStation 3,6.00,9.00,Wipeout HD,/product_images/Juegos/PS3 Juegos/711719176251_s.jpg,711719176251,821
12.00,Nintendo DS,5.00,7.00,Petz : Fashion,/product_images/defimg5_s.jpg,3307211681699,834
8.00,Nintendo DS,3.00,5.00,TMNT - Arcade Attack,/product_images/defimg3_s.jpg,3307211683761,834
10.00,Xbox 360,4.00,6.00,"Halo Reach, Edicion Lejendria",/product_images/Juegos/Xbox 360 Juegos/885370199970_s.jpg,885370199970,827
15.00,PlayStation 3,6.00,9.00,Uncharted 1 + Uncharted 2,/product_images/Juegos/PS3 Juegos/711719177982_s.jpg,711719177982,821
6.00,Nintendo DS,2.00,3.00,Animalz Pony Club,/product_images/defimg5_s.jpg,3307211685505,834
35.00,PlayStation 3,15.00,22.00,God of War III (3) Ultimate,/product_images/Juegos/PS3 Juegos/711719190769_s.jpg,711719190769,821
8.00,Nintendo DS,3.00,5.00,Puzzler World,/product_images/defimg5_s.jpg,3307211688520,834
20.00,PlayStation 3,9.00,12.00,Ratchet & Clank: Todos Para Unos EE (P),/product_images/Juegos/PS3 Juegos/711719192992_s.jpg,711719192992,821
4.00,PC,0.60,1.20,The Abbey La Abadia,/product_images/defimg3_s.jpg,8426412005150,830
10.00,PlayStation 3,4.00,6.00,SingStar: Back To The 80s,/product_images/Juegos/PS3 Juegos/711719199199_s.jpg,711719199199,821
3.00,Nintendo DS,0.70,1.10,Avatar: El Videojuego (Ed. Especial),/product_images/defimg4_s.jpg,3307211690295,834
6.00,PC,1.40,2.00,A Vampire Story,/product_images/defimg5_s.jpg,8426412005167,830
20.00,PlayStation 3,9.00,12.00,Resistance: The Trilogy,/product_images/Juegos/PS3 Juegos/711719201342_s.jpg,711719201342,821
3.00,Nintendo DS,0.70,1.10,OK! Puzzle Stars (UK),/product_images/defimg1_s.jpg,3307212813266,834
1.50,PC,0.20,0.40,Paradise (B.Sokal),/product_images/defimg5_s.jpg,8426412005266,830
10.00,PlayStation 3,4.00,6.00,Doctor Who: The Eternity Clock,/product_images/Juegos/PS3 Juegos/711719201649_s.jpg,711719201649,821
6.00,Nintendo DS,2.00,3.00,Los Pitufos 2,/product_images/defimg4_s.jpg,3307215702796,834
6.00,PC,1.20,2.00,Lineage 2 : The Chaotic Chronicle (P),/product_images/defimg1_s.jpg,8426412005280,830
8.00,Nintendo DS,3.00,5.00,"Pitufos, Los (1+2)",/product_images/defimg2_s.jpg,3307215772799,834
2.50,PC,0.30,0.70,Bus Driver,/product_images/defimg1_s.jpg,8426412005303,830
45.00,PlayStation 3,20.00,28.00,"Last Of Us, The: Ellie Edition",/product_images/Juegos/PS3 Juegos/711719227267_s.jpg,711719227267,821
10.00,Nintendo DS,4.00,6.00,CSI: Unsolved,/product_images/defimg3_s.jpg,3307217935314,834
0.50,PC,0.01,0.10,Sims 2 - Factory,/product_images/defimg1_s.jpg,8426412005327,830
0.75,PC,0.10,0.20,Hunting Unlimited 2008,/product_images/defimg5_s.jpg,8426412005334,830
25.00,PlayStation 3,11.00,15.00,DanceStar Party (2 Move Mandos+Camara),/product_images/Juegos/PS3 Juegos/711719277514_s.jpg,711719277514,821
3.00,PlayStation 3,0.70,1.10,Jinx,/product_images/defimg1_s.jpg,711719434429,821
3.00,Nintendo DS,0.70,1.10,Michael Jackson: The Experience,/product_images/Juegos/DS Juegos/3307219902345_s.jpg,3307219902345,834
12.00,Nintendo DS,5.00,7.00,"Smurfs, The",/product_images/defimg5_s.jpg,3307219949098,834
3.50,PC,0.50,1.00,Combat Over Israel,/product_images/defimg4_s.jpg,8426412005365,830
0.10,PC,0.01,0.01,Racing Team Managaer,/product_images/defimg1_s.jpg,8426412005419,830
6.00,PlayStation 3,2.00,3.00,Eye of Judgement +Playstation Eye +AR Cards,/product_images/Juegos/PS3 Juegos/711719450450_s.jpg,711719450450,821
0.50,PlayStation 3,-1,-1,Eye of Judgement (Juego Solo),/product_images/Juegos/PS3 Juegos/71171945045B_s.jpg,71171945045,821
4.00,Nintendo DS,0.90,1.50,Geometry Wars Galaxies,/product_images/defimg5_s.jpg,3348542214002,834
4.00,PC,0.60,1.20,Belief + Betrayal: El Medallon de Judas,/product_images/defimg1_s.jpg,8426412005426,830
15.00,PlayStation 3,6.00,9.00,Killzone HD,/product_images/Juegos/PS3 Juegos/711719691PS3_s.jpg,711719691,821
3.50,Nintendo DS,0.80,1.30,La Momia: La Tumba del Emperador Dragon,/product_images/Juegos/DS Juegos/3348542220812_s.jpg,3348542220812,834
1.00,PC,0.10,0.30,Overclocked: Una Historia de Violencia,/product_images/defimg5_s.jpg,8426412005433,830
5.00,Xbox 360,2.00,3.00,Forza MotorSport 3/Alan Wake (P),/product_images/Juegos/Xbox 360 Juegos/885370239195_s.jpg,885370239195,827
12.00,PlayStation 3,5.00,7.00,Singstar Hits,/product_images/Juegos/PS3 Juegos/711719757153_s.jpg,711719757153,821
1.50,Nintendo DS,0.20,0.40,Hello Kitty Birthday Adventures,/product_images/defimg5_s.jpg,3391891954006,834
10.00,Xbox 360,4.00,6.00,Gears Of War - Triple Pack,/product_images/Juegos/Xbox 360 Juegos/885370245400_s.jpg,885370245400,827
15.00,PlayStation 3,6.00,9.00,Singstar ABBA + Microfonos,/product_images/Juegos/PS3 Juegos/711719798057_s.jpg,711719798057,821
4.00,PlayStation 3,0.90,1.50,MLB 07 The Show,/product_images/Juegos/PS3 Juegos/711719810926_s.jpg,711719810926,821
6.00,Nintendo DS,2.00,3.00,Victorious: Hollywood Arts Debut,/product_images/defimg1_s.jpg,3391891958066,834
1.50,PC,0.20,0.40,Midnight Nowhere,/product_images/defimg2_s.jpg,8426412005495,830
70.00,Xbox 360,31.00,44.00,Gears Of War 3 - Epic Ed,/product_images/Juegos/Xbox 360 Juegos/885370309867_s.jpg,885370309867,827
12.00,Xbox 360,5.00,7.00,Xbox Live 1200 Puntos,/product_images/Juegos/Xbox 360 Juegos/885370374506_s.jpg,885370374506,827
4.00,PlayStation 3,0.90,1.50,Hot Shots Golf Out of Bounds,/product_images/Juegos/PS3 Juegos/711719811527_s.jpg,711719811527,821
2.00,PlayStation 3,0.30,0.60,MLB The Show 08,/product_images/Juegos/PS3 Juegos/711719814122_s.jpg,711719814122,821
2.00,PC,0.30,0.60,Birth of America 2,/product_images/defimg4_s.jpg,8426412005525,830
12.00,Xbox 360,5.00,7.00,Halo Reach/Halo Anniversary Double Pack,/product_images/Juegos/Xbox 360 Juegos/885370405538_s.jpg,885370405538,827
10.00,Xbox 360,4.00,6.00,Halo 4 - Edicion Coleccionista (P),/product_images/Juegos/Xbox 360 Juegos/885370471953_s.jpg,885370471953,827
3.00,PlayStation 3,0.70,1.10,MLB The SHow 09,/product_images/Juegos/PS3 Juegos/711719818021_s.jpg,711719818021,821
4.00,PC,0.80,1.40,Eurpoa Universalis 3: Complete,/product_images/defimg2_s.jpg,8426412005532,830
2.50,PC,0.30,0.70,Trainz Simultaror 2009,/product_images/defimg1_s.jpg,8426412005556,830
12.00,Xbox 360,5.00,7.00,Painkiller Hell And Damnation - Collector's Edition,/product_images/Juegos/Xbox 360 Juegos/9006113002734_s.jpg,9006113002734,827
10.00,Xbox 360,4.00,6.00,Deadfall Adventures,/product_images/Juegos/Xbox 360 Juegos/9006113002963_s.jpg,9006113002963,827
3.00,Xbox 360,0.70,1.10,Arcania - Gothic 4,/product_images/Juegos/Xbox 360 Juegos/9006113173144_s.jpg,9006113173144,827
6.00,PlayStation 3,1.40,2.00,PlayStation Move Heroes,/product_images/Juegos/PS3 Juegos/711719824824_s.jpg,711719824824,821
8.00,PlayStation 3,3.00,5.00,The Fight: Lights Out (Move Required),/product_images/Juegos/PS3 Juegos/711719825524_s.jpg,711719825524,821
5.00,PlayStation 3,2.00,3.00,MLB 12 The show,/product_images/Juegos/PS3 Juegos/711719982951_s.jpg,711719982951,821
0.75,PC,0.10,0.20,Strategic Command 2,/product_images/defimg3_s.jpg,8426412005600,830
4.50,PC,0.90,1.60,Mount & Blade,/product_images/defimg5_s.jpg,8426412005631,830
10.00,PC,2.00,3.00,Hearts of Iron III,/product_images/defimg2_s.jpg,8426412005648,830
10.00,Xbox 360,4.00,6.00,Rugby League Live,/product_images/Juegos/Xbox 360 Juegos/9312590111167_s.jpg,9312590111167,827
1.50,Xbox 360,0.30,0.50,Rugby League Live 2,/product_images/Juegos/Xbox 360 Juegos/9312590111327_s.jpg,9312590111327,827
6.00,PlayStation 3,1.40,2.00,MLB 13: The Show,/product_images/Juegos/PS3 Juegos/711719984733_s.jpg,711719984733,821
18.00,PlayStation 3,8.00,11.00,Infamous Collection,/product_images/Juegos/PS3 Juegos/711719990741_s.jpg,711719990741,821
1.00,PC,0.10,0.30,Penumbra Requiem,/product_images/defimg3_s.jpg,8426412005655,830
0.50,PC,0.01,0.10,Elven Legacy,/product_images/defimg3_s.jpg,8426412005679,830
