categoria_str,precio_intercambio,precio_venta,img_caratula,precio_compra,titulo,categoria_id,sku
PlayStation 4,18.00,30.00,/product_images/Juegos/PS4 Juegos/5051893221091_s.jpg,13.00,La Tierra-Media: Sombras De Mordor - Game Of The Year Edition,1001,5051893221091
PlayStation 4,22.00,35.00,/product_images/Juegos/PS4 Juegos/711719878346_s.jpg,15.00,Pack Heavy Rain + Beyond: Dos Almas,1001,711719878346
PlayStation 4,26.00,42.00,/product_images/Juegos/PS4 Juegos/3307215974377_s.jpg,18.00,Steep,1001,3307215974377
PlayStation 4,18.00,30.00,/product_images/Juegos/PS4 Juegos/5051893230963_s.jpg,13.00,Batman: Return To Arkham,1001,5051893230963
PlayStation 4,44.00,65.00,/product_images/Juegos/PS4 Juegos/5060236965110_s.jpg,36.00,Sniper Elite 4,1001,5060236965110
PlayStation 4,18.00,30.00,/product_images/Juegos/PS4 Juegos/5051893229141_s.jpg,13.00,LEGO Star Wars: El Despertar De La Fuerza,1001,5051893229141
PlayStation 4,7.00,12.00,/product_images/Juegos/PS4 Juegos/5021290065017_s.jpg,5.00,Final Fantasy Type-0 HD,1001,5021290065017
PlayStation 4,31.00,50.00,/product_images/Juegos/PS4 Juegos/3391891989916_s.jpg,22.00,Witcher 3: Game of The Year Edition,1001,3391891989916
PlayStation 4,7.00,12.00,/product_images/Juegos/PS4 Juegos/711719839316_s.jpg,5.00,Infamous : First Light,1001,711719839316
PlayStation 4,1.50,5.00,/product_images/Juegos/PS4 Juegos/4012927100660_s.jpg,0.70,Pro Evolution Soccer 2015,1001,4012927100660
PlayStation 4,0.90,3.00,/product_images/Juegos/PS4 Juegos/5030937111338_s.jpg,0.40,FIFA 14,1001,5030937111338
PlayStation 4,26.00,42.00,/product_images/Juegos/PS4 Juegos/711719844341_s.jpg,18.00,Bloodborne - Game Of The Year Edition,1001,711719844341
PlayStation 4,17.00,28.00,/product_images/Juegos/PS4 Juegos/5051893218503_s.jpg,12.00,LEGO Jurassic World (No Figure),1001,5051893218503
PlayStation 4,22.00,35.00,/product_images/Juegos/PS4 Juegos/4020628836399_s.jpg,15.00,Dirt Rally (Game Only),1001,4020628836399
PlayStation 4,24.00,38.00,/product_images/Juegos/PS4 Juegos/5026555422536_s.jpg,17.00,WWE 2K17,1001,5026555422536
PlayStation 4,20.00,32.00,/product_images/Juegos/PS4 Juegos/3391891983518_s.jpg,14.00,Naruto Shippuden Ultimate Ninja Storm 4,1001,3391891983518
PlayStation 4,28.00,45.00,/product_images/Juegos/PS4 Juegos/5051893229059_s.jpg,20.00,Mortal Kombat XL,1001,5051893229059
PlayStation 4,2.00,8.00,/product_images/Juegos/PS4 Juegos/5026555418058_s.jpg,1.20,Battleborn,1001,5026555418058
PlayStation 4,11.00,18.00,/product_images/Juegos/PS4 Juegos/0093155149236_s.jpg,8.00,Wolfenstein: The New Order,1001,0093155149236
PlayStation 4,9.00,15.00,/product_images/Juegos/PS4 Juegos/5907813598838_s.jpg,6.00,Lords Of The Fallen,1001,5907813598838
PlayStation 4,31.00,50.00,/product_images/Juegos/PS4 Juegos/5021290072022_s.jpg,22.00,Kingdom Hearts HD 2.8 Final Chapter Prologue,1001,5021290072022
PlayStation 4,15.00,25.00,/product_images/Juegos/PS4 Juegos/5030948112348_s.jpg,11.00,Plants vs Zombies: Garden Warfare,1001,5030948112348
PlayStation 4,15.00,25.00,/product_images/Juegos/PS4 Juegos/5021290068056_s.jpg,11.00,Final Fantasy X/X-2 HD Remastered,1001,5021290068056
PlayStation 4,22.00,35.00,/product_images/Juegos/PS4 Juegos/5055060931141_s.jpg,15.00,Resident Evil Origins Collection,1001,5055060931141
PlayStation 4,25.00,40.00,/product_images/Juegos/PS4 Juegos/711719886853_s.jpg,18.00,Gravity Rush 2,1001,711719886853
PlayStation 4,15.00,25.00,/product_images/Juegos/PS4 Juegos/8059617103415_s.jpg,11.00,Moto GP 15,1001,8059617103415
PlayStation 4,17.00,28.00,/product_images/Juegos/PS4 Juegos/5051893218855_s.jpg,12.00,LEGO Marvel Vengadores,1001,5051893218855
PlayStation 4,11.00,18.00,/product_images/Juegos/PS4 Juegos/3307215916285_s.jpg,8.00,Assassin's Creed Chronicles,1001,3307215916285
PlayStation 4,4.00,12.00,/product_images/Juegos/PS4 Juegos/4012927100073_s.jpg,2.00,Metal Gear Solid V: Ground Zeroes,1001,4012927100073
PlayStation 4,13.00,22.00,/product_images/Juegos/PS4 Juegos/5021290070356_s.jpg,9.00,Life is Strange,1001,5021290070356
PlayStation 4,25.00,40.00,/product_images/Juegos/PS4 Juegos/5030945116370_s.jpg,18.00,Plants vs. Zombies: Garden Warfare 2,1001,5030945116370
PlayStation 4,22.00,35.00,/product_images/Juegos/PS4 Juegos/3499550351316_s.jpg,15.00,WRC 6 (World Rally Championship),1001,3499550351316
PlayStation 4,26.00,42.00,/product_images/Juegos/PS4 Juegos/8023171037745_s.jpg,18.00,Rocket League,1001,8023171037745
PlayStation 4,7.00,12.00,/product_images/Juegos/PS4 Juegos/711719848257_s.jpg,5.00,Until Dawn: Rush Of Blood (PSVR),1001,711719848257
PlayStation 4,7.00,12.00,/product_images/Juegos/PS4 Juegos/3307215937365_s.jpg,5.00,Zombi,1001,3307215937365
Nintendo 3DS,14.00,22.00,/product_images/Juegos/3DS Juegos/045496522872_s.jpg,10.00,Paper Mario: Sticker Star,977,045496522872
Nintendo 3DS,24.00,38.00,/product_images/Juegos/3DS Juegos/045496472528_s.jpg,18.00,Fire Emblem Birthright,977,045496472528
Nintendo 3DS,25.00,38.00,/product_images/Juegos/3DS Juegos/8427897005932_s.jpg,21.00,Dragon Ball Fusions,977,8427897005932
Nintendo 3DS,9.00,15.00,/product_images/Juegos/3DS Juegos/5051893143478_s.jpg,7.00,LEGO Marvel Superheroes,977,5051893143478
Nintendo 3DS,5.00,8.00,/product_images/Juegos/3DS Juegos/045496522148_s.jpg,3.00,Spirit Camera: La Memoria Maldita,977,045496522148
Nintendo 3DS,11.00,18.00,/product_images/Juegos/3DS Juegos/045496522780_s.jpg,8.00,New Style Boutique,977,045496522780
Nintendo 3DS,9.00,15.00,/product_images/Juegos/3DS Juegos/3307219935404_s.jpg,7.00,Rayman 3D,977,3307219935404
Nintendo 3DS,11.00,18.00,/product_images/Juegos/3DS Juegos/5021290071308_s.jpg,8.00,Final Fantasy Explorers,977,5021290071308
Nintendo 3DS,9.00,15.00,/product_images/Juegos/3DS Juegos/5030931111402_s.jpg,7.00,FIFA 14,977,5030931111402
Nintendo 3DS,9.00,15.00,/product_images/Juegos/3DS Juegos/5051893165050_s.jpg,7.00,Lego Pelicula: El Video Juego,977,5051893165050
Nintendo 3DS,14.00,22.00,/product_images/Juegos/3DS Juegos/5051893218466_s.jpg,10.00,LEGO Marvel Vengadores,977,5051893218466
Nintendo 3DS,14.00,22.00,/product_images/Juegos/3DS Juegos/045496529536_s.jpg,10.00,Mario & Luigi: Paper Jam,977,045496529536
Nintendo 3DS,11.00,18.00,/product_images/Juegos/3DS Juegos/0045496525187_s.jpg,8.00,Yoshi's New Island,977,0045496525187
Nintendo 3DS,11.00,18.00,/product_images/Juegos/3DS Juegos/3391891977432_s.jpg,8.00,One Piece Unlimited World Red,977,3391891977432
Nintendo 3DS,11.00,18.00,/product_images/Juegos/3DS Juegos/5030947113216_s.jpg,8.00,FIFA 15,977,5030947113216
Nintendo 3DS,16.00,25.00,/product_images/Juegos/3DS Juegos/0045496525453_s.jpg,12.00,Kirby Triple Deluxe,977,0045496525453
Nintendo 3DS,16.00,25.00,/product_images/Juegos/3DS Juegos/045496472221_s.jpg,12.00,Mario & Sonic Rio 2016,977,045496472221
Nintendo 3DS,1.50,4.00,/product_images/Juegos/3DS Juegos/045496522315_s.jpg,0.90,New Art Academy,977,045496522315
Nintendo 3DS,2.00,6.00,/product_images/Juegos/3DS Juegos/4012927084083_s.jpg,1.40,Pro Evolution Soccer 2011,977,4012927084083
Nintendo 3DS,9.00,15.00,/product_images/Juegos/3DS Juegos/5030934100601_s.jpg,7.00,"Sims 3, Los 3D",977,5030934100601
Nintendo 3DS,7.00,12.00,/product_images/Juegos/3DS Juegos/5051893116779_s.jpg,5.00,Lego Batman 2: DC Superheroes,977,5051893116779
Nintendo 3DS,9.00,15.00,/product_images/Juegos/3DS Juegos/5051893169034_s.jpg,7.00,LEGO Batman 3,977,5051893169034
Nintendo 3DS,14.00,22.00,/product_images/Juegos/3DS Juegos/5051893229363_s.jpg,10.00,LEGO Star Wars: El Despertar De La Fuerza (Episodio 7),977,5051893229363
Nintendo 3DS,14.00,22.00,/product_images/Juegos/3DS Juegos/045496522490_s.jpg,10.00,Epic Mickey Mundo Misterioso,977,045496522490
Nintendo 3DS,11.00,18.00,/product_images/Juegos/3DS Juegos/5055277014354_s.jpg,8.00,Sonic Generations,977,5055277014354
Nintendo 3DS,23.00,35.00,/product_images/Juegos/3DS Juegos/045496474553_s.jpg,19.00,Poochy and Yoshi's Wooly World,977,045496474553
Nintendo 3DS,3.00,10.00,/product_images/Juegos/3DS Juegos/045496520946_s.jpg,2.00,Resident Evil: The Mercenaries,977,045496520946
Nintendo 3DS,13.00,20.00,/product_images/Juegos/3DS Juegos/3391891984812_s.jpg,9.00,Project X Zone 2,977,3391891984812
Nintendo 3DS,5.00,8.00,/product_images/Juegos/3DS Juegos/3700577003219_s.jpg,3.00,Ridge Racer 3D,977,3700577003219
Nintendo 3DS,6.00,10.00,/product_images/Juegos/3DS Juegos/5030917116049_s.jpg,4.00,Angry Birds - Trilogy,977,5030917116049
Nintendo 3DS,20.00,32.00,/product_images/Juegos/3DS Juegos/045496474515_s.jpg,15.00,Dragon Quest VIII: El Periplo Del Rey Maldito,977,045496474515
Nintendo 3DS,11.00,18.00,/product_images/Juegos/3DS Juegos/5051893218732_s.jpg,8.00,LEGO Jurassic World (No Figure),977,5051893218732
Nintendo 3DS,18.00,28.00,/product_images/Juegos/3DS Juegos/045496472610_s.jpg,13.00,Metroid Prime: Federation Force,977,045496472610
Nintendo 3DS,13.00,20.00,/product_images/Juegos/3DS Juegos/3391891970747_s.jpg,9.00,Project X Zone,977,3391891970747
Nintendo 3DS,1.90,5.00,/product_images/Juegos/3DS Juegos/5060073307739_s.jpg,1.20,Dead or Alive: Dimensions,977,5060073307739
Nintendo 3DS,13.00,20.00,/product_images/Juegos/3DS Juegos/045496474126_s.jpg,9.00,Rhythm Paradise Megamix,977,045496474126
Nintendo 3DS,13.00,20.00,/product_images/Juegos/3DS Juegos/045496524449_s.jpg,9.00,Sonic Lost World,977,045496524449
Nintendo 3DS,3.00,8.00,/product_images/Juegos/3DS Juegos/4012927084519_s.jpg,1.90,Pro Evolution Soccer (PES) 2012,977,4012927084519
Nintendo 3DS,7.00,12.00,/product_images/Juegos/3DS Juegos/5051893130102_s.jpg,5.00,Lego Senor De Los Anillos,977,5051893130102
Nintendo 3DS,13.00,20.00,/product_images/Juegos/3DS Juegos/5060146461979_s.jpg,9.00,Shovel Knight,977,5060146461979
Nintendo 3DS,7.00,12.00,/product_images/Juegos/3DS Juegos/045496520175_s.jpg,5.00,Nintendogs + Gatos: Bulldog,977,045496520175
Nintendo 3DS,7.00,12.00,/product_images/Juegos/3DS Juegos/045496528072_s.jpg,5.00,Harvest Moon: El Valle Perdido,977,045496528072
Nintendo 3DS,3.00,6.00,/product_images/Juegos/3DS Juegos/3307219935008_s.jpg,2.00,Splinter Cell 3D,977,3307219935008
Nintendo 3DS,11.00,18.00,/product_images/Juegos/3DS Juegos/3391891979542_s.jpg,8.00,Pac-Man And The Ghostly Adventures 2,977,3391891979542
Nintendo 3DS,6.00,10.00,/product_images/Juegos/3DS Juegos/5030917132216_s.jpg,4.00,Angry Birds: Star Wars,977,5030917132216
Nintendo 3DS,3.00,8.00,/product_images/Juegos/3DS Juegos/5030934109864_s.jpg,1.90,FIFA 13,977,5030934109864
Nintendo 3DS,5.00,8.00,/product_images/Juegos/3DS Juegos/045496520397_s.jpg,3.00,Pilotwings Resort,977,045496520397
Nintendo 3DS,16.00,25.00,/product_images/Juegos/3DS Juegos/045496474362_s.jpg,12.00,Picross 3D: Round 2,977,045496474362
Nintendo 3DS,9.00,15.00,/product_images/Juegos/3DS Juegos/045496520762_s.jpg,7.00,Lego: Piratas Del Caribe,977,045496520762
Nintendo 3DS,7.00,12.00,/product_images/Juegos/3DS Juegos/045496521011_s.jpg,5.00,Star Fox 3D,977,045496521011
Nintendo 3DS,5.00,8.00,/product_images/Juegos/3DS Juegos/045496522070_s.jpg,3.00,Rhythm Thief & the Emperor's Treasure,977,045496522070
Nintendo 3DS,14.00,22.00,/product_images/Juegos/3DS Juegos/045496528379_s.jpg,10.00,Sonic Boom Fire & Ice,977,045496528379
Nintendo 3DS,19.00,30.00,/product_images/Juegos/3DS Juegos/045496529291_s.jpg,14.00,New Style Boutique 2: Marca Tendencias,977,045496529291
Nintendo 3DS,7.00,12.00,/product_images/Juegos/3DS Juegos/3307219934704_s.jpg,5.00,Asphalt 3D,977,3307219934704
Nintendo 3DS,6.00,10.00,/product_images/Juegos/3DS Juegos/3307219935305_s.jpg,4.00,Rabbids 3D,977,3307219935305
Nintendo 3DS,1.90,5.00,/product_images/Juegos/3DS Juegos/5030934103978_s.jpg,1.20,FIFA 12,977,5030934103978
Nintendo 3DS,16.00,25.00,/product_images/Juegos/3DS Juegos/5051893074697_s.jpg,12.00,Harry Potter Años 5-7,977,5051893074697
Nintendo 3DS,7.00,12.00,/product_images/Juegos/3DS Juegos/5051893143508_s.jpg,5.00,Batman: Arkham Origins,977,5051893143508
Nintendo 3DS,9.00,15.00,/product_images/Juegos/3DS Juegos/5055277013791_s.jpg,7.00,Mario y Sonic En Los J.O London 12,977,5055277013791
Nintendo 3DS,6.00,10.00,/product_images/Juegos/3DS Juegos/5055277013890_s.jpg,4.00,Shinobi,977,5055277013890
Nintendo DS,5.00,8.00,/product_images/Juegos/DS Juegos/5060121822429_s.jpg,3.00,Dragon Quest Monsters: Joker,834,5060121822429
Nintendo DS,1.30,3.50,/product_images/Juegos/DS Juegos/4005209090520_s.jpg,0.80,Ratatouille,834,4005209090520
Nintendo DS,12.00,20.00,/product_images/Juegos/DS Juegos/5055277003433_s.jpg,9.00,Sonic Classic Collection,834,5055277003433
Nintendo DS,15.00,25.00,/product_images/Juegos/DS Juegos/045496470746_s.jpg,11.00,Golden Sun Oscuro Amanecer Dark Dawn,834,045496470746
Nintendo DS,1.50,4.00,/product_images/Juegos/DS Juegos/4005209092975_s.jpg,0.90,Drawn to Life,834,4005209092975
Nintendo DS,0.60,2.00,/product_images/Juegos/DS Juegos/4005209105705_s.jpg,0.30,Wall-E,834,4005209105705
Nintendo DS,3.00,5.00,/product_images/Juegos/DS Juegos/4005209139052_s.jpg,2.00,Bob Esponja Atrapados En El Congelador,834,4005209139052
Nintendo DS,6.00,10.00,/product_images/Juegos/DS Juegos/5060004765959_s.jpg,4.00,Sonic Rush,834,5060004765959
Nintendo DS,2.00,4.00,/product_images/Juegos/DS Juegos/5060125484524_s.jpg,1.80,Ben 10 Alien Force-  Vilgax Attacks,834,5060125484524
Nintendo DS,6.00,10.00,/product_images/Juegos/DS Juegos/5051893130096_s.jpg,4.00,Lego Senor De Los Anillos,834,5051893130096
Nintendo DS,0.01,0.25,/product_images/Juegos/DS Juegos/3391891967044_s.jpg,0.01,Victorious Taking The Lead,834,3391891967044
Nintendo DS,13.00,22.00,/product_images/Juegos/DS Juegos/045496470067_s.jpg,9.00,"Dragon Quest IX, Sentinels Of The Starry",834,045496470067
Nintendo DS,1.10,3.00,/product_images/Juegos/DS Juegos/3760137144578_s.jpg,0.70,My Baby Girl,834,3760137144578
Nintendo DS,7.00,12.00,/product_images/Juegos/DS Juegos/5030934088305_s.jpg,5.00,"Sims 3, Los",834,5030934088305
Nintendo DS,6.00,10.00,/product_images/Juegos/DS Juegos/3296580803644_s.jpg,4.00,DragonBall Z Goku Densetsu,834,3296580803644
Nintendo DS,1.50,4.00,/product_images/Juegos/DS Juegos/045496466282_s.jpg,0.90,Naruto: Ninja Destiny,834,045496466282
Nintendo DS,9.00,15.00,/product_images/Juegos/DS Juegos/045496463267_s.jpg,6.00,Yoshi's Island DS,834,045496463267
Nintendo DS,2.00,4.00,/product_images/Juegos/DS Juegos/5030934047050_s.jpg,1.80,Need For Speed: Most Wanted,834,5030934047050
Nintendo DS,2.00,4.00,/product_images/Juegos/DS Juegos/045496462123_s.jpg,1.80,Yoshi Touch & Go DS,834,045496462123
Nintendo DS,3.00,6.00,/product_images/Juegos/DS Juegos/045496469160_s.jpg,2.00,Style Boutique,834,045496469160
Nintendo DS,1.30,3.50,/product_images/Juegos/DS Juegos/3307210230720_s.jpg,0.80,Rayman Raving Rabbids,834,3307210230720
Nintendo DS,7.00,12.00,/product_images/Juegos/DS Juegos/3700577000065_s.jpg,5.00,Blue Dragon - Awakened Shadow,834,3700577000065
Nintendo DS,0.20,0.75,/product_images/Juegos/DS Juegos/4005209077989_s.jpg,0.10,Alex Rider Stormbreaker,834,4005209077989
Nintendo DS,7.00,12.00,/product_images/Juegos/DS Juegos/5060121820722_s.jpg,5.00,Final Fantasy III,834,5060121820722
Nintendo DS,9.00,15.00,/product_images/Juegos/DS Juegos/045496462932_s.jpg,6.00,Super Princess Peach,834,045496462932
Nintendo DS,9.00,15.00,/product_images/Juegos/DS Juegos/045496469078_s.jpg,6.00,Mario & Luigi: Viaje Al Centro De Boswer,834,045496469078
Nintendo DS,6.00,10.00,/product_images/Juegos/DS Juegos/045496463717_s.jpg,4.00,Star Fox Command,834,045496463717
PC,0.70,2.00,/product_images/Juegos/PC Juegos/8414185033647_s.jpg,0.40,Los Sims 2: Bon Voyage (SN),830,8414185033647
Nintendo DS,9.00,15.00,/product_images/Juegos/DS Juegos/5051893074680_s.jpg,6.00,LEGO Harry Potter (Anos 5-7),834,5051893074680
Nintendo DS,6.00,10.00,/product_images/Juegos/DS Juegos/045496464004_s.jpg,4.00,Mario Vs. Donkey Kong 2 La Marcha De Los,834,045496464004
Nintendo DS,5.00,8.00,/product_images/Juegos/DS Juegos/8023171022154_s.jpg,3.00,Cooking Mama 3,834,8023171022154
PC,0.30,1.00,/product_images/Juegos/PC Juegos/8436010151531_s.jpg,0.10,Sherlock Holmes La Aventura (The Awakene,830,8436010151531
PC,0.30,1.00,/product_images/Juegos/PC Juegos/843601015102900009_s.jpg,0.10,Flight Simulator X plane 7,830,843601015102900009
PC,0.30,1.00,/product_images/Juegos/PC Juegos/4032222690147_s.jpg,0.10,"Hunter, The - Primal",830,4032222690147
Nintendo DS,1.50,4.00,/product_images/Juegos/DS Juegos/5030917083914_s.jpg,0.90,Bakugan: Battle Trainer,834,5030917083914
Nintendo DS,6.00,10.00,/product_images/Juegos/DS Juegos/045496467036_s.jpg,4.00,Pokemon: Mundo Misterioso Expl. del Tiem,834,045496467036
PC,2.00,8.00,/product_images/Juegos/PC Juegos/3760156481111_s.jpg,1.20,Yesterday Origins (P),830,3760156481111
PC,0.10,0.50,/product_images/Juegos/PC Juegos/8436010154037_s.jpg,0.01,"Fuga De Deponia, La",830,8436010154037
Nintendo DS,1.10,3.00,/product_images/Juegos/DS Juegos/5030917044663_s.jpg,0.70,Transformers Autobots,834,5030917044663
Nintendo DS,1.10,3.00,/product_images/Juegos/DS Juegos/5030917035357_s.jpg,0.70,X-Men El Videojuego Oficial,834,5030917035357
PC,0.30,1.00,/product_images/Juegos/PC Juegos/5017783022650_s.jpg,0.10,Flatout 2,830,5017783022650
PC,2.00,6.00,/product_images/Juegos/PC Juegos/3348542135710_s.jpg,1.20,Warcraft 3: Reign of Chaos (SN) 1CD,830,3348542135710
PC,0.01,0.10,/product_images/Juegos/PC Juegos/8436010150749S_s.jpg,0.01,Supreme Snowboarding,830,8436010150749
Nintendo DS,1.30,3.50,/product_images/Juegos/DS Juegos/3348542206182_s.jpg,0.80,Crash Boom Bang,834,3348542206182
Nintendo DS,1.10,3.00,/product_images/Juegos/DS Juegos/3307210204332_s.jpg,0.70,King Kong,834,3307210204332
PC,0.10,0.50,/product_images/Juegos/PC Juegos/8436010151777_s.jpg,0.01,Imperium Civitas II,830,8436010151777
PC,0.60,2.00,/product_images/Juegos/PC Juegos/8436010154471_s.jpg,0.30,Omerta - City Of Gangsters,830,8436010154471
PC,3.00,10.00,/product_images/Juegos/PC Juegos/5030917057502_s.jpg,2.00,Call of Duty: World at War,830,5030917057502
Nintendo DS,6.00,10.00,/product_images/Juegos/DS Juegos/3296580802531_s.jpg,4.00,Dragon Ball Z Supersonic Warriors 2,834,3296580802531
Nintendo DS,1.30,3.50,/product_images/Juegos/DS Juegos/5030934051781_s.jpg,0.80,Los Sims 2 Mascotas,834,5030934051781
Nintendo DS,6.00,10.00,/product_images/Juegos/DS Juegos/5030934066617_s.jpg,4.00,Los Sims Vecinos y Mascotas,834,5030934066617
PC,0.40,1.50,/product_images/Juegos/PC Juegos/8414185032268_s.jpg,0.20,El Padrino (SN),830,8414185032268
PC,0.01,0.25,/product_images/Juegos/PC Juegos/8414185032787_s.jpg,0.01,FIFA 07 *,830,8414185032787
PC,0.90,3.00,/product_images/Juegos/PC Juegos/8414185051863_s.jpg,0.40,"Sims, Los Deluxe Edition (SN) 2 Disc",830,8414185051863
Nintendo DS,3.00,6.00,/product_images/Juegos/DS Juegos/5030935043662_s.jpg,2.00,Need For Speed: Underground 2,834,5030935043662
Nintendo DS,11.00,18.00,/product_images/Juegos/DS Juegos/045496462444_s.jpg,8.00,Mario & Luigi Partners in Time,834,045496462444
Nintendo DS,1.50,4.00,/product_images/Juegos/DS Juegos/045496466138_s.jpg,0.90,Power Rangers: Super Legends,834,045496466138
Nintendo DS,3.00,6.00,/product_images/Juegos/DS Juegos/045496469399_s.jpg,2.00,Phineas Y Ferb Nuevas Atracciones,834,045496469399
Nintendo DS,6.00,10.00,/product_images/Juegos/DS Juegos/045496469405_s.jpg,4.00,Toy Story 3,834,045496469405
Nintendo DS,7.00,12.00,/product_images/Juegos/DS Juegos/045496470913_s.jpg,5.00,Mario vs Donkey Kong: Miniland Mayhem,834,045496470913
PC,1.20,4.00,/product_images/Juegos/PC Juegos/4005209062206_s.jpg,0.60,The Punisher El Castigador,830,4005209062206
PC,2.00,6.00,/product_images/Juegos/PC Juegos/5026555036337_s.jpg,1.20,Grand Theft Auto Vice City,830,5026555036337
Nintendo DS,1.30,3.50,/product_images/Juegos/DS Juegos/3307210261076_s.jpg,0.80,Hamsterz,834,3307210261076
Nintendo DS,0.90,2.50,/product_images/Juegos/DS Juegos/3307210337726_s.jpg,0.60,Tigerz: Aventuras en el Circo,834,3307210337726
Nintendo DS,3.00,6.00,/product_images/Juegos/DS Juegos/3348542206335_s.jpg,2.00,Spyro: La Leyenda un Nuevo Comienzo,834,3348542206335
PC,1.80,5.00,/product_images/Juegos/PC Juegos/3348542193789_s.jpg,1.00,Half Life,830,3348542193789
PC,0.60,2.00,/product_images/Juegos/PC Juegos/5030934078252_s.jpg,0.30,FIFA 10,830,5030934078252
PC,0.01,0.10,/product_images/Juegos/PC Juegos/4005209057974_s.jpg,0.01,Los Increibles,830,4005209057974
Nintendo DS,3.00,5.00,/product_images/Juegos/DS Juegos/3700577003097_s.jpg,2.00,One Piece Gigant Battle,834,3700577003097
Nintendo DS,0.50,1.50,/product_images/Juegos/DS Juegos/4005209102407_s.jpg,0.30,Baby Pals,834,4005209102407
Nintendo DS,1.50,4.00,/product_images/Juegos/DS Juegos/5030917043444_s.jpg,0.90,Spider-Man 3,834,5030917043444
PC,0.01,0.25,/product_images/Juegos/PC Juegos/4020636131349_s.jpg,0.01,Lucius II (P),830,4020636131349
PC,0.30,1.00,/product_images/Juegos/PC Juegos/5024866323856_s.jpg,0.10,Colin McRae Rally 04,830,5024866323856
PC,0.90,3.00,/product_images/Juegos/PC Juegos/5032921019729_s.jpg,0.40,Commandos 3 Destination Berlin (3 Disco),830,5032921019729
Nintendo DS,6.00,10.00,/product_images/Juegos/DS Juegos/5030917047169_s.jpg,4.00,Call of Duty 4: Modern Warfare,834,5030917047169
Nintendo DS,1.50,4.00,/product_images/Juegos/DS Juegos/5055277002719_s.jpg,0.90,Planet 51: El Videojuego,834,5055277002719
Nintendo DS,3.00,6.00,/product_images/Juegos/DS Juegos/5060121821927_s.jpg,2.00,Final Fantasy Fables Chocobo Tales,834,5060121821927
PC,0.20,0.75,/product_images/Juegos/PC Juegos/8436010150466_s.jpg,0.10,Patrician III - Imperio de Los Mares,830,8436010150466
PC,0.30,1.00,/product_images/Juegos/PC Juegos/8425536008115_s.jpg,0.10,Ghost Recon,830,8425536008115
Nintendo DS,2.00,4.00,/product_images/Juegos/DS Juegos/8023171014142_s.jpg,1.80,Hamtaro Ham-Ham Training,834,8023171014142
Nintendo DS,2.00,4.00,/product_images/Juegos/DS Juegos/045496462048_s.jpg,1.80,Wario Ware Touched DS,834,045496462048
PC,0.30,1.00,/product_images/Juegos/PC Juegos/5055060972328_s.jpg,0.10,Duck Tales Remastered,830,5055060972328
PC,0.10,0.50,/product_images/Juegos/PC Juegos/5026555039963_s.jpg,0.01,El Codigo Da Vinci,830,5026555039963
Nintendo DS,3.00,6.00,/product_images/Juegos/DS Juegos/3307210263667_s.jpg,2.00,Assassin's Creed: Altair's Chronicles,834,3307210263667
PC,0.20,0.75,/product_images/Juegos/PC Juegos/8436010150749I_s.jpg,0.10,Mars Invader,830,8436010150749
PC,0.10,0.50,/product_images/Juegos/PC Juegos/8436010151555_s.jpg,0.01,Strike Fighters Flight Simulator,830,8436010151555
PlayStation 3,0.01,0.25,/product_images/Juegos/PS3 Juegos/4012927051641_s.jpg,0.01,Pro Evolution Soccer 2010,821,4012927051641
PC,0.10,0.50,/product_images/Juegos/PC Juegos/8436010152361_s.jpg,0.01,Imperium Online,830,8436010152361
PC,0.10,0.50,/product_images/Juegos/PC Juegos/8436010152460_s.jpg,0.01,"Drakensang II, The River Of Time",830,8436010152460
PC,0.40,1.50,/product_images/Juegos/PC Juegos/8436010152989_s.jpg,0.20,El Rey Arturo,830,8436010152989
PlayStation 3,5.00,8.00,/product_images/Juegos/PS3 Juegos/5026555400411_s.jpg,3.00,L.A Noire,821,5026555400411
PlayStation 3,0.01,0.25,/product_images/Juegos/PS3 Juegos/4012927050866_s.jpg,0.01,Pro Evolution Soccer 2009,821,4012927050866
PlayStation 3,0.70,2.00,/product_images/Juegos/PS3 Juegos/5024866344073_s.jpg,0.40,Formula 1 2010,821,5024866344073
PC,1.00,3.50,/product_images/Juegos/PC Juegos/805529105805_s.jpg,0.50,Age of Mythology 2CDS (SN),830,805529105805
PC,1.00,3.50,/product_images/Juegos/PC Juegos/8414606754373_s.jpg,0.50,Randal's Monday,830,8414606754373
PC,0.10,0.50,/product_images/Juegos/PC Juegos/8426412003798_s.jpg,0.01,Delta Force Black Hawk Down,830,8426412003798
PlayStation 3,11.00,18.00,/product_images/Juegos/PS3 Juegos/5026555407410_s.jpg,8.00,Red Dead Redemption GOTY,821,5026555407410
PlayStation 3,9.00,15.00,/product_images/Juegos/PS3 Juegos/093155148123_s.jpg,6.00,Elder Scrolls V: Skyrim Legendary Ed,821,093155148123
PlayStation 3,12.00,20.00,/product_images/Juegos/PS3 Juegos/5021290056114_s.jpg,9.00,Kingdom Hearts: HD 1.5 ReMix,821,5021290056114
PC,0.10,0.50,/product_images/Juegos/PC Juegos/8427897001644_s.jpg,0.01,Turok,830,8427897001644
PC,0.40,1.50,/product_images/Juegos/PC Juegos/4005209079815_s.jpg,0.20,Titan Quest 1DVD (SN),830,4005209079815
PlayStation 3,3.00,5.00,/product_images/Juegos/PS3 Juegos/711719685883_s.jpg,2.00,MotorStorm,821,711719685883
