categoria_id,img_caratula,precio_compra,categoria_str,titulo,sku,precio_venta,precio_intercambio
996,/product_images/defimg2_s.jpg,8.00,Wii U,Scribblenauts Unmasked - A DC Comics Adventure,9325336175248,18.00,11.00
996,/product_images/defimg1_s.jpg,26.00,Wii U,Tokyo Mirage Sessions FE,045496336509,58.00,36.00
996,/product_images/Juegos/Wii U Juegos/8154030104497_s.jpg,4.00,Wii U,Monster High: La Nueva Chica Del Insti,8154030104497,10.00,6.00
996,/product_images/Juegos/Wii U Juegos/5030917147043_s.jpg,4.00,Wii U,Skylanders Trap Team Starter Pack,5030917147043,10.00,6.00
996,/product_images/Juegos/Wii U Juegos/045496334079_s.jpg,6.00,Wii U,Devil's Third,045496334079,15.00,9.00
996,/product_images/Juegos/Wii U Juegos/5060146462037_s.jpg,9.00,Wii U,Shovel Knight,5060146462037,20.00,12.00
996,/product_images/Juegos/Wii U Juegos/4020628847425_s.jpg,6.00,Wii U,Mighty No. 9,4020628847425,15.00,9.00
996,/product_images/defimg3_s.jpg,4.00,Wii U,Just Dance 2015,3307215798232,10.00,6.00
996,/product_images/Juegos/Wii U Juegos/8717418434540_s.jpg,8.00,Wii U,Disney Infinity 2.0 Marvel Super Heroes Starter Pack,8717418434540,18.00,11.00
996,/product_images/Juegos/Wii U Juegos/3391891966740_s.jpg,3.00,Wii U,Rise Of The Guardians,3391891966740,8.00,5.00
996,/product_images/Juegos/Wii U Juegos/8717418390068_s.jpg,5.00,Wii U,Disney Infinity Starter Pack,8717418390068,12.00,7.00
996,/product_images/Juegos/Wii U Juegos/045496333256_s.jpg,27.00,Wii U,Mario Kart 8 - Edición Especial Limitada,045496333256,60.00,37.00
996,/product_images/Juegos/Wii U Juegos/3391891972550_s.jpg,9.00,Wii U,Pac-Man And The Ghostly Adventures,3391891972550,20.00,12.00
996,/product_images/defimg1_s.jpg,26.00,Wii U,Lego Dimensions: Starter Pack (Sealed Only),5051893232011,58.00,36.00
996,/product_images/Juegos/Wii U Juegos/8154030104060_s.jpg,6.00,Wii U,"Hora De Aventuras: Finn Y Jake, Investigadores",8154030104060,15.00,9.00
996,/product_images/Juegos/Wii U Juegos/5030917132094_s.jpg,5.00,Wii U,Angry Birds: Star Wars,5030917132094,12.00,7.00
996,/product_images/Juegos/Wii U Juegos/3391891966238_s.jpg,2.00,Wii U,Ben 10 Omniverse,3391891966238,5.00,3.00
996,/product_images/defimg1_s.jpg,9.00,Wii U,Pac-Man And The Ghostly Adventures 2,3391891979771,22.00,13.00
996,/product_images/Juegos/Wii U Juegos/5055377602253_s.jpg,2.00,Wii U,Jett Tailfin,5055377602253,6.00,3.00
996,/product_images/defimg3_s.jpg,42.00,Wii U,Legend of Zelda: Breath of the Wild,045496337087,60.00,46.00
996,/product_images/Juegos/Wii U Juegos/8154030101922_s.jpg,3.00,Wii U,Barbie: Dreamhouse Party,8154030101922,8.00,5.00
996,/product_images/Juegos/Wii U Juegos/045496331382_s.jpg,3.00,Wii U,Sing Party (Incluye Micrófono),045496331382,8.00,5.00
996,/product_images/defimg5_s.jpg,18.00,Wii U,Pokemon Tekken,045496335724,40.00,25.00
996,/product_images/Juegos/Wii U Juegos/3307215654873_s.jpg,8.00,Wii U,Sports Connection,3307215654873,18.00,11.00
996,/product_images/Juegos/Wii U Juegos/8023171031842_s.jpg,4.00,Wii U,Funky Barn,8023171031842,10.00,6.00
996,/product_images/Juegos/Wii U Juegos/8717418444815_s.jpg,6.00,Wii U,Disney Infinity 2.0 Toy Box Combo Starter Pack,8717418444815,15.00,9.00
996,/product_images/Juegos/Wii U Juegos/045496334994_s.jpg,5.00,Wii U,Animal Crossing Amiibo Festival + Amiibo,045496334994,12.00,7.00
996,/product_images/Juegos/Wii U Juegos/045496331443_s.jpg,14.00,Wii U,Scribblenauts Unlimited,045496331443,32.00,20.00
996,/product_images/Juegos/Wii U Juegos/5051893169027_s.jpg,8.00,Wii U,LEGO Batman 3,5051893169027,18.00,11.00
996,/product_images/Juegos/Wii U Juegos/3391891971102_s.jpg,6.00,Wii U,Turbo: Super Stunt Squad,3391891971102,15.00,9.00
996,/product_images/Juegos/Wii U Juegos/3307215706435_s.jpg,8.00,Wii U,Assassin's Creed 4: Black Flag`,3307215706435,18.00,11.00
827,/product_images/Juegos/Xbox 360 Juegos/3307215806463_s.jpg,9.00,Xbox 360,Assassin's Creed: Rogue,3307215806463,20.00,12.00
827,/product_images/Juegos/Xbox 360 Juegos/5055060961421_s.jpg,2.00,Xbox 360,Street Fighter IV,5055060961421,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/5026555252867_s.jpg,3.00,Xbox 360,Red Dead Redemption: Undead Nightmare,5026555252867,8.00,5.00
827,/product_images/Juegos/Xbox 360 Juegos/5024866349016_s.jpg,1.80,Xbox 360,Formula 1 2012,5024866349016,4.00,2.00
827,/product_images/Juegos/Xbox 360 Juegos/88537030ESSE_s.jpg,2.00,Xbox 360,Forza Motorsport 4 Essentials Edition,88537030,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/5026555255233_s.jpg,3.00,Xbox 360,Borderlands 2,5026555255233,8.00,5.00
827,/product_images/Juegos/Xbox 360 Juegos/5030934075831_s.jpg,1.20,Xbox 360,Battlefield: Bad Company 2,5030934075831,5.00,1.90
827,/product_images/Juegos/Xbox 360 Juegos/0885370227390_s.jpg,0.80,Xbox 360,Kinect Dance Central,0885370227390,3.50,1.30
827,/product_images/Juegos/Xbox 360 Juegos/5021290047471_s.jpg,1.20,Xbox 360,Final Fantasy XIII-2,5021290047471,5.00,1.90
827,/product_images/Juegos/Xbox 360 Juegos/5021290038622_s.jpg,0.90,Xbox 360,Kane & Lynch 2: Dog Days,5021290038622,4.00,1.50
827,/product_images/Juegos/Xbox 360 Juegos/8023171032351_s.jpg,5.00,Xbox 360,Payday 2,8023171032351,12.00,7.00
827,/product_images/Juegos/Xbox 360 Juegos/882224476744_s.jpg,6.00,Xbox 360,Blue Dragon (3 Discos),882224476744,15.00,9.00
827,/product_images/Juegos/Xbox 360 Juegos/3307211679245_s.jpg,1.20,Xbox 360,Avatar: El Videojuego,3307211679245,5.00,1.90
827,/product_images/Juegos/Xbox 360 Juegos/3391891962681_s.jpg,9.00,Xbox 360,"Witcher 2, The: Assassins Of Kings (E.E) 2 Disc",3391891962681,20.00,12.00
827,/product_images/Juegos/Xbox 360 Juegos/4005209118163_s.jpg,1.80,Xbox 360,UFC 2009 Undisputed,4005209118163,4.00,2.00
827,/product_images/Juegos/Xbox 360 Juegos/3307210323651_s.jpg,2.00,Xbox 360,Naruto: Rise of a Ninja,3307210323651,5.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/5030934109598_s.jpg,2.00,Xbox 360,Crysis 3,5030934109598,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/5055277000777_s.jpg,5.00,Xbox 360,Bayonetta,5055277000777,12.00,7.00
827,/product_images/Juegos/Xbox 360 Juegos/882224720809_s.jpg,0.90,Xbox 360,Halo Wars,882224720809,4.00,1.50
827,/product_images/Juegos/Xbox 360 Juegos/5055060963135_s.jpg,1.20,Xbox 360,Dragons Dogma,5055060963135,5.00,1.90
827,/product_images/Juegos/Xbox 360 Juegos/5055277007455_s.jpg,1.80,Xbox 360,Vanquish,5055277007455,4.00,2.00
827,/product_images/Juegos/Xbox 360 Juegos/5030934084628_s.jpg,4.00,Xbox 360,Skate 3,5030934084628,10.00,6.00
827,/product_images/Juegos/Xbox 360 Juegos/5021290038066_s.jpg,2.00,Xbox 360,Mini Ninjas,5021290038066,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/3307217929214_s.jpg,2.00,Xbox 360,Driver: San Francisco,3307217929214,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/3700577001024_s.jpg,2.00,Xbox 360,Naruto Shippuden Ultimate Ninja Storm 2,3700577001024,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/5030934092623_s.jpg,1.80,Xbox 360,Bulletstorm,5030934092623,4.00,2.00
827,/product_images/Juegos/Xbox 360 Juegos/3296580810536_s.jpg,3.00,Xbox 360,Dragon Ball Z Raging Blast,3296580810536,8.00,5.00
827,/product_images/Juegos/Xbox 360 Juegos/4012927037447_s.jpg,2.00,Xbox 360,Metal Gear Rising: Revengeance,4012927037447,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/0885370664140_s.jpg,5.00,Xbox 360,Fable Anniversary,0885370664140,12.00,7.00
827,/product_images/Juegos/Xbox 360 Juegos/3307215651995_s.jpg,2.00,Xbox 360,Splinter Cell: Blacklist,3307215651995,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/4012927039731_s.jpg,3.00,Xbox 360,Pro Evolution Soccer 2015,4012927039731,8.00,5.00
827,/product_images/Juegos/Xbox 360 Juegos/4012927038291_s.jpg,6.00,Xbox 360,Castlevania: Lords Of Shadow 2,4012927038291,15.00,9.00
827,/product_images/Juegos/Xbox 360 Juegos/5055060962251_s.jpg,4.00,Xbox 360,Dead Rising 2,5055060962251,10.00,6.00
827,/product_images/Juegos/Xbox 360 Juegos/8717418124595_s.jpg,2.00,Xbox 360,Piratas del Caribe en el Fin del Mundo,8717418124595,5.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/4020628512620_s.jpg,3.00,Xbox 360,Saints Row 4,4020628512620,8.00,5.00
827,/product_images/Juegos/Xbox 360 Juegos/3307210199065_s.jpg,0.30,Xbox 360,Ghost Recon Advanced Warfighter,3307210199065,1.50,0.50
827,/product_images/Juegos/Xbox 360 Juegos/3307210413383_s.jpg,0.80,Xbox 360,Rainbow Six Vegas 2,3307210413383,3.50,1.30
827,/product_images/Juegos/Xbox 360 Juegos/3296580804849_s.jpg,2.00,Xbox 360,Dragon Ball Z: Burst Limit,3296580804849,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/5026555264877_s.jpg,5.00,Xbox 360,WWE 2K16,5026555264877,12.00,7.00
827,/product_images/Juegos/Xbox 360 Juegos/5060138430754_s.jpg,0.80,Xbox 360,Virtua Tennis 3,5060138430754,3.50,1.30
827,/product_images/Juegos/Xbox 360 Juegos/4020628502102_s.jpg,4.00,Xbox 360,Sacred 2,4020628502102,10.00,6.00
827,/product_images/Juegos/Xbox 360 Juegos/5055060964125_s.jpg,3.00,Xbox 360,DMC (Devil May Cry),5055060964125,8.00,5.00
827,/product_images/Juegos/Xbox 360 Juegos/4005209138109_s.jpg,0.80,Xbox 360,UFC Personal Trainer (Kinect),4005209138109,3.50,1.30
827,/product_images/Juegos/Xbox 360 Juegos/4005209112963_s.jpg,0.40,Xbox 360,Red Faction: Guerrilla,4005209112963,2.00,0.70
827,/product_images/Juegos/Xbox 360 Juegos/5030917098239_s.jpg,2.00,Xbox 360,Prototype 2,5030917098239,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/5024866341942_s.jpg,2.00,Xbox 360,Colin McRae: Dirt 2,5024866341942,5.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/4012927037157_s.jpg,0.40,Xbox 360,Pro Evolution Soccer (PES) 2013,4012927037157,2.00,0.70
827,/product_images/Juegos/Xbox 360 Juegos/5060138436039_s.jpg,0.90,Xbox 360,Sega Superstars Tennis,5060138436039,4.00,1.50
827,/product_images/Juegos/Xbox 360 Juegos/5055060961308_s.jpg,0.80,Xbox 360,Bionic Commando,5055060961308,3.50,1.30
827,/product_images/Juegos/Xbox 360 Juegos/5055060962527_s.jpg,6.00,Xbox 360,Marvel Vs Capcom 3,5055060962527,15.00,9.00
827,/product_images/Juegos/Xbox 360 Juegos/5055277018246_s.jpg,2.00,Xbox 360,Aliens: Colonial Marines,5055277018246,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/5030917149405_s.jpg,5.00,Xbox 360,Diablo III: Reaper Of Souls,5030917149405,12.00,7.00
827,/product_images/Juegos/Xbox 360 Juegos/5026555260893_s.jpg,2.00,Xbox 360,WWE 2K14,5026555260893,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/4020628512262_s.jpg,2.00,Xbox 360,Metro Last Light,4020628512262,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/5030917067358_s.jpg,1.80,Xbox 360,Prototype,5030917067358,4.00,2.00
827,/product_images/Juegos/Xbox 360 Juegos/5030917088087_s.jpg,0.30,Xbox 360,Guitar Hero: Warriors Of Rock Solo Juego,5030917088087,1.50,0.50
827,/product_images/Juegos/Xbox 360 Juegos/5030934059015_s.jpg,0.80,Xbox 360,Army of Two,5030934059015,3.50,1.30
827,/product_images/Juegos/Xbox 360 Juegos/5030934074483_s.jpg,2.00,Xbox 360,Fight Night Round 4,5030934074483,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/5026555245289_s.jpg,2.00,Xbox 360,Elder Scrolls IV: Oblivion,5026555245289,6.00,3.00
1002,/product_images/Juegos/Xbox One Juegos/885370607789_s.jpg,5.00,Xbox One,Minecraft,885370607789,12.00,7.00
1002,/product_images/Juegos/Xbox One Juegos/5060236965202_s.jpg,36.00,Xbox One,Sniper Elite 4,5060236965202,65.00,44.00
1002,/product_images/Juegos/Xbox One Juegos/5055856401292_s.jpg,4.00,Xbox One,Elder Scrolls Online - Tamriel Unlimited,5055856401292,10.00,6.00
1002,/product_images/Juegos/Xbox One Juegos/5021290066199_s.jpg,6.00,Xbox One,Sleeping Dogs - Definitive Edition,5021290066199,15.00,9.00
1002,/product_images/Juegos/Xbox One Juegos/5024866364071_s.jpg,2.00,Xbox One,F1 2015,5024866364071,10.00,3.00
1002,/product_images/Juegos/Xbox One Juegos/5026555296656_s.jpg,9.00,Xbox One,Borderlands the Handsome Collection,5026555296656,20.00,12.00
1002,/product_images/Juegos/Xbox One Juegos/4020628834340_s.jpg,4.00,Xbox One,Deadlight: Director's Cut,4020628834340,10.00,6.00
1002,/product_images/Juegos/Xbox One Juegos/5060327533389_s.jpg,11.00,Xbox One,AOT: Wings Of Freedom,5060327533389,25.00,15.00
1002,/product_images/Juegos/Xbox One Juegos/889842132021_s.jpg,14.00,Xbox One,Killer Instinct - Definitive Edition,889842132021,32.00,20.00
1002,/product_images/Juegos/Xbox One Juegos/3391891991407_s.jpg,13.00,Xbox One,Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,3391891991407,30.00,18.00
1002,/product_images/Juegos/Xbox One Juegos/5051893229042_s.jpg,13.00,Xbox One,Mortal Kombat XL,5051893229042,30.00,18.00
1002,/product_images/Juegos/Xbox One Juegos/3307215915493_s.jpg,5.00,Xbox One,Assassin's Creed Chronicles,3307215915493,12.00,7.00
1002,/product_images/Juegos/Xbox One Juegos/8023171037585_s.jpg,11.00,Xbox One,Assetto Corsa,8023171037585,25.00,15.00
1002,/product_images/Juegos/Xbox One Juegos/5055060966174_s.jpg,8.00,Xbox One,Resident Evil 5 HD,5055060966174,18.00,11.00
1002,/product_images/Juegos/Xbox One Juegos/5030945116417_s.jpg,9.00,Xbox One,Plants vs Zombies: Garden Warfare 2,5030945116417,20.00,12.00
1002,/product_images/Juegos/Xbox One Juegos/5051893156577_s.jpg,8.00,Xbox One,LEGO Marvel Superheroes,5051893156577,18.00,11.00
1002,/product_images/Juegos/Xbox One Juegos/3307215734742_s.jpg,1.40,Xbox One,Just Dance 2014,3307215734742,6.00,2.00
1002,/product_images/Juegos/Xbox One Juegos/5051893218787_s.jpg,8.00,Xbox One,LEGO Jurassic World (No Figure),5051893218787,18.00,11.00
1002,/product_images/Juegos/Xbox One Juegos/5030941111317_s.jpg,0.50,Xbox One,FIFA 14,5030941111317,3.50,1.00
1002,/product_images/Juegos/Xbox One Juegos/5060201654209_s.jpg,4.00,Xbox One,BlazBlue: Chronophantasma Extend,5060201654209,10.00,6.00
1002,/product_images/Juegos/Xbox One Juegos/5060146462488_s.jpg,4.00,Xbox One,Minecraft: Story Mode,5060146462488,10.00,6.00
1002,/product_images/Juegos/Xbox One Juegos/5030917132810_s.jpg,1.20,Xbox One,Skylanders Swap Force Starter Pack,5030917132810,5.00,1.90
1002,/product_images/Juegos/Xbox One Juegos/3307215808986_s.jpg,0.90,Xbox One,Rabbids Invasion,3307215808986,4.00,1.50
1002,/product_images/Juegos/Xbox One Juegos/9006113008231_s.jpg,5.00,Xbox One,Darksiders II,9006113008231,12.00,7.00
1002,/product_images/Juegos/Xbox One Juegos/5026555358033_s.jpg,17.00,Xbox One,NBA 2K17,5026555358033,38.00,24.00
1002,/product_images/Juegos/Xbox One Juegos/4260089417069_s.jpg,6.00,Xbox One,Tropico 5,4260089417069,15.00,9.00
1002,/product_images/Juegos/Xbox One Juegos/3307215937235_s.jpg,2.00,Xbox One,Zombi,3307215937235,10.00,3.00
1002,/product_images/Juegos/Xbox One Juegos/885370773255_s.jpg,1.20,Xbox One,Project Spark,885370773255,5.00,1.90
1002,/product_images/Juegos/Xbox One Juegos/3499550351408_s.jpg,17.00,Xbox One,WRC 6 (World Rally Championship),3499550351408,38.00,24.00
1002,/product_images/Juegos/Xbox One Juegos/5060236962423_s.jpg,9.00,Xbox One,Sniper Elite: Zombie Nation Army Trilogy,5060236962423,20.00,12.00
1002,/product_images/Juegos/Xbox One Juegos/5051892187305_s.jpg,27.00,Xbox One,Lego Dimensions: Starter Pack (Sealed Only),5051892187305,60.00,37.00
1002,/product_images/Juegos/Xbox One Juegos/5030931112478_s.jpg,1.20,Xbox One,NBA Live 15,5030931112478,5.00,1.90
1002,/product_images/Juegos/Xbox One Juegos/4020636131752_s.jpg,5.00,Xbox One,Professional Farmer 2017,4020636131752,12.00,7.00
1002,/product_images/Juegos/Xbox One Juegos/4020628842239_s.jpg,6.00,Xbox One,Broken Sword 5: La Maldición de la Serpiente,4020628842239,15.00,9.00
1002,/product_images/Juegos/Xbox One Juegos/5021290063112_s.jpg,1.40,Xbox One,Murdered: Soul Suspect,5021290063112,6.00,2.00
1002,/product_images/Juegos/Xbox One Juegos/5060236963727_s.jpg,1.20,Xbox One,Escapists: The Walking Dead,5060236963727,5.00,1.90
1002,/product_images/Juegos/Xbox One Juegos/8059617104849_s.jpg,9.00,Xbox One,MXGP2 : The Official Motocross,8059617104849,20.00,12.00
1002,/product_images/Juegos/Xbox One Juegos/5026555296908_s.jpg,1.90,Xbox One,WWE 2K16,5026555296908,8.00,3.00
1002,/product_images/Juegos/Xbox One Juegos/4020628828127_s.jpg,15.00,Xbox One,F1 2016,4020628828127,35.00,22.00
1002,/product_images/Juegos/Xbox One Juegos/3307215974780_s.jpg,14.00,Xbox One,Steep,3307215974780,32.00,20.00
1002,/product_images/Juegos/Xbox One Juegos/5055060966013_s.jpg,11.00,Xbox One,Resident Evil 4 HD Remake,5055060966013,25.00,15.00
1002,/product_images/Juegos/Xbox One Juegos/4020628862084_s.jpg,2.00,Xbox One,Saints Row IV Re-Elected & Gat Out Of Hell,4020628862084,12.00,4.00
1002,/product_images/Juegos/Xbox One Juegos/3391891983297_s.jpg,9.00,Xbox One,Dark Souls II (2): Scholar Of The First Sin,3391891983297,20.00,12.00
1002,/product_images/Juegos/Xbox One Juegos/5026555358392_s.jpg,9.00,Xbox One,XCOM 2,5026555358392,22.00,13.00
1002,/product_images/Juegos/Xbox One Juegos/5030937112465_s.jpg,3.00,Xbox One,Madden NFL 15,5030937112465,8.00,5.00
1002,/product_images/Juegos/Xbox One Juegos/5060146461399_s.jpg,1.20,Xbox One,"Wolf Among Us, The",5060146461399,5.00,1.90
1002,/product_images/Juegos/Xbox One Juegos/5021290058521_s.jpg,4.00,Xbox One,Thief,5021290058521,18.00,6.00
1002,/product_images/Juegos/Xbox One Juegos/5051892166294_s.jpg,8.00,Xbox One,LEGO: El Hobbit,5051892166294,18.00,11.00
1002,/product_images/Juegos/Xbox One Juegos/5030946112920_s.jpg,9.00,Xbox One,NHL 16,5030946112920,20.00,12.00
1002,/product_images/Juegos/Xbox One Juegos/8023171036076_s.jpg,5.00,Xbox One,Sniper Elite 3: Ultimate Edition,8023171036076,12.00,7.00
1002,/product_images/Juegos/Xbox One Juegos/5021290076136_s.jpg,26.00,Xbox One,Hitman: Primera Temporada Completa (Sin DLC),5021290076136,48.00,32.00
1002,/product_images/Juegos/Xbox One Juegos/3307215758762_s.jpg,0.80,Xbox One,Fighter Within,3307215758762,3.50,1.30
1002,/product_images/Juegos/Xbox One Juegos/3307215774649_s.jpg,4.00,Xbox One,Rayman Legends,3307215774649,10.00,6.00
1002,/product_images/Juegos/Xbox One Juegos/5030917141461_s.jpg,6.00,Xbox One,Amazing Spider-Man 2,5030917141461,15.00,9.00
1002,/product_images/Juegos/Xbox One Juegos/3307215977637_s.jpg,9.00,Xbox One,Assassin's Creed: The Ezio Collection,3307215977637,22.00,13.00
1002,/product_images/Juegos/Xbox One Juegos/5051893230970_s.jpg,13.00,Xbox One,Batman: Return To Arkham,5051893230970,30.00,18.00
1002,/product_images/Juegos/Xbox One Juegos/4012927110584_s.jpg,0.90,Xbox One,Pro Evolution Soccer 2015,4012927110584,4.00,1.50
1002,/product_images/Juegos/Xbox One Juegos/5021290064928_s.jpg,6.00,Xbox One,Final Fantasy Type-0 HD,5021290064928,15.00,9.00
1002,/product_images/Juegos/Xbox One Juegos/4012927111499_s.jpg,9.00,Xbox One,Metal Gear Solid V: The Definitive Experience,4012927111499,20.00,12.00
1002,/product_images/Juegos/Xbox One Juegos/8023171033747_s.jpg,1.90,Xbox One,Zumba World Party,8023171033747,8.00,3.00
1001,/product_images/Juegos/PS4 Juegos/711719873655_s.jpg,6.00,PlayStation 4,Here They Lie (PSVR),711719873655,15.00,9.00
1001,/product_images/Juegos/PS4 Juegos/8059617105136_s.jpg,14.00,PlayStation 4,Valentino Rossi - The Game,8059617105136,32.00,20.00
1001,/product_images/Juegos/PS4 Juegos/3512899112377_s.jpg,5.00,PlayStation 4,Bound By Flame,3512899112377,12.00,7.00
1001,/product_images/Juegos/PS4 Juegos/5021290074255_s.jpg,17.00,PlayStation 4,Dragon Quest Builders,5021290074255,38.00,24.00
1001,/product_images/Juegos/PS4 Juegos/3307215967522_s.jpg,17.00,PlayStation 4,Just Dance 2017,3307215967522,38.00,24.00
1001,/product_images/Juegos/PS4 Juegos/711719854852_s.jpg,11.00,PlayStation 4,PlayStation VR Worlds,711719854852,25.00,15.00
1001,/product_images/Juegos/PS4 Juegos/5030917172069_s.jpg,9.00,PlayStation 4,Tony Hawks Pro Skater 5,5030917172069,20.00,12.00
1001,/product_images/Juegos/PS4 Juegos/5055060931554_s.jpg,9.00,PlayStation 4,Resident Evil 5 HD,5055060931554,22.00,13.00
1001,/product_images/Juegos/PS4 Juegos/3512899115446_s.jpg,11.00,PlayStation 4,"Technomancer, The",3512899115446,25.00,15.00
1001,/product_images/Juegos/PS4 Juegos/5021290063556_s.jpg,6.00,PlayStation 4,Murdered: Soul Suspect,5021290063556,15.00,9.00
1001,/product_images/Juegos/PS4 Juegos/5026555421812_s.jpg,8.00,PlayStation 4,"Tales From the Borderlands, A Telltale Game",5026555421812,18.00,11.00
1001,/product_images/Juegos/PS4 Juegos/5021290073180_s.jpg,24.00,PlayStation 4,Final Fantasy XV Deluxe Edition (Steelbook),5021290073180,55.00,34.00
1001,/product_images/Juegos/PS4 Juegos/3307215887295_s.jpg,9.00,PlayStation 4,Watch Dogs Complete Edition,3307215887295,22.00,13.00
1001,/product_images/Juegos/PS4 Juegos/8718591182839_s.jpg,8.00,PlayStation 4,Among The Sleep,8718591182839,18.00,11.00
1001,/product_images/Juegos/PS4 Juegos/5026555422420_s.jpg,12.00,PlayStation 4,XCOM 2,5026555422420,28.00,17.00
1001,/product_images/Juegos/PS4 Juegos/3760156480404_s.jpg,6.00,PlayStation 4,Agatha Christie - The ABC Murders,3760156480404,15.00,9.00
1001,/product_images/Juegos/PS4 Juegos/9006113008217_s.jpg,9.00,PlayStation 4,Darksiders II,9006113008217,22.00,13.00
1001,/product_images/Juegos/PS4 Juegos/5055060930694_s.jpg,12.00,PlayStation 4,Devil May Cry (DMC) Definitive Edition,5055060930694,28.00,17.00
1001,/product_images/Juegos/PS4 Juegos/813633016603_s.jpg,2.00,PlayStation 4,République,813633016603,12.00,4.00
1001,/product_images/Juegos/PS4 Juegos/711719459712_s.jpg,6.00,PlayStation 4,Singstar Party Megahits,711719459712,15.00,9.00
1001,/product_images/Juegos/PS4 Juegos/5060146462761_s.jpg,8.00,PlayStation 4,Juego de Tronos: Temporada 1,5060146462761,18.00,11.00
1001,/product_images/Juegos/PS4 Juegos/8718591181290_s.jpg,2.00,PlayStation 4,Awesomenauts Assemble,8718591181290,10.00,3.00
1001,/product_images/Juegos/PS4 Juegos/5060146461672_s.jpg,9.00,PlayStation 4,Walking Dead: Telltale Games Series 2,5060146461672,20.00,12.00
1001,/product_images/Juegos/PS4 Juegos/5030917192913_s.jpg,12.00,PlayStation 4,Teenage Mutant Ninja Turtles: Mutantes En Manhattan,5030917192913,28.00,17.00
1001,/product_images/Juegos/PS4 Juegos/3391891985369_s.jpg,9.00,PlayStation 4,Tales of Zestiria,3391891985369,22.00,13.00
1001,/product_images/Juegos/PS4 Juegos/5021290065222_s.jpg,6.00,PlayStation 4,Lara Croft And The Temple Of Osiris,5021290065222,15.00,9.00
1001,/product_images/Juegos/PS4 Juegos/711719859659_s.jpg,3.00,PlayStation 4,Hustle Kings VR,711719859659,8.00,5.00
1001,/product_images/Juegos/PS4 Juegos/5060146461139_s.jpg,4.00,PlayStation 4,Walking Dead: Telltale Games Series 1,5060146461139,18.00,6.00
1001,/product_images/Juegos/PS4 Juegos/711719848257_s.jpg,6.00,PlayStation 4,Until Dawn: Rush Of Blood (PSVR),711719848257,15.00,9.00
1001,/product_images/Juegos/PS4 Juegos/3391891986861_s.jpg,12.00,PlayStation 4,Digimon Story: Cyber Sleuth,3391891986861,28.00,17.00
1001,/product_images/Juegos/PS4 Juegos/8402862060123_s.jpg,6.00,PlayStation 4,Anima: Gate Of Memories,8402862060123,15.00,9.00
1001,/product_images/Juegos/PS4 Juegos/5060236962416_s.jpg,11.00,PlayStation 4,Sniper Elite Zombie Nation Army Trilogy,5060236962416,25.00,15.00
1001,/product_images/Juegos/PS4 Juegos/8059617102791_s.jpg,11.00,PlayStation 4,Ride,8059617102791,25.00,15.00
1001,/product_images/Juegos/PS4 Juegos/5060236965011_s.jpg,9.00,PlayStation 4,Carmageddon: Max Damage,5060236965011,22.00,13.00
1001,/product_images/Juegos/PS4 Juegos/9006113008088_s.jpg,6.00,PlayStation 4,"Book Of Unwritten Tales 2, The",9006113008088,15.00,9.00
1001,/product_images/Juegos/PS4 Juegos/3391891991247_s.jpg,28.00,PlayStation 4,Naruto Shippuden Ultimate Ninja Storm 4: Road To Boruto,3391891991247,50.00,34.00
1001,/product_images/Juegos/PS4 Juegos/5060201654308_s.jpg,8.00,PlayStation 4,BlazBlue: Chronophantasma Extend,5060201654308,18.00,11.00
1001,/product_images/Juegos/PS4 Juegos/3760156481067_s.jpg,9.00,PlayStation 4,Yesterday Origins,3760156481067,22.00,13.00
1001,/product_images/Juegos/PS4 Juegos/3512899114944_s.jpg,9.00,PlayStation 4,Blood Bowl 2,3512899114944,20.00,12.00
1001,/product_images/Juegos/PS4 Juegos/0813633016955_s.jpg,18.00,PlayStation 4,Odin Sphere Leifthrasir,0813633016955,40.00,25.00
1001,/product_images/Juegos/PS4 Juegos/3391891987837_s.jpg,23.00,PlayStation 4,Sword Art Online - Hollow Realization,3391891987837,52.00,32.00
1001,/product_images/Juegos/PS4 Juegos/4020628824815_s.jpg,11.00,PlayStation 4,Lets Sing 9 (without Mic),4020628824815,25.00,15.00
1001,/product_images/Juegos/PS4 Juegos/5060146461856_s.jpg,6.00,PlayStation 4,Shovel Knight,5060146461856,15.00,9.00
