titulo,img_caratula,categoria_id,categoria_str,precio_intercambio,sku,precio_venta,precio_compra
Patrician IV (P),/product_images/Juegos/PC Juegos/8436010152828_s.jpg,830,PC,1.50,8436010152828,5.00,0.70
Beasts And Bumpkins,/product_images/defimg3_s.jpg,830,PC,0.20,3307215705261,0.75,0.10
Gladiator Begins,/product_images/defimg5_s.jpg,862,PSP,0.40,4510772106580,1.50,0.20
Ape Escape Academy,/product_images/Juegos/PSP Juegos/711719861928US_s.jpg,862,PSP,0.70,711719861928,2.50,0.30
Peliculas a PSP,/product_images/defimg5_s.jpg,862,PSP,0.10,9783828774148,0.50,0.01
Quake 4,/product_images/Juegos/Xbox 360 Juegos/5030917031052_s.jpg,827,Xbox 360,1.30,5030917031052,3.50,0.80
Baby-Sitter Party,/product_images/Juegos/Wii Juegos/3307211504332_s.jpg,831,Wii,3.00,3307211504332,6.00,2.00
Los Monos Locos 20 Juegos,/product_images/Juegos/Wii Juegos/5030917060236_s.jpg,831,Wii,5.00,5030917060236,8.00,3.00
Rapala Tournament Fishing,/product_images/Juegos/Wii Juegos/5030917043086_s.jpg,831,Wii,3.00,5030917043086,5.00,2.00
Little Robots Haciendo Amigos,/product_images/defimg2_s.jpg,830,PC,0.01,8436037170591,0.25,0.01
Dark Messiah of Might & Magic (SN),/product_images/Juegos/PC Juegos/3307210232502_s.jpg,830,PC,0.60,3307210232502,2.00,0.30
Passport To Roma,/product_images/Juegos/PSP Juegos/711719691976_s.jpg,862,PSP,0.20,711719691976,0.75,0.10
Grand Slam Tennis 2,/product_images/Juegos/Xbox 360 Juegos/5030930105013_s.jpg,827,Xbox 360,1.50,5030930105013,4.00,0.90
Shadows Of The Damned,/product_images/Juegos/Xbox 360 Juegos/5030934102834_s.jpg,827,Xbox 360,5.00,5030934102834,8.00,3.00
Family Ski,/product_images/Juegos/Wii Juegos/045496365790_s.jpg,831,Wii,1.50,045496365790,4.00,0.90
Dance Dance Revolution -Hottest Party 4 ( Solo Juego),/product_images/defimg2_s.jpg,831,Wii,0.70,4012927094693,2.00,0.40
Manhunt 2,/product_images/Juegos/Wii Juegos/5026555041577_s.jpg,831,Wii,3.00,5026555041577,5.00,2.00
Super Saltarin,/product_images/defimg5_s.jpg,830,PC,0.30,8427197210005,1.00,0.10
Face Factory Sims 2,/product_images/defimg4_s.jpg,830,PC,0.01,8426412004603,0.10,0.01
Top Spin 3,/product_images/Juegos/Xbox 360 Juegos/5026555247597_s.jpg,827,Xbox 360,0.90,5026555247597,2.50,0.60
Formula 1 2014,/product_images/Juegos/Xbox 360 Juegos/5024866363456_s.jpg,827,Xbox 360,7.00,5024866363456,12.00,5.00
Sega Mega Drive Ultimate Collection,/product_images/Juegos/Xbox 360 Juegos/5060138440241_s.jpg,827,Xbox 360,12.00,5060138440241,20.00,9.00
My Sims Kingdom,/product_images/Juegos/Wii Juegos/5030934066143_s.jpg,831,Wii,3.00,5030934066143,6.00,2.00
Just Dance: Kids 2014,/product_images/Juegos/Wii Juegos/3307215736128_s.jpg,831,Wii,7.00,3307215736128,12.00,5.00
Hot Wheels 2010 Track Attack,/product_images/defimg4_s.jpg,831,Wii,6.00,4005209139571,10.00,4.00
Chessmaster 9000,/product_images/defimg3_s.jpg,830,PC,0.01,3307210173751,0.25,0.01
Fifa 06 (SN),/product_images/defimg1_s.jpg,830,PC,0.01,014633149609,0.25,0.01
UDraw Studio (Game Only),/product_images/Juegos/Xbox 360 Juegos/400520915772S_s.jpg,827,Xbox 360,0.20,400520915772,0.75,0.10
Operation Flashpoint Red River,/product_images/Juegos/Xbox 360 Juegos/5024866345131_s.jpg,827,Xbox 360,1.50,5024866345131,4.00,0.90
Skylanders SuperChargers Starter Pack,/product_images/Juegos/Xbox 360 Juegos/5030917163104_s.jpg,827,Xbox 360,9.00,5030917163104,15.00,6.00
We Sing Encore,/product_images/Juegos/Wii Juegos/7340044301163_s.jpg,831,Wii,0.90,7340044301163,2.50,0.60
Doods Big Adventure,/product_images/Juegos/Wii Juegos/4005209140850_s.jpg,831,Wii,0.70,4005209140850,2.00,0.40
Kung Fu Panda 2,/product_images/Juegos/Wii Juegos/4005209148337_s.jpg,831,Wii,3.00,4005209148337,6.00,2.00
Gartu La Isla De Los Taki 3,/product_images/defimg4_s.jpg,830,PC,0.10,8436019390030,0.50,0.01
Gartu Fiesta Sorpresa,/product_images/defimg1_s.jpg,830,PC,0.70,8436019390047,2.50,0.30
007 - Bloodstone,/product_images/Juegos/Xbox 360 Juegos/5030917091513_s.jpg,827,Xbox 360,1.10,5030917091513,3.00,0.70
Fairytale Fights,/product_images/Juegos/Xbox 360 Juegos/8717545402894_s.jpg,827,Xbox 360,3.00,8717545402894,5.00,2.00
Hitman Trilogy,/product_images/Juegos/Xbox 360 Juegos/5021290055551_s.jpg,827,Xbox 360,9.00,5021290055551,15.00,6.00
Onechanbara - Bikini Zombie Slayers,/product_images/Juegos/Wii Juegos/5060125483008_s.jpg,831,Wii,5.00,5060125483008,8.00,3.00
Spider-man Shattered Dimensions,/product_images/Juegos/Wii Juegos/5030917087271_s.jpg,831,Wii,6.00,5030917087271,10.00,4.00
Broken Sword Shadow of the Templars,/product_images/Juegos/Wii Juegos/3307211641419_s.jpg,831,Wii,5.00,3307211641419,8.00,3.00
Gartu-La Ciudad En Peligro,/product_images/defimg1_s.jpg,830,PC,0.10,8436019390016,0.50,0.01
Rogue Trooper,/product_images/defimg1_s.jpg,830,PC,0.30,5021290025356,1.00,0.10
NBA Live 09,/product_images/Juegos/Xbox 360 Juegos/5030934066570_s.jpg,827,Xbox 360,0.10,5030934066570,0.50,0.01
Bound By Flame,/product_images/Juegos/Xbox 360 Juegos/3512899112339_s.jpg,827,Xbox 360,1.30,3512899112339,3.50,0.80
Harry Potter y la Orden del Fenix,/product_images/Juegos/Xbox 360 Juegos/5030934057325_s.jpg,827,Xbox 360,3.00,5030934057325,6.00,2.00
"Voz, La",/product_images/Juegos/Wii Juegos/4260231341181_s.jpg,831,Wii,6.00,4260231341181,10.00,4.00
World Of Zoo,/product_images/Juegos/Wii Juegos/4005209124065_s.jpg,831,Wii,5.00,4005209124065,8.00,3.00
Barrio Sesamo: Preparados,/product_images/defimg2_s.jpg,831,Wii,3.00,5051893064049,5.00,2.00
Total Overdose,/product_images/defimg2_s.jpg,830,PC,0.10,5021290024021,0.50,0.01
Bioshock & The Elder Scrolls IV,/product_images/defimg5_s.jpg,830,PC,6.00,5026555054584,18.00,4.00
Dragon Ball Z Budokai HD Collection,/product_images/Juegos/Xbox 360 Juegos/3391891966924_s.jpg,827,Xbox 360,11.00,3391891966924,18.00,8.00
WWE Smackdown Vs Raw 2011,/product_images/Juegos/Xbox 360 Juegos/4005209137171_s.jpg,827,Xbox 360,3.00,4005209137171,5.00,2.00
Escuela De Campeones: Futbol,/product_images/Juegos/Wii Juegos/3307211663336_s.jpg,831,Wii,3.00,3307211663336,5.00,2.00
WWE Smackdown Vs. Raw 2010,/product_images/Juegos/Wii Juegos/4005209126335_s.jpg,831,Wii,5.00,4005209126335,8.00,3.00
Star Wars Lego Compilation,/product_images/Juegos/Wii Juegos/023272004644_s.jpg,831,Wii,12.00,023272004644,20.00,9.00
Dracula 3: La Senda del Dragon,/product_images/Juegos/PC Juegos/3563653068805_s.jpg,830,PC,0.20,3563653068805,0.75,0.10
Tiana Y El Sapo,/product_images/defimg2_s.jpg,830,PC,0.20,8427897003204,0.75,0.10
Rayman Legends,/product_images/Juegos/Xbox 360 Juegos/3307215646243_s.jpg,827,Xbox 360,9.00,3307215646243,15.00,6.00
Test Drive Unlimited 2,/product_images/Juegos/Xbox 360 Juegos/3546430150306_s.jpg,827,Xbox 360,6.00,3546430150306,10.00,4.00
Tony Hawk's Project 8,/product_images/Juegos/Xbox 360 Juegos/5030917037573_s.jpg,827,Xbox 360,3.00,5030917037573,5.00,2.00
Supervivientes,/product_images/Juegos/Wii Juegos/5390102502980_s.jpg,831,Wii,1.30,5390102502980,3.50,0.80
UDraw Gametablet + UDraw Studio,/product_images/Juegos/Wii Juegos/4005209140881_s.jpg,831,Wii,9.00,4005209140881,15.00,6.00
Ball of Fury,/product_images/Juegos/Wii Juegos/5060034555285_s.jpg,831,Wii,0.90,5060034555285,2.50,0.60
Nascar Racing 2,/product_images/defimg3_s.jpg,830,PC,0.01,3700046225128,0.25,0.01
Dragon's Lair Trilogia,/product_images/defimg5_s.jpg,830,PC,3.00,8436010150145,8.00,1.90
Just Dance 2015,/product_images/Juegos/Xbox 360 Juegos/3307215795675_s.jpg,827,Xbox 360,13.00,3307215795675,22.00,9.00
Prince of Persia: Arenas,/product_images/Juegos/Xbox 360 Juegos/3307212807043_s.jpg,827,Xbox 360,3.00,3307212807043,6.00,2.00
Sniper Elite 3 Ultimate Edition,/product_images/defimg1_s.jpg,827,Xbox 360,12.00,8023171036250,20.00,9.00
Hip Hop Dance Experience,/product_images/defimg5_s.jpg,831,Wii,3.00,3307215657850,6.00,2.00
Boom Street,/product_images/Juegos/Wii Juegos/045496401047_s.jpg,831,Wii,7.00,045496401047,12.00,5.00
Animalz: Monkey Area,/product_images/Juegos/Wii Juegos/3307211607767_s.jpg,831,Wii,1.30,3307211607767,3.50,0.80
NeverDead,/product_images/Juegos/Xbox 360 Juegos/4012927036860_s.jpg,827,Xbox 360,1.10,4012927036860,3.00,0.70
Los Sims 3,/product_images/Juegos/Xbox 360 Juegos/5030934085861_s.jpg,827,Xbox 360,12.00,5030934085861,20.00,9.00
Your Shape - Fitness Evolved,/product_images/Juegos/Xbox 360 Juegos/3307217927616_s.jpg,827,Xbox 360,0.90,3307217927616,2.50,0.60
Wounder World Parque de atracciones,/product_images/Juegos/Wii Juegos/5060136650468_s.jpg,831,Wii,3.00,5060136650468,5.00,2.00
Don King El Boxeo,/product_images/Juegos/Wii Juegos/5026555042635_s.jpg,831,Wii,1.50,5026555042635,4.00,0.90
Rock Band (Pack de Canciones),/product_images/Juegos/Wii Juegos/5030934068680_s.jpg,831,Wii,0.50,5030934068680,1.50,0.30
Midnight Club 4: Los Angeles,/product_images/Juegos/Xbox 360 Juegos/5026555247245_s.jpg,827,Xbox 360,5.00,5026555247245,8.00,3.00
Far Cry 3/ Far Cry 4,/product_images/Juegos/Xbox 360 Juegos/3307215906583_s.jpg,827,Xbox 360,15.00,3307215906583,25.00,11.00
Syndicate,/product_images/Juegos/Xbox 360 Juegos/5030934099523_s.jpg,827,Xbox 360,1.50,5030934099523,4.00,0.90
Sports Challenge,/product_images/Juegos/Wii Juegos/5060015537408_s.jpg,831,Wii,0.70,5060015537408,2.00,0.40
Pimp My Ride,/product_images/Juegos/Wii Juegos/5030917076640_s.jpg,831,Wii,1.50,5030917076640,4.00,0.90
Cocoto festival,/product_images/defimg2_s.jpg,831,Wii,1.30,3499550269147,3.50,0.80
Street Fighter IV,/product_images/Juegos/Xbox 360 Juegos/5055060961483_s.jpg,827,Xbox 360,6.00,5055060961483,10.00,4.00
Catherine,/product_images/Juegos/Xbox 360 Juegos/4020628509903_s.jpg,827,Xbox 360,11.00,4020628509903,18.00,8.00
Morphx,/product_images/Juegos/Xbox 360 Juegos/8023171023373_s.jpg,827,Xbox 360,0.90,8023171023373,2.50,0.60
Wii Chess,/product_images/defimg4_s.jpg,831,Wii,1.10,045496364878,3.00,0.70
Vacation Isle: Beach Party,/product_images/Juegos/Wii Juegos/5051893029819_s.jpg,831,Wii,1.10,5051893029819,3.00,0.70
Legend Of The Dragon,/product_images/Juegos/Wii Juegos/5743211720057_s.jpg,831,Wii,1.10,5743211720057,3.00,0.70
Crash: Guerra al Coco-Maniaco!,/product_images/Juegos/Xbox 360 Juegos/3348542219779_s.jpg,827,Xbox 360,13.00,3348542219779,22.00,9.00
Dragons Dogma - Dark Arisen (2 Disc),/product_images/Juegos/Xbox 360 Juegos/5055060964804_s.jpg,827,Xbox 360,5.00,5055060964804,8.00,3.00
Shadowrun,/product_images/Juegos/Xbox 360 Juegos/882224355926_s.jpg,827,Xbox 360,0.90,882224355926,2.50,0.60
Sim Animals,/product_images/defimg3_s.jpg,834,Nintendo DS,0.90,5030934067058,2.50,0.60
Destroy All Humans 3: Big Willy Desatado,/product_images/Juegos/Wii Juegos/4005209099608_s.jpg,831,Wii,1.50,4005209099608,4.00,0.90
Barbie: Las 3 Mosqueteras,/product_images/Juegos/Wii Juegos/5030917078248_s.jpg,831,Wii,1.70,5030917078248,4.50,1.00
Brujula Dorada,/product_images/Juegos/Wii Juegos/5060138433281_s.jpg,831,Wii,1.30,5060138433281,3.50,0.80
"Last Remnant, The (2 Disc)",/product_images/Juegos/Xbox 360 Juegos/5060121824041_s.jpg,827,Xbox 360,5.00,5060121824041,8.00,3.00
London 2012,/product_images/Juegos/Xbox 360 Juegos/5055277017140_s.jpg,827,Xbox 360,5.00,5055277017140,8.00,3.00
Kingdom Under Fire: Circle of Doom,/product_images/Juegos/Xbox 360 Juegos/882224512886_s.jpg,827,Xbox 360,1.50,882224512886,4.00,0.90
Safecracker,/product_images/Juegos/DS Juegos/9006113166412_s.jpg,834,Nintendo DS,0.90,9006113166412,2.50,0.60
Star Trek: Tactical Assault,/product_images/Juegos/DS Juegos/3307210241283_s.jpg,834,Nintendo DS,1.50,3307210241283,4.00,0.90
Prey The Stars: Gabu El Gloton,/product_images/Juegos/DS Juegos/5060073303519_s.jpg,834,Nintendo DS,5.00,5060073303519,8.00,3.00
We Rock Drum King,/product_images/Juegos/Wii Juegos/8023171016580_s.jpg,831,Wii,0.90,8023171016580,2.50,0.60
Madagascar 3,/product_images/Juegos/Wii Juegos/3391891963459_s.jpg,831,Wii,3.00,3391891963459,5.00,2.00
Billy The Wizard,/product_images/Juegos/Wii Juegos/5060048319446_s.jpg,831,Wii,3.00,5060048319446,5.00,2.00
BioShock Infinite - Edition Complete,/product_images/Juegos/Xbox 360 Juegos/5026555264013_s.jpg,827,Xbox 360,12.00,5026555264013,20.00,9.00
Batman Arkham City GOTY,/product_images/Juegos/Xbox 360 Juegos/5051893128193_s.jpg,827,Xbox 360,9.00,5051893128193,15.00,6.00
Resident Evil Revelations 2,/product_images/Juegos/Xbox 360 Juegos/5055060965498_s.jpg,827,Xbox 360,11.00,5055060965498,18.00,8.00
Theme Park,/product_images/Juegos/DS Juegos/5030934055420_s.jpg,834,Nintendo DS,1.10,5030934055420,3.00,0.70
Road To Vegas,/product_images/Juegos/DS Juegos/5036675011442_s.jpg,834,Nintendo DS,0.40,5036675011442,1.50,0.20
Sushi Academy,/product_images/Juegos/DS Juegos/5906961197665_s.jpg,834,Nintendo DS,0.90,5906961197665,2.50,0.60
Bratz Girls Really Rock,/product_images/Juegos/Wii Juegos/4005209111836_s.jpg,831,Wii,4.00,4005209111836,7.00,3.00
Party Night,/product_images/Juegos/Wii Juegos/3307212322959_s.jpg,831,Wii,3.00,3307212322959,6.00,2.00
Runaway: Dream of the Turtle,/product_images/Juegos/Wii Juegos/3512289015387_s.jpg,831,Wii,3.00,3512289015387,5.00,2.00
Leyenda de Spyro: La Fuerza del Drago,/product_images/Juegos/Xbox 360 Juegos/3348542220256_s.jpg,827,Xbox 360,9.00,3348542220256,15.00,6.00
Prototype 2- CE,/product_images/Juegos/Xbox 360 Juegos/5030917108082_s.jpg,827,Xbox 360,7.00,5030917108082,12.00,5.00
Dead Or Alive Xtreme 2,/product_images/Juegos/Xbox 360 Juegos/882224373074_s.jpg,827,Xbox 360,1.50,882224373074,4.00,0.90
"Pitufos 2, Los",/product_images/Juegos/Wii Juegos/3307215724064_s.jpg,831,Wii,4.00,3307215724064,7.00,3.00
Teenage Mutant Ninja Turtles: The Threat from Mutagen,/product_images/Juegos/Xbox 360 Juegos/5030917151125_s.jpg,827,Xbox 360,6.00,5030917151125,10.00,4.00
Apache,/product_images/Juegos/Xbox 360 Juegos/5030917092152_s.jpg,827,Xbox 360,5.00,5030917092152,9.00,4.00
Queen Teen The Clique,/product_images/defimg5_s.jpg,834,Nintendo DS,0.90,5051893013054,2.50,0.60
Taos Adventure: Curse of the Demon Seal,/product_images/Juegos/DS Juegos/4012927081617_s.jpg,834,Nintendo DS,5.00,4012927081617,8.00,3.00
Cocoto Festival + 2 pistolas,/product_images/defimg4_s.jpg,831,Wii,3.00,3499550295931,5.00,2.00
Assassin's Creed: American Saga (No Liberation DLC),/product_images/Juegos/Xbox 360 Juegos/3307215802779_s.jpg,827,Xbox 360,12.00,3307215802779,20.00,9.00
Zumba Fitness Core,/product_images/Juegos/Xbox 360 Juegos/802317112483A_s.jpg,827,Xbox 360,6.00,802317112483,10.00,4.00
Professor's Brain Trainer Logic,/product_images/defimg2_s.jpg,834,Nintendo DS,3.00,8023171009698,6.00,2.00
Peppa Pig: The Game,/product_images/defimg3_s.jpg,834,Nintendo DS,7.00,5060148907345,12.00,5.00
Cooking Party,/product_images/Juegos/Wii Juegos/3307211689671_s.jpg,831,Wii,4.00,3307211689671,7.00,3.00
Game Island,/product_images/defimg1_s.jpg,831,Wii,5.00,4012927093177,8.00,3.00
Rock Band 2 (Solo Juego),/product_images/Juegos/Xbox 360 Juegos/5030934068635_s.jpg,827,Xbox 360,0.70,5030934068635,2.00,0.40
XCOM: Enemy Unknown,/product_images/Juegos/Xbox 360 Juegos/5026555251884_s.jpg,827,Xbox 360,1.10,5026555251884,3.00,0.70
Shrek Smash N' Crash Racing,/product_images/defimg2_s.jpg,834,Nintendo DS,1.30,5030917039584,3.50,0.80
Race Pro,/product_images/Juegos/Xbox 360 Juegos/3546430137208_s.jpg,827,Xbox 360,1.10,3546430137208,3.00,0.70
Burnout Revenge,/product_images/Juegos/Xbox 360 Juegos/5030934049207_s.jpg,827,Xbox 360,8.00,5030934049207,14.00,6.00
Dirt 3 - Edicion Completa,/product_images/Juegos/Xbox 360 Juegos/5024866347821_s.jpg,827,Xbox 360,7.00,5024866347821,12.00,5.00
Pucca Power Up,/product_images/defimg2_s.jpg,834,Nintendo DS,3.00,5060102952602,6.00,2.00
Sim City Creator,/product_images/Juegos/DS Juegos/5030942065695_s.jpg,834,Nintendo DS,3.00,5030942065695,6.00,2.00
Professor Kageyama's Maths Training (UK),/product_images/defimg1_s.jpg,834,Nintendo DS,3.00,045496466176,6.00,2.00
Tomb Raider: Anniversary,/product_images/Juegos/Wii Juegos/5021290031944_s.jpg,831,Wii,7.00,5021290031944,12.00,5.00
Dino Strike (Solo Juego),/product_images/defimg4_s.jpg,831,Wii,6.00,5055377601553,10.00,4.00
Far Cry Vengeance,/product_images/Juegos/Wii Juegos/3307210240385_s.jpg,831,Wii,6.00,3307210240385,10.00,4.00
Frontlines: Fuel of War,/product_images/Juegos/Xbox 360 Juegos/4005209088367_s.jpg,827,Xbox 360,1.30,4005209088367,3.50,0.80
Remember Me,/product_images/Juegos/Xbox 360 Juegos/5055060964514_s.jpg,827,Xbox 360,1.50,5055060964514,4.00,0.90
MotionSports (Kinect),/product_images/Juegos/Xbox 360 Juegos/3307219903014_s.jpg,827,Xbox 360,0.90,3307219903014,2.50,0.60
Scribblenauts,/product_images/Juegos/DS Juegos/5051893015256_s.jpg,834,Nintendo DS,3.00,5051893015256,5.00,2.00
Professor's Brain Trainer - Memory,/product_images/defimg2_s.jpg,834,Nintendo DS,1.50,8023171009681,4.00,0.90
Space Invaders Extreme 2,/product_images/defimg1_s.jpg,834,Nintendo DS,5.00,5060121825550,8.00,3.00
Sky Crawlers Innocent Aces,/product_images/Juegos/Wii Juegos/3296580811212_s.jpg,831,Wii,7.00,3296580811212,12.00,5.00
Guilty Gear Core,/product_images/Juegos/Wii Juegos/8023171013749_s.jpg,831,Wii,5.00,8023171013749,8.00,3.00
Trackmania,/product_images/defimg2_s.jpg,831,Wii,6.00,3512289017206,10.00,4.00
Piratas del Caribe en el Fin del Mundo,/product_images/Juegos/Xbox 360 Juegos/8717418124595_s.jpg,827,Xbox 360,5.00,8717418124595,8.00,3.00
Fighters Uncaged (Kinect),/product_images/Juegos/Xbox 360 Juegos/3307219909801_s.jpg,827,Xbox 360,1.10,3307219909801,3.00,0.70
WWE Smackdown Vs. Raw 2010,/product_images/Juegos/Xbox 360 Juegos/4005209125765_s.jpg,827,Xbox 360,1.50,4005209125765,4.00,0.90
Petz : Fashion,/product_images/defimg4_s.jpg,834,Nintendo DS,7.00,3307211681699,12.00,5.00
Petz - My Kitten Family,/product_images/defimg5_s.jpg,834,Nintendo DS,0.01,3307211606821,0.25,0.01
Shaun: El Cordero,/product_images/defimg4_s.jpg,834,Nintendo DS,11.00,5060125482520,18.00,8.00
Super Nacho,/product_images/defimg2_s.jpg,834,Nintendo DS,0.10,5060136650079,0.50,0.01
Resident Evil,/product_images/defimg5_s.jpg,834,Nintendo DS,7.00,013388320042,12.00,5.00
Space invaders Extreme,/product_images/Juegos/DS Juegos/5060121823358_s.jpg,834,Nintendo DS,6.00,5060121823358,10.00,4.00
Sudoku Ball Detective,/product_images/Juegos/DS Juegos/8717545402429_s.jpg,834,Nintendo DS,0.40,8717545402429,1.50,0.20
Postman Pat,/product_images/Juegos/DS Juegos/5051272004499_s.jpg,834,Nintendo DS,3.00,5051272004499,6.00,2.00
SimAnimals: Africa,/product_images/defimg3_s.jpg,834,Nintendo DS,0.10,5030935076981,0.50,0.01
Rooms: The Main Building,/product_images/Juegos/DS Juegos/045496469849_s.jpg,834,Nintendo DS,4.00,045496469849,7.00,3.00
Spongebob Squarepants: Frantic Fry,/product_images/defimg5_s.jpg,834,Nintendo DS,5.00,4005209117845,9.00,4.00
Phineas & Ferb - A Traves de la Segunda Dimension,/product_images/Juegos/PS3 Juegos/8717418319656_s.jpg,821,PlayStation 3,3.00,8717418319656,6.00,2.00
Pawly Pets - My Pet Hotel (3),/product_images/defimg3_s.jpg,834,Nintendo DS,1.30,3307210247179,3.50,0.80
Solitario,/product_images/defimg4_s.jpg,834,Nintendo DS,1.10,4017244019527,3.00,0.70
Sega Superstars Tennis,/product_images/Juegos/PS3 Juegos/5060138435957_s.jpg,821,PlayStation 3,2.00,5060138435957,7.00,1.60
Dark Void,/product_images/Juegos/PS3 Juegos/5055060925966_s.jpg,821,PlayStation 3,0.90,5055060925966,2.50,0.60
Ridge Racer Unbounded,/product_images/Juegos/PS3 Juegos/3391891958271_s.jpg,821,PlayStation 3,5.00,3391891958271,8.00,3.00
Sherlock Holmes - Secreto de la Reina,/product_images/Juegos/DS Juegos/3512289017220_s.jpg,834,Nintendo DS,5.00,3512289017220,9.00,4.00
Pippa Funnell 2: Farm Adventures (UK),/product_images/defimg4_s.jpg,834,Nintendo DS,0.90,3307210264503,2.50,0.60
Paint By DS: Military Vehicles,/product_images/defimg5_s.jpg,834,Nintendo DS,1.50,4260125233103,4.00,0.90
Saints Row The Third: Full Package,/product_images/Juegos/PS3 Juegos/4020628513276_s.jpg,821,PlayStation 3,2.00,4020628513276,6.00,1.40
Dead to Rights Retribution,/product_images/Juegos/PS3 Juegos/3296580810383_s.jpg,821,PlayStation 3,1.50,3296580810383,4.00,0.90
Assassin's Creed 1 y 2,/product_images/Juegos/PS3 Juegos/3307215624418_s.jpg,821,PlayStation 3,4.00,3307215624418,12.00,2.00
Rainbow Islands Revolution,/product_images/defimg1_s.jpg,834,Nintendo DS,5.00,5060102950042,8.00,3.00
Six Flags Fun Park,/product_images/defimg4_s.jpg,834,Nintendo DS,11.00,890181002265,18.00,8.00
Salem Secrets (UK),/product_images/Juegos/DS Juegos/5016488122207_s.jpg,834,Nintendo DS,7.00,5016488122207,12.00,5.00
SingStar (solo juego),/product_images/Juegos/PS3 Juegos/711719622192_s.jpg,821,PlayStation 3,3.00,711719622192,8.00,1.90
Disney Universe,/product_images/Juegos/PS3 Juegos/8717418327729_s.jpg,821,PlayStation 3,5.00,8717418327729,8.00,3.00
Thor,/product_images/Juegos/PS3 Juegos/5055277011421_s.jpg,821,PlayStation 3,5.00,5055277011421,8.00,3.00
