precio_intercambio,categoria_str,img_caratula,titulo,precio_venta,categoria_id,precio_compra,sku
2.00,PC,/product_images/Juegos/PC Juegos/8426412006225_s.jpg,German Truck Simulator,6.00,830,1.20,8426412006225
0.70,PC,/product_images/Juegos/PC Juegos/8426412006294_s.jpg,UK Truck Simulator,2.50,830,0.30,8426412006294
0.01,PC,/product_images/Juegos/PC Juegos/8426412006331_s.jpg,Hearts Of Iron III - Semper FI,0.10,830,0.01,8426412006331
2.00,PC,/product_images/Juegos/PC Juegos/8426412006348_s.jpg,My First Trainz Set,6.00,830,1.20,8426412006348
0.30,PC,/product_images/Juegos/PC Juegos/8426412006355_s.jpg,Airport Control Simulator,1.00,830,0.10,8426412006355
2.00,PC,/product_images/Juegos/PC Juegos/8426412006362_s.jpg,Digger Simulator 2011,6.00,830,1.20,8426412006362
0.90,PC,/product_images/Juegos/PC Juegos/8426412006409_s.jpg,Farming Simulator 2011,3.00,830,0.40,8426412006409
0.30,PC,/product_images/Juegos/PC Juegos/8427197001443_s.jpg,MF Dos Vaqueros Chapuceros,1.00,830,0.10,8427197001443
0.10,PC,/product_images/Juegos/PC Juegos/8427197001467_s.jpg,"MF Terror,Espanto y Pavor",0.50,830,0.01,8427197001467
0.01,PC,/product_images/Juegos/PC Juegos/8427197001719_s.jpg,Big Job Millenium,0.10,830,0.01,8427197001719
0.10,PC,/product_images/Juegos/PC Juegos/8427197020932_s.jpg,Zipi Y Zape Vol 3,0.50,830,0.01,8427197020932
0.60,PC,/product_images/Juegos/PC Juegos/8427197021076_s.jpg,Cronica De La Historia,2.00,830,0.30,8427197021076
0.10,PC,/product_images/Juegos/PC Juegos/8427197021168_s.jpg,Dinosaurios,0.50,830,0.01,8427197021168
0.20,PC,/product_images/Juegos/PC Juegos/8427197021212_s.jpg,Juega Con Las Ciencias,0.75,830,0.10,8427197021212
0.30,PC,/product_images/Juegos/PC Juegos/8427197021236_s.jpg,Aprendo a leer,1.00,830,0.10,8427197021236
0.01,PC,/product_images/Juegos/PC Juegos/8427197050052_s.jpg,C.I.D El caso del lobo estepario,0.25,830,0.01,8427197050052
0.10,PC,/product_images/Juegos/PC Juegos/8427197070081_s.jpg,Mini Monstruos lengua-matematicas,0.50,830,0.01,8427197070081
0.40,PC,/product_images/Juegos/PC Juegos/8427197080158_s.jpg,Capitan Trueno: La Espada del Toledan,1.50,830,0.20,8427197080158
0.60,PC,/product_images/Juegos/PC Juegos/8427197080172_s.jpg,Mortadelo y Filemon Operacion Moscu,2.00,830,0.30,8427197080172
0.90,PC,/product_images/Juegos/PC Juegos/8427197080271_s.jpg,"Mortadelo y Filemon, Una aventura de cin",3.00,830,0.40,8427197080271
0.10,PC,/product_images/Juegos/PC Juegos/8427197110015_s.jpg,"Sting, El Golpe Del Siglo",0.50,830,0.01,8427197110015
0.01,PC,/product_images/Juegos/PC Juegos/8427197110039_s.jpg,The Nations,0.25,830,0.01,8427197110039
0.01,PC,/product_images/Juegos/PC Juegos/8427197110114_s.jpg,Swine,0.25,830,0.01,8427197110114
0.10,PC,/product_images/Juegos/PC Juegos/8427197110121_s.jpg,Etherlords,0.50,830,0.01,8427197110121
0.10,PC,/product_images/Juegos/PC Juegos/8427197110138_s.jpg,Aquanox,0.50,830,0.01,8427197110138
0.01,PC,/product_images/Juegos/PC Juegos/8427197110145_s.jpg,Gorasul - El legado del Dragon,0.25,830,0.01,8427197110145
0.10,PC,/product_images/Juegos/PC Juegos/8427197110169_s.jpg,Soccer Manager 2002,0.50,830,0.01,8427197110169
0.10,PC,/product_images/Juegos/PC Juegos/8427197110206_s.jpg,Cultures 2,0.50,830,0.01,8427197110206
0.01,PC,/product_images/Juegos/PC Juegos/8427197110275_s.jpg,Michael Schumacher Kart 2002,0.10,830,0.01,8427197110275
0.10,PC,/product_images/Juegos/PC Juegos/8427197110367_s.jpg,World War 3 Black Gold,0.50,830,0.01,8427197110367
0.01,PC,/product_images/Juegos/PC Juegos/8427197120014_s.jpg,Dispel,0.25,830,0.01,8427197120014
0.10,PC,/product_images/Juegos/PC Juegos/8427197120038_s.jpg,Mirror War,0.50,830,0.01,8427197120038
0.30,PC,/product_images/Juegos/PC Juegos/8427197130013_s.jpg,La Caja De Los Suenos,1.00,830,0.10,8427197130013
1.00,PC,/product_images/Juegos/PC Juegos/8427197140012_s.jpg,America Add-on,3.50,830,0.50,8427197140012
0.10,PC,/product_images/Juegos/PC Juegos/8427197150011_s.jpg,Las Dos Torres Activity Studio,0.50,830,0.01,8427197150011
0.10,PC,/product_images/Juegos/PC Juegos/8427197150035_s.jpg,"Seonr De Los Anillos, El : El Retorno Del Rey Activity  Studio",0.50,830,0.01,8427197150035
0.10,PC,/product_images/Juegos/PC Juegos/8427197170019_s.jpg,Emperor's Mahjong,0.50,830,0.01,8427197170019
0.01,PC,/product_images/Juegos/PC Juegos/8427197170026_s.jpg,Slurp,0.10,830,0.01,8427197170026
0.10,PC,/product_images/Juegos/PC Juegos/8427197170033_s.jpg,Pop-s Pipes,0.50,830,0.01,8427197170033
0.30,PC,/product_images/Juegos/PC Juegos/8427197170071_s.jpg,Hard Rock Casino,1.00,830,0.10,8427197170071
0.01,PC,/product_images/Juegos/PC Juegos/8427197180025_s.jpg,Fast Lanes Bowling,0.10,830,0.01,8427197180025
0.40,PC,/product_images/Juegos/PC Juegos/8427197180032_s.jpg,Warlords Battlecry III,1.50,830,0.20,8427197180032
0.10,PC,/product_images/Juegos/PC Juegos/8427197180056_s.jpg,Scrapland,0.50,830,0.01,8427197180056
0.10,PC,/product_images/Juegos/PC Juegos/8427197190024_s.jpg,Hover Ace,0.50,830,0.01,8427197190024
0.01,PC,/product_images/Juegos/PC Juegos/8427197200013_s.jpg,lethal dreams,0.25,830,0.01,8427197200013
0.10,PC,/product_images/Juegos/PC Juegos/8427197200037_s.jpg,Kreed (SN),0.50,830,0.01,8427197200037
0.70,PC,/product_images/Juegos/PC Juegos/8427197200068_s.jpg,Golden Land,2.50,830,0.30,8427197200068
0.01,PC,/product_images/Juegos/PC Juegos/8427197210005_s.jpg,Oil Pipes,0.10,830,0.01,8427197210005
0.10,PC,/product_images/Juegos/PC Juegos/84271972100050009_s.jpg,Troonies,0.50,830,0.01,84271972100050009
0.20,PC,/product_images/Juegos/PC Juegos/8427197210005B_s.jpg,Bubbles,0.75,830,0.10,8427197210005
0.10,PC,/product_images/Juegos/PC Juegos/8427197210005HA_s.jpg,Huevos Al Ataque,0.50,830,0.01,8427197210005
0.01,PC,/product_images/Juegos/PC Juegos/8427197210005M_s.jpg,Shanghai the real Mah Jongg,0.25,830,0.01,8427197210005
0.10,PC,/product_images/Juegos/PC Juegos/8427197210005S_s.jpg,Super Saltarin,0.50,830,0.01,8427197210005
0.30,PC,/product_images/Juegos/PC Juegos/8427197230058_s.jpg,el misterio de janatris (SN),1.00,830,0.10,8427197230058
0.01,PC,/product_images/Juegos/PC Juegos/8427197240019_s.jpg,Fair Strike,0.25,830,0.01,8427197240019
0.30,PC,/product_images/Juegos/PC Juegos/8427197240033_s.jpg,Battle Mages,1.00,830,0.10,8427197240033
0.40,PC,/product_images/Juegos/PC Juegos/8427197240064_s.jpg,The Entente (SN),1.50,830,0.20,8427197240064
0.01,PC,/product_images/Juegos/PC Juegos/8427197280022_s.jpg,Xpand Rall (SN) 2cd,0.10,830,0.01,8427197280022
1.20,PC,/product_images/Juegos/PC Juegos/8427197320018_s.jpg,Panzers Phase On (SN) 3 CD,4.00,830,0.60,8427197320018
0.60,PC,/product_images/Juegos/PC Juegos/8427197320025_s.jpg,Combat Mission Anthology,2.00,830,0.30,8427197320025
0.70,PC,/product_images/Juegos/PC Juegos/8427197320049_s.jpg,Blitzkrieg Rolling Thunder,2.50,830,0.30,8427197320049
0.40,PC,/product_images/Juegos/PC Juegos/8427197320056_s.jpg,Sudden strike resource war,1.50,830,0.20,8427197320056
1.80,PC,/product_images/Juegos/PC Juegos/8427197320094_s.jpg,Cossacks Anthology (Collectors Edition),5.00,830,1.00,8427197320094
0.70,PC,/product_images/Juegos/PC Juegos/8427897000333_s.jpg,GTR FIA GT Racing Game (SN) (Tarjeta Online,2.50,830,0.30,8427897000333
0.10,PC,/product_images/Juegos/PC Juegos/8427897000418_s.jpg,Donald Duck Quack Attack,0.50,830,0.01,8427897000418
0.01,PC,/product_images/Juegos/PC Juegos/8427897000449_s.jpg,Monstruos S.A. (Isla de los sustos),0.25,830,0.01,8427897000449
0.10,PC,/product_images/Juegos/PC Juegos/8427897000456_s.jpg,Peter Pan En El Pais De Nunca Jamas,0.50,830,0.01,8427897000456
0.10,PC,/product_images/Juegos/PC Juegos/8427897000470_s.jpg,Tigger Tras Un Bote de Miel,0.50,830,0.01,8427897000470
0.60,PC,/product_images/Juegos/PC Juegos/8427897000494_s.jpg,Toy Story 2 - 3 Pack,2.00,830,0.30,8427897000494
1.00,PC,/product_images/Juegos/PC Juegos/8427897000500_s.jpg,Disney Heroes 3,3.50,830,0.50,8427897000500
0.10,PC,/product_images/Juegos/PC Juegos/8427897000517_s.jpg,Disney Interactive 3 Juegos Clasicos,0.50,830,0.01,8427897000517
0.70,PC,/product_images/Juegos/PC Juegos/8427897000876_s.jpg,Disney Magic English: Descubriendo el In,2.50,830,0.30,8427897000876
1.20,PC,/product_images/Juegos/PC Juegos/8427897000951_s.jpg,Grandes Adventures,4.00,830,0.60,8427897000951
2.00,PC,/product_images/Juegos/PC Juegos/8427897001088_s.jpg,Medieval Total War Gold Edition,8.00,830,1.60,8427897001088
0.60,PC,/product_images/Juegos/PC Juegos/8427897001163_s.jpg,Toy Story 2 - Juego En Accion,2.00,830,0.30,8427897001163
0.60,PC,/product_images/Juegos/PC Juegos/8427897001170_s.jpg,En Busca De Las Llaves Secretas,2.00,830,0.30,8427897001170
0.20,PC,/product_images/Juegos/PC Juegos/8427897001231_s.jpg,Rey Leon:Operacion Dominios Del Clan,0.75,830,0.10,8427897001231
0.10,PC,/product_images/Juegos/PC Juegos/8427897001248_s.jpg,Chicken Little As En Accion,0.50,830,0.01,8427897001248
0.30,PC,/product_images/Juegos/PC Juegos/8427897001323_s.jpg,"Power Rangers, Super Legends",1.00,830,0.10,8427897001323
1.30,PC,/product_images/Juegos/PC Juegos/8427897001330_s.jpg,Princesas: Un Viaje Encantado,4.50,830,0.60,8427897001330
0.10,PC,/product_images/Juegos/PC Juegos/8427897001972_s.jpg,Mickey Un Dia A Tope,0.50,830,0.01,8427897001972
0.01,PC,/product_images/Juegos/PC Juegos/8427897002146_s.jpg,Buzz Lightyear Guardianes Del Espacio,0.10,830,0.01,8427897002146
0.30,PC,/product_images/Juegos/PC Juegos/8427897002290_s.jpg,Pure,1.00,830,0.10,8427897002290
0.01,PC,/product_images/Juegos/PC Juegos/8427897002429_s.jpg,High School Musical 3: Fin de curso,0.10,830,0.01,8427897002429
0.01,PC,/product_images/Juegos/PC Juegos/8427897002450_s.jpg,Disney Bolt,0.25,830,0.01,8427897002450
0.20,PC,/product_images/Juegos/PC Juegos/8427897002474_s.jpg,"Aventura De Campanilla, La",0.75,830,0.10,8427897002474
0.01,PC,/product_images/Juegos/PC Juegos/8427897002634_s.jpg,Sing It: Hight School Musical 3 Fin de C,0.10,830,0.01,8427897002634
0.10,PC,/product_images/Juegos/PC Juegos/8427897002658_s.jpg,Disney Sing It Featuring Hanna Montana,0.50,830,0.01,8427897002658
0.10,PC,/product_images/Juegos/PC Juegos/8427897002702_s.jpg,Hannah Montana La Pelicula,0.50,830,0.01,8427897002702
0.30,PC,/product_images/Juegos/PC Juegos/8427897003204_s.jpg,Tiana Y El Sapo,1.00,830,0.10,8427897003204
0.01,PC,/product_images/Juegos/PC Juegos/8427897003297_s.jpg,Toy Story Mania,0.25,830,0.01,8427897003297
0.01,PC,/product_images/Juegos/PC Juegos/8427897003310_s.jpg,Toy Story 3,0.25,830,0.01,8427897003310
1.40,PC,/product_images/Juegos/PC Juegos/8427897003334_s.jpg,Alicia en el Pais de las Maravillas,4.00,830,0.80,8427897003334
0.60,PC,/product_images/Juegos/PC Juegos/8427897003389_s.jpg,Split Second Velocity,2.00,830,0.30,8427897003389
0.60,PC,/product_images/Juegos/PC Juegos/8428350010272_s.jpg,Puzzle Tetris,2.00,830,0.30,8428350010272
0.10,PC,/product_images/Juegos/PC Juegos/8428350111139_s.jpg,Puzzle Bobbles,0.50,830,0.01,8428350111139
0.30,PC,/product_images/Juegos/PC Juegos/8428350666677_s.jpg,Juegos Malditos,1.00,830,0.10,8428350666677
0.10,PC,/product_images/Juegos/PC Juegos/8428350666721_s.jpg,"Juego del Matrimonio, El",0.50,830,0.01,8428350666721
0.10,PC,/product_images/Juegos/PC Juegos/8428350666752_s.jpg,Shanghai,0.50,830,0.01,8428350666752
0.60,PC,/product_images/Juegos/PC Juegos/8428350727040_s.jpg,Nuestros Naipes 2007,2.00,830,0.30,8428350727040
0.01,PC,/product_images/Juegos/PC Juegos/8428350727064_s.jpg,Koala Software Shangai,0.25,830,0.01,8428350727064
0.01,PC,/product_images/Juegos/PC Juegos/8428350888048_s.jpg,Domino,0.10,830,0.01,8428350888048
0.10,PC,/product_images/Juegos/PC Juegos/8428350888093_s.jpg,¿Quién quiere ser Millonario?,0.50,830,0.01,8428350888093
0.01,PC,/product_images/Juegos/PC Juegos/842897002252_s.jpg,Cenicienta - Juego Decorar Castillos,0.10,830,0.01,842897002252
4.00,PC,/product_images/Juegos/PC Juegos/8429953101169_s.jpg,737 Pilot In Command (Expansion),12.00,830,2.00,8429953101169
0.30,PC,/product_images/Juegos/PC Juegos/8429953101398_s.jpg,A380 Wilco Fleet (Exp.),1.00,830,0.10,8429953101398
0.10,PC,/product_images/Juegos/PC Juegos/8429953101404_s.jpg,I-Studio Conversor De Video,0.50,830,0.01,8429953101404
1.00,PC,/product_images/Juegos/PC Juegos/8429953101534_s.jpg,Simulador De Conductor De Bus Y Tranvía,3.50,830,0.50,8429953101534
0.90,PC,/product_images/Juegos/PC Juegos/8429953101558_s.jpg,Ski Region Simulator 2012,3.00,830,0.40,8429953101558
1.40,PC,/product_images/Juegos/PC Juegos/8429953101589_s.jpg,Train Simulator 2013 Español (P),4.00,830,0.80,8429953101589
0.60,PC,/product_images/Juegos/PC Juegos/8429975000037_s.jpg,"Super, El",2.00,830,0.30,8429975000037
0.01,PC,/product_images/Juegos/PC Juegos/8429975000068_s.jpg,Operacion Triunfo Los Juegos,0.10,830,0.01,8429975000068
0.01,PC,/product_images/Juegos/PC Juegos/8429975000129_s.jpg,Baby FCBarcelona,0.10,830,0.01,8429975000129
0.20,PC,/product_images/Juegos/PC Juegos/8429975071426_s.jpg,Los Juegos de Operacion Triunfo,0.75,830,0.10,8429975071426
0.10,PC,/product_images/Juegos/PC Juegos/8429975071563_s.jpg,Salon de Belleza,0.50,830,0.01,8429975071563
0.30,PC,/product_images/Juegos/PC Juegos/8429975071587_s.jpg,Bombero,1.00,830,0.10,8429975071587
0.01,PC,/product_images/Juegos/PC Juegos/8429975152248_s.jpg,Smack Magic,0.25,830,0.01,8429975152248
0.01,PC,/product_images/Juegos/PC Juegos/8430319210128_s.jpg,Las Tres Mellizas hacen las paces,0.10,830,0.01,8430319210128
0.01,PC,/product_images/Juegos/PC Juegos/8430319210197_s.jpg,Les Tres Bessones,0.10,830,0.01,8430319210197
0.10,PC,/product_images/Juegos/PC Juegos/8430319510006_s.jpg,Juanito Jones At Camp,0.50,830,0.10,8430319510006
0.60,PC,/product_images/Juegos/PC Juegos/8430613000067_s.jpg,Heroes 4 the gathering Pack expansion,2.00,830,0.30,8430613000067
0.01,PC,/product_images/Juegos/PC Juegos/8430613000265_s.jpg,Expendable,0.25,830,0.01,8430613000265
0.40,PC,/product_images/Juegos/PC Juegos/8430613000401_s.jpg,Torrente 3 El Protector,1.50,830,0.20,8430613000401
0.01,PC,/product_images/Juegos/PC Juegos/8430613000449_s.jpg,Delta Force: Task Force Dagger,0.10,830,0.01,8430613000449
0.10,PC,/product_images/Juegos/PC Juegos/8430613000616_s.jpg,Garfield - CAOS Segun se Mire,0.50,830,0.01,8430613000616
0.20,PC,/product_images/Juegos/PC Juegos/8430613000630_s.jpg,"Mummy, El - Animated Series",0.75,830,0.10,8430613000630
0.10,PC,/product_images/Juegos/PC Juegos/8430613000746_s.jpg,Pack Exitos Novalogic 2,0.50,830,0.01,8430613000746
0.10,PC,/product_images/Juegos/PC Juegos/8430613000913_s.jpg,Mage Knight Apocalypsis,0.50,830,0.01,8430613000913
0.10,PC,/product_images/Juegos/PC Juegos/8430613001248_s.jpg,Donkey Xote,0.50,830,0.01,8430613001248
0.20,PC,/product_images/Juegos/PC Juegos/8430613001255_s.jpg,Crusaders: Thy Kingdom Come,0.75,830,0.10,8430613001255
0.30,PC,/product_images/Juegos/PC Juegos/8430613001408_s.jpg,Warhammer Mark of Chaos: Battle March (E,1.00,830,0.10,8430613001408
3.00,PC,/product_images/Juegos/PC Juegos/8430613001552_s.jpg,Warhammer Mark of Chaos + Battle March,10.00,830,2.00,8430613001552
0.60,PC,/product_images/Juegos/PC Juegos/8430913000088_s.jpg,Heroes 4 winds of war expansion,2.00,830,0.30,8430913000088
0.10,PC,/product_images/Juegos/PC Juegos/8431019010087_s.jpg,Rail Road Tycoon 2,0.50,830,0.01,8431019010087
0.70,PC,/product_images/Juegos/PC Juegos/8431019010155_s.jpg,"Vampire, The Masquerade: Redemption",2.50,830,0.30,8431019010155
0.60,PC,/product_images/Juegos/PC Juegos/8431019010179_s.jpg,Anachronox,2.00,830,0.30,8431019010179
1.40,PC,/product_images/Juegos/PC Juegos/8431019010254_s.jpg,Mail Tycoon (Extreme Collection),4.00,830,0.80,8431019010254
0.30,PC,/product_images/Juegos/PC Juegos/8431019010278_s.jpg,Civilization Call to Power II,1.00,830,0.10,8431019010278
2.00,PC,/product_images/Juegos/PC Juegos/8431019020031_s.jpg,Commandos Edicoin Historica,8.00,830,1.60,8431019020031
7.00,PC,/product_images/Juegos/PC Juegos/8431019020048_s.jpg,Commandos Saga (PACK X4),22.00,830,4.00,8431019020048
0.01,PC,/product_images/Juegos/PC Juegos/8431019020109_s.jpg,Super Sudoku,0.25,830,0.01,8431019020109
2.00,PC,/product_images/Juegos/PC Juegos/8431019020123_s.jpg,Another World EE 15 Aniversario,8.00,830,1.60,8431019020123
0.01,PC,/product_images/Juegos/PC Juegos/8431019020154_s.jpg,Las Tres Mellizas El Planeta Queso,0.25,830,0.01,8431019020154
0.30,PC,/product_images/Juegos/PC Juegos/8431019020284_s.jpg,Battlestations Midway,1.00,830,0.10,8431019020284
0.10,PC,/product_images/Juegos/PC Juegos/8431019030030_s.jpg,Breed,0.50,830,0.01,8431019030030
0.01,PC,/product_images/Juegos/PC Juegos/8431019030054_s.jpg,Hammer & Sickle,0.25,830,0.01,8431019030054
0.30,PC,/product_images/Juegos/PC Juegos/8431019030078_s.jpg,Night Watch,1.00,830,0.10,8431019030078
1.80,PC,/product_images/Juegos/PC Juegos/8431019030085_s.jpg,Cossacks II Battle For Europe,5.00,830,1.00,8431019030085
2.00,PC,/product_images/Juegos/PC Juegos/8431019030108_s.jpg,Blitzkrieg 2: Fall of the Reich,6.00,830,1.20,8431019030108
0.10,PC,/product_images/Juegos/PC Juegos/8431019050014_s.jpg,Casino Challenge,0.50,830,0.01,8431019050014
0.10,PC,/product_images/Juegos/PC Juegos/8431019050021_s.jpg,Formula Challenge,0.50,830,0.01,8431019050021
0.01,PC,/product_images/Juegos/PC Juegos/8431019050038_s.jpg,International Golf Pro,0.10,830,0.01,8431019050038
0.10,PC,/product_images/Juegos/PC Juegos/8431019050045_s.jpg,GT Racers,0.50,830,0.01,8431019050045
0.30,PC,/product_images/Juegos/PC Juegos/8431019050052_s.jpg,Retro Classics,1.00,830,0.10,8431019050052
0.01,PC,/product_images/Juegos/PC Juegos/8431019050069_s.jpg,World Tennis Ace,0.10,830,0.01,8431019050069
0.01,PC,/product_images/Juegos/PC Juegos/8431019050076_s.jpg,Gun Warrior,0.25,830,0.01,8431019050076
0.01,PC,/product_images/Juegos/PC Juegos/8431019050083_s.jpg,"Banished, The",0.25,830,0.01,8431019050083
0.10,PC,/product_images/Juegos/PC Juegos/8431019050113_s.jpg,Thunderbolt II,0.50,830,0.01,8431019050113
0.10,PC,/product_images/Juegos/PC Juegos/8431019050120_s.jpg,Taxi Racer New York 2,0.50,830,0.01,8431019050120
0.20,PC,/product_images/Juegos/PC Juegos/8431019050151_s.jpg,SOE Operation Avalanche,0.75,830,0.10,8431019050151
0.10,PC,/product_images/Juegos/PC Juegos/8431474000029_s.jpg,La Venganza De Los Malvados,0.50,830,0.01,8431474000029
0.01,PC,/product_images/Juegos/PC Juegos/8431474000043_s.jpg,Disney Coleccion Bolsillo - Magical Raci,0.10,830,0.01,8431474000043
0.01,PC,/product_images/Juegos/PC Juegos/8431474000104_s.jpg,Pato Donald Cuac Attack,0.10,830,0.01,8431474000104
0.20,PC,/product_images/Juegos/PC Juegos/8431474000142_s.jpg,Rocko Quest,0.75,830,0.10,8431474000142
0.10,PC,/product_images/Juegos/PC Juegos/8431474000395_s.jpg,Bella y Bestia La Mesita De Te De La Sra,0.50,830,0.01,8431474000395
0.01,PC,/product_images/Juegos/PC Juegos/8431474000463_s.jpg,O.R.B,0.10,830,0.01,8431474000463
0.01,PC,/product_images/Juegos/PC Juegos/8431474000470_s.jpg,"Disney, El Planeta Del Tesoro",0.25,830,0.01,8431474000470
0.10,PC,/product_images/Juegos/PC Juegos/8431474000487_s.jpg,Planeta Tesoro Batalla Naval,0.50,830,0.01,8431474000487
0.01,PC,/product_images/Juegos/PC Juegos/8431474000494_s.jpg,Planeta Tesoro Rescate Arriesgado,0.10,830,0.01,8431474000494
0.10,PC,/product_images/Juegos/PC Juegos/8431474001019_s.jpg,Pato Donald Cuac Attack,0.50,830,0.01,8431474001019
0.01,PC,/product_images/Juegos/PC Juegos/8431474001033_s.jpg,Disney Dinosaurio,0.25,830,0.01,8431474001033
0.10,PC,/product_images/Juegos/PC Juegos/8431474001071_s.jpg,Tron 2.0 (SN) 2CD,0.50,830,0.01,8431474001071
0.01,PC,/product_images/Juegos/PC Juegos/8431474001118_s.jpg,Disney Magic Artist Deluxe,0.25,830,0.01,8431474001118
0.01,PC,/product_images/Juegos/PC Juegos/8431474001187_s.jpg,Martians - Space Conquerors,0.25,830,0.01,8431474001187
1.40,PC,/product_images/Juegos/PC Juegos/8431474001552_s.jpg,Sega Mega Drive Collection,4.00,830,0.80,8431474001552
0.10,PC,/product_images/Juegos/PC Juegos/8431474001583_s.jpg,Sega GT,0.50,830,0.01,8431474001583
0.10,PC,/product_images/Juegos/PC Juegos/8431474001606_s.jpg,Pinwall,0.50,830,0.01,8431474001606
0.01,PC,/product_images/Juegos/PC Juegos/8431474001880_s.jpg,PC Domino,0.10,830,0.01,8431474001880
0.01,PC,/product_images/Juegos/PC Juegos/8431474002696_s.jpg,Techno 2,0.10,830,0.01,8431474002696
0.01,PC,/product_images/Juegos/PC Juegos/8431474002702_s.jpg,Deance 2,0.10,830,0.01,8431474002702
0.01,PC,/product_images/Juegos/PC Juegos/8431474002825_s.jpg,Cruci Gramas Classic,0.10,830,0.01,8431474002825
0.40,PC,/product_images/Juegos/PC Juegos/8431474003044_s.jpg,Bichos,1.50,830,0.20,8431474003044
0.10,PC,/product_images/Juegos/PC Juegos/8431474003112_s.jpg,Disney Aprendizaje Kinder Pelota 2,0.50,830,0.01,8431474003112
0.01,PC,/product_images/Juegos/PC Juegos/8431474003129_s.jpg,Disney Aprendizaje Preescolar,0.25,830,0.01,8431474003129
0.01,PC,/product_images/Juegos/PC Juegos/8431474003143_s.jpg,Disney Aprendizaje Primeros Pasos,0.10,830,0.01,8431474003143
0.20,PC,/product_images/Juegos/PC Juegos/8431474003167_s.jpg,Start Up,0.75,830,0.10,8431474003167
0.01,PC,/product_images/Juegos/PC Juegos/8431474003266_s.jpg,Hermano Oso,0.10,830,0.01,8431474003266
0.01,PC,/product_images/Juegos/PC Juegos/8431474003280_s.jpg,Reales Caballo. Disney Princesas,0.10,830,0.01,8431474003280
0.10,PC,/product_images/Juegos/PC Juegos/8431474003327_s.jpg,Lo Mejor De Goofy En Monopatin,0.50,830,0.01,8431474003327
0.10,PC,/product_images/Juegos/PC Juegos/8431474003334_s.jpg,Monstruos S.A Isla de los sustos,0.50,830,0.01,8431474003334
0.01,PC,/product_images/Juegos/PC Juegos/8431474003341_s.jpg,Magic Artirst Deluxe,0.10,830,0.01,8431474003341
0.01,PC,/product_images/Juegos/PC Juegos/8431474003396_s.jpg,El Planeta del Tesoro: Combate en Crocyo,0.05,830,0.01,8431474003396
1.80,PC,/product_images/Juegos/PC Juegos/8431474003709_s.jpg,Theme Hospital,5.00,830,1.00,8431474003709
0.90,PC,/product_images/Juegos/PC Juegos/8431474003815_s.jpg,Theme Park World,3.00,830,0.40,8431474003815
0.10,PC,/product_images/Juegos/PC Juegos/8431474003952_s.jpg,PC Mus,0.50,830,0.01,8431474003952
0.10,PC,/product_images/Juegos/PC Juegos/8431474054381_s.jpg,Sabotain (2 CD),0.50,830,0.01,8431474054381
0.10,PC,/product_images/Juegos/PC Juegos/8431474054664_s.jpg,Psychotoxic,0.50,830,0.01,8431474054664
0.70,PC,/product_images/Juegos/PC Juegos/8431474054695_s.jpg,Shogun Total War Red Edition,2.50,830,0.30,8431474054695
0.30,PC,/product_images/Juegos/PC Juegos/8431474054893_s.jpg,The Day After,1.00,830,0.10,8431474054893
0.10,PC,/product_images/Juegos/PC Juegos/8431474055074_s.jpg,Sumar y Restar,0.50,830,0.01,8431474055074
0.01,PC,/product_images/Juegos/PC Juegos/8431474055104_s.jpg,La Maquina Del Tiempo,0.10,830,0.01,8431474055104
0.01,PC,/product_images/Juegos/PC Juegos/8431474055135_s.jpg,Juega con las mates,0.25,830,0.01,8431474055135
0.40,PC,/product_images/Juegos/PC Juegos/8431474055197_s.jpg,"Cuerpo Humano 2.0, El",1.50,830,0.20,8431474055197
0.01,PC,/product_images/Juegos/PC Juegos/8431474055234_s.jpg,"Creature Conflict, The Clan Wars",0.10,830,0.01,8431474055234
0.30,PC,/product_images/Juegos/PC Juegos/8431474055272_s.jpg,Yume,1.00,830,0.10,8431474055272
0.40,PC,/product_images/Juegos/PC Juegos/8431474060818_s.jpg,BMT2 Truck Me Harder,1.50,830,0.20,8431474060818
0.30,PC,/product_images/Juegos/PC Juegos/8431474060825_s.jpg,Taito Legends 1,1.00,830,0.10,8431474060825
0.30,PC,/product_images/Juegos/PC Juegos/8431474060849_s.jpg,Taito Legends 3,1.00,830,0.10,8431474060849
0.10,PC,/product_images/Juegos/PC Juegos/8431474060887_s.jpg,World at War  (SN),0.50,830,0.01,8431474060887
0.60,PC,/product_images/Juegos/PC Juegos/8431474060924_s.jpg,Legends,2.00,830,0.30,8431474060924
0.01,PC,/product_images/Juegos/PC Juegos/8431474071074_s.jpg,Pinball De La Ciencia,0.10,830,0.01,8431474071074
0.10,PC,/product_images/Juegos/PC Juegos/8431474071425_s.jpg,La Tierra,0.50,830,0.01,8431474071425
0.01,PC,/product_images/Juegos/PC Juegos/8431474071432_s.jpg,Ya Se Leer,0.10,830,0.01,8431474071432
0.10,PC,/product_images/Juegos/PC Juegos/8431474071449_s.jpg,El Mago De Oz,0.50,830,0.01,8431474071449
0.10,PC,/product_images/Juegos/PC Juegos/8431474071555_s.jpg,Pc Sudoku Samurai + Pc Kakuro,0.50,830,0.01,8431474071555
1.50,PC,/product_images/Juegos/PC Juegos/8431474071753_s.jpg,Scratches,5.00,830,0.70,8431474071753
0.70,PC,/product_images/Juegos/PC Juegos/8431474071821_s.jpg,Taito Legends 2,2.50,830,0.30,8431474071821
