categoria_id,titulo,precio_compra,categoria_str,precio_venta,precio_intercambio,img_caratula,sku
996,Disney Infinity 2.0 Marvel Super Heroes Starter Pack,6.00,Wii U,15.00,9.00,/product_images/Juegos/Wii U Juegos/8717418434540_s.jpg,8717418434540
996,Disney Infinity 2.0 Toy Box Combo Starter Pack,5.00,Wii U,12.00,7.00,/product_images/Juegos/Wii U Juegos/8717418444815_s.jpg,8717418444815
996,Resident Evil: Revelations,8.00,Wii U,18.00,11.00,/product_images/Juegos/Wii U Juegos/5055060952467_s.jpg,5055060952467
996,Mario Kart 8 - Edición Especial Limitada,26.00,Wii U,58.00,36.00,/product_images/Juegos/Wii U Juegos/045496333256_s.jpg,045496333256
996,Tokyo Mirage Sessions FE,24.00,Wii U,55.00,34.00,/product_images/defimg4_s.jpg,045496336509
996,Turbo: Super Stunt Squad,5.00,Wii U,12.00,7.00,/product_images/Juegos/Wii U Juegos/3391891971102_s.jpg,3391891971102
996,Sonic Boom: The Rise Of Lyric,13.00,Wii U,30.00,18.00,/product_images/Juegos/Wii U Juegos/045496333461_s.jpg,045496333461
996,Pac-Man And The Ghostly Adventures,9.00,Wii U,22.00,13.00,/product_images/Juegos/Wii U Juegos/3391891972550_s.jpg,3391891972550
996,Transformers: Prime,2.00,Wii U,6.00,3.00,/product_images/Juegos/Wii U Juegos/5030917120497_s.jpg,5030917120497
996,Disney's Planes,4.00,Wii U,10.00,6.00,/product_images/Juegos/Wii U Juegos/045496331863_s.jpg,045496331863
996,Legend of KayAnniversary,9.00,Wii U,22.00,13.00,/product_images/Juegos/Wii U Juegos/9006113008057_s.jpg,9006113008057
996,Hora De Aventuras: Explora La Mazmorra P,9.00,Wii U,22.00,13.00,/product_images/Juegos/Wii U Juegos/3391891973175_s.jpg,3391891973175
996,Ben 10 Omniverse,2.00,Wii U,6.00,3.00,/product_images/Juegos/Wii U Juegos/3391891966238_s.jpg,3391891966238
996,Jett Tailfin,3.00,Wii U,8.00,5.00,/product_images/Juegos/Wii U Juegos/5055377602253_s.jpg,5055377602253
996,"Hora De Aventuras: Finn Y Jake, Investigadores",8.00,Wii U,18.00,11.00,/product_images/Juegos/Wii U Juegos/8154030104060_s.jpg,8154030104060
996,Angry Birds: Star Wars,6.00,Wii U,15.00,9.00,/product_images/Juegos/Wii U Juegos/5030917132094_s.jpg,5030917132094
996,Devil's Third,5.00,Wii U,12.00,7.00,/product_images/Juegos/Wii U Juegos/045496334079_s.jpg,045496334079
996,Skylander Imaginators Starter Pack,20.00,Wii U,45.00,28.00,/product_images/defimg5_s.jpg,5030917199233
996,Rise Of The Guardians,5.00,Wii U,12.00,7.00,/product_images/Juegos/Wii U Juegos/3391891966740_s.jpg,3391891966740
996,Wii Fit U + Fit Meter,0.60,Wii U,1.50,0.90,/product_images/Juegos/Wii U Juegos/045496331283_s.jpg,045496331283
996,Just Dance 2015,3.00,Wii U,8.00,5.00,/product_images/defimg5_s.jpg,3307215798232
996,LEGO Marvel Vengadores,11.00,Wii U,25.00,15.00,/product_images/Juegos/Wii U Juegos/5051893218435_s.jpg,5051893218435
996,Fit Music,1.80,Wii U,4.00,2.00,/product_images/Juegos/Wii U Juegos/0040232872679_s.jpg,0040232872679
996,Shovel Knight,8.00,Wii U,18.00,11.00,/product_images/Juegos/Wii U Juegos/5060146462037_s.jpg,5060146462037
996,Injustice : Gods Among Us,5.00,Wii U,12.00,7.00,/product_images/Juegos/Wii U Juegos/5051893135220_s.jpg,5051893135220
996,LEGO Jurassic World (No Figure),9.00,Wii U,22.00,13.00,/product_images/Juegos/Wii U Juegos/5051893218480_s.jpg,5051893218480
996,Barbie: Dreamhouse Party,5.00,Wii U,12.00,7.00,/product_images/Juegos/Wii U Juegos/8154030101922_s.jpg,8154030101922
996,Sing Party (Incluye Micrófono),4.00,Wii U,10.00,6.00,/product_images/Juegos/Wii U Juegos/045496331382_s.jpg,045496331382
996,Monster High: La Nueva Chica Del Insti,4.00,Wii U,10.00,6.00,/product_images/Juegos/Wii U Juegos/8154030104497_s.jpg,8154030104497
996,Luv Me Buddies Wonderland,2.00,Wii U,4.50,2.00,/product_images/Juegos/Wii U Juegos/040232872686_s.jpg,040232872686
996,Skylanders Trap Team Starter Pack,4.00,Wii U,10.00,6.00,/product_images/Juegos/Wii U Juegos/5030917147043_s.jpg,5030917147043
996,Mario vs. Donkey Kong: Tipping Stars (S),-1,Wii U,15.00,-1,/product_images/Juegos/Wii U Juegos/045496334291_s.jpg,045496334291
996,Just Dance Disney 2,-1,Wii U,8.00,-1,/product_images/defimg5_s.jpg,3307215902554
996,Kung Fu Panda: Confrontación De Leyendas Legendarias,8.00,Wii U,18.00,11.00,/product_images/Juegos/Wii U Juegos/8154030103674_s.jpg,8154030103674
996,"Amazing Spiderman 2, The",9.00,Wii U,20.00,12.00,/product_images/Juegos/Wii U Juegos/5030917141645_s.jpg,5030917141645
827,Borderlands 2,3.00,Xbox 360,8.00,5.00,/product_images/Juegos/Xbox 360 Juegos/5026555255233_s.jpg,5026555255233
827,Rage (3 Discs),2.00,Xbox 360,6.00,3.00,/product_images/Juegos/Xbox 360 Juegos/093155143173_s.jpg,093155143173
827,Castlevania: Lords of Shadows (2 Disc),2.00,Xbox 360,6.00,3.00,/product_images/Juegos/Xbox 360 Juegos/4012927034408_s.jpg,4012927034408
827,Lost Odyssey (4 Disc),5.00,Xbox 360,12.00,7.00,/product_images/Juegos/Xbox 360 Juegos/882224625487_s.jpg,882224625487
827,Formula 1 2010,0.60,Xbox 360,2.50,0.90,/product_images/Juegos/Xbox 360 Juegos/5024866344158_s.jpg,5024866344158
827,L.A Noire (3 Disc),3.00,Xbox 360,8.00,5.00,/product_images/Juegos/Xbox 360 Juegos/5026555250795_s.jpg,5026555250795
827,Left 4 Dead,4.00,Xbox 360,10.00,6.00,/product_images/Juegos/Xbox 360 Juegos/5030934063111_s.jpg,5030934063111
827,Resident Evil: Operation Raccoon City,2.00,Xbox 360,6.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5055060962770_s.jpg,5055060962770
827,Mass Effect,1.20,Xbox 360,5.00,1.90,/product_images/Juegos/Xbox 360 Juegos/882224443609_s.jpg,882224443609
827,Forza Horizon,8.00,Xbox 360,18.00,11.00,/product_images/Juegos/Xbox 360 Juegos/885370404661_s.jpg,885370404661
827,Dead Island,0.90,Xbox 360,4.00,1.50,/product_images/Juegos/Xbox 360 Juegos/4020628507299_s.jpg,4020628507299
827,Medal of Honor (2010),0.90,Xbox 360,4.00,1.50,/product_images/Juegos/Xbox 360 Juegos/5030934088435_s.jpg,5030934088435
827,Bioshock Infinite,3.00,Xbox 360,8.00,5.00,/product_images/Juegos/Xbox 360 Juegos/5026555256476_s.jpg,5026555256476
827,Blue Dragon (3 Discos),6.00,Xbox 360,15.00,9.00,/product_images/Juegos/Xbox 360 Juegos/882224476744_s.jpg,882224476744
827,Red Dead Redemption: Undead Nightmare,3.00,Xbox 360,8.00,5.00,/product_images/Juegos/Xbox 360 Juegos/5026555252867_s.jpg,5026555252867
827,Need For Speed: Shift,2.00,Xbox 360,5.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5030934077293_s.jpg,5030934077293
827,Batman: Arkham Origins (2 Discos),6.00,Xbox 360,15.00,9.00,/product_images/Juegos/Xbox 360 Juegos/5051893143492_s.jpg,5051893143492
827,Ninja Gaiden 2,1.20,Xbox 360,5.00,1.90,/product_images/Juegos/Xbox 360 Juegos/882224626743_s.jpg,882224626743
827,Fallout New Vegas,3.00,Xbox 360,8.00,5.00,/product_images/Juegos/Xbox 360 Juegos/93155124950_s.jpg,93155124950
827,"Witcher 2, The: Assassins Of Kings (E.E) 2 Disc",9.00,Xbox 360,20.00,12.00,/product_images/Juegos/Xbox 360 Juegos/3391891962681_s.jpg,3391891962681
827,Pure/Lego Batman,3.00,Xbox 360,8.00,5.00,/product_images/Juegos/Xbox 360 Juegos/885370001884_s.jpg,885370001884
827,FIFA 17,26.00,Xbox 360,58.00,36.00,/product_images/Juegos/Xbox 360 Juegos/5030947116439_s.jpg,5030947116439
827,Darksiders II,2.00,Xbox 360,6.00,3.00,/product_images/Juegos/Xbox 360 Juegos/4005209162524_s.jpg,4005209162524
827,Destiny,2.00,Xbox 360,6.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5030917123993_s.jpg,5030917123993
827,Mirrors Edge,2.00,Xbox 360,5.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5030934064651_s.jpg,5030934064651
827,Dishonored,3.00,Xbox 360,8.00,5.00,/product_images/Juegos/Xbox 360 Juegos/093155119635_s.jpg,093155119635
827,Formula 1 2011,0.60,Xbox 360,2.50,0.90,/product_images/Juegos/Xbox 360 Juegos/5024866345872_s.jpg,5024866345872
827,Sega Superstars Tennis,0.90,Xbox 360,4.00,1.50,/product_images/Juegos/Xbox 360 Juegos/5060138436039_s.jpg,5060138436039
827,Assassin's Creed II/2 (15) GOTY Ed,4.00,Xbox 360,10.00,6.00,/product_images/Juegos/Xbox 360 Juegos/3307217934713_s.jpg,3307217934713
827,Marvel Vs Capcom 3,6.00,Xbox 360,15.00,9.00,/product_images/Juegos/Xbox 360 Juegos/5055060962527_s.jpg,5055060962527
827,Mortal Kombat (9),5.00,Xbox 360,12.00,7.00,/product_images/Juegos/Xbox 360 Juegos/5051893053302_s.jpg,5051893053302
827,Left 4 Dead 2,8.00,Xbox 360,18.00,11.00,/product_images/Juegos/Xbox 360 Juegos/5030934081290_s.jpg,5030934081290
827,Pro Evolution Soccer (PES) 2013,0.40,Xbox 360,2.00,0.70,/product_images/Juegos/Xbox 360 Juegos/4012927037157_s.jpg,4012927037157
827,Aliens: Colonial Marines,2.00,Xbox 360,6.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5055277018246_s.jpg,5055277018246
827,FIFA 09,0.01,Xbox 360,0.50,0.10,/product_images/Juegos/Xbox 360 Juegos/5030934067874_s.jpg,5030934067874
827,FIFA 10,0.01,Xbox 360,0.50,0.10,/product_images/Juegos/Xbox 360 Juegos/5030934077972_s.jpg,5030934077972
827,Pro Evolution Soccer 2015,3.00,Xbox 360,8.00,5.00,/product_images/Juegos/Xbox 360 Juegos/4012927039731_s.jpg,4012927039731
827,Forza Motorsport 4 Essentials Edition,2.00,Xbox 360,6.00,3.00,/product_images/Juegos/Xbox 360 Juegos/88537030ESSE_s.jpg,88537030
827,Need For Speed: Carbono,3.00,Xbox 360,8.00,5.00,/product_images/Juegos/Xbox 360 Juegos/5030934052351_s.jpg,5030934052351
827,Dead or Alive 4,2.00,Xbox 360,5.00,3.00,/product_images/Juegos/Xbox 360 Juegos/882224079877_s.jpg,882224079877
827,Hitman Absolution,2.00,Xbox 360,6.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5021290048874_s.jpg,5021290048874
827,Mass Effect 3,4.00,Xbox 360,10.00,6.00,/product_images/Juegos/Xbox 360 Juegos/5030934101585_s.jpg,5030934101585
827,Dead Space 2 *2 Disc*,2.00,Xbox 360,6.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5030934092555_s.jpg,5030934092555
827,Pro Evolution Soccer (PES) 2011,0.10,Xbox 360,0.75,0.20,/product_images/Juegos/Xbox 360 Juegos/4012927034644_s.jpg,4012927034644
827,Saints Row,0.60,Xbox 360,2.50,0.90,/product_images/Juegos/Xbox 360 Juegos/4005209077637_s.jpg,4005209077637
827,Dragon Ball Z Raging Blast,3.00,Xbox 360,8.00,5.00,/product_images/Juegos/Xbox 360 Juegos/3296580810536_s.jpg,3296580810536
827,Mass Effect 2 (2 Discos),2.00,Xbox 360,6.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5030934080620_s.jpg,5030934080620
827,Mafia II,6.00,Xbox 360,15.00,9.00,/product_images/Juegos/Xbox 360 Juegos/5026555247672_s.jpg,5026555247672
827,Forza Motorsport 2,0.70,Xbox 360,3.00,1.10,/product_images/Juegos/Xbox 360 Juegos/882224319034_s.jpg,882224319034
827,Project Gotham Racing 4,0.80,Xbox 360,3.50,1.30,/product_images/Juegos/Xbox 360 Juegos/882224523585_s.jpg,882224523585
827,Fable III/3,2.00,Xbox 360,6.00,3.00,/product_images/Juegos/Xbox 360 Juegos/885370197532_s.jpg,885370197532
827,Avatar: El Videojuego,1.20,Xbox 360,5.00,1.90,/product_images/Juegos/Xbox 360 Juegos/3307211679245_s.jpg,3307211679245
827,Bayonetta,5.00,Xbox 360,12.00,7.00,/product_images/Juegos/Xbox 360 Juegos/5055277000777_s.jpg,5055277000777
827,Dead Space,2.00,Xbox 360,6.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5030934066266_s.jpg,5030934066266
827,Max Payne 3 (2 Disc),3.00,Xbox 360,8.00,5.00,/product_images/Juegos/Xbox 360 Juegos/5026555249027_s.jpg,5026555249027
827,Final Fantasy XIII-2,1.20,Xbox 360,5.00,1.90,/product_images/Juegos/Xbox 360 Juegos/5021290047471_s.jpg,5021290047471
827,Saints Row The Third,1.80,Xbox 360,4.00,2.00,/product_images/Juegos/Xbox 360 Juegos/4005209154222_s.jpg,4005209154222
827,Titanfall,4.00,Xbox 360,10.00,6.00,/product_images/Juegos/Xbox 360 Juegos/5030931111129_s.jpg,5030931111129
827,Far Cry 2,0.90,Xbox 360,4.00,1.50,/product_images/Juegos/Xbox 360 Juegos/3307210410917_s.jpg,3307210410917
1002,Hitman: Primera Temporada Completa (Sin DLC),20.00,Xbox One,45.00,28.00,/product_images/Juegos/Xbox One Juegos/5021290076136_s.jpg,5021290076136
1002,"Tierra-Media, La: Sombras De Mordor - Game Of The Year Edition",11.00,Xbox One,25.00,15.00,/product_images/Juegos/Xbox One Juegos/5051893221077_s.jpg,5051893221077
1002,Alien Isolation,8.00,Xbox One,18.00,11.00,/product_images/Juegos/Xbox One Juegos/5055277024681_s.jpg,5055277024681
1002,Mad Max,9.00,Xbox One,20.00,12.00,/product_images/Juegos/Xbox One Juegos/5051893163421_s.jpg,5051893163421
1002,Forza Horizon 2,11.00,Xbox One,25.00,15.00,/product_images/Juegos/Xbox One Juegos/0885370861464_s.jpg,0885370861464
1002,Pro Evolution Soccer 2016,2.00,Xbox One,10.00,3.00,/product_images/Juegos/Xbox One Juegos/4012927111031_s.jpg,4012927111031
1002,Deus Ex: Mankind Divided,8.00,Xbox One,18.00,11.00,/product_images/Juegos/Xbox One Juegos/5021290071582_s.jpg,5021290071582
1002,Assassin's Creed: The Ezio Collection,9.00,Xbox One,20.00,12.00,/product_images/Juegos/Xbox One Juegos/3307215977637_s.jpg,3307215977637
1002,Metal Gear Solid V: Ground Zeroes,3.00,Xbox One,8.00,5.00,/product_images/Juegos/Xbox One Juegos/4012927110072_s.jpg,4012927110072
1002,"Evil Within, The",2.00,Xbox One,12.00,4.00,/product_images/Juegos/Xbox One Juegos/093155149113_s.jpg,093155149113
1002,Titanfall 2,12.00,Xbox One,28.00,17.00,/product_images/Juegos/Xbox One Juegos/5030937116920_s.jpg,5030937116920
1002,Just Cause 3,12.00,Xbox One,28.00,17.00,/product_images/Juegos/Xbox One Juegos/5021290069558_s.jpg,5021290069558
1002,Dishonored 2 (Sin DLC),12.00,Xbox One,28.00,17.00,/product_images/Juegos/Xbox One Juegos/5055856410775_s.jpg,5055856410775
1002,Lego Movie: The Videogame,4.00,Xbox One,10.00,6.00,/product_images/Juegos/Xbox One Juegos/5051893165012_s.jpg,5051893165012
1002,ReCore,11.00,Xbox One,25.00,15.00,/product_images/Juegos/Xbox One Juegos/889842134308_s.jpg,889842134308
1002,Adam's Venture: Origins,5.00,Xbox One,12.00,7.00,/product_images/Juegos/Xbox One Juegos/8718591182563_s.jpg,8718591182563
1002,Fighter Within,0.90,Xbox One,4.00,1.50,/product_images/Juegos/Xbox One Juegos/3307215758762_s.jpg,3307215758762
1002,Pro Evolution Soccer 2015,1.20,Xbox One,5.00,1.90,/product_images/Juegos/Xbox One Juegos/4012927110584_s.jpg,4012927110584
1002,Tomb Raider: Definitive Edition,6.00,Xbox One,15.00,9.00,/product_images/Juegos/Xbox One Juegos/5021290060982_s.jpg,5021290060982
1002,WWE 2K15,0.90,Xbox One,4.00,1.50,/product_images/Juegos/Xbox One Juegos/5026555283960_s.jpg,5026555283960
1002,Killer Instinct,1.20,Xbox One,5.00,1.90,/product_images/Juegos/Xbox One Juegos/885370860894_s.jpg,885370860894
1002,Witcher 3: Game Of The Year Edition,14.00,Xbox One,32.00,20.00,/product_images/Juegos/Xbox One Juegos/3391891989794_s.jpg,3391891989794
1002,Elder Scrolls V: Skyrim - Special Edition,14.00,Xbox One,32.00,20.00,/product_images/Juegos/Xbox One Juegos/5055856411697_s.jpg,5055856411697
1002,NBA 2K14,0.70,Xbox One,3.00,1.10,/product_images/Juegos/Xbox One Juegos/5026555261845_s.jpg,5026555261845
1002,Homefront: The Revolution,5.00,Xbox One,12.00,7.00,/product_images/Juegos/Xbox One Juegos/4020628868543_s.jpg,4020628868543
1002,Metro Redux,2.00,Xbox One,10.00,3.00,/product_images/Juegos/Xbox One Juegos/4020628886332_s.jpg,4020628886332
1002,Wolfenstein: The New Order,6.00,Xbox One,15.00,9.00,/product_images/Juegos/Xbox One Juegos/093155149342_s.jpg,093155149342
1002,Rainbow Six: Siege,9.00,Xbox One,22.00,13.00,/product_images/Juegos/Xbox One Juegos/3307215889336_s.jpg,3307215889336
1002,Payday 2 - Crimewave Edition,3.00,Xbox One,8.00,5.00,/product_images/Juegos/Xbox One Juegos/8023171036311_s.jpg,8023171036311
1002,Bioshock: The Collection,14.00,Xbox One,32.00,20.00,/product_images/Juegos/Xbox One Juegos/5026555357944_s.jpg,5026555357944
1002,NBA 2K16,2.00,Xbox One,10.00,3.00,/product_images/Juegos/Xbox One Juegos/5026555296861_s.jpg,5026555296861
1002,Dark Souls III,12.00,Xbox One,28.00,17.00,/product_images/Juegos/Xbox One Juegos/3391891987523_s.jpg,3391891987523
1002,Mortal Kombat XL,15.00,Xbox One,35.00,22.00,/product_images/Juegos/Xbox One Juegos/5051893229042_s.jpg,5051893229042
1002,UFC,3.00,Xbox One,15.00,5.00,/product_images/Juegos/Xbox One Juegos/5030942115314_s.jpg,5030942115314
1002,Plants Vs. Zombies : Garden Warfare,9.00,Xbox One,20.00,12.00,/product_images/Juegos/Xbox One Juegos/5030942112320_s.jpg,5030942112320
1002,Dragon Ball: Xenoverse,9.00,Xbox One,20.00,12.00,/product_images/Juegos/Xbox One Juegos/3391891980500_s.jpg,3391891980500
1002,Naruto Shippuden Ultimate Ninja Storm 4,8.00,Xbox One,18.00,11.00,/product_images/Juegos/Xbox One Juegos/3391891983631_s.jpg,3391891983631
1002,Zombi,2.00,Xbox One,10.00,3.00,/product_images/Juegos/Xbox One Juegos/3307215937235_s.jpg,3307215937235
1002,WWE 2K17,13.00,Xbox One,30.00,18.00,/product_images/Juegos/Xbox One Juegos/5026555358491_s.jpg,5026555358491
1002,Ride,8.00,Xbox One,18.00,11.00,/product_images/Juegos/Xbox One Juegos/8059617103019_s.jpg,8059617103019
1002,Sniper Elite 4,34.00,Xbox One,62.00,42.00,/product_images/Juegos/Xbox One Juegos/5060236965202_s.jpg,5060236965202
1002,Dirt Rally (Game Only),8.00,Xbox One,18.00,11.00,/product_images/Juegos/Xbox One Juegos/4020628836375_s.jpg,4020628836375
1002,LEGO Batman 3,5.00,Xbox One,12.00,7.00,/product_images/Juegos/Xbox One Juegos/5051893167603_s.jpg,5051893167603
1002,Murdered: Soul Suspect,1.90,Xbox One,8.00,3.00,/product_images/Juegos/Xbox One Juegos/5021290063112_s.jpg,5021290063112
1002,Trials Fusion,5.00,Xbox One,12.00,7.00,/product_images/Juegos/Xbox One Juegos/3307215777596_s.jpg,3307215777596
1002,Dragon Ball Xenoverse 2,18.00,Xbox One,40.00,25.00,/product_images/Juegos/Xbox One Juegos/3391891990189_s.jpg,3391891990189
1002,LEGO Star Wars: El Despertar De La Fuerza,9.00,Xbox One,20.00,12.00,/product_images/Juegos/Xbox One Juegos/5051893229134_s.jpg,5051893229134
1002,Resident Evil: Revelations 2,5.00,Xbox One,12.00,7.00,/product_images/Juegos/Xbox One Juegos/5055060930588_s.jpg,5055060930588
1002,UFC 2,14.00,Xbox One,32.00,20.00,/product_images/Juegos/Xbox One Juegos/5030940117938_s.jpg,5030940117938
1002,Final Fantasy Type-0 HD,5.00,Xbox One,12.00,7.00,/product_images/Juegos/Xbox One Juegos/5021290064928_s.jpg,5021290064928
1002,Battleborn,1.20,Xbox One,5.00,1.90,/product_images/Juegos/Xbox One Juegos/5026555284431_s.jpg,5026555284431
1002,State Of Decay,6.00,Xbox One,15.00,9.00,/product_images/Juegos/Xbox One Juegos/885370901696_s.jpg,885370901696
1002,Minecraft,4.00,Xbox One,10.00,6.00,/product_images/Juegos/Xbox One Juegos/885370607789_s.jpg,885370607789
1002,Dying Light The Following: Enhanced Edition (18),15.00,Xbox One,35.00,22.00,/product_images/Juegos/Xbox One Juegos/5051890302076_s.jpg,5051890302076
1002,LEGO Marvel Superheroes,3.00,Xbox One,15.00,5.00,/product_images/Juegos/Xbox One Juegos/5051893156577_s.jpg,5051893156577
1002,Rayman Legends,4.00,Xbox One,10.00,6.00,/product_images/Juegos/Xbox One Juegos/3307215774649_s.jpg,3307215774649
1002,Agatha Christie The ABC Murders,3.00,Xbox One,8.00,5.00,/product_images/Juegos/Xbox One Juegos/3760156480336_s.jpg,3760156480336
1002,Lords Of The Fallen,8.00,Xbox One,18.00,11.00,/product_images/Juegos/Xbox One Juegos/5907813598845_s.jpg,5907813598845
1001,Moto GP 15,11.00,PlayStation 4,25.00,15.00,/product_images/Juegos/PS4 Juegos/8059617103415_s.jpg,8059617103415
1001,Sniper Elite 3,12.00,PlayStation 4,28.00,17.00,/product_images/Juegos/PS4 Juegos/8023171034461_s.jpg,8023171034461
1001,Pro Evolution Soccer UEFA Euro France 2016,2.00,PlayStation 4,10.00,3.00,/product_images/Juegos/PS4 Juegos/4012927101919_s.jpg,4012927101919
1001,NBA 2K14,3.00,PlayStation 4,7.00,4.00,/product_images/Juegos/PS4 Juegos/5026555415118_s.jpg,5026555415118
1001,Metal Gear Solid V: Ground Zeroes,2.00,PlayStation 4,12.00,4.00,/product_images/Juegos/PS4 Juegos/4012927100073_s.jpg,4012927100073
1001,Assassin's Creed Chronicles,8.00,PlayStation 4,18.00,11.00,/product_images/Juegos/PS4 Juegos/3307215916285_s.jpg,3307215916285
1001,Plants vs. Zombies: Garden Warfare 2,18.00,PlayStation 4,40.00,25.00,/product_images/Juegos/PS4 Juegos/5030945116370_s.jpg,5030945116370
1001,Dishonored: Definitive Edition,6.00,PlayStation 4,15.00,9.00,/product_images/Juegos/PS4 Juegos/5055856406990_s.jpg,5055856406990
1001,Infamous : First Light,5.00,PlayStation 4,12.00,7.00,/product_images/Juegos/PS4 Juegos/711719839316_s.jpg,711719839316
1001,F1 2016,23.00,PlayStation 4,52.00,32.00,/product_images/Juegos/PS4 Juegos/4020628828134_s.jpg,4020628828134
1001,WRC 6 (World Rally Championship),15.00,PlayStation 4,35.00,22.00,/product_images/Juegos/PS4 Juegos/3499550351316_s.jpg,3499550351316
1001,Assetto Corsa,17.00,PlayStation 4,38.00,24.00,/product_images/Juegos/PS4 Juegos/8023171037134_s.jpg,8023171037134
1001,7 Days To Die,12.00,PlayStation 4,28.00,17.00,/product_images/Juegos/PS4 Juegos/5060146463386_s.jpg,5060146463386
1001,Yakuza 0,30.00,PlayStation 4,55.00,37.00,/product_images/Juegos/PS4 Juegos/5055277027965_s.jpg,5055277027965
1001,Sherlock Holmes: The Devil's Daughter,9.00,PlayStation 4,20.00,12.00,/product_images/Juegos/PS4 Juegos/3499550346787_s.jpg,3499550346787
1001,J-Stars Victory VS+,14.00,PlayStation 4,32.00,20.00,/product_images/Juegos/PS4 Juegos/3391891983747_s.jpg,3391891983747
1001,WWE 2K15,4.00,PlayStation 4,20.00,7.00,/product_images/Juegos/PS4 Juegos/5026555417402_s.jpg,5026555417402
1001,Minecraft: Story Mode,8.00,PlayStation 4,18.00,11.00,/product_images/Juegos/PS4 Juegos/5060146462341_s.jpg,5060146462341
1001,Darksiders - Warmastered Edition,8.00,PlayStation 4,18.00,11.00,/product_images/Juegos/PS4 Juegos/9006113009146_s.jpg,9006113009146
1001,Guitar Hero Live + 6 Button Guitar + USB Dongle,11.00,PlayStation 4,25.00,15.00,/product_images/Juegos/PS4 Juegos/5030917171192_s.jpg,5030917171192
1001,Resident Evil Revelations 2,13.00,PlayStation 4,30.00,18.00,/product_images/Juegos/PS4 Juegos/5055060930472_s.jpg,5055060930472
1001,Mortal Kombat XL,20.00,PlayStation 4,45.00,28.00,/product_images/Juegos/PS4 Juegos/5051893229059_s.jpg,5051893229059
1001,Wolfenstein: The Old Blood,8.00,PlayStation 4,18.00,11.00,/product_images/Juegos/PS4 Juegos/5055856405078_s.jpg,5055856405078
1001,Lords Of The Fallen,6.00,PlayStation 4,15.00,9.00,/product_images/Juegos/PS4 Juegos/5907813598838_s.jpg,5907813598838
1001,RIGS: Mechanized Combat League VR,11.00,PlayStation 4,25.00,15.00,/product_images/Juegos/PS4 Juegos/711719861256_s.jpg,711719861256
1001,Thief,3.00,PlayStation 4,15.00,5.00,/product_images/Juegos/PS4 Juegos/5021290057203_s.jpg,5021290057203
1001,Tales Of Berseria,29.00,PlayStation 4,52.00,35.00,/product_images/defimg4_s.jpg,3391891990653
1001,Sniper Elite 3: Ultimate Edition,9.00,PlayStation 4,22.00,13.00,/product_images/Juegos/PS4 Juegos/8023171036137_s.jpg,8023171036137
1001,Mirror's Edge Catalyst,12.00,PlayStation 4,28.00,17.00,/product_images/Juegos/PS4 Juegos/5035225116354_s.jpg,5035225116354
1001,LEGO Jurassic World (No Figure),12.00,PlayStation 4,28.00,17.00,/product_images/Juegos/PS4 Juegos/5051893218503_s.jpg,5051893218503
1001,Dark Souls II (2): Scholar Of The First Sin,12.00,PlayStation 4,28.00,17.00,/product_images/Juegos/PS4 Juegos/3391891983181_s.jpg,3391891983181
1001,Singstar Party Megahits,3.00,PlayStation 4,15.00,5.00,/product_images/Juegos/PS4 Juegos/711719459712_s.jpg,711719459712
1001,Trials Fusion,9.00,PlayStation 4,22.00,13.00,/product_images/Juegos/PS4 Juegos/3307215777497_s.jpg,3307215777497
1001,Devil May Cry (DMC) Definitive Edition,12.00,PlayStation 4,28.00,17.00,/product_images/Juegos/PS4 Juegos/5055060930694_s.jpg,5055060930694
1001,Elder Scrolls Online,5.00,PlayStation 4,12.00,7.00,/product_images/Juegos/PS4 Juegos/5055856401285_s.jpg,5055856401285
1001,Borderlands: Una Colección Muy Guapap,14.00,PlayStation 4,32.00,20.00,/product_images/Juegos/PS4 Juegos/5026555421102_s.jpg,5026555421102
1001,Payday 2 - Crimewave Edition,9.00,PlayStation 4,20.00,12.00,/product_images/Juegos/PS4 Juegos/8023171036373_s.jpg,8023171036373
1001,Sleeping Dogs - Definitive Edition,6.00,PlayStation 4,15.00,9.00,/product_images/Juegos/PS4 Juegos/5021290066045_s.jpg,5021290066045
1001,"Wolf Among Us, The",3.00,PlayStation 4,15.00,5.00,/product_images/Juegos/PS4 Juegos/5060146461375_s.jpg,5060146461375
1001,Murdered: Soul Suspect,2.00,PlayStation 4,12.00,4.00,/product_images/Juegos/PS4 Juegos/5021290063556_s.jpg,5021290063556
1001,XCOM 2,9.00,PlayStation 4,22.00,13.00,/product_images/Juegos/PS4 Juegos/5026555422420_s.jpg,5026555422420
1001,Ride,11.00,PlayStation 4,25.00,15.00,/product_images/Juegos/PS4 Juegos/8059617102791_s.jpg,8059617102791
1001,Batman: The Telltale Series,8.00,PlayStation 4,18.00,11.00,/product_images/Juegos/PS4 Juegos/5051893232837_s.jpg,5051893232837
