img_caratula,titulo,precio_intercambio,precio_compra,categoria_str,categoria_id,sku,precio_venta
/product_images/Juegos/Wii Juegos/3307219919756_s.jpg,Michael Jackson: The Experience EC,6.00,4.00,Wii,831,3307219919756,10.00
/product_images/Juegos/Wii Juegos/3307219929960_s.jpg,Dance Juniors,4.00,3.00,Wii,831,3307219929960,7.00
/product_images/Juegos/Wii Juegos/3307219930157_s.jpg,Mi Experto en Fitness Club,7.00,5.00,Wii,831,3307219930157,12.00
/product_images/Juegos/Wii Juegos/3307219949203_s.jpg,Smurfs Dance Party,12.00,9.00,Wii,831,3307219949203,20.00
/product_images/Juegos/Wii Juegos/33072456456A_s.jpg,GT Pro Series + Volante,1.50,0.90,Wii,831,33072456456,4.00
/product_images/Juegos/Wii Juegos/3348542213005_s.jpg,Leyenda de Spyro: La Noche Eterna,6.00,4.00,Wii,831,3348542213005,10.00
/product_images/Juegos/Wii Juegos/3348542214026_s.jpg,Geometry Wars Galaxies,1.70,1.00,Wii,831,3348542214026,4.50
/product_images/Juegos/Wii Juegos/3348542220850_s.jpg,"Momia, La Tumba Del Emperador Dragon",3.00,2.00,Wii,831,3348542220850,5.00
/product_images/Juegos/Wii Juegos/3348542220867_s.jpg,Mummy: Tomb Of The Dragon Emporer,1.50,0.90,Wii,831,3348542220867,4.00
/product_images/Juegos/Wii Juegos/3391891954235_s.jpg,Hello Kitty Seasons,3.00,2.00,Wii,831,3391891954235,6.00
/product_images/Juegos/Wii Juegos/3391891957007W_s.jpg,Ben 10 Galactic Racing,1.50,0.90,Wii,831,3391891957007,4.00
/product_images/Juegos/Wii Juegos/3391891957335_s.jpg,Family Trainer Magical Carnival + Alfomb,3.00,2.00,Wii,831,3391891957335,6.00
/product_images/Juegos/Wii Juegos/3391891959179_s.jpg,Power Rangers Samurai,1.30,0.80,Wii,831,3391891959179,3.50
/product_images/Juegos/Xbox 360 Juegos/010086680409_s.jpg,Sonic Sega All-Stars Racing With Banjo-k,8.00,6.00,Xbox 360,827,010086680409,14.00
/product_images/Juegos/Xbox 360 Juegos/014633732931_s.jpg,NHL 15,6.00,4.00,Xbox 360,827,014633732931,10.00
/product_images/Juegos/Xbox 360 Juegos/023272002695_s.jpg,Lego Star Wars II La Trilogia Original,9.00,6.00,Xbox 360,827,023272002695,15.00
/product_images/Juegos/Xbox 360 Juegos/023272004507_s.jpg,Lego Star Wars: The Complete Saga,12.00,9.00,Xbox 360,827,023272004507,20.00
/product_images/Juegos/Xbox 360 Juegos/023272004965_s.jpg,Thrillville : Fuera de Control,5.00,3.00,Xbox 360,827,023272004965,8.00
/product_images/Juegos/Xbox 360 Juegos/023272007829_s.jpg,Star Wars El Poder De La Fuerza (Ed Sith,9.00,6.00,Xbox 360,827,023272007829,15.00
/product_images/Juegos/Xbox 360 Juegos/023272009892_s.jpg,"Star Wars - El Poder De La Fuerza II, 2",6.00,4.00,Xbox 360,827,023272009892,10.00
/product_images/Juegos/Xbox 360 Juegos/0885370309713_s.jpg,Gears of War 3 - Edición Limitada,11.00,8.00,Xbox 360,827,0885370309713,18.00
/product_images/Juegos/Xbox 360 Juegos/093155119840_s.jpg,Doom 3 - BFG Edition,12.00,9.00,Xbox 360,827,093155119840,20.00
/product_images/Juegos/Xbox 360 Juegos/093155126350_s.jpg,Fallout 3: Operation Anchorage & The Pit,5.00,3.00,Xbox 360,827,093155126350,8.00
/product_images/Juegos/Xbox 360 Juegos/093155143715_s.jpg,Elder Scrolls: Oblivion 5th Aniversary,9.00,6.00,Xbox 360,827,093155143715,15.00
/product_images/Juegos/Xbox 360 Juegos/093155149779_s.jpg,Dishonored - GOTY (18) *2 Disc*,11.00,8.00,Xbox 360,827,093155149779,18.00
/product_images/Juegos/Xbox 360 Juegos/3296580804672_s.jpg,Beautiful Katamari Damacy,7.00,5.00,Xbox 360,827,3296580804672,12.00
/product_images/Juegos/Xbox 360 Juegos/3296580806836_s.jpg,Afro Samurai,1.90,1.20,Xbox 360,827,3296580806836,5.00
/product_images/Juegos/Xbox 360 Juegos/3296580807116_s.jpg,Namco Museum Virtual Arcade,9.00,6.00,Xbox 360,827,3296580807116,15.00
/product_images/Juegos/Xbox 360 Juegos/3296580807437_s.jpg,Tales of Vesperia,9.00,6.00,Xbox 360,827,3296580807437,15.00
/product_images/Juegos/Xbox 360 Juegos/3296580810741_s.jpg,Splatterhouse,6.00,4.00,Xbox 360,827,3296580810741,10.00
/product_images/Juegos/Xbox 360 Juegos/3307210216175_s.jpg,Blazing Angels,2.00,1.80,Xbox 360,827,3307210216175,4.00
/product_images/Juegos/Xbox 360 Juegos/3307210217943_s.jpg,Over G Fighters,0.90,0.60,Xbox 360,827,3307210217943,2.50
/product_images/Juegos/Xbox 360 Juegos/3307210230287_s.jpg,Rayman Raving Rabbids,9.00,6.00,Xbox 360,827,3307210230287,15.00
/product_images/Juegos/Xbox 360 Juegos/3307210232427_s.jpg,Import Tuner Challenge,5.00,3.00,Xbox 360,827,3307210232427,8.00
/product_images/Juegos/Xbox 360 Juegos/3307210236968_s.jpg,Colegas en el Bosque,3.00,2.00,Xbox 360,827,3307210236968,6.00
/product_images/Juegos/Xbox 360 Juegos/3307210258588_s.jpg,Call Of Juarez,5.00,3.00,Xbox 360,827,3307210258588,8.00
/product_images/Juegos/Xbox 360 Juegos/3307210262844_s.jpg,CSI: Pruebas Ocultas,3.00,2.00,Xbox 360,827,3307210262844,5.00
/product_images/Juegos/Xbox 360 Juegos/3307211605268_s.jpg,Shaun White Snowboarding,1.50,0.90,Xbox 360,827,3307211605268,4.00
/product_images/Juegos/Xbox 360 Juegos/3307211639522_s.jpg,"Ghost Recon 2, Legacy Ed.",0.70,0.40,Xbox 360,827,3307211639522,2.00
/product_images/Juegos/Xbox 360 Juegos/3307211668133_s.jpg,Splinter Cell Conviction EC,4.00,3.00,Xbox 360,827,3307211668133,7.00
/product_images/Juegos/Xbox 360 Juegos/3307211671911_s.jpg,CSI: Determinacion Mortal,0.90,0.60,Xbox 360,827,3307211671911,2.50
/product_images/Juegos/Xbox 360 Juegos/3307213201048_s.jpg,Pure Football,1.30,0.80,Xbox 360,827,3307213201048,3.50
/product_images/Juegos/Xbox 360 Juegos/3307215589113_s.jpg,Your Shape Fitness Evolved 2012 (Kinect),1.50,0.90,Xbox 360,827,3307215589113,4.00
/product_images/Juegos/Xbox 360 Juegos/3307215589298_s.jpg,Assassins Creed: Revelations Ottoman ED,9.00,6.00,Xbox 360,827,3307215589298,15.00
/product_images/Juegos/Xbox 360 Juegos/3307215591482_s.jpg,Just Dance Kids,5.00,3.00,Xbox 360,827,3307215591482,8.00
/product_images/Juegos/Xbox 360 Juegos/3307215591864_s.jpg,NCIS - Navy Investigation Criminal,1.90,1.20,Xbox 360,827,3307215591864,5.00
/product_images/Juegos/Xbox 360 Juegos/3307215596548_s.jpg,Rabbids - Alive And Kicking (Kinect),5.00,4.00,Xbox 360,827,3307215596548,9.00
/product_images/Juegos/Xbox 360 Juegos/3307215624852_s.jpg,Splinter Cell: Double Agent/ Rainbow Six,1.70,1.00,Xbox 360,827,3307215624852,4.50
/product_images/Juegos/Xbox 360 Juegos/3307215625033_s.jpg,Beyond Good And Evil+ Outland+ From Dust,6.00,4.00,Xbox 360,827,3307215625033,10.00
/product_images/Juegos/Xbox 360 Juegos/3307215635049_s.jpg,Vengadores: Batalla por la Tierra,5.00,3.00,Xbox 360,827,3307215635049,8.00
/product_images/Juegos/Xbox 360 Juegos/3307215658277_s.jpg,Hip Hop The Experience,1.50,0.90,Xbox 360,827,3307215658277,4.00
/product_images/Juegos/Xbox 360 Juegos/3307215776254_s.jpg,Far Cry 2 / Far Cry 3 (No DLC),9.00,6.00,Xbox 360,827,3307215776254,15.00
/product_images/Juegos/Xbox 360 Juegos/3307215902790_s.jpg,Just Dance Disney Party 2,3.00,2.00,Xbox 360,827,3307215902790,6.00
/product_images/defimg5_s.jpg,Just Dance 2017,20.00,14.00,Xbox 360,827,3307215967744,32.00
/product_images/Juegos/Xbox 360 Juegos/3307217923595_s.jpg,Assassin's Creed II Complete Edition,1.50,0.90,Xbox 360,827,3307217923595,4.00
/product_images/Juegos/Xbox 360 Juegos/3391891959599_s.jpg,Armored Core V,1.50,0.90,Xbox 360,827,3391891959599,4.00
/product_images/Juegos/Xbox 360 Juegos/3391891965460_s.jpg,Dragon Ball Z Para Kinect,3.00,2.00,Xbox 360,827,3391891965460,6.00
/product_images/Juegos/Xbox 360 Juegos/3391891968195_s.jpg,Naruto Shippuden: U. N. S. 3 - True Desp,7.00,5.00,Xbox 360,827,3391891968195,12.00
/product_images/Juegos/Xbox 360 Juegos/3391891968355_s.jpg,Star Trek (2013),5.00,3.00,Xbox 360,827,3391891968355,8.00
/product_images/Juegos/Xbox 360 Juegos/3391891972017_s.jpg,Naruto Shippuden - Ninja Storm 3 Full B,7.00,5.00,Xbox 360,827,3391891972017,12.00
/product_images/Juegos/Xbox 360 Juegos/3391891981507_s.jpg,Digimon All Star Rumble,6.00,4.00,Xbox 360,827,3391891981507,10.00
/product_images/Juegos/Xbox 360 Juegos/3499550320039_s.jpg,WRC 4,12.00,9.00,Xbox 360,827,3499550320039,20.00
/product_images/Juegos/Xbox 360 Juegos/3512890000239_s.jpg,"Tour de France, Le",1.30,0.80,Xbox 360,827,3512890000239,3.50
/product_images/Juegos/Xbox 360 Juegos/3512899109384_s.jpg,Sherlock Homes - El Testamento,9.00,6.00,Xbox 360,827,3512899109384,15.00
/product_images/Juegos/Xbox 360 Juegos/3512899111394_s.jpg,Farming Simulator 2013,9.00,6.00,Xbox 360,827,3512899111394,15.00
/product_images/Juegos/Xbox 360 Juegos/3512899113121_s.jpg,Sherlock Holmes: Crimes & Punishments,3.00,2.00,Xbox 360,827,3512899113121,6.00
/product_images/Juegos/Xbox 360 Juegos/3546430136331_s.jpg,Asterix en los Juegos Olimpicos,9.00,6.00,Xbox 360,827,3546430136331,15.00
/product_images/Juegos/Xbox 360 Juegos/3546430137208_s.jpg,Race Pro,1.10,0.70,Xbox 360,827,3546430137208,3.00
/product_images/Juegos/Xbox 360 Juegos/3546430137406_s.jpg,Legendary,3.00,2.00,Xbox 360,827,3546430137406,6.00
/product_images/Juegos/Xbox 360 Juegos/3546430141243_s.jpg,Smash Court Tennis 3,1.10,0.70,Xbox 360,827,3546430141243,3.00
/product_images/Juegos/Xbox 360 Juegos/3700577002793_s.jpg,Knights Contract,3.00,2.00,Xbox 360,827,3700577002793,5.00
/product_images/Juegos/Xbox 360 Juegos/4005209108690_s.jpg,WWE Smackdown Vs. Raw 2009,1.30,0.80,Xbox 360,827,4005209108690,3.50
/product_images/Juegos/Xbox 360 Juegos/4005209111508_s.jpg,Baja Edge of Control,2.00,1.40,Xbox 360,827,4005209111508,6.00
/product_images/Juegos/DS Juegos/5060125481196_s.jpg,Fossil League,1.50,0.90,Nintendo DS,834,5060125481196,4.00
/product_images/defimg4_s.jpg,Ben 10 Protector of the Earth (INGLES),-1,-1,Nintendo DS,834,5060125481462,8.00
/product_images/Juegos/DS Juegos/5060125481554_s.jpg,"Ed, Edd y Eddy",0.90,0.60,Nintendo DS,834,5060125481554,2.50
/product_images/Juegos/DS Juegos/5060125482360_s.jpg,Puzzle Quest Galactrix (UK),5.00,3.00,Nintendo DS,834,5060125482360,8.00
/product_images/Juegos/DS Juegos/5060125482520_s.jpg,Shaun: El Cordero,11.00,8.00,Nintendo DS,834,5060125482520,18.00
/product_images/Juegos/DS Juegos/5060125482933_s.jpg,Bangai-O Spirits,1.50,0.90,Nintendo DS,834,5060125482933,4.00
/product_images/Juegos/DS Juegos/5060125484340_s.jpg,Astro Boy,5.00,3.00,Nintendo DS,834,5060125484340,8.00
/product_images/Juegos/DS Juegos/5060125484524_s.jpg,Ben 10 Alien Force-  Vilgax Attacks,3.00,2.00,Nintendo DS,834,5060125484524,5.00
/product_images/Juegos/DS Juegos/5060127630004_s.jpg,Crazy Frog Racer,3.00,2.00,Nintendo DS,834,5060127630004,5.00
/product_images/Juegos/DS Juegos/5060127630592_s.jpg,Paint By Ds,3.00,2.00,Nintendo DS,834,5060127630592,5.00
/product_images/Juegos/DS Juegos/5060136650000_s.jpg,Mech Assault: Phantom War,1.50,0.90,Nintendo DS,834,5060136650000,4.00
/product_images/Juegos/DS Juegos/5060136650024_s.jpg,Super Black Bass Fishing,1.10,0.70,Nintendo DS,834,5060136650024,3.00
/product_images/Juegos/DS Juegos/5060136650031_s.jpg,Dino Master,0.30,0.10,Nintendo DS,834,5060136650031,1.00
/product_images/Juegos/DS Juegos/5060136650062_s.jpg,F24 Stealth Fighter,0.30,0.10,Nintendo DS,834,5060136650062,1.00
/product_images/Juegos/DS Juegos/5060136650079_s.jpg,Super Nacho,0.10,0.01,Nintendo DS,834,5060136650079,0.50
/product_images/Juegos/DS Juegos/5060136650086_s.jpg,Cake Mania,1.50,0.90,Nintendo DS,834,5060136650086,4.00
/product_images/Juegos/DS Juegos/5060136650116_s.jpg,Operation: Vietnam,1.50,0.90,Nintendo DS,834,5060136650116,4.00
/product_images/Juegos/DS Juegos/5060136650208_s.jpg,Holly Hobbie & Friends,5.00,3.00,Nintendo DS,834,5060136650208,8.00
/product_images/Juegos/DS Juegos/5060136650239_s.jpg,Mi Clinica Veterinaria en el Zoo,7.00,5.00,Nintendo DS,834,5060136650239,12.00
/product_images/Juegos/DS Juegos/5060136650253_s.jpg,Nanostray 2,6.00,4.00,Nintendo DS,834,5060136650253,10.00
/product_images/Juegos/DS Juegos/5060136650260_s.jpg,Toy Shop Tycoon,3.00,2.00,Nintendo DS,834,5060136650260,5.00
/product_images/Juegos/DS Juegos/5060136650277_s.jpg,Cake Mania 2,1.90,1.20,Nintendo DS,834,5060136650277,5.00
/product_images/Juegos/DS Juegos/5060136650796_s.jpg,Night At The Museum 2,1.50,0.90,Nintendo DS,834,5060136650796,4.00
/product_images/Juegos/DS Juegos/5060138430150_s.jpg,"Telarana de Carlota, La",0.60,0.30,Nintendo DS,834,5060138430150,2.00
/product_images/Juegos/DS Juegos/5060138431690_s.jpg,Sega Touch Darts,0.70,0.30,Nintendo DS,834,5060138431690,2.50
/product_images/Juegos/DS Juegos/5060138435513_s.jpg,Bleach: The Blade of Fate,1.30,0.80,Nintendo DS,834,5060138435513,3.50
/product_images/Juegos/DS Juegos/5060138436688_s.jpg,Brain Assist,0.10,0.01,Nintendo DS,834,5060138436688,0.50
/product_images/Juegos/DS Juegos/5060138437128_s.jpg,Mystery Dungeon: Shiren The Wanderer,2.00,1.40,Nintendo DS,834,5060138437128,6.00
/product_images/Juegos/DS Juegos/5060138438033_s.jpg,El Increible Hulk (2008),1.30,0.80,Nintendo DS,834,5060138438033,3.50
/product_images/defimg4_s.jpg,Ice Hockey Club Manager 2005,0.01,0.01,PC,830,9006113125013,0.25
/product_images/defimg3_s.jpg,Guild 2: Renaissance,0.90,0.40,PC,830,9006113138747,3.00
/product_images/Juegos/DS Juegos/5060143480638_s.jpg,Fizz,0.40,0.20,Nintendo DS,834,5060143480638,1.50
/product_images/defimg4_s.jpg,Genesis Rising The Universal Crusade,2.00,1.40,PC,830,9006113148241,6.00
/product_images/Juegos/DS Juegos/5060148907260_s.jpg,Doodle Hex,1.50,0.90,Nintendo DS,834,5060148907260,4.00
/product_images/Juegos/PC Juegos/9006113189138_s.jpg,Painkiller Expansion Resurrection,0.30,0.10,PC,830,9006113189138,1.00
/product_images/defimg1_s.jpg,Virtua Cop 2,0.01,0.01,PC,830,9788439590699,0.25
/product_images/Juegos/DS Juegos/5060148907321_s.jpg,Football Director,0.40,0.20,Nintendo DS,834,5060148907321,1.50
/product_images/defimg1_s.jpg,"Temple Perdut, El",0.01,0.01,PC,830,9788496392014,0.10
/product_images/Juegos/DS Juegos/5060148907345_s.jpg,Peppa Pig: The Game,7.00,5.00,Nintendo DS,834,5060148907345,12.00
/product_images/defimg1_s.jpg,Transport Giant (2cd),0.90,0.40,PC,830,3700211500586,3.00
/product_images/Juegos/DS Juegos/5060184980258_s.jpg,Jigapix: Wild World,3.00,2.00,Nintendo DS,834,5060184980258,5.00
/product_images/defimg1_s.jpg,Shadow Force - Razor Unit,0.01,0.01,PC,830,3700211500647,0.10
/product_images/Juegos/DS Juegos/5060189090006_s.jpg,Happy Bakery,6.00,4.00,Nintendo DS,834,5060189090006,10.00
/product_images/defimg3_s.jpg,Emergency Firefigther,0.01,0.01,PC,830,3700211501064,0.10
/product_images/Juegos/DS Juegos/5060189090150_s.jpg,Moon,3.00,2.00,Nintendo DS,834,5060189090150,5.00
/product_images/defimg5_s.jpg,Operation Air Assault 2,0.20,0.10,PC,830,3700211501095,0.75
/product_images/Juegos/DS Juegos/5060193300009_s.jpg,Commander: Europe At War,0.40,0.20,Nintendo DS,834,5060193300009,1.50
/product_images/Juegos/DS Juegos/5060193300139_s.jpg,Horrible Histories: Ruthless Romans,5.00,3.00,Nintendo DS,834,5060193300139,8.00
/product_images/Juegos/DS Juegos/5060201650928_s.jpg,Hidden Photo,0.60,0.30,Nintendo DS,834,5060201650928,2.00
/product_images/defimg3_s.jpg,Crusades - Quest For Power,0.60,0.30,PC,830,3700211501149,2.00
/product_images/defimg2_s.jpg,Atlantis Evolution,0.30,0.20,PC,830,3700265603059,1.00
/product_images/defimg3_s.jpg,Egipto III El Destino De Ramses,0.40,0.20,PC,830,3700265611054,1.50
/product_images/Juegos/PS3 Juegos/5030934075237_s.jpg,Rock Band: The Beatles,0.70,0.30,PlayStation 3,821,5030934075237,2.50
/product_images/Juegos/DS Juegos/5060203320133_s.jpg,Peppa Pig: Fun and Games,7.00,5.00,Nintendo DS,834,5060203320133,12.00
/product_images/Juegos/DS Juegos/5060203320201_s.jpg,"Peppa Pig, Theme Park Fun",9.00,6.00,Nintendo DS,834,5060203320201,15.00
/product_images/Juegos/DS Juegos/5060216310046_s.jpg,ATV Quad Kings,4.00,3.00,Nintendo DS,834,5060216310046,7.00
/product_images/defimg3_s.jpg,Forever worlds,0.01,0.01,PC,830,3700265649057,0.25
/product_images/defimg1_s.jpg,Painkiller Expansion Battle Out of Hell,0.01,0.01,PC,830,3700265670051,0.25
/product_images/defimg2_s.jpg,Eric Youngs Squad Assault Frente Oeste,0.01,0.01,PC,830,3700265683051,0.10
/product_images/Juegos/PS3 Juegos/5030934104388_s.jpg,"Need For Speed, The Run (LE)",5.00,3.00,PlayStation 3,821,5030934104388,8.00
/product_images/Juegos/PS3 Juegos/5030935111118_s.jpg,NHL 14,5.00,3.00,PlayStation 3,821,5030935111118,8.00
/product_images/Juegos/PS3 Juegos/5051892143653_s.jpg,Injustice Gods Among Us: Ultimate Ed.,18.00,13.00,PlayStation 3,821,5051892143653,30.00
/product_images/Juegos/DS Juegos/5060216660011_s.jpg,Thomas & Friends: Hero Of The Rails,12.00,9.00,Nintendo DS,834,5060216660011,20.00
/product_images/Juegos/DS Juegos/5390102487485_s.jpg,Deal Or No Deal,0.30,0.10,Nintendo DS,834,5390102487485,1.00
/product_images/Juegos/DS Juegos/5390102488918_s.jpg,Crazy Pig,1.30,0.80,Nintendo DS,834,5390102488918,3.50
/product_images/defimg4_s.jpg,Agatha Christie: Asesinato en el Orient,1.10,0.70,PC,830,3700265690059,3.00
/product_images/defimg2_s.jpg,Little folk Of faery,0.30,0.10,PC,830,3700664515700,1.00
/product_images/defimg2_s.jpg,Spintires (P),4.00,2.00,PC,830,3700664515847,12.00
/product_images/defimg4_s.jpg,Batman: The Telltale Series,12.00,9.00,PlayStation 3,821,5051893232844,20.00
/product_images/Juegos/PS3 Juegos/5030934102971_s.jpg,Shadows Of The Damned,9.00,6.00,PlayStation 3,821,5030934102971,15.00
/product_images/Juegos/PS3 Juegos/711719260660_s.jpg,Puppeteer,13.00,9.00,PlayStation 3,821,711719260660,22.00
/product_images/Juegos/DS Juegos/5390102488956_s.jpg,MTV Fan Attack,0.60,0.30,Nintendo DS,834,5390102488956,2.00
/product_images/Juegos/DS Juegos/5390102488987_s.jpg,Veterinarios en Accion,1.10,0.70,Nintendo DS,834,5390102488987,3.00
/product_images/Juegos/DS Juegos/5390102489014_s.jpg,Jinetes en Accion (En Busca del Caballo,1.30,0.80,Nintendo DS,834,5390102489014,3.50
/product_images/defimg5_s.jpg,Economic War,0.01,0.01,PC,830,3760007410505,0.10
/product_images/Juegos/PC Juegos/3760007412110_s.jpg,Ski Resort Tycoon II,0.01,0.01,PC,830,3760007412110,0.10
/product_images/defimg2_s.jpg,Afrika Corps vs Desert Rats,0.60,0.30,PC,830,3760007412639,2.00
/product_images/Juegos/PS3 Juegos/5060073306558_s.jpg,Warriors: Legend Of Troy,7.00,5.00,PlayStation 3,821,5060073306558,12.00
/product_images/Juegos/PS3 Juegos/5030934097321_s.jpg,Alice Madness Returns,18.00,13.00,PlayStation 3,821,5030934097321,30.00
/product_images/Juegos/PS3 Juegos/3391891970907_s.jpg,Tales Of Xillia - Edición De Lanzamiento,12.00,9.00,PlayStation 3,821,3391891970907,20.00
/product_images/defimg3_s.jpg,Medieval Lords,0.90,0.40,PC,830,3760007413230,3.00
/product_images/defimg2_s.jpg,Fire Captain,0.01,0.01,PC,830,3760007413339,0.10
/product_images/defimg5_s.jpg,7 Sins,0.30,0.10,PC,830,3760007413735,1.00
/product_images/Juegos/PS3 Juegos/5055277014460_s.jpg,House of the Dead: Overkill,3.00,2.00,PlayStation 3,821,5055277014460,5.00
/product_images/Juegos/PS3 Juegos/5060112743757_s.jpg,3D Dot Game Heroes,6.00,4.00,PlayStation 3,821,5060112743757,10.00
/product_images/Juegos/PS3 Juegos/5030917062209_s.jpg,Monstruos Contra Alienigenas,7.00,5.00,PlayStation 3,821,5030917062209,12.00
/product_images/Juegos/DS Juegos/5390102491802_s.jpg,Syberia,4.00,3.00,Nintendo DS,834,5390102491802,7.00
/product_images/Juegos/DS Juegos/5390102496593_s.jpg,Adi Do You Speak English ?,1.50,0.90,Nintendo DS,834,5390102496593,4.00
/product_images/Juegos/DS Juegos/5390102496722_s.jpg,Playmobil Piratas al Abordaje,1.50,0.90,Nintendo DS,834,5390102496722,4.00
/product_images/Juegos/PC Juegos/3760007414237_s.jpg,The Plan,0.01,0.01,PC,830,3760007414237,0.10
/product_images/defimg1_s.jpg,Silverfall,0.30,0.10,PC,830,3760007414831,1.00
/product_images/defimg1_s.jpg,Rebels prison escape,0.01,0.01,PC,830,3760049392340,0.25
/product_images/Juegos/PS3 Juegos/3512899109292_s.jpg,Tour de France 2012,2.00,1.40,PlayStation 3,821,3512899109292,6.00
/product_images/Juegos/PS3 Juegos/4012927054918_s.jpg,Zone Of The Enders Hd Collection,11.00,8.00,PlayStation 3,821,4012927054918,18.00
/product_images/Juegos/DS Juegos/5390102498566_s.jpg,Deal or No Deal - The Banker Is Back,1.10,0.70,Nintendo DS,834,5390102498566,3.00
/product_images/defimg4_s.jpg,Dead to Rights,0.60,0.30,PC,830,3760049396829,2.00
/product_images/Juegos/PS3 Juegos/5055060929025_s.jpg,Remember Me,5.00,3.00,PlayStation 3,821,5055060929025,8.00
/product_images/Juegos/PS3 Juegos/5055277005062_s.jpg,Bayonetta (Ed. Coleccionista),9.00,6.00,PlayStation 3,821,5055277005062,15.00
/product_images/Juegos/DS Juegos/5390102498580_s.jpg,Are You Smarter Than A 10 Year Old?,1.10,0.70,Nintendo DS,834,5390102498580,3.00
/product_images/Juegos/DS Juegos/5390102498597_s.jpg,Golden Balls,0.30,0.10,Nintendo DS,834,5390102498597,1.00
/product_images/defimg2_s.jpg,Hotel Giant,0.70,0.30,PC,830,3760137140914,2.50
/product_images/Juegos/PC Juegos/3760137140990_s.jpg,Rumbo a la Isla del Tesoro,0.30,0.10,PC,830,3760137140990,1.00
/product_images/Juegos/PS3 Juegos/5055277011421_s.jpg,Thor,3.00,2.00,PlayStation 3,821,5055277011421,6.00
/product_images/Juegos/PS3 Juegos/5055277015221_s.jpg,Binary Domain,3.00,2.00,PlayStation 3,821,5055277015221,6.00
/product_images/Juegos/DS Juegos/5390102498924_s.jpg,Donde Esta Carmen Sandiego?,3.00,2.00,Nintendo DS,834,5390102498924,5.00
/product_images/Juegos/DS Juegos/5390102504069_s.jpg,Garden Guide,4.00,3.00,Nintendo DS,834,5390102504069,7.00
/product_images/defimg1_s.jpg,Red Skies Over Europe,0.10,0.01,PC,830,3760137141287,0.50
/product_images/defimg3_s.jpg,Red Orchestra Ostfront 41 - 45 2CD (SN),1.20,0.60,PC,830,3760137141447,4.00
/product_images/Juegos/PC Juegos/3760137141485_s.jpg,City Life Deluxe,0.30,0.10,PC,830,3760137141485,1.00
/product_images/Juegos/PS3 Juegos/5055277015818_s.jpg,Yakuza: Dead Souls,2.00,1.40,PlayStation 3,821,5055277015818,6.00
/product_images/Juegos/PS3 Juegos/5060057026649_s.jpg,Supercar Challenge,1.50,0.90,PlayStation 3,821,5060057026649,4.00
/product_images/Juegos/PS3 Juegos/5060057027141_s.jpg,Williams Pinball Classics,3.00,2.00,PlayStation 3,821,5060057027141,6.00
/product_images/defimg4_s.jpg,Zoom Cazadores De Exclusivas,0.01,0.01,PC,830,3760137141904,0.10
/product_images/defimg4_s.jpg,Circus Tycoon,0.01,0.01,PC,830,3760137142482,0.10
/product_images/defimg1_s.jpg,Submarinismo en las profunidades,0.40,0.20,PC,830,3760137142970,1.50
/product_images/Juegos/PS3 Juegos/5060073304004_s.jpg,Dynasty Warriors Gundam,1.50,0.90,PlayStation 3,821,5060073304004,4.00
/product_images/Juegos/PS3 Juegos/5060073308583_s.jpg,Dynasty Warriors 7 Xtreme Legends,5.00,3.00,PlayStation 3,821,5060073308583,8.00
/product_images/Juegos/PS3 Juegos/5060102953210_s.jpg,Rune Factory Oceans,12.00,9.00,PlayStation 3,821,5060102953210,20.00
/product_images/Juegos/PC Juegos/3760137144516_s.jpg,Fenimore Fillmore's Revenge,0.90,0.40,PC,830,3760137144516,3.00
/product_images/defimg4_s.jpg,Mountain Bike Adrenaline,0.70,0.30,PC,830,3760137144608,2.50
/product_images/defimg5_s.jpg,Hotel Giant 2,0.70,0.30,PC,830,3760137145131,2.50
/product_images/Juegos/PS3 Juegos/5060138436251_s.jpg,Golden Axe Beast Rider,3.00,2.00,PlayStation 3,821,5060138436251,5.00
/product_images/Juegos/PS3 Juegos/5060146462839_s.jpg,Juego de Tronos: Temporada 1,9.00,6.00,PlayStation 3,821,5060146462839,15.00
/product_images/Juegos/PS3 Juegos/5060201653783_s.jpg,Stein's Gate,12.00,9.00,PlayStation 3,821,5060201653783,20.00
/product_images/defimg4_s.jpg,Kings Bountu The Legend Colleccion,2.00,1.20,PC,830,3760137145629,6.00
/product_images/defimg5_s.jpg,Buscando a Nemo,0.20,0.10,PC,830,4005209048064,0.75
/product_images/defimg3_s.jpg,Broken Sword (2CD) - El Sueno Del Dragon,1.00,0.50,PC,830,4005209050999,3.50
/product_images/Juegos/PS3 Juegos/5060327530814_s.jpg,Xtreme Legends - Dynasty Warriors 8,3.00,2.00,PlayStation 3,821,5060327530814,5.00
/product_images/Juegos/PS3 Juegos/5060327531163_s.jpg,Yaiba: Ninja Gaiden Z,1.90,1.20,PlayStation 3,821,5060327531163,5.00
/product_images/Juegos/PS3 Juegos/711719102977_s.jpg,SingStar Patito Feo,0.40,0.20,PlayStation 3,821,711719102977,1.50
/product_images/Juegos/PC Juegos/4005209057974_s.jpg,Los Increibles,0.01,0.01,PC,830,4005209057974,0.10
/product_images/defimg4_s.jpg,The Punisher El Castigador,1.30,0.60,PC,830,4005209062206,4.50
/product_images/defimg5_s.jpg,Dawn of War + Dawn of War Winter Assault,0.70,0.30,PC,830,4005209069748,2.50
/product_images/Juegos/PS3 Juegos/711719150572_s.jpg,Kung Fu Rider (Move),0.70,0.30,PlayStation 3,821,711719150572,2.50
