sku,precio_intercambio,img_caratula,categoria_id,precio_compra,categoria_str,titulo,precio_venta
711719853251,11.00,/product_images/Juegos/PS4 Juegos/711719853251_s.jpg,1001,8.00,PlayStation 4,Driveclub VR (PSVR),18.00
711719855019,7.00,/product_images/Juegos/PS4 Juegos/711719855019_s.jpg,1001,5.00,PlayStation 4,Tearaway Unfolded,12.00
3391891983181,13.00,/product_images/Juegos/PS4 Juegos/3391891983181_s.jpg,1001,9.00,PlayStation 4,Dark Souls II (2): Scholar Of The First Sin,22.00
5060146461375,7.00,/product_images/Juegos/PS4 Juegos/5060146461375_s.jpg,1001,5.00,PlayStation 4,"Wolf Among Us, The",12.00
5060146463386,13.00,/product_images/Juegos/PS4 Juegos/5060146463386_s.jpg,1001,9.00,PlayStation 4,7 Days To Die,22.00
3391891987837,24.00,/product_images/Juegos/PS4 Juegos/3391891987837_s.jpg,1001,17.00,PlayStation 4,Sword Art Online - Hollow Realization,38.00
5030917195303,22.00,/product_images/Juegos/PS4 Juegos/5030917195303_s.jpg,1001,15.00,PlayStation 4,Ghostbusters (2016),35.00
5021290074255,22.00,/product_images/Juegos/PS4 Juegos/5021290074255_s.jpg,1001,15.00,PlayStation 4,Dragon Quest Builders,35.00
5026555421102,18.00,/product_images/Juegos/PS4 Juegos/5026555421102_s.jpg,1001,13.00,PlayStation 4,Borderlands: Una Colección Muy Guapap,30.00
711719848257,9.00,/product_images/Juegos/PS4 Juegos/711719848257_s.jpg,1001,6.00,PlayStation 4,Until Dawn: Rush Of Blood (PSVR),15.00
3391891985819,17.00,/product_images/Juegos/PS4 Juegos/3391891985819_s.jpg,1001,12.00,PlayStation 4,Sword Art Online 3: Lost Song,28.00
8023171036014,6.00,/product_images/Juegos/PS4 Juegos/8023171036014_s.jpg,1001,4.00,PlayStation 4,Terraria,10.00
5021290073180,28.00,/product_images/Juegos/PS4 Juegos/5021290073180_s.jpg,1001,20.00,PlayStation 4,Final Fantasy XV Deluxe Edition (Steelbook),45.00
5030917199110,13.00,/product_images/Juegos/PS4 Juegos/5030917199110_s.jpg,1001,9.00,PlayStation 4,Skylanders Imaginators Starter Pack,22.00
5060327533303,25.00,/product_images/Juegos/PS4 Juegos/5060327533303_s.jpg,1001,18.00,PlayStation 4,A.O.T: Wings Of Freedom,40.00
5030917185991,17.00,/product_images/Juegos/PS4 Juegos/5030917185991_s.jpg,1001,12.00,PlayStation 4,Masacre Deadpool,28.00
8059617103415,9.00,/product_images/Juegos/PS4 Juegos/8059617103415_s.jpg,1001,6.00,PlayStation 4,Moto GP 15,25.00
5060146461139,12.00,/product_images/Juegos/PS4 Juegos/5060146461139_s.jpg,1001,9.00,PlayStation 4,Walking Dead: Telltale Games Series 1,20.00
711719861256,13.00,/product_images/Juegos/PS4 Juegos/711719861256_s.jpg,1001,9.00,PlayStation 4,RIGS: Mechanized Combat League VR,22.00
711719802167,11.00,/product_images/Juegos/PS4 Juegos/711719802167_s.jpg,1001,8.00,PlayStation 4,Uncharted 3: La Traición De Drake Remasterizado,18.00
3391891991247,28.00,/product_images/Juegos/PS4 Juegos/3391891991247_s.jpg,1001,20.00,PlayStation 4,Naruto Shippuden Ultimate Ninja Storm 4: Road To Boruto,45.00
9006113009108,12.00,/product_images/Juegos/PS4 Juegos/9006113009108_s.jpg,1001,9.00,PlayStation 4,Warhammer: The End Times Vermintide,20.00
711719869757,12.00,/product_images/Juegos/PS4 Juegos/711719869757_s.jpg,1001,9.00,PlayStation 4,Battlezone (PSVR),20.00
5060146461856,5.00,/product_images/Juegos/PS4 Juegos/5060146461856_s.jpg,1001,3.00,PlayStation 4,Shovel Knight,15.00
5060146463966,11.00,/product_images/Juegos/PS4 Juegos/5060146463966_s.jpg,1001,8.00,PlayStation 4,Marvel Pinball Epic Collection: Volume 1,18.00
3391891984072,11.00,/product_images/Juegos/PS4 Juegos/3391891984072_s.jpg,1001,8.00,PlayStation 4,Godzilla,18.00
3512899112377,7.00,/product_images/Juegos/PS4 Juegos/3512899112377_s.jpg,1001,5.00,PlayStation 4,Bound By Flame,12.00
3512899115446,13.00,/product_images/Juegos/PS4 Juegos/3512899115446_s.jpg,1001,9.00,PlayStation 4,"Technomancer, The",22.00
3512899113114,13.00,/product_images/Juegos/PS4 Juegos/3512899113114_s.jpg,1001,9.00,PlayStation 4,Sherlock Holmes - Crimes & Punishments,22.00
8718591182419,7.00,/product_images/Juegos/PS4 Juegos/8718591182419_s.jpg,1001,5.00,PlayStation 4,Ziggurat,12.00
3512899116634,18.00,/product_images/Juegos/PS4 Juegos/3512899116634_s.jpg,1001,13.00,PlayStation 4,Farming Simulator 17,30.00
5051893167917,20.00,/product_images/Juegos/PS4 Juegos/5051893167917_s.jpg,1001,14.00,PlayStation 4,Injustice: Gods Among Us - Ultimate Ed.,32.00
8717418467296,9.00,/product_images/Juegos/PS4 Juegos/8717418467296_s.jpg,1001,6.00,PlayStation 4,Disney Infinity 3.0 Star Wars Starter Pack,15.00
5055856406990,9.00,/product_images/Juegos/PS4 Juegos/5055856406990_s.jpg,1001,6.00,PlayStation 4,Dishonored: Definitive Edition,15.00
3391891984935,15.00,/product_images/Juegos/PS4 Juegos/3391891984935_s.jpg,1001,11.00,PlayStation 4,Saint Seiya Soul Soldiers,25.00
8402862060123,9.00,/product_images/Juegos/PS4 Juegos/8402862060123_s.jpg,1001,6.00,PlayStation 4,Anima: Gate Of Memories,15.00
711719459712,4.00,/product_images/Juegos/PS4 Juegos/711719459712_s.jpg,1001,2.00,PlayStation 4,Singstar Party Megahits,12.00
3307215897300,6.00,/product_images/Juegos/PS4 Juegos/3307215897300_s.jpg,1001,4.00,PlayStation 4,Just Dance 2016,18.00
5051893168730,11.00,/product_images/Juegos/PS4 Juegos/5051893168730_s.jpg,1001,8.00,PlayStation 4,LEGO: El Hobbit,18.00
4260089417229,9.00,/product_images/Juegos/PS4 Juegos/4260089417229_s.jpg,1001,6.00,PlayStation 4,Dungeons 2,15.00
0813633016818,20.00,/product_images/Juegos/PS4 Juegos/0813633016818_s.jpg,1001,14.00,PlayStation 4,Grand Kingdom,32.00
5030917172069,9.00,/product_images/Juegos/PS4 Juegos/5030917172069_s.jpg,1001,6.00,PlayStation 4,Tony Hawks Pro Skater 5,15.00
3307215734643,3.00,/product_images/Juegos/PS4 Juegos/3307215734643_s.jpg,1001,2.00,PlayStation 4,Just Dance 2014,10.00
3391891984201,15.00,/product_images/Juegos/PS4 Juegos/3391891984201_s.jpg,1001,11.00,PlayStation 4,One Piece: Pirate Warriors 3,25.00
5060327533655,30.00,/product_images/Juegos/PS4 Juegos/5060327533655_s.jpg,1001,21.00,PlayStation 4,Berserk And The Band Of Hawk,48.00
711719854852,15.00,/product_images/Juegos/PS4 Juegos/711719854852_s.jpg,1001,11.00,PlayStation 4,PlayStation VR Worlds,25.00
0711719841838,11.00,/product_images/Juegos/PS4 Juegos/0711719841838_s.jpg,1001,8.00,PlayStation 4,Journey - Collector's Edition,18.00
5060327531811,9.00,/product_images/Juegos/PS4 Juegos/5060327531811_s.jpg,1001,6.00,PlayStation 4,Samurai Warriors 4,15.00
728658047832,7.00,/product_images/Juegos/PS4 Juegos/728658047832_s.jpg,1001,5.00,PlayStation 4,Rock Band 4,12.00
5060188670018,9.00,/product_images/Juegos/PS4 Juegos/5060188670018_s.jpg,1001,6.00,PlayStation 4,Los 40 Principales - Vol 2 (Solo Juego),15.00
3307215802076,11.00,/product_images/Juegos/PS4 Juegos/3307215802076_s.jpg,1001,8.00,PlayStation 4,Hasbro Monopoly,18.00
3391891986861,13.00,/product_images/Juegos/PS4 Juegos/3391891986861_s.jpg,1001,9.00,PlayStation 4,Digimon Story: Cyber Sleuth,22.00
813633016603,9.00,/product_images/Juegos/PS4 Juegos/813633016603_s.jpg,1001,6.00,PlayStation 4,République,15.00
5060201654643,11.00,/product_images/Juegos/PS4 Juegos/5060201654643_s.jpg,1001,8.00,PlayStation 4,Earth Defense Force 4.1: The Shadow of New Despair,18.00
5060327532313,4.00,/product_images/Juegos/PS4 Juegos/5060327532313_s.jpg,1001,2.00,PlayStation 4,Dynasty Warriors 8: Empires,12.00
8059617104726,17.00,/product_images/Juegos/PS4 Juegos/8059617104726_s.jpg,1001,12.00,PlayStation 4,MXGP2 : The Official Motocross,28.00
4020628826482,24.00,/product_images/Juegos/PS4 Juegos/4020628826482_s.jpg,1001,17.00,PlayStation 4,"King of Fighters XIV, The",38.00
5055277020010,9.00,/product_images/Juegos/3DS Juegos/5055277020010_s.jpg,977,7.00,Nintendo 3DS,Sonic y All-Stars Racing Transformed,15.00
5060327530883,9.00,/product_images/Juegos/PS4 Juegos/5060327530883_s.jpg,1001,6.00,PlayStation 4,Xtreme Legends - Dynasty Warriors 8,15.00
3307219950346,5.00,/product_images/Juegos/3DS Juegos/3307219950346_s.jpg,977,3.00,Nintendo 3DS,Petz Fantasy 3D,8.00
045496473983,18.00,/product_images/Juegos/3DS Juegos/045496473983_s.jpg,977,13.00,Nintendo 3DS,Mario Party Star Rush,28.00
5060102953081,3.00,/product_images/Juegos/3DS Juegos/5060102953081_s.jpg,977,2.00,Nintendo 3DS,Bit Trip Saga,6.00
5030917107795,7.00,/product_images/Juegos/3DS Juegos/5030917107795_s.jpg,977,5.00,Nintendo 3DS,"Amazing Spider Man, The",12.00
8023171036878,7.00,/product_images/Juegos/3DS Juegos/8023171036878_s.jpg,977,5.00,Nintendo 3DS,Terraria,12.00
5060102953753,13.00,/product_images/Juegos/3DS Juegos/5060102953753_s.jpg,977,9.00,Nintendo 3DS,Virtue's Last Reward,20.00
3307219934704,9.00,/product_images/Juegos/3DS Juegos/3307219934704_s.jpg,977,7.00,Nintendo 3DS,Asphalt 3D,15.00
3499550330199,1.90,/product_images/Juegos/3DS Juegos/3499550330199_s.jpg,977,1.20,Nintendo 3DS,Hello Kitty Happy Happy Family,5.00
3391891969611,1.50,/product_images/Juegos/3DS Juegos/3391891969611_s.jpg,977,0.90,Nintendo 3DS,Los Croods: Fiesta Prehistórica!,4.00
045496527983,3.00,/product_images/Juegos/3DS Juegos/045496527983_s.jpg,977,2.00,Nintendo 3DS,Fossil Fighters: Frontier,6.00
3391891972307,6.00,/product_images/Juegos/3DS Juegos/3391891972307_s.jpg,977,4.00,Nintendo 3DS,Pac-Man And The Ghostly Adventures,10.00
0045496527297,35.00,/product_images/Juegos/3DS Juegos/0045496527297_s.jpg,977,26.00,Nintendo 3DS,Legend Of Zelda: Majora's Mask Edición Especial,55.00
3391891966641,1.90,/product_images/Juegos/3DS Juegos/3391891966641_s.jpg,977,1.20,Nintendo 3DS,Rise Of The Guardians,5.00
3307215588796,1.50,/product_images/Juegos/3DS Juegos/3307215588796_s.jpg,977,0.90,Nintendo 3DS,Imagina Ser Mamá,4.00
5060216311395,1.50,/product_images/Juegos/3DS Juegos/5060216311395_s.jpg,977,0.90,Nintendo 3DS,Chevrolet Camaro 3D,4.00
045496525866,13.00,/product_images/Juegos/3DS Juegos/045496525866_s.jpg,977,9.00,Nintendo 3DS,Sonic Boom: El Cristal Roto,20.00
5060073307807,5.00,/product_images/Juegos/3DS Juegos/5060073307807_s.jpg,977,3.00,Nintendo 3DS,Samurai Warriors Chronicles,8.00
3499550340150,2.00,/product_images/Juegos/3DS Juegos/3499550340150_s.jpg,977,1.40,Nintendo 3DS,Flap Flap,6.00
3391891974516,9.00,/product_images/Juegos/3DS Juegos/3391891974516_s.jpg,977,7.00,Nintendo 3DS,One Piece: Romance Dawn,15.00
3391891973243,7.00,/product_images/Juegos/3DS Juegos/3391891973243_s.jpg,977,5.00,Nintendo 3DS,Hora De Aventuras: Explora La Mazmorra,12.00
3391891963237,7.00,/product_images/Juegos/3DS Juegos/3391891963237_s.jpg,977,5.00,Nintendo 3DS,One Piece: Unlimited Cruise SP 2,12.00
5030917131486,6.00,/product_images/Juegos/3DS Juegos/5030917131486_s.jpg,977,4.00,Nintendo 3DS,Bob Esponja: La Venganza De Plankton,10.00
4017244030249,6.00,/product_images/Juegos/3DS Juegos/4017244030249_s.jpg,977,4.00,Nintendo 3DS,El Paraiso de las Mascotas,10.00
3760156480022,5.00,/product_images/Juegos/3DS Juegos/3760156480022_s.jpg,977,3.00,Nintendo 3DS,Yakari: The Mystery Of Four Seasons,8.00
3391891971652,9.00,/product_images/Juegos/3DS Juegos/3391891971652_s.jpg,977,7.00,Nintendo 3DS,Power Rangers : Mega Force,15.00
3499550330328,2.00,/product_images/Juegos/3DS Juegos/3499550330328_s.jpg,977,1.40,Nintendo 3DS,Supervivientes,6.00
3499550330243,1.10,/product_images/Juegos/3DS Juegos/3499550330243_s.jpg,977,0.70,Nintendo 3DS,I Love My Little Girl,3.00
3391891955690,9.00,/product_images/Juegos/3DS Juegos/3391891955690_s.jpg,977,7.00,Nintendo 3DS,Pac-Man & Galaga Dimensions,15.00
045496527440,5.00,/product_images/Juegos/3DS Juegos/045496527440_s.jpg,977,3.00,Nintendo 3DS,Gardening Mama: Forest Friends,8.00
3307215711804,6.00,/product_images/Juegos/3DS Juegos/3307215711804_s.jpg,977,4.00,Nintendo 3DS,Petz Beach: Animalz Fun On The Beach,10.00
3307219934889,6.00,/product_images/Juegos/3DS Juegos/3307219934889_s.jpg,977,4.00,Nintendo 3DS,James Noir's Hollywood Crimes,10.00
3499550330458,9.00,/product_images/Juegos/3DS Juegos/3499550330458_s.jpg,977,7.00,Nintendo 3DS,WRC 2014,15.00
3546430150580,11.00,/product_images/Juegos/3DS Juegos/3546430150580_s.jpg,977,8.00,Nintendo 3DS,Rollercoaster Tycoon 3D,18.00
4005209146845,1.30,/product_images/Juegos/3DS Juegos/4005209146845_s.jpg,977,0.80,Nintendo 3DS,SpongeBob SquigglePants,3.50
4012927085103,7.00,/product_images/Juegos/3DS Juegos/4012927085103_s.jpg,977,5.00,Nintendo 3DS,Yu Gi Oh! Zexal World Duel Carnival,12.00
5016488126694,11.00,/product_images/Juegos/3DS Juegos/5016488126694_s.jpg,977,8.00,Nintendo 3DS,Disney Frozen: Olaf's Quest,18.00
5030917099861,6.00,/product_images/Juegos/3DS Juegos/5030917099861_s.jpg,977,4.00,Nintendo 3DS,Spiderman: Edge of Time,10.00
5030917179914,6.00,/product_images/Juegos/3DS Juegos/5030917179914_s.jpg,977,4.00,Nintendo 3DS,Carlitos Y Snoopy El Videojuego,10.00
5060102953937,19.00,/product_images/Juegos/3DS Juegos/5060102953937_s.jpg,977,14.00,Nintendo 3DS,Hakuoki: Memories of the Shinsengumi,30.00
5060220222915,18.00,/product_images/Juegos/3DS Juegos/5060220222915_s.jpg,977,13.00,Nintendo 3DS,Devil Summoner - Soul Hackers,28.00
8154030100994,11.00,/product_images/Juegos/3DS Juegos/8154030100994_s.jpg,977,8.00,Nintendo 3DS,Barbie: Salón De Belleza Para Mascotas,18.00
8154030101748,6.00,/product_images/Juegos/3DS Juegos/8154030101748_s.jpg,977,4.00,Nintendo 3DS,Barbie: Dreamhouse Party,10.00
0045496472344,65.00,/product_images/Juegos/3DS Juegos/0045496472344_s.jpg,977,48.00,Nintendo 3DS,Fire Emblem Fates (Limited Edition),100.00
045496524753,18.00,/product_images/Juegos/3DS Juegos/045496524753_s.jpg,977,13.00,Nintendo 3DS,Professor Layton & The Azran Legacy,28.00
045496526047,1.90,/product_images/Juegos/3DS Juegos/045496526047_s.jpg,977,1.20,Nintendo 3DS,Aprende Inglés - Volumen 1,5.00
045496526115,1.50,/product_images/Juegos/3DS Juegos/045496526115_s.jpg,977,0.90,Nintendo 3DS,Aprende Inglés - Volumen 2,4.00
045496526184,1.50,/product_images/Juegos/3DS Juegos/045496526184_s.jpg,977,0.90,Nintendo 3DS,Aprende Inglés - Volumen 3,4.00
045496526986,7.00,/product_images/Juegos/3DS Juegos/045496526986_s.jpg,977,5.00,Nintendo 3DS,Nintendo Pocket Football Club,12.00
045496527150,7.00,/product_images/Juegos/3DS Juegos/045496527150_s.jpg,977,5.00,Nintendo 3DS,Mario And Donkey Kong / Mario vs Donkey Kong (P),12.00
045496529338,-1,/product_images/Juegos/3DS Juegos/045496529338_s.jpg,977,-1,Nintendo 3DS,Pokemon Zafiro Alfa + Pokeball,35.00
047875767126,9.00,/product_images/Juegos/3DS Juegos/047875767126_s.jpg,977,7.00,Nintendo 3DS,Lalaloopsy: Carnival of Friends,15.00
3307215586310,7.00,/product_images/Juegos/3DS Juegos/3307215586310_s.jpg,977,5.00,Nintendo 3DS,Zoo Mania 3D,12.00
3307215587430,1.50,/product_images/Juegos/3DS Juegos/3307215587430_s.jpg,977,0.90,Nintendo 3DS,Puzzler World 2012 3D,4.00
3307215587850,1.90,/product_images/Juegos/3DS Juegos/3307215587850_s.jpg,977,1.20,Nintendo 3DS,Puzzler Mind Gym 3D,5.00
3307215587911,11.00,/product_images/Juegos/3DS Juegos/3307215587911_s.jpg,977,8.00,Nintendo 3DS,Mind Quiz Entrenamiento Diario,18.00
3307215588703,7.00,/product_images/Juegos/3DS Juegos/3307215588703_s.jpg,977,5.00,Nintendo 3DS,Puppies World 3D,12.00
3307215588826,3.00,/product_images/Juegos/3DS Juegos/3307215588826_s.jpg,977,2.00,Nintendo 3DS,Imagine Babies 3D,6.00
3307215588963,6.00,/product_images/Juegos/3DS Juegos/3307215588963_s.jpg,977,4.00,Nintendo 3DS,Imagina Ser presenta el mundo de la moda,10.00
3307215589051,6.00,/product_images/Juegos/3DS Juegos/3307215589051_s.jpg,977,4.00,Nintendo 3DS,Imagina Ser Amazona 3D,10.00
4012927081808,1.10,/product_images/Juegos/DS Juegos/4012927081808_s.jpg,834,0.70,Nintendo DS,Pro Evolution Soccer 6,3.00
3307210230720,1.30,/product_images/Juegos/DS Juegos/3307210230720_s.jpg,834,0.80,Nintendo DS,Rayman Raving Rabbids,3.50
8154030100291,3.00,/product_images/Juegos/DS Juegos/8154030100291_s.jpg,834,2.00,Nintendo DS,Monster High Skultimate Roller Maze,5.00
023272009595,13.00,/product_images/Juegos/DS Juegos/023272009595_s.jpg,834,9.00,Nintendo DS,Lego Star Wars III (3),22.00
045496468033,6.00,/product_images/Juegos/DS Juegos/045496468033_s.jpg,834,4.00,Nintendo DS,Campanilla,10.00
5060050946302,17.00,/product_images/Juegos/DS Juegos/5060050946302_s.jpg,834,12.00,Nintendo DS,Metal Slug 7,28.00
4005209093170,1.90,/product_images/Juegos/DS Juegos/4005209093170_s.jpg,834,1.20,Nintendo DS,Purr Pals,5.00
4005209092975,1.50,/product_images/Juegos/DS Juegos/4005209092975_s.jpg,834,0.90,Nintendo DS,Drawn to Life,4.00
045496466510,0.10,/product_images/Juegos/DS Juegos/045496466510_s.jpg,834,0.01,Nintendo DS,Magia en Accion (Solo Juego),0.50
3391891963596,4.00,/product_images/Juegos/DS Juegos/3391891963596_s.jpg,834,3.00,Nintendo DS,Madagascar 3,7.00
3348542212596,1.50,/product_images/Juegos/DS Juegos/3348542212596_s.jpg,834,0.90,Nintendo DS,Crash: Lucha de Titanes,4.00
045496466633,11.00,/product_images/Juegos/DS Juegos/045496466633_s.jpg,834,8.00,Nintendo DS,Ace Attorney: Apollo Justice,18.00
5030935059403,7.00,/product_images/Juegos/DS Juegos/5030935059403_s.jpg,834,5.00,Nintendo DS,"Simpson Game, The",12.00
045496467487,2.00,/product_images/Juegos/DS Juegos/045496467487_s.jpg,834,1.50,Nintendo DS,Naruto Ninja Council 2,3.50
3307210449733,0.50,/product_images/Juegos/DS Juegos/3307210449733_s.jpg,834,0.30,Nintendo DS,Imagina ser Gimnasta,1.50
3760137144943,3.00,/product_images/Juegos/DS Juegos/3760137144943_s.jpg,834,2.00,Nintendo DS,Cookie Shop,6.00
4012927081716,17.00,/product_images/Juegos/DS Juegos/4012927081716_s.jpg,834,12.00,Nintendo DS,Castlevania: Portrait of Ruin,28.00
045496466169,1.30,/product_images/Juegos/DS Juegos/045496466169_s.jpg,834,0.80,Nintendo DS,Maths Training,3.50
5017783027044,1.90,/product_images/Juegos/DS Juegos/5017783027044_s.jpg,834,1.20,Nintendo DS,Animal Paradise,5.00
5030917028151,3.00,/product_images/Juegos/DS Juegos/5030917028151_s.jpg,834,2.00,Nintendo DS,Madagascar,6.00
5060138438279,1.30,/product_images/Juegos/DS Juegos/5060138438279_s.jpg,834,0.80,Nintendo DS,Dinosaur King,3.50
045496471354,12.00,/product_images/Juegos/DS Juegos/045496471354_s.jpg,834,9.00,Nintendo DS,Solatorobo Red The Hunter,20.00
5743211741182,0.40,/product_images/Juegos/DS Juegos/5743211741182_s.jpg,834,0.20,Nintendo DS,Rubik's Puzzle World,1.50
3307210232366,3.00,/product_images/Juegos/DS Juegos/3307210232366_s.jpg,834,2.00,Nintendo DS,Asphalt Urban GT2,5.00
045496466992,1.50,/product_images/Juegos/DS Juegos/045496466992_s.jpg,834,0.90,Nintendo DS,"Principe Caspian, El",4.00
045496464813,7.00,/product_images/Juegos/DS Juegos/045496464813_s.jpg,834,5.00,Nintendo DS,Metroid Prime Pinball + Rumble Pak,12.00
045496463014,3.00,/product_images/Juegos/DS Juegos/045496463014_s.jpg,834,2.00,Nintendo DS,Harvest Moon DS,5.00
8717418281687,0.60,/product_images/Juegos/DS Juegos/8717418281687_s.jpg,834,0.30,Nintendo DS,Phineas And Ferb: Ride Again,2.00
5030917086717,7.00,/product_images/Juegos/DS Juegos/5030917086717_s.jpg,834,5.00,Nintendo DS,Spider-man Shattered Dimensions,12.00
8023171014463,2.00,/product_images/Juegos/DS Juegos/8023171014463_s.jpg,834,1.80,Nintendo DS,Cosmetic Paradise: Maquillate y Peinate,4.00
3307211683761,6.00,/product_images/Juegos/DS Juegos/3307211683761_s.jpg,834,4.00,Nintendo DS,TMNT - Arcade Attack,10.00
5030917044663,1.10,/product_images/Juegos/DS Juegos/5030917044663_s.jpg,834,0.70,Nintendo DS,Transformers Autobots,3.00
045496462314,5.00,/product_images/Juegos/DS Juegos/045496462314_s.jpg,834,3.00,Nintendo DS,Pac'n roll,8.00
3546430127094,3.00,/product_images/Juegos/DS Juegos/3546430127094_s.jpg,834,2.00,Nintendo DS,Asterix Y Obelix XXL 2 Mission WiFix,6.00
5055277003433,12.00,/product_images/Juegos/DS Juegos/5055277003433_s.jpg,834,9.00,Nintendo DS,Sonic Classic Collection,20.00
045496471194,3.00,/product_images/Juegos/DS Juegos/045496471194_s.jpg,834,2.00,Nintendo DS,Phineas Y Ferb A Traves De La 2 Dimensio,6.00
3307210229816,2.00,/product_images/Juegos/DS Juegos/3307210229816_s.jpg,834,1.40,Nintendo DS,Colegas En El Bosque,6.00
5060073303656,5.00,/product_images/Juegos/DS Juegos/5060073303656_s.jpg,834,3.00,Nintendo DS,Dynasty warriors Fighter Battle,8.00
5030917054488,0.20,/product_images/Juegos/DS Juegos/5030917054488_s.jpg,834,0.10,Nintendo DS,Guitar Hero On Tour + Adaptador,0.75
023272006921,1.90,/product_images/Juegos/DS Juegos/023272006921_s.jpg,834,1.20,Nintendo DS,Star Wars: Clone Wars,5.00
3307210269010,3.00,/product_images/Juegos/DS Juegos/3307210269010_s.jpg,834,2.00,Nintendo DS,Dolphinz Aventuras en el  Zoo Marino,5.00
5030917066337,1.30,/product_images/Juegos/DS Juegos/5030917066337_s.jpg,834,0.80,Nintendo DS,Transformers: La Venganza (Autobots),3.50
4012927082775,3.00,/product_images/Juegos/DS Juegos/4012927082775_s.jpg,834,2.00,Nintendo DS,Lost In Blue 3,5.00
045496462390,1.90,/product_images/Juegos/DS Juegos/045496462390_s.jpg,834,1.20,Nintendo DS,Viewtiful Joe Double Trouble,5.00
045496471866,1.30,/product_images/Juegos/DS Juegos/045496471866_s.jpg,834,0.80,Nintendo DS,Brave (Disney),3.50
5030934052047,1.90,/product_images/Juegos/DS Juegos/5030934052047_s.jpg,834,1.20,Nintendo DS,Need For Speed: Carbono,5.00
3296580803644,6.00,/product_images/Juegos/DS Juegos/3296580803644_s.jpg,834,4.00,Nintendo DS,DragonBall Z Goku Densetsu,10.00
045496463908,5.00,/product_images/Juegos/DS Juegos/045496463908_s.jpg,834,3.00,Nintendo DS,Children Of Mana,8.00
5060138436114,1.50,/product_images/Juegos/DS Juegos/5060138436114_s.jpg,834,0.90,Nintendo DS,Sega Superstars Tennis,4.00
045496465650,1.10,/product_images/Juegos/DS Juegos/045496465650_s.jpg,834,0.70,Nintendo DS,Naruto: Ninja Council,3.00
842056520070700004,0.01,/product_images/Juegos/PC Juegos/842056520070700004_s.jpg,830,0.01,PC,Space Invaders Amenaza Espacial,0.10
045496464134,0.40,/product_images/Juegos/DS Juegos/045496464134_s.jpg,834,0.20,Nintendo DS,Kim Possible: Global Gemini,1.50
5051603222011,1.30,/product_images/Juegos/DS Juegos/5051603222011_s.jpg,834,0.80,Nintendo DS,Space Chimps,3.50
5030917014239,0.60,/product_images/Juegos/PC Juegos/5030917014239_s.jpg,830,0.30,PC,Spiderman,2.00
023272997892,1.00,/product_images/Juegos/PC Juegos/023272997892_s.jpg,830,0.50,PC,Starwars Starfighter,3.50
045496468859,17.00,/product_images/Juegos/DS Juegos/045496468859_s.jpg,834,12.00,Nintendo DS,Kirby Super Star Ultra,28.00
5030934066150,2.00,/product_images/Juegos/DS Juegos/5030934066150_s.jpg,834,1.40,Nintendo DS,My Sims Kingdom,6.00
023272854140,4.00,/product_images/Juegos/PC Juegos/023272854140_s.jpg,830,2.00,PC,Star Wars El Imperio En Guerra (SN) 1DVD,12.00
882224477093,0.10,/product_images/Juegos/PC Juegos/882224477093_s.jpg,830,0.01,PC,Shadowrun,0.50
045496464318,3.00,/product_images/Juegos/DS Juegos/045496464318_s.jpg,834,2.00,Nintendo DS,Diddy Kong Racing DS,6.00
4041417200344,2.00,/product_images/Juegos/PC Juegos/4041417200344_s.jpg,830,1.20,PC,Construction Simulator 2015 (P),6.00
64549673929,1.10,/product_images/Juegos/DS Juegos/64549673929_s.jpg,834,0.70,Nintendo DS,Magic Made Fun,3.00
8436010150466,0.20,/product_images/Juegos/PC Juegos/8436010150466_s.jpg,830,0.10,PC,Patrician III - Imperio de Los Mares,0.75
5030930027407,0.30,/product_images/Juegos/PC Juegos/5030930027407_s.jpg,830,0.10,PC,Medal Of Honor Allied Assault 2CD (SN),1.00
8430613000449,0.01,/product_images/Juegos/PC Juegos/8430613000449_s.jpg,830,0.01,PC,Delta Force: Task Force Dagger,0.10
8436010150091,0.10,/product_images/Juegos/PC Juegos/8436010150091_s.jpg,830,0.01,PC,Traitors Gate,0.50
5030934092289,0.50,/product_images/Juegos/PC Juegos/5030934092289_s.jpg,830,0.30,PC,Fifa 11 (P),1.50
8436010150213,0.40,/product_images/Juegos/PC Juegos/8436010150213_s.jpg,830,0.20,PC,Submarine Titans,1.50
3307210254344,0.40,/product_images/Juegos/PC Juegos/3307210254344_s.jpg,830,0.20,PC,Brothers In Arms Pack,1.50
8436010152187,0.30,/product_images/Juegos/PC Juegos/8436010152187_s.jpg,830,0.10,PC,Emergency 4,1.00
093155125667,3.00,/product_images/Juegos/PC Juegos/093155125667_s.jpg,830,2.00,PC,Fallout 3,10.00
8431474072040,0.10,/product_images/Juegos/PC Juegos/8431474072040_s.jpg,830,0.01,PC,B.O.S. Black-Out Saigon,0.50
3307210219305,0.30,/product_images/Juegos/PC Juegos/3307210219305_s.jpg,830,0.10,PC,Onimusha 3 (SN),1.00
3348542152748,0.70,/product_images/Juegos/PC Juegos/3348542152748_s.jpg,830,0.30,PC,Diablo II Expansion Set,2.50
3307210240378,0.01,/product_images/Juegos/PC Juegos/3307210240378_s.jpg,830,0.01,PC,Dogz 2006,0.10
5907577270711,0.70,/product_images/Juegos/PC Juegos/5907577270711_s.jpg,830,0.30,PC,Call of Juarez (SN),2.50
