sku,precio_intercambio,img_caratula,precio_venta,categoria_id,titulo,precio_compra,categoria_str
5016488126717,3.00,/product_images/Juegos/3DS Juegos/5016488126717_s.jpg,6.00,977,Doodle Jump Adventures,2.00,Nintendo 3DS
045496466138,1.10,/product_images/Juegos/DS Juegos/045496466138_s.jpg,3.00,834,Power Rangers: Super Legends,0.70,Nintendo DS
5016488126724,10.00,/product_images/Juegos/3DS Juegos/5016488126724_s.jpg,16.00,977,Funfair Party Games,7.00,Nintendo 3DS
5016488129527,13.00,/product_images/defimg4_s.jpg,20.00,977,Cartoon Network: Battle Crashers,9.00,Nintendo 3DS
5021290047242,5.00,/product_images/Juegos/3DS Juegos/5021290047242_s.jpg,8.00,977,Puzzle Bobble Universe,3.00,Nintendo 3DS
5060189090099,1.50,/product_images/defimg5_s.jpg,4.00,834,Haooy Party With Hello Kity & Friends,0.90,Nintendo DS
5021290050419,7.00,/product_images/Juegos/3DS Juegos/5021290050419_s.jpg,12.00,977,Mensa Academy,5.00,Nintendo 3DS
3307211608252,4.00,/product_images/defimg4_s.jpg,7.00,834,My Eco Planet: Veterinarios al Rescate,3.00,Nintendo DS
5026555045483,1.70,/product_images/Juegos/3DS Juegos/5026555045483_s.jpg,4.50,977,Carnival: Salvaje Oeste 3D,1.00,Nintendo 3DS
5027669438093,5.00,/product_images/Juegos/3DS Juegos/5027669438093_s.jpg,8.00,977,Putty Squad,3.00,Nintendo 3DS
045496463861,0.40,/product_images/defimg4_s.jpg,1.50,834,Chicken Little As En Accion,0.20,Nintendo DS
5030917095177,5.00,/product_images/Juegos/3DS Juegos/5030917095177_s.jpg,9.00,977,Transformers - El Lado Oscuro de la Luna,4.00,Nintendo 3DS
5030917098000,9.00,/product_images/Juegos/3DS Juegos/5030917098000_s.jpg,14.00,977,Skylanders: Spuyro Adv. + 3 Figuras,6.00,Nintendo 3DS
3760137146909,0.90,/product_images/defimg1_s.jpg,3.00,830,Trine,0.40,PC
4012927083291,0.10,/product_images/defimg1_s.jpg,0.50,834,Miami Crisis,0.01,Nintendo DS
5030917099861,7.00,/product_images/Juegos/3DS Juegos/5030917099861_s.jpg,12.00,977,Spiderman: Edge of Time,5.00,Nintendo 3DS
3700265674059,0.30,/product_images/defimg5_s.jpg,1.00,830,Domination,0.10,PC
023272008277,1.10,/product_images/Juegos/DS Juegos/023272008277_s.jpg,3.00,834,Star Wars Clone Wars Heroes de la Republ,0.70,Nintendo DS
5030917101687,3.00,/product_images/Juegos/3DS Juegos/5030917101687_s.jpg,5.00,977,Generator Rex - Agente de Providence,2.00,Nintendo 3DS
3512289012782,0.20,/product_images/defimg5_s.jpg,0.75,830,Escape From Paradise City,0.10,PC
5060050946302,17.00,/product_images/Juegos/DS Juegos/5060050946302_s.jpg,28.00,834,Metal Slug 7,12.00,Nintendo DS
5030917106958,1.10,/product_images/Juegos/3DS Juegos/5030917106958_s.jpg,3.00,977,Battleship,0.70,Nintendo 3DS
5030917069574,2.00,/product_images/defimg1_s.jpg,7.00,830,Wolfenstein,1.60,PC
5030934059336,3.00,/product_images/Juegos/DS Juegos/5030934059336_s.jpg,6.00,834,Need For Speed: Pro Street,2.00,Nintendo DS
5030917109775,1.10,/product_images/Juegos/3DS Juegos/5030917109775_s.jpg,3.00,977,Ice Age 4: Continental Drift,0.70,Nintendo 3DS
008888610427,0.30,/product_images/defimg1_s.jpg,1.00,830,Myst III - Exile,0.10,PC
3307210259134,0.70,/product_images/defimg2_s.jpg,2.00,834,Locos por el Surf,0.40,Nintendo DS
5030917113802,6.00,/product_images/Juegos/3DS Juegos/5030917113802_s.jpg,10.00,977,Moshi Monsters: Moshlings Theme Park,4.00,Nintendo 3DS
023272002251,2.00,/product_images/Juegos/PC Juegos/023272002251_s.jpg,6.00,830,Grim Fandango,2.00,PC
4005209132824,1.10,/product_images/Juegos/DS Juegos/4005209132824_s.jpg,3.00,834,"Last Airbender, The",0.70,Nintendo DS
3307210248893,0.70,/product_images/defimg1_s.jpg,2.00,834,Top Trumps: Dogs & Dinosaurs,0.40,Nintendo DS
5030917115844,1.10,/product_images/Juegos/3DS Juegos/5030917115844_s.jpg,3.00,977,Skylanders Giants Booster Pack,0.70,Nintendo 3DS
5030917115875,4.00,/product_images/Juegos/3DS Juegos/5030917115875_s.jpg,7.00,977,Skylanders 2012 - Starter Pack (Incluye,3.00,Nintendo 3DS
5030917116780,1.50,/product_images/Juegos/3DS Juegos/5030917116780_s.jpg,4.00,977,Transformers - Prime,0.90,Nintendo 3DS
023272008215,0.70,/product_images/Juegos/PC Juegos/023272008215_s.jpg,2.50,830,Clone Wars: Heroes de la Republica,0.30,PC
023272324148,2.00,/product_images/Juegos/PC Juegos/023272324148_s.jpg,7.00,830,Star Wars Battlefront (SN) 3CD,1.40,PC
023272326142,2.00,/product_images/defimg1_s.jpg,6.00,830,Star Wars Caballeros Antigua Republica 2,1.40,PC
4017244021346,3.00,/product_images/Juegos/DS Juegos/4017244021346_s.jpg,6.00,834,Mi Novio,2.00,Nintendo DS
8430613001729,0.90,/product_images/defimg4_s.jpg,2.50,834,"Internado, El (Laguna Negra)",0.60,Nintendo DS
023272005429,4.00,/product_images/defimg3_s.jpg,7.00,834,Star Wars Clone Wars- Jedi Alliance,3.00,Nintendo DS
5030917125256,6.00,/product_images/Juegos/3DS Juegos/5030917125256_s.jpg,10.00,977,Fast & Furious: Showdown,4.00,Nintendo 3DS
5030917131486,7.00,/product_images/Juegos/3DS Juegos/5030917131486_s.jpg,12.00,977,Bob Esponja: La Venganza De Plankton,5.00,Nintendo 3DS
5030917131806,9.00,/product_images/Juegos/3DS Juegos/5030917131806_s.jpg,14.00,977,Teenage Mutant Ninja Turtles TMNT,6.00,Nintendo 3DS
023272854140,3.00,/product_images/defimg4_s.jpg,10.00,830,Star Wars El Imperio En Guerra (SN) 1DVD,2.00,PC
213213,0.01,/product_images/defimg2_s.jpg,0.10,830,Dragons Lair 2,0.01,PC
3307210121622,0.40,/product_images/defimg3_s.jpg,1.50,830,Capitalism II,0.20,PC
023272006129,6.00,/product_images/Juegos/DS Juegos/023272006129_s.jpg,10.00,834,Lego Indiana Jones: La Trilogia Original,4.00,Nintendo DS
023272007935,1.10,/product_images/Juegos/DS Juegos/023272007935_s.jpg,3.00,834,Indiana Jones y el Cetro de los Reyes,0.70,Nintendo DS
023272008697,5.00,/product_images/Juegos/DS Juegos/023272008697_s.jpg,8.00,834,Lego Indiana Jones 2,3.00,Nintendo DS
5030917132216,5.00,/product_images/Juegos/3DS Juegos/5030917132216_s.jpg,9.00,977,Angry Birds: Star Wars,4.00,Nintendo 3DS
5030917134968,3.00,/product_images/Juegos/3DS Juegos/5030917134968_s.jpg,5.00,977,Moshi Monsters: Katsuma Unleashed,2.00,Nintendo 3DS
5030917141690,11.00,/product_images/Juegos/3DS Juegos/5030917141690_s.jpg,18.00,977,"Amazing Spiderman 2, The",8.00,Nintendo 3DS
3307210140142,0.30,/product_images/defimg5_s.jpg,1.00,830,Rainbow Six 3 Raven Shield,0.10,PC
3307210149039,0.20,/product_images/Juegos/PC Juegos/3307210149039_s.jpg,0.75,830,Myst Exile 3,0.10,PC
3307210156136,0.01,/product_images/defimg5_s.jpg,0.25,830,Midtown Madness,0.01,PC
045496462154,0.40,/product_images/Juegos/DS Juegos/045496462154_s.jpg,1.50,834,Pac-Pix,0.20,Nintendo DS
045496462192,1.30,/product_images/Juegos/DS Juegos/045496462192_s.jpg,3.50,834,Meteos,0.80,Nintendo DS
045496462468,3.00,/product_images/Juegos/DS Juegos/045496462468_s.jpg,6.00,834,Megaman Battle Network 5,2.00,Nintendo DS
5030917142185,5.00,/product_images/Juegos/3DS Juegos/5030917142185_s.jpg,8.00,977,Cut The Rope,3.00,Nintendo 3DS
5030917142925,6.00,/product_images/Juegos/3DS Juegos/5030917142925_s.jpg,10.00,977,Transformers: The Dark Spark,4.00,Nintendo 3DS
5030917148514,6.00,/product_images/Juegos/3DS Juegos/5030917148514_s.jpg,10.00,977,Teenage Mutant Ninja Turtles,4.00,Nintendo 3DS
3307210163264,0.40,/product_images/defimg3_s.jpg,1.50,830,Flight Simulator 98,0.20,PC
3307210165391,0.01,/product_images/defimg1_s.jpg,0.25,830,Singles: En tu Casa o en la Mia,0.01,PC
3307210168344,0.01,/product_images/defimg3_s.jpg,0.10,830,Tom Clancy's Rainbow Six Pack,0.01,PC
045496462659,4.00,/product_images/Juegos/DS Juegos/045496462659_s.jpg,7.00,834,Trauma Centre: Under the Knife,3.00,Nintendo DS
045496463014,4.00,/product_images/Juegos/DS Juegos/045496463014_s.jpg,7.00,834,Harvest Moon DS,3.00,Nintendo DS
045496463571,20.00,/product_images/Juegos/DS Juegos/045496463571_s.jpg,32.00,834,Phoenix Wright: Ace Attorney,14.00,Nintendo DS
5030917159701,7.00,/product_images/Juegos/3DS Juegos/5030917159701_s.jpg,12.00,977,Bob Esponja El Heroe,5.00,Nintendo 3DS
5030930101909,5.00,/product_images/Juegos/3DS Juegos/5030930101909_s.jpg,8.00,977,Sims 3 - Pets,3.00,Nintendo 3DS
5030934103978,1.50,/product_images/Juegos/3DS Juegos/5030934103978_s.jpg,4.00,977,FIFA 12,0.90,Nintendo 3DS
3307210170347,2.00,/product_images/defimg1_s.jpg,8.00,830,The Elder Scrolls 3 + Expansiones,1.60,PC
3307210173751,0.01,/product_images/defimg3_s.jpg,0.10,830,Chessmaster 9000,0.01,PC
3307210175977,0.01,/product_images/Juegos/PC Juegos/3307210175977_s.jpg,0.10,830,Pacific Fighters,0.01,PC
5030917125072,7.00,/product_images/Juegos/PS3 Juegos/5030917125072_s.jpg,12.00,821,Fast & Furious Showdown,5.00,PlayStation 3
045496463908,5.00,/product_images/defimg4_s.jpg,8.00,834,Children Of Mana,3.00,Nintendo DS
045496464004,6.00,/product_images/Juegos/DS Juegos/045496464004_s.jpg,10.00,834,Mario Vs. Donkey Kong 2 La Marcha De Los,4.00,Nintendo DS
045496465087,5.00,/product_images/defimg5_s.jpg,9.00,834,Puzzle League DS,4.00,Nintendo DS
5036675014542,18.00,/product_images/Juegos/3DS Juegos/5036675014542_s.jpg,28.00,977,Devil Survivor: Overclocked,13.00,Nintendo 3DS
5050740024489,16.00,/product_images/Juegos/3DS Juegos/5050740024489_s.jpg,25.00,977,3D Game Collection - 55-in-1,12.00,Nintendo 3DS
5051893058895,3.00,/product_images/Juegos/3DS Juegos/5051893058895_s.jpg,5.00,977,Green Lantern: Rise Of The Manhunters,2.00,Nintendo 3DS
3307210197184,0.01,/product_images/Juegos/PC Juegos/3307210197184_s.jpg,0.25,830,Myst URU,0.01,PC
3307210203410,0.10,/product_images/defimg5_s.jpg,0.50,830,Lock On Air Combat Simulator,0.01,PC
3307210204585,1.70,/product_images/Juegos/PC Juegos/3307210204585_s.jpg,4.50,830,Rayman 10 Aniversario,1.00,PC
5030934066945,7.00,/product_images/Juegos/PS3 Juegos/5030934066945_s.jpg,12.00,821,Senor De Los Anillos: La Conquista,5.00,PlayStation 3
5051603222882,3.00,/product_images/Juegos/PS3 Juegos/5051603222882_s.jpg,5.00,821,F.E.A.R. 2: Project Origin,2.00,PlayStation 3
5055060925447,3.00,/product_images/Juegos/PS3 Juegos/5055060925447_s.jpg,5.00,821,Bionic Commando,2.00,PlayStation 3
045496465346,0.30,/product_images/Juegos/DS Juegos/045496465346_s.jpg,1.00,834,High School Musical: Preparate para el M,0.10,Nintendo DS
045496466510,0.30,/product_images/Juegos/DS Juegos/045496466510_s.jpg,1.00,834,Magia en Accion (Solo Juego),0.10,Nintendo DS
045496468002,0.30,/product_images/Juegos/DS Juegos/045496468002_s.jpg,1.00,834,Ultimate Band,0.10,Nintendo DS
5051893074741,3.00,/product_images/Juegos/3DS Juegos/5051893074741_s.jpg,5.00,977,Happy Feet 2,2.00,Nintendo 3DS
5051893130010,2.00,/product_images/Juegos/3DS Juegos/5051893130010_s.jpg,6.00,977,Spy Hunter,1.40,Nintendo 3DS
5051893143270,7.00,/product_images/Juegos/3DS Juegos/5051893143270_s.jpg,12.00,977,Lego: Legends Of Chima,5.00,Nintendo 3DS
3307210212160,0.01,/product_images/defimg5_s.jpg,0.25,830,Star Wars Episode III Activity Center,0.01,PC
3307210213365,0.20,/product_images/Juegos/PC Juegos/3307210213365_s.jpg,0.75,830,Brothers In Arms Earned In Blood (SN) 1DVD,0.10,PC
3307210223494,0.60,/product_images/defimg2_s.jpg,2.00,830,Myst IV Revelation,0.30,PC
5060138440425,8.00,/product_images/Juegos/PS3 Juegos/5060138440425_s.jpg,14.00,821,Sonic Unleashed,6.00,PlayStation 3
711719140559,0.10,/product_images/Juegos/PS3 Juegos/711719140559_s.jpg,0.50,821,Eye Pet (Solo Juego),0.01,PlayStation 3
711719626299,1.50,/product_images/Juegos/PS3 Juegos/711719626299_s.jpg,4.00,821,Lair,0.90,PlayStation 3
045496468033,5.00,/product_images/defimg2_s.jpg,8.00,834,Campanilla,3.00,Nintendo DS
045496468057,0.40,/product_images/defimg1_s.jpg,1.50,834,Hannah Montana: La pelicula,0.20,Nintendo DS
045496468095,1.30,/product_images/defimg1_s.jpg,3.50,834,Phineas y Ferb,0.80,Nintendo DS
5051893150360,5.00,/product_images/Juegos/3DS Juegos/5051893150360_s.jpg,9.00,977,LEGO: Friends,4.00,Nintendo 3DS
5051893154832,9.00,/product_images/Juegos/3DS Juegos/5051893154832_s.jpg,14.00,977,Hotwheels: World's Best Driver,6.00,Nintendo 3DS
5051893218763,11.00,/product_images/Juegos/3DS Juegos/5051893218763_s.jpg,18.00,977,LEGO Ninjago: La Sombra De Ronin,8.00,Nintendo 3DS
3307210240378,0.01,/product_images/Juegos/PC Juegos/3307210240378_s.jpg,0.10,830,Dogz 2006,0.01,PC
3307210243010,2.00,/product_images/defimg1_s.jpg,6.00,830,Heroes of Might & Magic 3 Collectors,1.20,PC
3307210246950,0.01,/product_images/defimg4_s.jpg,0.25,830,Rayman Raving Rabbids Centro de Activida,0.01,PC
711719757658,5.00,/product_images/Juegos/PS3 Juegos/711719757658_s.jpg,8.00,821,SingStar Vol.3 (Solo Juego),3.00,PlayStation 3
711719939351,5.00,/product_images/Juegos/PS3 Juegos/711719939351_s.jpg,8.00,821,Buzz! El Multiconcurso (Solo Juego),3.00,PlayStation 3
8717418268282,7.00,/product_images/Juegos/PS3 Juegos/8717418268282_s.jpg,12.00,821,Toy Story 3,5.00,PlayStation 3
045496468859,22.00,/product_images/Juegos/DS Juegos/045496468859_s.jpg,35.00,834,Kirby Super Star Ultra,15.00,Nintendo DS
045496469313,6.00,/product_images/defimg3_s.jpg,10.00,834,Campanilla y El Tesoro Perdido,4.00,Nintendo DS
045496469344,1.70,/product_images/Juegos/DS Juegos/045496469344_s.jpg,4.50,834,Alicia en el Pais de las Maravillas,1.00,Nintendo DS
5055277011353,2.00,/product_images/Juegos/3DS Juegos/5055277011353_s.jpg,6.00,977,Thor Dios del Trueno,1.40,Nintendo 3DS
5055277011773,2.00,/product_images/Juegos/3DS Juegos/5055277011773_s.jpg,4.50,977,Crush 3D,2.00,Nintendo 3DS
5055277011797,3.00,/product_images/Juegos/3DS Juegos/5055277011797_s.jpg,5.00,977,Crush,2.00,Nintendo 3DS
3307210260550,0.20,/product_images/defimg2_s.jpg,0.75,830,Dogz: Diviertete con Mas Perros,0.10,PC
3348542152748,1.00,/product_images/defimg2_s.jpg,3.50,830,Diablo II Expansion Set,0.50,PC
3348542174337,0.20,/product_images/defimg4_s.jpg,0.75,830,Homeworld,0.10,PC
3296580806126,3.00,/product_images/Juegos/PS3 Juegos/3296580806126_s.jpg,6.00,821,Naruto Ultimate Ninja Storm,2.00,PlayStation 3
3307210252203,1.50,/product_images/Juegos/PS3 Juegos/3307210252203_s.jpg,4.00,821,Splinter Cell Double Agent,0.90,PlayStation 3
3307210413567,1.50,/product_images/Juegos/PS3 Juegos/3307210413567_s.jpg,4.00,821,Rainbow Six Vegas 2,0.90,PlayStation 3
045496469368,5.00,/product_images/defimg4_s.jpg,8.00,834,Campanilla Y El Gran Rescate,3.00,Nintendo DS
045496469412,0.40,/product_images/Juegos/DS Juegos/045496469412_s.jpg,1.50,834,Tron: Evolution,0.20,Nintendo DS
045496470449,0.30,/product_images/Juegos/DS Juegos/045496470449_s.jpg,1.00,834,Face Training,0.10,Nintendo DS
5055277013098,6.00,/product_images/Juegos/3DS Juegos/5055277013098_s.jpg,10.00,977,Capitan America Supersoldado,4.00,Nintendo 3DS
5055277014354,10.00,/product_images/Juegos/3DS Juegos/5055277014354_s.jpg,16.00,977,Sonic Generations,7.00,Nintendo 3DS
3348542175167,0.30,/product_images/defimg4_s.jpg,1.00,830,Judge Dredd: Dredd vs Death,0.10,PC
3348542181250,0.01,/product_images/defimg2_s.jpg,0.25,830,Contract Jack,0.01,PC
3348542187191,0.10,/product_images/defimg3_s.jpg,0.50,830,Senyor del Olimpo Zeus,0.01,PC
3307219947483,3.00,/product_images/Juegos/PS3 Juegos/3307219947483_s.jpg,6.00,821,Call Of Juarez 3: The Cartel,2.00,PlayStation 3
3391891966825,12.00,/product_images/Juegos/PS3 Juegos/3391891966825_s.jpg,20.00,821,Dragon Ball Z Budokai HD Collection,9.00,PlayStation 3
3391891977883,11.00,/product_images/Juegos/PS3 Juegos/3391891977883_s.jpg,18.00,821,Naruto Shippuden: Ultimate Ninja. Storm Revolution,8.00,PlayStation 3
045496471187,6.00,/product_images/Juegos/DS Juegos/045496471187_s.jpg,10.00,834,Lego: Piratas Del Caribe,4.00,Nintendo DS
045496471200,5.00,/product_images/defimg2_s.jpg,8.00,834,Cars 2,3.00,Nintendo DS
045496471842,1.50,/product_images/Juegos/DS Juegos/045496471842_s.jpg,4.00,834,Aprende Con Los Pokémon: Aventura(W/Key),0.90,Nintendo DS
3348542211551,3.00,/product_images/defimg4_s.jpg,9.00,830,Empire Earth III,2.00,PC
3512289017619,0.90,/product_images/Juegos/PC Juegos/3512289017619_s.jpg,3.00,830,Divinity 2 - The Dragon Knight Saga,0.40,PC
3546430012079,0.50,/product_images/defimg1_s.jpg,1.50,830,Unreal Tournament,0.30,PC
4012927054826,6.00,/product_images/Juegos/PS3 Juegos/4012927054826_s.jpg,10.00,821,Metal Gear Rising: Revengeance,4.00,PlayStation 3
5026555401456,0.90,/product_images/Juegos/PS3 Juegos/5026555401456_s.jpg,2.50,821,Top Spin 3,0.60,PlayStation 3
5026555401852,0.20,/product_images/Juegos/PS3 Juegos/5026555401852_s.jpg,0.75,821,NBA 2K9,0.10,PlayStation 3
23272005764,1.70,/product_images/Juegos/DS Juegos/23272005764_s.jpg,4.50,834,Star Wars - El Poder De La Fuerza,1.00,Nintendo DS
3296580803170,0.40,/product_images/defimg5_s.jpg,1.50,834,Music Puzzle Gunpey DS,0.20,Nintendo DS
3307210187567,3.00,/product_images/Juegos/DS Juegos/3307210187567_s.jpg,5.00,834,Rayman DS,2.00,Nintendo DS
3546430107775,0.40,/product_images/defimg5_s.jpg,1.50,830,Terminator 3 War of the Machines (SN),0.20,PC
3546430110744,0.01,/product_images/defimg1_s.jpg,0.10,830,Line of Sight Vietnam,0.01,PC
3546430111352,0.60,/product_images/defimg2_s.jpg,2.00,830,Driver 3,0.30,PC
5030917063039,1.10,/product_images/Juegos/PS3 Juegos/5030917063039_s.jpg,3.00,821,Guitar Hero World Tour (Solo Juego),0.70,PlayStation 3
5030917102035,5.00,/product_images/Juegos/PS3 Juegos/5030917102035_s.jpg,9.00,821,Goldeneye 007 Reloaded,4.00,PlayStation 3
5030934098069,4.00,/product_images/Juegos/PS3 Juegos/5030934098069_s.jpg,7.00,821,Mass Effect 2,3.00,PlayStation 3
3307210195135,7.00,/product_images/Juegos/DS Juegos/3307210195135_s.jpg,12.00,834,Bomberman DS,5.00,Nintendo DS
3307210227461,5.00,/product_images/defimg4_s.jpg,8.00,834,Pippa Funnel (UK),3.00,Nintendo DS
3307210227508,3.00,/product_images/Juegos/DS Juegos/3307210227508_s.jpg,5.00,834,Alexandra Lederman,2.00,Nintendo DS
3546430118276,0.40,/product_images/Juegos/PC Juegos/3546430118276_s.jpg,1.50,830,The Matrix Path of Neo (1DVD),0.20,PC
3546430123065,2.00,/product_images/Juegos/PC Juegos/3546430123065_s.jpg,5.00,830,Neverwinter Nights 2 (SN),1.70,PC
8716392000895,0.40,/product_images/defimg5_s.jpg,1.50,830,Duke Nukem - Manhattan Project,0.20,PC
5051893074642,10.00,/product_images/Juegos/PS3 Juegos/5051893074642_s.jpg,16.00,821,LEGO Harry Potter (Anos 5-7),7.00,PlayStation 3
5051893168686,10.00,/product_images/Juegos/PS3 Juegos/5051893168686_s.jpg,16.00,821,LEGO: El Hobbit,7.00,PlayStation 3
5055277001491,1.50,/product_images/Juegos/PS3 Juegos/5055277001491_s.jpg,4.00,821,Alpha Protocol,0.90,PlayStation 3
3307210256553,0.70,/product_images/defimg3_s.jpg,2.00,834,Platinum Sudoku DS,0.40,Nintendo DS
3307210268990,0.20,/product_images/Juegos/DS Juegos/3307210268990_s.jpg,0.75,834,Dolphin Island,0.10,Nintendo DS
3307210323217,0.70,/product_images/Juegos/DS Juegos/3307210323217_s.jpg,2.00,834,Miami Nights,0.40,Nintendo DS
882224008488,0.90,/product_images/defimg4_s.jpg,2.50,830,Dungeon Siege II (SN) (4CD),0.50,PC
882224043342,3.00,/product_images/defimg4_s.jpg,10.00,830,Age of Empires III 3CD (SN),2.00,PC
882224278072,0.90,/product_images/defimg2_s.jpg,3.00,830,Zoo Tycoon 2: Zookeeper Collection (2CD),0.40,PC
5055277004652,3.00,/product_images/Juegos/PS3 Juegos/5055277004652_s.jpg,6.00,821,Aliens Vs Predator,2.00,PlayStation 3
5055277010097,5.00,/product_images/Juegos/PS3 Juegos/5055277010097_s.jpg,9.00,821,Yakuza 4,4.00,PlayStation 3
5060073306749,3.00,/product_images/Juegos/PS3 Juegos/5060073306749_s.jpg,6.00,821,Ninja Gaiden Sigma 2,2.00,PlayStation 3
3307210337726,1.10,/product_images/Juegos/DS Juegos/3307210337726_s.jpg,3.00,834,Tigerz: Aventuras en el Circo,0.70,Nintendo DS
3307210412959,0.70,/product_images/Juegos/DS Juegos/3307210412959_s.jpg,2.00,834,End War,0.40,Nintendo DS
3307210414724,0.40,/product_images/defimg5_s.jpg,1.50,834,Mi Experto en Vida Sana ( Sin Podometer),0.20,Nintendo DS
882224941860,8.00,/product_images/defimg3_s.jpg,22.00,830,Age of Empires III (Complete Collection),5.00,PC
9006113197003,1.50,/product_images/defimg5_s.jpg,4.00,830,Stalker: Call of Pripyat,0.90,PC
9788439590743,0.01,/product_images/defimg1_s.jpg,0.10,830,Sega Worldwide Soccer,0.01,PC
711719201250,5.00,/product_images/Juegos/PS3 Juegos/711719201250_s.jpg,8.00,821,All Star Battle Royale,3.00,PlayStation 3
711719266532,9.00,/product_images/Juegos/PS3 Juegos/711719266532_s.jpg,15.00,821,Ratchet & Clank:Q Force,6.00,PlayStation 3
8023171029368,6.00,/product_images/Juegos/PS3 Juegos/8023171029368_s.jpg,10.00,821,Sniper Elite V2,4.00,PlayStation 3
3307210449016,3.00,/product_images/Juegos/DS Juegos/3307210449016_s.jpg,5.00,834,Imagina ser Estrella de Cine,2.00,Nintendo DS
3307210449733,0.70,/product_images/Juegos/DS Juegos/3307210449733_s.jpg,2.00,834,Imagina ser Gimnasta,0.40,Nintendo DS
3307210450579,0.70,/product_images/Juegos/DS Juegos/3307210450579_s.jpg,2.00,834,Hells Kitchen,0.40,Nintendo DS
5030944112854,18.00,/product_images/defimg4_s.jpg,30.00,830,Los Sims 4: Urbanitas (P),13.00,PC
5032921003636,2.00,/product_images/defimg4_s.jpg,6.00,830,Commandos: Behind Enemy Lines,1.20,PC
8059617103521,15.00,/product_images/Juegos/PS3 Juegos/8059617103521_s.jpg,25.00,821,MotoGP 15,11.00,PlayStation 3
8717418185176,0.10,/product_images/Juegos/PS3 Juegos/8717418185176_s.jpg,0.50,821,Sing It High School Musical 3 (Solo Jueg,0.01,PlayStation 3
083717202332,13.00,/product_images/Juegos/PS3 Juegos/083717202332_s.jpg,22.00,821,Metal Gear Solid HD Coleccion,9.00,PlayStation 3
3307210506016,1.50,/product_images/Juegos/DS Juegos/3307210506016_s.jpg,4.00,834,Cuida tu Granja,0.90,Nintendo DS
5032921005852,1.80,/product_images/defimg4_s.jpg,6.00,830,Commandos - Beyond the Call of Duty,0.90,PC
5032921015714,0.01,/product_images/defimg5_s.jpg,0.10,830,Eden,0.01,PC
5032921015851,0.40,/product_images/defimg2_s.jpg,1.50,830,Soul Reaver 2,0.20,PC
3307215594605,7.00,/product_images/Juegos/PS3 Juegos/3307215594605_s.jpg,12.00,821,Rayman: Origins,5.00,PlayStation 3
3307215630549,3.00,/product_images/Juegos/PS3 Juegos/3307215630549_s.jpg,5.00,821,Ghost Recon: Future Soldier,2.00,PlayStation 3
3391891958660,5.00,/product_images/Juegos/PS3 Juegos/3391891958660_s.jpg,9.00,821,Soul Calibur V,4.00,PlayStation 3
5032921017947,0.90,/product_images/defimg3_s.jpg,3.00,830,Tomb Raider El Angel De La Oscuridad,0.40,PC
5032921018258,0.90,/product_images/defimg1_s.jpg,3.00,830,Praetorians,0.40,PC
5032921020473,0.20,/product_images/defimg1_s.jpg,0.75,830,Deus Ex Invisible War,0.10,PC
3391891967273,6.00,/product_images/Juegos/PS3 Juegos/3391891967273_s.jpg,10.00,821,Naruto Shippuden: Ultimate Ninja Storm 3,4.00,PlayStation 3
3391891982573,13.00,/product_images/Juegos/PS3 Juegos/3391891982573_s.jpg,22.00,821,Tekken 6 + Tekken Tag Tournament 2 + Soulcalibur V,9.00,PlayStation 3
5055277014460,3.00,/product_images/Juegos/PS3 Juegos/5055277014460_s.jpg,6.00,821,House of the Dead: Overkill,2.00,PlayStation 3
4012927051375,6.00,/product_images/Juegos/PS3 Juegos/4012927051375_s.jpg,10.00,821,Saw,4.00,PlayStation 3
5021290030954,4.00,/product_images/Juegos/PS3 Juegos/5021290030954_s.jpg,7.00,821,Ninja Gaiden Sigma,3.00,PlayStation 3
5024866348590,3.00,/product_images/Juegos/PS3 Juegos/5024866348590_s.jpg,5.00,821,Dirt Showdown,2.00,PlayStation 3
5030917058769,7.00,/product_images/Juegos/PS3 Juegos/5030917058769_s.jpg,12.00,821,Spiderman: El Reino de las Sombras,5.00,PlayStation 3
5030917066511,1.90,/product_images/Juegos/PS3 Juegos/5030917066511_s.jpg,5.00,821,Transformers: La Venganza de los Caidos,1.20,PlayStation 3
5030934052849,12.00,/product_images/Juegos/PS3 Juegos/5030934052849_s.jpg,20.00,821,Need For Speed: Carbono,9.00,PlayStation 3
5030934087551,6.00,/product_images/Juegos/PS3 Juegos/5030934087551_s.jpg,10.00,821,Harry Potter: Reliquias De La Muerte P1,4.00,PlayStation 3
5030934092579,5.00,/product_images/Juegos/PS3 Juegos/5030934092579_s.jpg,8.00,821,Dragon Age II/2,3.00,PlayStation 3
5030934092630,9.00,/product_images/Juegos/PS3 Juegos/5030934092630_s.jpg,15.00,821,Fight Night Champion,6.00,PlayStation 3
5055060930366,12.00,/product_images/Juegos/PS3 Juegos/5055060930366_s.jpg,20.00,821,Resident Evil Revelations 2,9.00,PlayStation 3
5055277018130,3.00,/product_images/Juegos/PS3 Juegos/5055277018130_s.jpg,6.00,821,Aliens: Colonial Marines,2.00,PlayStation 3
5060146461382,5.00,/product_images/Juegos/PS3 Juegos/5060146461382_s.jpg,8.00,821,"Wolf Among Us, The",3.00,PlayStation 3
8717418164300,1.70,/product_images/Juegos/PS3 Juegos/8717418164300_s.jpg,4.50,821,"Principe Caspian, El",1.00,PlayStation 3
