precio_compra,precio_intercambio,img_caratula,categoria_id,sku,titulo,categoria_str,precio_venta
0.70,1.10,/product_images/Juegos/DS Juegos/5030917117114_s.jpg,834,5030917117114,Moshi Monsters: Moshlings Theme Park LE,Nintendo DS,3.00
7.00,10.00,/product_images/Juegos/DS Juegos/5030917131509_s.jpg,834,5030917131509,Spongebob Squarepants: Planktons Robotic,Nintendo DS,16.00
6.00,9.00,/product_images/Juegos/DS Juegos/5030917131547_s.jpg,834,5030917131547,Bob Esponja: La Venganza De Plankton,Nintendo DS,15.00
5.00,7.00,/product_images/Juegos/DS Juegos/5030917134951_s.jpg,834,5030917134951,Moshi Monsters 3: Katsuma Unleashed,Nintendo DS,12.00
8.00,11.00,/product_images/Juegos/DS Juegos/5030930049997_s.jpg,834,5030930049997,Pac Man World 3,Nintendo DS,18.00
4.00,6.00,/product_images/Juegos/DS Juegos/5030930051044_s.jpg,834,5030930051044,Madden NFL 07,Nintendo DS,10.00
0.70,1.10,/product_images/Juegos/DS Juegos/5030930083809_s.jpg,834,5030930083809,Flips: Faraway Tree Stories,Nintendo DS,3.00
0.70,1.10,/product_images/Juegos/DS Juegos/5030930083823_s.jpg,834,5030930083823,Flips: Cathy Cassidy,Nintendo DS,3.00
3.00,5.00,/product_images/Juegos/DS Juegos/5030930083830_s.jpg,834,5030930083830,Flips: Artemis Fowl (UK),Nintendo DS,8.00
0.90,1.50,/product_images/Juegos/DS Juegos/5030930094614_s.jpg,834,5030930094614,Monopoly,Nintendo DS,4.00
5.00,7.00,/product_images/Juegos/DS Juegos/5030930108649_s.jpg,834,5030930108649,Bejeweled 3,Nintendo DS,12.00
0.30,0.60,/product_images/Juegos/DS Juegos/5030934050050_s.jpg,834,5030934050050,Copa Mundial de la FIFA 2006,Nintendo DS,2.00
0.90,1.50,/product_images/Juegos/DS Juegos/5030934060240_s.jpg,834,5030934060240,Tiger Woods PGA Tour 08,Nintendo DS,4.00
0.80,1.30,/product_images/Juegos/DS Juegos/5030934066013_s.jpg,834,5030934066013,Zubo,Nintendo DS,3.50
2.00,3.00,/product_images/Juegos/DS Juegos/5030934067096_s.jpg,834,5030934067096,My Sims Party,Nintendo DS,6.00
11.00,15.00,/product_images/Juegos/DS Juegos/5030934071512_s.jpg,834,5030934071512,Henry Hatsworth en la Aventura Rompecabe,Nintendo DS,25.00
0.90,1.50,/product_images/Juegos/DS Juegos/5030934072120_s.jpg,834,5030934072120,Football Academy,Nintendo DS,4.00
5.00,7.00,/product_images/Juegos/DS Juegos/5030934072137_s.jpg,834,5030934072137,Littlest Pet Shop Primavera,Nintendo DS,12.00
0.30,0.60,/product_images/Juegos/DS Juegos/5030934073707_s.jpg,834,5030934073707,Juegos de Viaje para Dummies,Nintendo DS,2.00
0.80,1.30,/product_images/Juegos/DS Juegos/5030934073837_s.jpg,834,5030934073837,G.I.Joe,Nintendo DS,3.50
3.00,5.00,/product_images/Juegos/DS Juegos/5030934077446_s.jpg,834,5030934077446,Need For Speed: Nitro,Nintendo DS,8.00
8.00,11.00,/product_images/Juegos/DS Juegos/5030934078085_s.jpg,834,5030934078085,PetShop En La Playa,Nintendo DS,18.00
4.00,6.00,/product_images/Juegos/DS Juegos/5030934078108_s.jpg,834,5030934078108,Littlest Pet Shop: En el Campo,Nintendo DS,10.00
1.20,1.90,/product_images/Juegos/DS Juegos/5030934101110_s.jpg,834,5030934101110,Rango,Nintendo DS,5.00
0.80,1.30,/product_images/Juegos/DS Juegos/5030935042856_s.jpg,834,5030935042856,Los Urbz Sims En La Ciudad,Nintendo DS,3.50
0.90,1.50,/product_images/Juegos/DS Juegos/5030935051780_s.jpg,834,5030935051780,Sims 2 Pets,Nintendo DS,4.00
0.20,0.40,/product_images/Juegos/DS Juegos/5030935059250_s.jpg,834,5030935059250,EA Playground,Nintendo DS,1.50
6.00,9.00,/product_images/Juegos/DS Juegos/5030935059403_s.jpg,834,5030935059403,"Simpson Game, The",Nintendo DS,15.00
2.00,3.00,/product_images/Juegos/DS Juegos/5030935061390_s.jpg,834,5030935061390,Orcs & Elves,Nintendo DS,6.00
2.00,3.00,/product_images/Juegos/PS3 Juegos/503093409663P_s.jpg,821,503093409663,Need For Speed Hot Pursuit (P) 2010 EL,PlayStation 3,5.00
3.00,5.00,/product_images/Juegos/PS3 Juegos/5030935111118_s.jpg,821,5030935111118,NHL 14,PlayStation 3,8.00
0.90,1.50,/product_images/Juegos/PS3 Juegos/4260089414921_s.jpg,821,4260089414921,Port Royale 3,PlayStation 3,4.00
2.00,3.00,/product_images/Juegos/PS3 Juegos/5030934071505_s.jpg,821,5030934071505,Command & Conquer Red Alert 3 (Ultimate,PlayStation 3,6.00
0.80,1.30,/product_images/Juegos/PS3 Juegos/3307210233028_s.jpg,821,3307210233028,Blazing Angels,PlayStation 3,3.50
3.00,5.00,/product_images/Juegos/PS3 Juegos/3391891968560_s.jpg,821,3391891968560,Star Trek (2013),PlayStation 3,8.00
9.00,12.00,/product_images/Juegos/PS3 Juegos/5051893232844_s.jpg,821,5051893232844,Batman: The Telltale Series,PlayStation 3,20.00
3.00,5.00,/product_images/Juegos/PS3 Juegos/5060073307593_s.jpg,821,5060073307593,Dynasty Warriors 7,PlayStation 3,8.00
5.00,7.00,/product_images/Juegos/PS3 Juegos/5026555415415_s.jpg,821,5026555415415,Xcom: Enemy Within,PlayStation 3,12.00
0.60,0.90,/product_images/Juegos/PS3 Juegos/5030934086455_s.jpg,821,5030934086455,Tiger Woods PGA Tour 11,PlayStation 3,2.50
0.60,0.90,/product_images/Juegos/PS3 Juegos/711719206552_s.jpg,821,711719206552,Dance Star Party Hits,PlayStation 3,2.50
5.00,7.00,/product_images/Juegos/PS3 Juegos/5030917118616_s.jpg,821,5030917118616,Cabela's Dangerous Hunts 2013,PlayStation 3,12.00
1.20,1.90,/product_images/Juegos/PS3 Juegos/4012927051825_s.jpg,821,4012927051825,Tornado Outbreak,PlayStation 3,5.00
4.00,6.00,/product_images/Juegos/PS3 Juegos/5030934110037_s.jpg,821,5030934110037,Tiger Woods PGA Tour 2014,PlayStation 3,10.00
8.00,11.00,/product_images/Juegos/PS3 Juegos/5030934087803_s.jpg,821,5030934087803,Dante's Inferno (Death Edition),PlayStation 3,18.00
9.00,13.00,/product_images/Juegos/PS3 Juegos/502655540465B_s.jpg,821,502655540465,Mafia II (2) EC,PlayStation 3,22.00
2.00,3.00,/product_images/Juegos/PS3 Juegos/4020636121579_s.jpg,821,4020636121579,Bloodbath,PlayStation 3,5.00
4.00,6.00,/product_images/Juegos/PS3 Juegos/9312590123702_s.jpg,821,9312590123702,Rugby Challenge 2 - The Lions Tour Edition,PlayStation 3,10.00
6.00,9.00,/product_images/Juegos/PS3 Juegos/3307215705322_s.jpg,821,3307215705322,Assassin's Creed IV: Black Flag Skull Ed,PlayStation 3,15.00
1.40,2.00,/product_images/Juegos/PS3 Juegos/8023171024899A_s.jpg,821,8023171024899,Zumba Fitness (Solo Juego),PlayStation 3,6.00
0.40,0.70,/product_images/Juegos/PS3 Juegos/5026555400862_s.jpg,821,5026555400862,NHL 2K8,PlayStation 3,2.00
5.00,7.00,/product_images/Juegos/PS3 Juegos/8023171024899_s.jpg,821,8023171024899,Zumba Fitness + Cinturon (Move),PlayStation 3,12.00
6.00,9.00,/product_images/Juegos/PS3 Juegos/8402862155089_s.jpg,821,8402862155089,"Voz 3, The (2 Microphone)",PlayStation 3,15.00
2.00,3.00,/product_images/Juegos/PS3 Juegos/5055060926666_s.jpg,821,5055060926666,Sengoku Basara: Samuray Heroes,PlayStation 3,6.00
4.00,6.00,/product_images/Juegos/PS3 Juegos/5026555414968_s.jpg,821,5026555414968,Borderlands 2 - GOTY Ed,PlayStation 3,10.00
4.00,6.00,/product_images/Juegos/PS3 Juegos/711719129264_s.jpg,821,711719129264,Little Big Planet - GOTY,PlayStation 3,10.00
3.00,5.00,/product_images/Juegos/PS3 Juegos/5051893029840_s.jpg,821,5051893029840,Senor De Los Anillos: Aventuras De Arago,PlayStation 3,8.00
5.00,7.00,/product_images/Juegos/PS3 Juegos/5055277012855_s.jpg,821,5055277012855,Captain America: Super Soldier,PlayStation 3,12.00
8.00,11.00,/product_images/Juegos/PS3 Juegos/5060327530371_s.jpg,821,5060327530371,Dead Or Alive 5: Ultimate,PlayStation 3,18.00
6.00,9.00,/product_images/Juegos/PS3 Juegos/3307215713099_s.jpg,821,3307215713099,"Pitufos 2, Los",PlayStation 3,15.00
6.00,9.00,/product_images/Juegos/PS3 Juegos/5050740026797_s.jpg,821,5050740026797,Worms Revolution Collection,PlayStation 3,15.00
3.00,5.00,/product_images/Juegos/PS3 Juegos/8059617100230_s.jpg,821,8059617100230,FIM Motocross World Championship,PlayStation 3,8.00
2.00,3.00,/product_images/Juegos/PS3 Juegos/5030917100802_s.jpg,821,5030917100802,X-Men Destiny,PlayStation 3,10.00
0.80,1.30,/product_images/Juegos/PS3 Juegos/3348542211797_s.jpg,821,3348542211797,Timeshift,PlayStation 3,3.50
9.00,13.00,/product_images/Juegos/PS3 Juegos/5005060929759_s.jpg,821,5005060929759,DuckTales: Remastered,PlayStation 3,22.00
2.00,3.00,/product_images/Juegos/PS3 Juegos/4250230270063_s.jpg,821,4250230270063,Battle Vs Chess,PlayStation 3,5.00
0.80,1.30,/product_images/Juegos/PS3 Juegos/711719111153_s.jpg,821,711719111153,Pain,PlayStation 3,3.50
3.00,5.00,/product_images/Juegos/PS3 Juegos/5060189090297_s.jpg,821,5060189090297,Way of the Samurai 3,PlayStation 3,8.00
9.00,13.00,/product_images/Juegos/PS3 Juegos/4012927054192_s.jpg,821,4012927054192,Birds Of Steel,PlayStation 3,22.00
4.00,6.00,/product_images/Juegos/PS3 Juegos/5060121826106_s.jpg,821,5060121826106,Star Ocean: The Last Hope,PlayStation 3,10.00
1.20,1.90,/product_images/Juegos/PS3 Juegos/014633193565_s.jpg,821,014633193565,Madden NFL 11,PlayStation 3,5.00
4.00,6.00,/product_images/Juegos/PS3 Juegos/4005209099783_s.jpg,821,4005209099783,Destroy All Humans: El Camino del Recto,PlayStation 3,10.00
3.00,5.00,/product_images/Juegos/PS3 Juegos/5030917076190_s.jpg,821,5030917076190,Madagascar Kartz,PlayStation 3,8.00
6.00,9.00,/product_images/Juegos/PS3 Juegos/9006113007067_s.jpg,821,9006113007067,Darksiders Collection,PlayStation 3,15.00
2.00,3.00,/product_images/Juegos/PS3 Juegos/5060057027141_s.jpg,821,5060057027141,Williams Pinball Classics,PlayStation 3,6.00
1.20,1.90,/product_images/Juegos/PS3 Juegos/3307215638576P_s.jpg,821,3307215638576,Rocksmith (Juego Only),PlayStation 3,5.00
0.60,0.90,/product_images/Juegos/PS3 Juegos/5030930077204_s.jpg,821,5030930077204,NHL 10,PlayStation 3,2.50
3.00,5.00,/product_images/Juegos/PS3 Juegos/5060073309566_s.jpg,821,5060073309566,Fist Of The North Star: Ken's Rage 2,PlayStation 3,8.00
3.00,5.00,/product_images/Juegos/PS3 Juegos/5051892016629_s.jpg,821,5051892016629,Lord of the Rings - Aragorn's Quest,PlayStation 3,8.00
5.00,7.00,/product_images/Juegos/PS3 Juegos/3296580810994_s.jpg,821,3296580810994,Dragonball Raging Blast Limited Edition,PlayStation 3,12.00
9.00,12.00,/product_images/Juegos/PS3 Juegos/5060146461689_s.jpg,821,5060146461689,Walking Dead: Telltale Games Series 2,PlayStation 3,20.00
-1,-1,/product_images/Juegos/PS3 Juegos/5601009964765_s.jpg,821,5601009964765,Castlevania: Lords of Shadow 2 -Tomb Ed.,PlayStation 3,30.00
2.00,3.00,/product_images/Juegos/PS3 Juegos/5021290058170_s.jpg,821,5021290058170,Deus Ex: Human Revolution - DC,PlayStation 3,6.00
0.40,0.70,/product_images/Juegos/Xbox 360 Juegos/5060138434622_s.jpg,827,5060138434622,"Universo en Guerra, El",Xbox 360,2.00
2.00,3.00,/product_images/Juegos/PS3 Juegos/5055277015221_s.jpg,821,5055277015221,Binary Domain,PlayStation 3,6.00
0.70,1.10,/product_images/Juegos/PS3 Juegos/3307215624586_s.jpg,821,3307215624586,Rainbow Six Vegas 2/Ghost Recon 2 Advanced Warfare,PlayStation 3,3.00
2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5026555258531_s.jpg,827,5026555258531,Borderlands 2 - Pack Contenido Adicional,Xbox 360,6.00
1.00,1.70,/product_images/Juegos/Xbox 360 Juegos/3307215692370_s.jpg,827,3307215692370,Ghost Recon : Future Soldier + Ghost Recon : Advanced Warfighter 2,Xbox 360,4.50
4.00,6.00,/product_images/Juegos/PS3 Juegos/711719228219_s.jpg,821,711719228219,Uncharted 3: Drake's + Faster BR,PlayStation 3,10.00
0.70,1.10,/product_images/Juegos/PS3 Juegos/711719162773_s.jpg,821,711719162773,"Fight, The (Move)",PlayStation 3,3.00
5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/023272010485_s.jpg,827,023272010485,Star Wars El Poder De La Fuerza 2 (Ed Co,Xbox 360,12.00
2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/047875754515_s.jpg,827,047875754515,World Series of Poker 2008,Xbox 360,6.00
5.00,7.00,/product_images/Juegos/PS3 Juegos/3391891979474_s.jpg,821,3391891979474,Pac-Man And The Ghostly Adventures 2,PlayStation 3,12.00
5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/047875765016_s.jpg,827,047875765016,Monster Jam: Path Of Destruction,Xbox 360,12.00
5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/047875821316_s.jpg,827,047875821316,Marvel Ultimate Alliance (Gold Edition),Xbox 360,12.00
9.00,13.00,/product_images/Juegos/Xbox 360 Juegos/047875840096_s.jpg,827,047875840096,Call Of Duty War Collection,Xbox 360,22.00
2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/060073307487_s.jpg,827,060073307487,Fist of the North Star: Ken's Rage,Xbox 360,6.00
4.00,6.00,/product_images/Juegos/Xbox 360 Juegos/083717301363_s.jpg,827,083717301363,Glee Karaoke Revolution Volume 3,Xbox 360,10.00
8.00,11.00,/product_images/Juegos/Xbox 360 Juegos/093155124219_s.jpg,827,093155124219,Fallout 3 (Ed. Coleccionista),Xbox 360,18.00
11.00,15.00,/product_images/Juegos/Xbox 360 Juegos/093155140172_s.jpg,827,093155140172,Fallout New Vegas CE,Xbox 360,25.00
8.00,11.00,/product_images/Juegos/Xbox 360 Juegos/093155149779_s.jpg,827,093155149779,Dishonored - GOTY (18) *2 Disc*,Xbox 360,18.00
-1,-1,/product_images/Juegos/Xbox 360 Juegos/307211695610_s.jpg,827,307211695610,Ruse *USE 3307211695610 *,Xbox 360,6.00
6.00,9.00,/product_images/Juegos/Xbox 360 Juegos/3296580810833_s.jpg,827,3296580810833,Tekken 6 (Ed. Lim. + Sudadera),Xbox 360,15.00
4.00,6.00,/product_images/Juegos/Xbox 360 Juegos/3296580811007_s.jpg,827,3296580811007,Dragonball Raging Blast LE,Xbox 360,10.00
1.80,2.00,/product_images/Juegos/Xbox 360 Juegos/3307210216175_s.jpg,827,3307210216175,Blazing Angels,Xbox 360,4.00
6.00,9.00,/product_images/Juegos/Xbox 360 Juegos/3307210230287_s.jpg,827,3307210230287,Rayman Raving Rabbids,Xbox 360,15.00
3.00,5.00,/product_images/Juegos/Xbox 360 Juegos/3307210232427_s.jpg,827,3307210232427,Import Tuner Challenge,Xbox 360,8.00
2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/3307210241726_s.jpg,827,3307210241726,Star Trek Legacy,Xbox 360,6.00
2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/3307210253248_s.jpg,827,3307210253248,Blazing Angels 2: Secret Weapons,Xbox 360,6.00
6.00,9.00,/product_images/Juegos/Xbox 360 Juegos/3307210253828_s.jpg,827,3307210253828,Teenage Mutant Ninja Turtles,Xbox 360,15.00
2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/3307210259516_s.jpg,827,3307210259516,Locos por el Surf,Xbox 360,6.00
2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/3307210262844_s.jpg,827,3307210262844,CSI: Pruebas Ocultas,Xbox 360,5.00
0.40,0.70,/product_images/Juegos/Xbox 360 Juegos/3307210341693_s.jpg,827,3307210341693,Elder Scrolls IV: Shivering Isles,Xbox 360,2.00
0.80,1.30,/product_images/Juegos/Xbox 360 Juegos/3307210409409_s.jpg,827,3307210409409,Perdidos: El Videojuego,Xbox 360,3.50
0.60,0.90,/product_images/Juegos/Xbox 360 Juegos/3307211606265_s.jpg,827,3307211606265,Brothers in Arms: Hell's Highway (Metal),Xbox 360,2.50
2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/3307211609402B_s.jpg,827,3307211609402,Prince of Persia (2008) Ed. Especial,Xbox 360,6.00
3.00,5.00,/product_images/Juegos/Xbox 360 Juegos/3307211610873_s.jpg,827,3307211610873,Far Cry 2 (Ed. Coleccionista),Xbox 360,8.00
3.00,5.00,/product_images/Juegos/Xbox 360 Juegos/3307211610934_s.jpg,827,3307211610934,Far Cry 2 (Col. Edition) UK,Xbox 360,8.00
11.00,15.00,/product_images/Juegos/Xbox 360 Juegos/3307211666393_s.jpg,827,3307211666393,"Assassin's Creed II, Black Edicion",Xbox 360,25.00
11.00,15.00,/product_images/Juegos/Xbox 360 Juegos/3307211667181B_s.jpg,827,3307211667181,"Assassins Creed II, White Edicion",Xbox 360,25.00
5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/3307211670976_s.jpg,827,3307211670976,Lluvia de Albondigas,Xbox 360,12.00
4.00,6.00,/product_images/Juegos/Xbox 360 Juegos/3307211690691_s.jpg,827,3307211690691,Avatar: El Videojuego (Ed. Especial),Xbox 360,10.00
9.00,12.00,/product_images/Juegos/Xbox 360 Juegos/3307215589533_s.jpg,827,3307215589533,Assassin's Creed Revelations Animus Ed,Xbox 360,20.00
3.00,5.00,/product_images/Juegos/Xbox 360 Juegos/3307215591482_s.jpg,827,3307215591482,Just Dance Kids,Xbox 360,8.00
4.00,5.00,/product_images/Juegos/Xbox 360 Juegos/3307215596548_s.jpg,827,3307215596548,Rabbids - Alive And Kicking (Kinect),Xbox 360,9.00
6.00,9.00,/product_images/Juegos/Xbox 360 Juegos/3307215601211_s.jpg,827,3307215601211,Rayman Origins Collectors Edition,Xbox 360,15.00
2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/3307215616437_s.jpg,827,3307215616437,My Self Defence Coach,Xbox 360,5.00
1.00,1.70,/product_images/Juegos/Xbox 360 Juegos/3307215624685_s.jpg,827,3307215624685,Ghost Recon Warfighter 2 + Rainbow Six,Xbox 360,4.50
0.80,1.30,/product_images/Juegos/Xbox 360 Juegos/3307215625187_s.jpg,827,3307215625187,Far Cry 2/Ghost Recon Advanced Warfighte,Xbox 360,3.50
0.90,1.50,/product_images/Juegos/Xbox 360 Juegos/3307215625200_s.jpg,827,3307215625200,Paquete Far Cry 2 + Ghost Recon Adv 2,Xbox 360,4.00
3.00,5.00,/product_images/Juegos/Xbox 360 Juegos/3307215630372_s.jpg,827,3307215630372,Ghost Recon Future Soldier Signature Ed,Xbox 360,8.00
2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/3307215634981_s.jpg,827,3307215634981,Marvel's Avengers: Battle For Earth,Xbox 360,6.00
13.00,18.00,/product_images/Juegos/Xbox 360 Juegos/3307215636244_s.jpg,827,3307215636244,Far Cry 3 (Ed. Demencia),Xbox 360,30.00
14.00,20.00,/product_images/Juegos/Xbox 360 Juegos/3307215637401_s.jpg,827,3307215637401,Assassins Creed 3 Freedom Edition,Xbox 360,32.00
6.00,9.00,/product_images/Juegos/Xbox 360 Juegos/3307215637524_s.jpg,827,3307215637524,Assassin's Creed III (3): Join or Die (P,Xbox 360,15.00
15.00,22.00,/product_images/Juegos/Xbox 360 Juegos/3307215638729_s.jpg,827,3307215638729,Rocksmith (Juego+Cable Jack),Xbox 360,35.00
5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/3307215650967_s.jpg,827,3307215650967,Just Dance Disney,Xbox 360,12.00
5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/3307215650974_s.jpg,827,3307215650974,Just Dance Disney Party,Xbox 360,12.00
9.00,13.00,/product_images/Juegos/Xbox 360 Juegos/3307215651132_s.jpg,827,3307215651132,Splinter Cell Blacklist 5th Freedom Ed,Xbox 360,22.00
0.90,1.50,/product_images/Juegos/Xbox 360 Juegos/3307215658277_s.jpg,827,3307215658277,Hip Hop The Experience,Xbox 360,4.00
6.00,9.00,/product_images/Juegos/Xbox 360 Juegos/3307215689301_s.jpg,827,3307215689301,Assassin's Creed Revelations + Assassin',Xbox 360,15.00
5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/3307215690994_s.jpg,827,3307215690994,Splinter Cell: Blacklist - Ultimatum Ed.,Xbox 360,12.00
3.00,4.00,/product_images/Juegos/Xbox 360 Juegos/3307215692769_s.jpg,827,3307215692769,Assassin's Creed 3 - Washington Ed. (P),Xbox 360,7.00
26.00,36.00,/product_images/Juegos/Xbox 360 Juegos/3307215706268_s.jpg,827,3307215706268,Assassin's Creed IV: Black Flag Buccan..,Xbox 360,58.00
13.00,18.00,/product_images/Juegos/Xbox 360 Juegos/3307215718322_s.jpg,827,3307215718322,Watch Dogs DEDSEC Edition,Xbox 360,30.00
9.00,12.00,/product_images/Juegos/Xbox 360 Juegos/3307215718797_s.jpg,827,3307215718797,Watch Dogs Vigilante Edition With Cap & Mask,Xbox 360,20.00
3.00,5.00,/product_images/Juegos/Xbox 360 Juegos/3307215727959_s.jpg,827,3307215727959,Splinter Cell Double Agent + Conviction,Xbox 360,8.00
0.20,0.40,/product_images/defimg3_s.jpg,830,3307210168139,Rayman,PC,1.50
0.20,0.30,/product_images/Juegos/PC Juegos/8414185051733_s.jpg,830,8414185051733,FIFA 2005 (SN) 2CD,PC,1.00
0.30,0.70,/product_images/Juegos/PC Juegos/805529486492_s.jpg,830,805529486492,Age of Mythology Titans Expansion,PC,2.50
2.00,3.00,/product_images/defimg4_s.jpg,830,023272010348,Star Wars: Force Unleashed II/2 *No DLC*,PC,10.00
0.50,1.00,/product_images/defimg4_s.jpg,830,3307212321426,Europa Universal II,PC,3.50
0.30,0.60,/product_images/Juegos/PC Juegos/8436010154136_s.jpg,830,8436010154136,Gas Guzzlers,PC,2.00
22.00,31.00,/product_images/Juegos/PC Juegos/5030917198083_s.jpg,830,5030917198083,Call Of Duty: Infinite Warfare - Legacy Edition (P),PC,50.00
1.40,2.00,/product_images/Juegos/PC Juegos/5060264370603_s.jpg,830,5060264370603,"Red Solstice, The (P)",PC,7.00
0.01,0.01,/product_images/defimg2_s.jpg,830,8427197001450,Capitan Trueno en la Montana de los Susp,PC,0.10
0.01,0.01,/product_images/Juegos/PC Juegos/8430613000449_s.jpg,830,8430613000449,Delta Force: Task Force Dagger,PC,0.10
0.01,0.01,/product_images/defimg4_s.jpg,830,8427197180018,Restaurant Empire,PC,0.25
1.40,2.00,/product_images/defimg3_s.jpg,830,023272002091,The Curse of Monkey Island (2CD),PC,6.00
0.60,1.20,/product_images/Juegos/PC Juegos/5030934080712_s.jpg,830,5030934080712,Mass Effect 2 (2 Discos) (SN),PC,4.00
2.00,3.00,/product_images/defimg2_s.jpg,830,023272997205,Star Wars Caballeros Antigua Republica,PC,10.00
0.01,0.10,/product_images/defimg2_s.jpg,830,3546430024645,Unreal II The Awakening (3 CD),PC,0.50
0.01,0.10,/product_images/Juegos/PC Juegos/8716392001410_s.jpg,830,8716392001410,Devastation,PC,0.50
0.10,0.30,/product_images/defimg2_s.jpg,830,5030917022623,True Crime Streets of LA (4CD),PC,1.00
0.01,0.01,/product_images/defimg5_s.jpg,830,3760137141706,Industry Giant,PC,0.10
0.01,0.10,/product_images/Juegos/PC Juegos/8436010151067_s.jpg,830,8436010151067,Panzer Phase One 1DVD,PC,0.50
0.30,0.60,/product_images/Juegos/PC Juegos/8436010153245_s.jpg,830,8436010153245,X-Plane 8 Premium,PC,2.00
0.01,0.01,/product_images/Juegos/PC Juegos/3307210186850_s.jpg,830,3307210186850,Rainbow Six Lockdown (SN),PC,0.25
0.30,0.60,/product_images/defimg5_s.jpg,830,3307210156037,IL 2. Sturmovik,PC,2.00
0.80,1.40,/product_images/defimg1_s.jpg,830,3342185484389,PACK Especial Aventura,PC,4.00
0.01,0.10,/product_images/defimg1_s.jpg,830,8423817600829,Rogue Spear,PC,0.50
0.01,0.01,/product_images/defimg2_s.jpg,830,3307210168153,Will Rock,PC,0.10
0.10,0.30,/product_images/defimg3_s.jpg,830,8414185050484,Black & White Creature Isle (SN) Expansio,PC,1.00
0.20,0.40,/product_images/defimg4_s.jpg,830,5026555039239,Vietcong 2,PC,1.50
0.90,1.60,/product_images/Juegos/PC Juegos/3512289017589_s.jpg,830,3512289017589,Cities XL 2011,PC,4.50
0.01,0.01,/product_images/defimg5_s.jpg,830,8423817601055,Muppets- Asociaciones,PC,0.05
0.20,0.40,/product_images/defimg2_s.jpg,830,8431474071777,Bad Day L.A.,PC,1.50
0.10,0.20,/product_images/defimg1_s.jpg,830,3700211501095,Operation Air Assault 2,PC,0.75
2.00,4.00,/product_images/defimg1_s.jpg,830,4005209104920,Warhammer 40000: Dawn of War (Complete),PC,12.00
0.01,0.10,/product_images/Juegos/PC Juegos/023272326104_s.jpg,830,023272326104,Star Wars: Knights of the Old Republic II - Sith Lords,PC,0.50
0.01,0.01,/product_images/defimg1_s.jpg,830,3760049399301,Pariah (SN) 3cd,PC,0.25
0.90,1.50,/product_images/defimg4_s.jpg,830,3546430106594,Operacion Blockade,PC,4.00
0.60,1.20,/product_images/defimg4_s.jpg,830,5026555061889,Civilization V Cambia El Mundo Expansion,PC,4.00
0.01,0.01,/product_images/defimg3_s.jpg,830,8033102491362,Super-Bikes,PC,0.25
0.40,0.70,/product_images/Juegos/PC Juegos/9006113150947_s.jpg,830,9006113150947,Agatha Christie: Mysteries,PC,2.00
2.00,4.00,/product_images/defimg3_s.jpg,830,4012927070949,Silent Hill 4 The Room,PC,12.00
0.90,1.50,/product_images/defimg2_s.jpg,830,5021290031135,Hitman Colection (3DVD),PC,4.00
0.60,1.20,/product_images/Juegos/PC Juegos/8414185300114_s.jpg,830,8414185300114,Need For Speed: Undercover (SN),PC,4.00
0.70,1.20,/product_images/Juegos/PC Juegos/5030917070815_s.jpg,830,5030917070815,Blur (P),PC,3.50
0.20,0.40,/product_images/Juegos/PC Juegos/8423817602120_s.jpg,830,8423817602120,Democracia,PC,1.50
0.10,0.30,/product_images/Juegos/PC Juegos/5906961198594_s.jpg,830,5906961198594,Code of Honor 2: Conspiracy Island,PC,1.00
0.50,1.00,/product_images/defimg4_s.jpg,830,8427197320018,Panzers Phase On (SN) 3 CD,PC,3.50
0.90,1.80,/product_images/defimg5_s.jpg,830,8414185051849,Battlefield 2 1DVD (SN),PC,6.00
0.01,0.10,/product_images/Juegos/PC Juegos/3554540201047_s.jpg,830,3554540201047,Abierto Hasta El Amanecer,PC,0.50
0.10,0.30,/product_images/Juegos/PC Juegos/4015756109965_s.jpg,830,4015756109965,Combat Mission 2,PC,1.00
0.01,0.10,/product_images/Juegos/PC Juegos/3700046231389_s.jpg,830,3700046231389,Echelon,PC,0.50
0.10,0.30,/product_images/Juegos/PC Juegos/3760007413131_s.jpg,830,3760007413131,D-day,PC,1.00
0.01,0.01,/product_images/defimg4_s.jpg,830,5030930030933,NBA Live 2003,PC,0.10
0.01,0.01,/product_images/defimg1_s.jpg,830,8414185051610,UEFA Euro 2004,PC,0.10
0.01,0.01,/product_images/defimg4_s.jpg,830,8423817600812,Suzuki Alstare Extreme Racing,PC,0.10
0.01,0.01,/product_images/defimg3_s.jpg,830,7332325001305,Bandits - Phoenix Rising,PC,0.10
