precio_compra,precio_intercambio,categoria_str,img_caratula,precio_venta,sku,titulo,categoria_id
4.00,6.00,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030934059459_s.jpg,10.00,5030934059459,Los Simpson - El Videojuego,827
0.40,0.70,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/3307215600405_s.jpg,2.00,3307215600405,"Black Eyed Peas Experience, The",827
0.10,0.20,PC,/product_images/defimg3_s.jpg,0.75,5030917049576,Bee Movie: The Game,830
0.40,0.90,PC,/product_images/defimg4_s.jpg,3.00,5030917056925,Shrek Carnival Games,830
0.90,1.50,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/3512899112339_s.jpg,4.00,3512899112339,Bound By Flame,827
0.80,1.30,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/3307210409409_s.jpg,3.50,3307210409409,Perdidos: El Videojuego,827
3.00,5.00,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/093155126350_s.jpg,8.00,093155126350,Fallout 3: Operation Anchorage & The Pit,827
1.20,2.00,PC,/product_images/defimg5_s.jpg,6.00,5030930034528,Medal Of Honor - Allied Assault - Deluxe,830
0.60,1.20,PC,/product_images/Juegos/PC Juegos/5030934080712_s.jpg,4.00,5030934080712,Mass Effect 2 (2 Discos) (SN),830
0.70,1.20,PC,/product_images/defimg5_s.jpg,3.50,5030934081405,Los Sims 2 Shopping Coleccion (SN),830
6.00,9.00,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5035225111106_s.jpg,15.00,5035225111106,NHL 14,827
1.80,2.00,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/4012927036266_s.jpg,4.00,4012927036266,El Shaddai,827
5.00,7.00,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030917125133_s.jpg,12.00,5030917125133,Fast & Furious Showdown,827
2.00,3.00,PC,/product_images/Juegos/PC Juegos/5030934088404_s.jpg,10.00,5030934088404,Medal Of Honor (P) 2010,830
0.90,1.50,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030917035647_s.jpg,4.00,5030917035647,X-Men El Videojuego Oficial,827
0.70,1.10,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5060182140111_s.jpg,3.00,5060182140111,Raven Squad,827
14.00,20.00,PC,/product_images/Juegos/PC Juegos/5030934092975_s.jpg,32.00,5030934092975,Sims 3 (SN) (Ed. Conmemorativa),830
9.00,12.00,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5050740024977_s.jpg,20.00,5050740024977,Worms Collection,827
0.10,0.20,PC,/product_images/Juegos/PC Juegos/5030934093019_s.jpg,0.75,5030934093019,"Sims 3 (SN), Triunfadores (Ed. Conmem.)",830
0.30,0.50,PC,/product_images/defimg4_s.jpg,1.50,5030938110521,Battlefield 3 - End Game (P),830
5.00,7.00,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5021290049291_s.jpg,12.00,5021290049291,Final Fantasy XIII-2 E.E.,827
5.00,7.00,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/882224741439_s.jpg,12.00,882224741439,Lips + Microfonos,827
2.00,3.00,PC,/product_images/Juegos/PC Juegos/5030943112411_s.jpg,10.00,5030943112411,Battlefield: Hardline (P),830
12.00,17.00,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/8717418434571_s.jpg,28.00,8717418434571,Disney Infinity 2.0 Marvel Super Heroes Starter Pack,827
3.00,5.00,PC,/product_images/defimg3_s.jpg,14.00,5030945111146,Dragon Age: Inquisition (P),830
3.00,4.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209093644_s.jpg,7.00,4005209093644,Bob Esponja y Amigos: El Ataque de los J,834
0.80,1.30,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030917107474_s.jpg,3.50,5030917107474,Men in Black 3 - Alien Crisis,827
0.40,0.90,PC,/product_images/defimg4_s.jpg,3.00,5032921008600,Tomb Raider - The Last Revelation,830
9.00,13.00,PC,/product_images/defimg1_s.jpg,22.00,5032921009355,Final Fantasy VIII,830
4.00,6.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209093835_s.jpg,10.00,4005209093835,Bob Esponja: Aventura en la Atlantida,834
0.70,1.10,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/3546430144275_s.jpg,3.00,3546430144275,Chronicles of Riddick Assault on D.A.,827
0.30,0.70,PC,/product_images/defimg4_s.jpg,2.50,5032921016667,Hitman 2,830
0.30,0.60,Nintendo DS,/product_images/Juegos/DS Juegos/4005209094788_s.jpg,2.00,4005209094788,Bratz: 4 Real,834
0.01,0.01,PC,/product_images/defimg4_s.jpg,0.10,5032921018272,Championship Manager Temporada 02/03,830
0.90,1.50,Nintendo DS,/product_images/defimg4_s.jpg,4.00,4005209095662,Juiced 2,834
0.90,1.80,PC,/product_images/Juegos/PC Juegos/5037930060472_s.jpg,6.00,5037930060472,Rise & Fall La Caida de Los Imperios,830
2.00,3.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209096102_s.jpg,5.00,4005209096102,Avatar the last airbender the burning earth,834
1.00,1.80,PC,/product_images/Juegos/PC Juegos/4005209162623_s.jpg,5.00,4005209162623,Darksiders II (P),830
3.00,5.00,Nintendo DS,/product_images/defimg5_s.jpg,8.00,4005209097031,Nicktoons: Attack of the Toybots,834
2.00,3.00,Nintendo DS,/product_images/defimg2_s.jpg,6.00,4005209100007,Ratatouille  La Cocina Loca,834
0.40,0.90,PC,/product_images/defimg1_s.jpg,3.00,4012927070826,Yu Gi Oh Kaiba The Revenge,830
1.20,2.00,PC,/product_images/defimg2_s.jpg,6.00,5037930061110,Unreal Tournament 3 (P),830
0.90,1.50,Nintendo DS,/product_images/defimg1_s.jpg,4.00,4005209101219,Warhammer 40k Squad Command,834
2.00,3.00,Nintendo DS,/product_images/defimg4_s.jpg,5.00,4005209104562,El Tigre: Adventures Of Manny Rivera,834
1.20,1.90,Nintendo DS,/product_images/Juegos/DS Juegos/4005209106566_s.jpg,5.00,4005209106566,Viaje al Centro de la Tierra,834
0.01,0.10,PC,/product_images/defimg1_s.jpg,0.50,8423817601901,Racing Simulator 3,830
3.00,5.00,PC,/product_images/defimg2_s.jpg,15.00,3546430128800,Forgotten Realms Deluxe Edition,830
0.10,0.20,PC,/product_images/defimg5_s.jpg,0.75,9788439581888,Mickey: Preparate Para El Cole,830
0.70,1.10,Nintendo DS,/product_images/defimg4_s.jpg,3.00,4005209107921,Elements of destruction,834
2.00,3.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209113762_s.jpg,5.00,4005209113762,Vuelta al Corral,834
4.00,5.00,Nintendo DS,/product_images/defimg2_s.jpg,9.00,4005209117845,Spongebob Squarepants: Frantic Fry,834
0.01,0.10,PC,/product_images/defimg3_s.jpg,0.50,8414185051184,Total club manager 2004,830
0.01,0.10,PC,/product_images/defimg4_s.jpg,0.50,5017783552386,Sheep,830
0.50,0.90,PC,/product_images/Juegos/PC Juegos/5030934092289_s.jpg,2.50,5030934092289,Fifa 11 (P),830
3.00,5.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209126182_s.jpg,8.00,4005209126182,WWE Smackdown Vs. Raw 2010,834
5.00,7.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209126519_s.jpg,12.00,4005209126519,Marvel Super Hero Squad,834
0.20,0.40,Nintendo DS,/product_images/defimg2_s.jpg,1.50,4005209128292,Womens Murder Club: Games of Passion,834
0.01,0.01,PC,/product_images/defimg4_s.jpg,0.25,9006113122036,Future Tactics,830
0.30,0.60,PC,/product_images/defimg3_s.jpg,2.00,8436010150213,Submarine Titans,830
0.90,1.50,Nintendo DS,/product_images/Juegos/DS Juegos/4005209128421_s.jpg,4.00,4005209128421,MX vs . ATX: Reflex,834
0.01,0.01,PC,/product_images/defimg2_s.jpg,0.25,8431474003150,Wall Street Trader 2001,830
0.40,0.90,PC,/product_images/defimg3_s.jpg,3.00,5204018007234,International BasketBall Manager 10-11,830
0.20,0.40,PC,/product_images/Juegos/PC Juegos/5037930060892_s.jpg,1.50,5037930060892,Stranglehold,830
0.90,1.50,Nintendo DS,/product_images/Juegos/DS Juegos/4005209128490_s.jpg,4.00,4005209128490,Biggest Loser,834
0.60,0.90,Nintendo DS,/product_images/Juegos/DS Juegos/4005209132930_s.jpg,2.50,4005209132930,Beat City,834
0.70,1.10,Nintendo DS,/product_images/Juegos/DS Juegos/4005209133951_s.jpg,3.00,4005209133951,Nancy Drew: Mysterio Del Modelo,834
2.00,3.00,PC,/product_images/defimg5_s.jpg,10.00,5030934091909,Sims Medieval (P),830
0.20,0.30,PC,/product_images/defimg5_s.jpg,1.00,5906961199478,Ancient Quest Of Saqqarah,830
0.30,0.70,PC,/product_images/defimg3_s.jpg,2.50,805529486492,Age of Mythology Titans Expansion,830
4.00,5.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209136792_s.jpg,9.00,4005209136792,Los Pinguinos de Madagascar,834
3.00,5.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209139366_s.jpg,8.00,4005209139366,Marvel Super Hero Squad Infinity Gauntle,834
0.90,1.50,Nintendo DS,/product_images/defimg5_s.jpg,4.00,4005209139519,Hot Wheels Track Attack,834
2.00,4.00,PC,/product_images/defimg2_s.jpg,12.00,5026555051781,Bioshock,830
0.01,0.10,PC,/product_images/defimg1_s.jpg,0.50,8436019390030,Gartu La Isla De Los Taki 3,830
0.01,0.01,PC,/product_images/defimg2_s.jpg,0.25,8431474055135,Juega con las mates,830
2.00,3.00,Nintendo DS,/product_images/defimg3_s.jpg,6.00,4005209139533,Hot Wheels 2010 Track Attack,834
3.00,5.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209145404_s.jpg,8.00,4005209145404,"Pinguinos de Madagascar, Regreso del Dr.",834
3.00,5.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209148399_s.jpg,8.00,4005209148399,Kung Fu Panda 2,834
0.30,0.70,PC,/product_images/defimg2_s.jpg,2.50,8436019390047,Gartu Fiesta Sorpresa,830
0.30,0.60,PC,/product_images/defimg2_s.jpg,2.00,8414185300121,Burnout Paradise The Ultimate Box,830
0.10,0.20,PC,/product_images/defimg5_s.jpg,0.75,8414185071007,Blancanieves Coleccion Princesas,830
4.00,6.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209151450_s.jpg,10.00,4005209151450,"Barbie: Jet, Set & Style",834
6.00,9.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209151511_s.jpg,15.00,4005209151511,"Barbie, Planeta fashionista",834
4.00,5.00,Nintendo DS,/product_images/defimg5_s.jpg,9.00,4012927081310,Turtles Mutant Nightmare 3,834
3.00,5.00,Nintendo DS,/product_images/defimg1_s.jpg,8.00,4012927081389,Lost in Blue,834
0.10,0.30,Nintendo DS,/product_images/defimg3_s.jpg,1.00,4012927081433,Dragon Booster,834
3.00,5.00,Nintendo DS,/product_images/Juegos/DS Juegos/4012927081617_s.jpg,8.00,4012927081617,Taos Adventure: Curse of the Demon Seal,834
6.00,9.00,Nintendo DS,/product_images/defimg2_s.jpg,15.00,4012927081761,Lost In Blue 2,834
0.60,0.90,Nintendo DS,/product_images/Juegos/DS Juegos/4012927081846_s.jpg,2.50,4012927081846,Death Jr. & The Science Fair of Doom,834
5.00,7.00,Nintendo DS,/product_images/defimg1_s.jpg,12.00,4012927081877,Lunar Knights,834
1.20,1.90,PlayStation 3,/product_images/Juegos/PS3 Juegos/5060125485781_s.jpg,5.00,5060125485781,Ben 10 Ultimate Cosmic Destruction,821
3.00,5.00,Nintendo DS,/product_images/defimg3_s.jpg,8.00,4012927081907,My Frogger Toy Trial,834
0.90,1.50,Nintendo DS,/product_images/Juegos/DS Juegos/4012927081938_s.jpg,4.00,4012927081938,Steel Horizon,834
0.90,1.50,Nintendo DS,/product_images/defimg5_s.jpg,4.00,4012927081969,Winx Club Quest for the Codex,834
9.00,12.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030917171154_s.jpg,20.00,5030917171154,Guitar Hero Live + Guitar,821
2.00,3.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3391891955966_s.jpg,6.00,3391891955966,Ace Combat: Assault Horizon LE,821
21.00,30.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5055060927854_s.jpg,48.00,5055060927854,Ultimate Marvel vs Capcom 3 (12),821
0.20,0.40,Nintendo DS,/product_images/defimg1_s.jpg,1.50,4012927082027,Xiaolin Showdown,834
2.00,3.00,Nintendo DS,/product_images/defimg3_s.jpg,6.00,4012927082089,Yu-gi-oh! GX Spirit Caller,834
0.90,1.50,Nintendo DS,/product_images/Juegos/DS Juegos/4012927082171_s.jpg,4.00,4012927082171,Marvel Trading Card Game,834
3.00,4.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3307215734216_s.jpg,7.00,3307215734216,Just Dance 2014,821
9.00,12.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5021290057647_s.jpg,20.00,5021290057647,Kingdom Hearts: HD 1.5 ReMix LE,821
5.00,7.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/4005209121101_s.jpg,12.00,4005209121101,Disney Pixar's Up,821
4.00,6.00,Nintendo DS,/product_images/Juegos/DS Juegos/4012927082201_s.jpg,10.00,4012927082201,Konami Arcade Classics,834
0.70,1.10,Nintendo DS,/product_images/defimg1_s.jpg,3.00,4012927082324,Yu-Gi-Oh! GX Tag Card Almanac,834
0.20,0.40,Nintendo DS,/product_images/Juegos/DS Juegos/4012927082461_s.jpg,1.50,4012927082461,Lets Yoga,834
1.20,1.90,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030930109424_s.jpg,5.00,5030930109424,NHL 13,821
3.00,5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5055277011421_s.jpg,8.00,5055277011421,Thor,821
9.00,12.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3391891956390_s.jpg,20.00,3391891956390,Dark Souls: Limited Edition,821
2.00,3.00,Nintendo DS,/product_images/defimg5_s.jpg,5.00,4012927082775,Lost In Blue 3,834
5.00,7.00,Nintendo DS,/product_images/Juegos/DS Juegos/4012927082805_s.jpg,12.00,4012927082805,Yu Gi Oh! Stardust Accelerator World,834
2.00,3.00,Nintendo DS,/product_images/defimg4_s.jpg,6.00,4012927082836,Yu-Gi-Oh! World Championship 2009,834
1.40,2.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719997757_s.jpg,6.00,711719997757,Motorstorm: Complete Edition,821
1.20,1.90,PlayStation 3,/product_images/Juegos/PS3 Juegos/3391891956949_s.jpg,5.00,3391891956949,Ben 10 Galactic Racing,821
2.00,3.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719163893_s.jpg,6.00,711719163893,Little Big Planet 2 (Extras Edicion),821
20.00,28.00,Nintendo DS,/product_images/Juegos/DS Juegos/4012927082874_s.jpg,45.00,4012927082874,Castlevania: Order Of Ecclesia,834
3.00,4.00,Nintendo DS,/product_images/defimg4_s.jpg,7.00,4012927082973,Winx Club Secret Diary 2009,834
8.00,11.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/4012927054192_s.jpg,18.00,4012927054192,Birds Of Steel,821
8.00,11.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/8402862155089_s.jpg,18.00,8402862155089,"Voz 3, The (2 Microphone)",821
14.00,20.00,Nintendo DS,/product_images/Juegos/DS Juegos/4012927083017_s.jpg,32.00,4012927083017,Suikoden Tierkreis,834
6.00,9.00,Nintendo DS,/product_images/defimg5_s.jpg,15.00,4012927083093,Enchanted Folk & Scool Of Wizadry,834
1.20,1.90,PlayStation 3,/product_images/Juegos/PS3 Juegos/014633193565_s.jpg,5.00,014633193565,Madden NFL 11,821
5.00,7.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3499550328318_s.jpg,12.00,3499550328318,Handball Challenge 14,821
0.20,0.40,Nintendo DS,/product_images/defimg4_s.jpg,1.50,4012927083130,Rock Revolution,834
6.00,9.00,Nintendo DS,/product_images/Juegos/DS Juegos/4012927083185_s.jpg,15.00,4012927083185,Bomberman 2,834
11.00,15.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/4012927052754_s.jpg,25.00,4012927052754,Castlevania: Lords of Shadows EC,821
5.00,7.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3391891973304_s.jpg,12.00,3391891973304,Hora De Aventuras: Explora La Mazmorra,821
9.00,12.00,Nintendo DS,/product_images/defimg3_s.jpg,20.00,4012927083284,Winx Club: The Universe Magico,834
0.70,1.10,Nintendo DS,/product_images/Juegos/DS Juegos/4012927083338_s.jpg,3.00,4012927083338,Ant Nation,834
2.00,3.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/4020628885595_s.jpg,6.00,4020628885595,Risen 3 - Titan Lords,821
1.90,3.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/8059617100612_s.jpg,8.00,8059617100612,SBK Generations,821
0.30,0.60,Nintendo DS,/product_images/defimg2_s.jpg,2.00,4012927083376,Puzzle Chronicles,834
0.30,0.60,Nintendo DS,/product_images/Juegos/DS Juegos/4012927083444_s.jpg,2.00,4012927083444,Wire Way,834
1.90,3.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/8023171028279_s.jpg,8.00,8023171028279,Rugby World Cup 2011,821
11.00,15.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3307215760321_s.jpg,25.00,3307215760321,Assassin's Creed: Heritage Collection,821
0.70,1.10,Nintendo DS,/product_images/defimg3_s.jpg,3.00,4012927083567,Scene It: Crepusculo,834
0.90,1.50,Nintendo DS,/product_images/Juegos/DS Juegos/4012927083659_s.jpg,4.00,4012927083659,Sports Island,834
11.00,15.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719983774_s.jpg,25.00,711719983774,Journey - Edicion Coleccionista,821
1.40,2.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5026555400565_s.jpg,6.00,5026555400565,Los 4 Fantasticos Y Silver Surfer,821
0.90,1.50,Nintendo DS,/product_images/Juegos/DS Juegos/4012927083710_s.jpg,4.00,4012927083710,Kilari,834
1.40,2.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030930107680_s.jpg,6.00,5030930107680,Madden NFL 13,821
6.00,9.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934087803_s.jpg,15.00,5030934087803,Dante's Inferno (Death Edition),821
5.00,7.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3512899109377_s.jpg,12.00,3512899109377,"Testamento De Sherlock Holmes, El",821
8.00,11.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934057271_s.jpg,18.00,5030934057271,Harry Potter Y La Orden Del Fenix,821
22.00,31.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3546430149256_s.jpg,50.00,3546430149256,"Demons Souls, Edicion Black Phantom",821
0.40,0.70,PlayStation 3,/product_images/Juegos/PS3 Juegos/5026555400862_s.jpg,2.00,5026555400862,NHL 2K8,821
1.60,2.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/4005209153645_s.jpg,7.00,4005209153645,"Gato Con Botas, El",821
3.00,5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934071505_s.jpg,8.00,5030934071505,Command & Conquer Red Alert 3 (Ultimate,821
5.00,7.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5060073309566_s.jpg,12.00,5060073309566,Fist Of The North Star: Ken's Rage 2,821
4.00,6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5060073307432_s.jpg,10.00,5060073307432,Fist of the North Star: Ken's Rage,821
0.20,0.30,PlayStation 3,/product_images/Juegos/PS3 Juegos/8717418227081_s.jpg,1.00,8717418227081,Disney Sing It - Pop Hits,821
3.00,5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3296580811366_s.jpg,8.00,3296580811366,Furia de Titanes,821
3.00,5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/093155143906_s.jpg,8.00,093155143906,"Oblivion, Elder Scrolls IV, 5th Anniv Ed",821
0.80,1.30,PlayStation 3,/product_images/Juegos/PS3 Juegos/5024866334845_s.jpg,3.50,5024866334845,Turning Point: Fall of Liberty,821
4.00,6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3391891970938_s.jpg,10.00,3391891970938,Tales of Xillia,821
0.90,1.50,PlayStation 3,/product_images/Juegos/PS3 Juegos/4005209136372_s.jpg,4.00,4005209136372,Megamind,821
6.00,9.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5026555401302_s.jpg,15.00,5026555401302,Civilization Revolution,821
6.00,9.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5060327530371_s.jpg,15.00,5060327530371,Dead Or Alive 5: Ultimate,821
8.00,11.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719240211_s.jpg,18.00,711719240211,Tekken Hybrid,821
5.00,7.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934068314_s.jpg,12.00,5030934068314,Monopoly: Edicion Mundial,821
1.40,2.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719160175_s.jpg,6.00,711719160175,"Shoot, The (Move)",821
9.00,12.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030917100604_s.jpg,20.00,5030917100604,Dreamworks Superstar Kartz,821
0.60,0.90,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719267270_s.jpg,2.50,711719267270,Caminando Entre Dinosaurios,821
0.80,1.30,PlayStation 3,/product_images/Juegos/PS3 Juegos/4005209155083_s.jpg,3.50,4005209155083,Marvel Super Hero Squad,821
1.40,2.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/4005209143080_s.jpg,6.00,4005209143080,WWE All Stars,821
9.00,12.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/023272010799_s.jpg,20.00,023272010799,Monkey Island,821
2.00,3.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5060138437470_s.jpg,6.00,5060138437470,Iron Man,821
4.00,6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3512899112865_s.jpg,10.00,3512899112865,Tour De France 2014,821
2.00,3.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/4020628504540_s.jpg,5.00,4020628504540,Ride To Hell Retribution,821
0.90,1.50,PlayStation 3,/product_images/Juegos/PS3 Juegos/8033102494004_s.jpg,4.00,8033102494004,SBK X,821
4.00,6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/4020628884413_s.jpg,10.00,4020628884413,Saints Row: Double Pack,821
0.60,0.90,PlayStation 3,/product_images/Juegos/PS3 Juegos/5060138433946_s.jpg,2.50,5060138433946,"Club, The",821
2.00,3.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5055060929025_s.jpg,6.00,5055060929025,Remember Me,821
3.00,5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/4005209099783_s.jpg,8.00,4005209099783,Destroy All Humans: El Camino del Recto,821
6.00,9.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/8023171033402_s.jpg,15.00,8023171033402,Terraria,821
0.70,1.10,Wii,/product_images/defimg4_s.jpg,3.00,4012927091401,Winx Club,831
3.00,4.00,Wii,/product_images/defimg3_s.jpg,7.00,4012927091456,Win Club + Dance Revolution,831
0.40,0.70,Wii,/product_images/defimg2_s.jpg,2.00,4012927091500,Rock Revolution,831
3.00,5.00,Wii,/product_images/Juegos/Wii Juegos/4012927091609_s.jpg,8.00,4012927091609,Job Island,831
5.00,7.00,Wii,/product_images/Juegos/Wii Juegos/4012927091722_s.jpg,12.00,4012927091722,Dance Revo. Hottest Party 2 + Manta,831
2.00,3.00,Wii,/product_images/Juegos/Wii Juegos/4012927091814_s.jpg,5.00,4012927091814,Marbles! Challenge Balance,831
3.00,5.00,Wii,/product_images/Juegos/Wii Juegos/4012927091883_s.jpg,8.00,4012927091883,Yu-Gi-Oh! 50's Wheelie Breakers,831
3.00,5.00,Wii,/product_images/Juegos/Wii Juegos/4012927092200_s.jpg,8.00,4012927092200,Karaoke Revolution + Micro,831
1.00,1.70,Wii,/product_images/Juegos/Wii Juegos/4012927092668_s.jpg,4.50,4012927092668,Yu-Gi-Oh! 5D's Master Of Cards,831
3.00,4.00,Wii,/product_images/defimg3_s.jpg,7.00,4012927093009,Dance Dance Revolution Hottest Party 3 + Alfombra(Mat),831
0.40,0.70,Wii,/product_images/Juegos/Wii Juegos/4012927093085_s.jpg,2.00,4012927093085,Step To The Beat,831
3.00,5.00,Wii,/product_images/defimg5_s.jpg,8.00,4012927093146,Oops! 100 Party Games,831
0.40,0.70,Wii,/product_images/defimg3_s.jpg,2.00,4012927093993,Def Jam Rapstar With Mic,831
0.30,0.50,Wii,/product_images/Juegos/Wii Juegos/4012927094020_s.jpg,1.50,4012927094020,Def Jam Rapstar (Solo Juego),831
4.00,6.00,Wii,/product_images/defimg3_s.jpg,10.00,4012927094792,DDR Hottest Party 4 + Alfombra,831
8.00,11.00,Wii,/product_images/defimg5_s.jpg,18.00,4012927095522,Glee Karaoke Revolution 3 +Mic,831
0.80,1.30,Wii,/product_images/defimg1_s.jpg,3.50,4012927095713,DDR- Hottest Party 5 + Alfombrilla,831
2.00,3.00,Wii,/product_images/defimg4_s.jpg,5.00,4012927095,Karaoke Revolution Glee-Vol 3(Solo Jueg),831
2.00,3.00,Wii,/product_images/Juegos/Wii Juegos/4017244019466_s.jpg,6.00,4017244019466,My Pet Hotel,831
0.20,0.30,Wii,/product_images/Juegos/Wii Juegos/4017244022473_s.jpg,1.00,4017244022473,Music Party Rock The House,831
0.30,0.50,Wii,/product_images/Juegos/Wii Juegos/4017244022787_s.jpg,1.50,4017244022787,Super Modelo,831
2.00,3.00,Wii,/product_images/defimg1_s.jpg,6.00,4017244023319,Dance! It's Your Stage,831
1.00,1.70,Wii,/product_images/Juegos/Wii Juegos/4017244024934_s.jpg,4.50,4017244024934,So Blonde: De Vuelta en la Isla,831
3.00,5.00,Wii,/product_images/defimg1_s.jpg,8.00,4017244027614,Winter Sports 2011,831
2.00,3.00,Wii,/product_images/Juegos/Wii Juegos/4017244029465_s.jpg,6.00,4017244029465,Winter Sports 2012: Feel The Spirit,831
2.00,3.00,Wii,/product_images/Juegos/Wii Juegos/4017244988229_s.jpg,6.00,4017244988229,Amigos Para Siempre / Pony Friends 2,831
2.00,3.00,Wii,/product_images/Juegos/Wii Juegos/4018281370527_s.jpg,6.00,4018281370527,RTL Winter Sports 2008,831
3.00,5.00,Wii,/product_images/Juegos/Wii Juegos/4020628089009_s.jpg,8.00,4020628089009,Sing 4,831
5.00,7.00,Wii,/product_images/defimg5_s.jpg,12.00,4020628089030,Sing 4 (Wth 2 mic),831
1.00,1.70,Wii,/product_images/defimg3_s.jpg,4.50,4020628092849,Lets Sing 2014,831
0.60,0.90,Wii,/product_images/Juegos/Wii Juegos/4020628503765_s.jpg,2.50,4020628503765,Horse Life II,831
0.30,0.50,Wii,/product_images/Juegos/Wii Juegos/4020628504137_s.jpg,1.50,4020628504137,Igor The Game,831
4.00,6.00,Wii,/product_images/Juegos/Wii Juegos/4020628504199_s.jpg,10.00,4020628504199,Mi Hospital de Animales,831
0.70,1.10,Wii,/product_images/defimg3_s.jpg,3.00,4020628504229,Professor Heinz Wolff's,831
1.00,1.70,Wii,/product_images/Juegos/Wii Juegos/4020628504878_s.jpg,4.50,4020628504878,"Line Rider, Freestyle",831
0.40,0.70,Wii,/product_images/Juegos/Wii Juegos/4020628505028_s.jpg,2.00,4020628505028,Fritz,831
3.00,4.00,Wii,/product_images/Juegos/Wii Juegos/4020628505547_s.jpg,7.00,4020628505547,Repeto Paris: Ballerina,831
0.20,0.30,Wii,/product_images/Juegos/Wii Juegos/4020628507596_s.jpg,1.00,4020628507596,X-Factor (Solo Juego),831
