categoria_id,precio_compra,titulo,categoria_str,img_caratula,sku,precio_intercambio,precio_venta
1002,3.00,Transformers: The Dark Spark,Xbox One,/product_images/Juegos/Xbox One Juegos/5030917143021_s.jpg,5030917143021,5.00,8.00
1002,5.00,Prison Architect,Xbox One,/product_images/defimg5_s.jpg,5060236964724,7.00,12.00
1002,7.00,Sniper Elite: Zombie Nation Army Trilogy,Xbox One,/product_images/Juegos/Xbox One Juegos/5060236962423_s.jpg,5060236962423,10.00,16.00
1002,12.00,Resident Evil Origins Collection,Xbox One,/product_images/Juegos/Xbox One Juegos/5055060931264_s.jpg,5055060931264,16.00,25.00
1002,1.20,Rocksmith 2014 (Game Only),Xbox One,/product_images/Juegos/Xbox One Juegos/3307215834268_s.jpg,3307215834268,1.90,5.00
1002,9.00,Now That's What I Call Sing: Microphone Pack,Xbox One,/product_images/defimg4_s.jpg,4020628852269,13.00,20.00
1002,1.90,Skylanders Swap Force Starter Pack,Xbox One,/product_images/Juegos/Xbox One Juegos/5030917132810_s.jpg,5030917132810,3.00,8.00
1002,12.00,"Technomancer, The",Xbox One,/product_images/Juegos/Xbox One Juegos/3512899115507_s.jpg,3512899115507,16.00,25.00
1002,1.20,Tower of Guns,Xbox One,/product_images/Juegos/Xbox One Juegos/8718591182150_s.jpg,8718591182150,1.90,5.00
1002,2.00,Tour De France 2015,Xbox One,/product_images/Juegos/Xbox One Juegos/3512899114777_s.jpg,3512899114777,4.00,12.00
1002,9.00,NBA Live 16,Xbox One,/product_images/Juegos/Xbox One Juegos/5030939121717_s.jpg,5030939121717,13.00,20.00
1002,5.00,Worms: Battlegrounds,Xbox One,/product_images/Juegos/Xbox One Juegos/5060236960702_s.jpg,5060236960702,7.00,12.00
1002,7.00,Rock Band 4 + Adaptador,Xbox One,/product_images/Juegos/Xbox One Juegos/728658048150_s.jpg,728658048150,9.00,15.00
1002,1.90,NHL 15,Xbox One,/product_images/Juegos/Xbox One Juegos/5030931112515_s.jpg,5030931112515,3.00,8.00
1002,8.00,Warhammer: The End Times Vermintide,Xbox One,/product_images/defimg1_s.jpg,9006113009139,11.00,18.00
1002,5.00,Tony Hawk's Pro Skater 5,Xbox One,/product_images/Juegos/Xbox One Juegos/5030917172113_s.jpg,5030917172113,7.00,12.00
1002,12.00,MX vs. ATV: Supercross Encore Edition,Xbox One,/product_images/defimg3_s.jpg,9006113008293,16.00,25.00
1002,43.00,Overwatch Origins - Collector's Edition,Xbox One,/product_images/defimg5_s.jpg,5030917189340,58.00,90.00
1002,12.00,Rocksmith 2014 (With Real Tone Cable),Xbox One,/product_images/Juegos/Xbox One Juegos/3307215803912_s.jpg,3307215803912,16.00,25.00
1002,8.00,NHL 16,Xbox One,/product_images/Juegos/Xbox One Juegos/5030946112920_s.jpg,5030946112920,11.00,18.00
1002,12.00,MXGP2 : The Official Motocross,Xbox One,/product_images/Juegos/Xbox One Juegos/8059617104849_s.jpg,8059617104849,16.00,25.00
1002,9.00,Teenage Mutant Ninja Turtles: Mutantes En Manhattan,Xbox One,/product_images/Juegos/Xbox One Juegos/5030917193019_s.jpg,5030917193019,13.00,20.00
1002,7.00,Trackmania Turbo,Xbox One,/product_images/Juegos/Xbox One Juegos/3307215913895_s.jpg,3307215913895,9.00,15.00
1002,0.90,NBA Live 14,Xbox One,/product_images/Juegos/Xbox One Juegos/5035226111334_s.jpg,5035226111334,1.80,6.00
1002,8.00,Watch Dogs Vigilante Edition With Cap & Mask,Xbox One,/product_images/Juegos/Xbox One Juegos/3307215733479_s.jpg,3307215733479,11.00,18.00
1002,25.00,Naruto Shippuden: Ultimate Ninja Storm 4 Collectors Ed. (With Figurine),Xbox One,/product_images/Juegos/Xbox One Juegos/3391891985437_s.jpg,3391891985437,30.00,45.00
1001,12.00,Guilty Gear XRD -Sign,PlayStation 4,/product_images/Juegos/PS4 Juegos/893610001938_s.jpg,893610001938,16.00,25.00
1002,2.00,Sherlock Holmes: Crimes & Punishments,Xbox One,/product_images/Juegos/Xbox One Juegos/3512899113169_s.jpg,3512899113169,3.00,6.00
1002,2.00,Skylanders SuperChargers Starter Pack,Xbox One,/product_images/Juegos/Xbox One Juegos/5030917163159_s.jpg,5030917163159,4.00,12.00
1002,3.00,Skylanders Trap Team Starter Pack,Xbox One,/product_images/Juegos/Xbox One Juegos/5030917146947_s.jpg,5030917146947,5.00,15.00
1001,10.00,Angry Birds Star Wars,PlayStation 4,/product_images/Juegos/PS4 Juegos/5030917139611_s.jpg,5030917139611,14.00,22.00
1001,18.00,Far Cry 4 Kyrat Edition,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215811955_s.jpg,3307215811955,24.00,38.00
1001,10.00,Aragami,PlayStation 4,/product_images/defimg2_s.jpg,5060264370887,14.00,22.00
1002,1.90,NBA Live 15,Xbox One,/product_images/Juegos/Xbox One Juegos/5030931112478_s.jpg,5030931112478,3.00,8.00
1002,5.00,Professional Farmer 2017,Xbox One,/product_images/Juegos/Xbox One Juegos/4020636131752_s.jpg,4020636131752,7.00,12.00
1002,26.00,Lego Dimensions: Starter Pack (Sealed Only),Xbox One,/product_images/Juegos/Xbox One Juegos/5051892187305_s.jpg,5051892187305,35.00,55.00
1001,2.00,Final Fantasy XIV: Complete (P),PlayStation 4,/product_images/Juegos/PS4 Juegos/5021290068292_s.jpg,5021290068292,4.00,12.00
1001,2.00,Flockers,PlayStation 4,/product_images/Juegos/PS4 Juegos/5060236960979_s.jpg,5060236960979,4.00,12.00
1001,12.00,Skylanders Superchargers Dark Edition Starter Pack,PlayStation 4,/product_images/Juegos/PS4 Juegos/5030917171697_s.jpg,5030917171697,16.00,25.00
1002,4.00,Hasbro Family Fun Pack,Xbox One,/product_images/Juegos/Xbox One Juegos/3307215912799_s.jpg,3307215912799,6.00,10.00
1002,3.00,Juego de Tronos: Temporada 1,Xbox One,/product_images/Juegos/Xbox One Juegos/5060146462907_s.jpg,5060146462907,5.00,8.00
1002,12.00,Yesterday Origins,Xbox One,/product_images/defimg4_s.jpg,3760156481098,16.00,25.00
1001,10.00,Professional Farmer 2017,PlayStation 4,/product_images/Juegos/PS4 Juegos/4020636131745_s.jpg,4020636131745,14.00,22.00
1001,15.00,Handball 16,PlayStation 4,/product_images/Juegos/PS4 Juegos/3499550341348_s.jpg,3499550341348,20.00,32.00
1002,1.40,Rabbids Invasion,Xbox One,/product_images/Juegos/Xbox One Juegos/3307215808986_s.jpg,3307215808986,2.00,6.00
1002,1.90,Zumba World Party,Xbox One,/product_images/Juegos/Xbox One Juegos/8023171033747_s.jpg,8023171033747,3.00,8.00
1002,4.00,Need For Speed: Rivals,Xbox One,/product_images/Juegos/Xbox One Juegos/5030935111354_s.jpg,5030935111354,6.00,10.00
1001,9.00,Putty Squad,PlayStation 4,/product_images/Juegos/PS4 Juegos/5060057029206_s.jpg,5060057029206,13.00,20.00
1001,8.00,Mount & Blade: Warband,PlayStation 4,/product_images/defimg5_s.jpg,4020628831028,11.00,18.00
1002,4.00,Zoo Tycoon,Xbox One,/product_images/Juegos/Xbox One Juegos/885370662603_s.jpg,885370662603,6.00,10.00
1001,13.00,Forestry 2017: The Simulation,PlayStation 4,/product_images/defimg3_s.jpg,4020636132261,18.00,28.00
1001,16.00,"Hora De Aventuras: Finn Y Jake, Investigadores",PlayStation 4,/product_images/Juegos/PS4 Juegos/8154030104183_s.jpg,8154030104183,22.00,35.00
1001,6.00,NBA Live 16,PlayStation 4,/product_images/Juegos/PS4 Juegos/5030938121718_s.jpg,5030938121718,10.00,28.00
1001,4.00,Skylanders Trap Team Starter Pack,PlayStation 4,/product_images/Juegos/PS4 Juegos/5030917147210_s.jpg,5030917147210,6.00,18.00
1001,12.00,Carmageddon: Max Damage,PlayStation 4,/product_images/Juegos/PS4 Juegos/5060236965011_s.jpg,5060236965011,16.00,25.00
1001,7.00,Skylanders SuperChargers Starter Pack,PlayStation 4,/product_images/Juegos/PS4 Juegos/5030917163050_s.jpg,5030917163050,12.00,32.00
1001,19.00,Odin Sphere Leifthrasir,PlayStation 4,/product_images/Juegos/PS4 Juegos/0813633016955_s.jpg,0813633016955,26.00,40.00
1001,8.00,Bladestorm: Nightmare,PlayStation 4,/product_images/Juegos/PS4 Juegos/5060327532443_s.jpg,5060327532443,11.00,18.00
1001,12.00,Dead Or Alive: Last Round,PlayStation 4,/product_images/Juegos/PS4 Juegos/5060327531972_s.jpg,5060327531972,16.00,25.00
1001,13.00,Farming Simulator 15,PlayStation 4,/product_images/Juegos/PS4 Juegos/3512899114463_s.jpg,3512899114463,18.00,28.00
1001,8.00,Madden NFL 16,PlayStation 4,/product_images/Juegos/PS4 Juegos/5035225112905_s.jpg,5035225112905,13.00,35.00
1001,13.00,Cartoon Network: Battle Crashers,PlayStation 4,/product_images/defimg2_s.jpg,5016488129503,18.00,28.00
1001,14.00,BlazBlue: Chronophantasma Extend - Edición Limitada,PlayStation 4,/product_images/Juegos/PS4 Juegos/5060201655169_s.jpg,5060201655169,19.00,30.00
1001,9.00,Shadow Warrior,PlayStation 4,/product_images/Juegos/PS4 Juegos/3391891981231_s.jpg,3391891981231,13.00,20.00
1001,13.00,Infamous: Second Son Edicion Special,PlayStation 4,/product_images/Juegos/PS4 Juegos/711719258292_s.jpg,711719258292,18.00,28.00
1001,12.00,Guilty Gear Xrd: Revelator,PlayStation 4,/product_images/Juegos/PS4 Juegos/5060201655725_s.jpg,5060201655725,16.00,25.00
1001,4.00,Hustle Kings VR,PlayStation 4,/product_images/defimg5_s.jpg,711719859659,6.00,10.00
1001,-1,Resident Evil 5 HD,PlayStation 4,/product_images/defimg5_s.jpg,013388560301,-1,25.00
1001,-1,Child of Light (Deluxe Ed),PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215780701_s.jpg,3307215780701,-1,22.00
1001,-1,Rainbow Six Siege,PlayStation 4,/product_images/defimg3_s.jpg,3307215985267,-1,38.00
1001,16.00,**DNU SPLIT AND BUY**,PlayStation 4,/product_images/Juegos/PS4 Juegos/8717418465605_s.jpg,8717418465605,22.00,35.00
1001,7.00,Akiba's Trip: Undead & Undressed,PlayStation 4,/product_images/Juegos/PS4 Juegos/853466001728_s.jpg,853466001728,9.00,15.00
1001,33.00,Tales Of Zestiria Collectors Ed. (Four Chibi Figures + DVD + CD+ Artbook),PlayStation 4,/product_images/Juegos/PS4 Juegos/3391891985307_s.jpg,3391891985307,45.00,70.00
1001,7.00,Mighty No.9,PlayStation 4,/product_images/Juegos/PS4 Juegos/4020628847401_s.jpg,4020628847401,9.00,15.00
1001,4.00,Natural Doctrine,PlayStation 4,/product_images/Juegos/PS4 Juegos/813633014098_s.jpg,813633014098,7.00,20.00
1001,32.00,Skylanders Imaginators Crash Bandicoot Starter Pack,PlayStation 4,/product_images/defimg5_s.jpg,5030917199561,44.00,68.00
1001,10.00,Samurai Warriors 4 II,PlayStation 4,/product_images/Juegos/PS4 Juegos/5060327532801_s.jpg,5060327532801,14.00,22.00
1001,13.00,MX vs. ATV: Supercross Encore Edition,PlayStation 4,/product_images/Juegos/PS4 Juegos/9006113008200_s.jpg,9006113008200,18.00,28.00
1001,7.00,Toki Tori 2+,PlayStation 4,/product_images/Juegos/PS4 Juegos/8718591182341_s.jpg,8718591182341,9.00,15.00
1001,13.00,Witch & The Hundred Knight,PlayStation 4,/product_images/Juegos/PS4 Juegos/813633016382_s.jpg,813633016382,18.00,28.00
1001,24.00,NHL 17,PlayStation 4,/product_images/defimg3_s.jpg,5030930116378,32.00,50.00
1001,26.00,Naruto Shippuden: Ultimate Ninja Storm 4 Collectors Ed.,PlayStation 4,/product_images/defimg4_s.jpg,3391891985413,35.00,55.00
1001,2.00,Yasai Ninja,PlayStation 4,/product_images/Juegos/PS4 Juegos/8437015294049_s.jpg,8437015294049,4.00,12.00
1001,26.00,Rocksmith 2014 (With Real Tone Cable),PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215803776_s.jpg,3307215803776,35.00,55.00
1001,10.00,Rory McIlroy PGA Tour,PlayStation 4,/product_images/Juegos/PS4 Juegos/5030939112678_s.jpg,5030939112678,14.00,22.00
1001,19.00,Psycho-Pass: Mandatory Happiness Limited Edition,PlayStation 4,/product_images/defimg4_s.jpg,813633017525,26.00,40.00
1001,10.00,Prison Architect,PlayStation 4,/product_images/Juegos/PS4 Juegos/5060236964625_s.jpg,5060236964625,14.00,22.00
1001,13.00,Psycho-Pass: Mandatory Happiness,PlayStation 4,/product_images/defimg4_s.jpg,813633017310,18.00,28.00
1001,7.00,Peanuts Movie: Snoopy's Grand Adventure,PlayStation 4,/product_images/defimg2_s.jpg,5030917179679,9.00,15.00
1001,12.00,Lara Croft And Temple Of Osiris - Gold Ed,PlayStation 4,/product_images/Juegos/PS4 Juegos/5021290065895_s.jpg,5021290065895,16.00,25.00
1001,12.00,"Order 1886, The: Blackwater Edition",PlayStation 4,/product_images/Juegos/PS4 Juegos/711719832614_s.jpg,711719832614,16.00,25.00
1001,16.00,Touhou Genso Rondo: Bullet Ballet,PlayStation 4,/product_images/defimg4_s.jpg,813633017730,22.00,35.00
1001,32.00,Mafia III: Edición Coleccionista,PlayStation 4,/product_images/Juegos/PS4 Juegos/5026555422635_s.jpg,5026555422635,44.00,68.00
1001,9.00,Overcooked,PlayStation 4,/product_images/defimg3_s.jpg,5060236965752,13.00,20.00
1001,16.00,"King of Fighters XIV, The",PlayStation 4,/product_images/defimg3_s.jpg,4020628826482,22.00,35.00
1001,2.00,Risen 3: Titan Lords,PlayStation 4,/product_images/Juegos/PS4 Juegos/4020628846190_s.jpg,4020628846190,4.00,12.00
1001,8.00,Onechanbara Z2: Chaos,PlayStation 4,/product_images/Juegos/PS4 Juegos/813633015781_s.jpg,813633015781,11.00,18.00
977,14.00,Mighty No.9,Nintendo 3DS,/product_images/Juegos/3DS Juegos/4020628847432_s.jpg,4020628847432,19.00,30.00
977,7.00,Horse Life 4,Nintendo 3DS,/product_images/Juegos/3DS Juegos/4020628851965_s.jpg,4020628851965,9.00,15.00
977,6.00,BlazbBlue: Continuum Shift 2,Nintendo 3DS,/product_images/Juegos/3DS Juegos/4510772105804_s.jpg,4510772105804,9.00,14.00
977,0.30,Mystery Murders: Jack the,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5016488126007_s.jpg,5016488126007,0.60,2.00
977,5.00,Heavy Fire: The Chosen Few 3D,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5016488126342_s.jpg,5016488126342,7.00,12.00
977,2.00,Doodle Jump Adventures,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5016488126717_s.jpg,5016488126717,3.00,6.00
977,7.00,Funfair Party Games,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5016488126724_s.jpg,5016488126724,10.00,16.00
977,9.00,Cartoon Network: Battle Crashers,Nintendo 3DS,/product_images/defimg3_s.jpg,5016488129527,13.00,20.00
977,3.00,Puzzle Bobble Universe,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5021290047242_s.jpg,5021290047242,5.00,8.00
977,5.00,Mensa Academy,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5021290050419_s.jpg,5021290050419,7.00,12.00
977,1.00,Carnival: Salvaje Oeste 3D,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5026555045483_s.jpg,5026555045483,1.70,4.50
977,4.00,Skylanders: Spyro's Adventure Starter Pa,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917097997_s.jpg,5030917097997,6.00,10.00
977,6.00,Skylanders: Spuyro Adv. + 3 Figuras,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917098000_s.jpg,5030917098000,9.00,14.00
977,4.00,Dreamworks Super Star Kartz,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917100642_s.jpg,5030917100642,6.00,10.00
834,1.20,Herbie Rescue Rally,Nintendo DS,/product_images/defimg2_s.jpg,045496464394,1.90,5.00
977,0.70,Battleship,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917106958_s.jpg,5030917106958,1.10,3.00
977,0.70,Ice Age 4: Continental Drift,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917109775_s.jpg,5030917109775,1.10,3.00
834,0.90,Imagina ser Profesora,Nintendo DS,/product_images/Juegos/DS Juegos/3307211311992_s.jpg,3307211311992,1.50,4.00
834,0.30,Music Puzzle Gunpey DS,Nintendo DS,/product_images/defimg3_s.jpg,3296580803170,0.70,2.50
977,4.00,Moshi Monsters: Moshlings Theme Park,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917113802_s.jpg,5030917113802,6.00,10.00
977,0.70,Skylanders Giants Booster Pack,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917115844_s.jpg,5030917115844,1.10,3.00
834,4.00,Lego Legends Of Chima: Laval's Journey,Nintendo DS,/product_images/Juegos/DS Juegos/5051892132480_s.jpg,5051892132480,6.00,10.00
834,8.00,Lego Marvel Superheroes,Nintendo DS,/product_images/defimg3_s.jpg,5051893143461,11.00,18.00
977,3.00,Skylanders 2012 - Starter Pack (Incluye,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917115875_s.jpg,5030917115875,4.00,7.00
977,0.90,Transformers - Prime,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917116780_s.jpg,5030917116780,1.50,4.00
834,8.00,Kingdom Hearts Re:coded,Nintendo DS,/product_images/Juegos/DS Juegos/5021290045880_s.jpg,5021290045880,11.00,18.00
834,27.00,Dragon Quest: La Prometida Celestial,Nintendo DS,/product_images/defimg3_s.jpg,5060121821286,37.00,60.00
977,8.00,Rompe Ralph,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917117411_s.jpg,5030917117411,11.00,18.00
977,4.00,Fast & Furious: Showdown,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917125256_s.jpg,5030917125256,6.00,10.00
977,5.00,Bob Esponja: La Venganza De Plankton,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917131486_s.jpg,5030917131486,7.00,12.00
834,12.00,Castlevania Dawn Of Sorrow,Nintendo DS,/product_images/Juegos/DS Juegos/4012927081303_s.jpg,4012927081303,17.00,28.00
834,3.00,Spyro: Shadow Legacy,Nintendo DS,/product_images/Juegos/DS Juegos/3348542200654_s.jpg,3348542200654,5.00,8.00
834,4.00,My Friends,Nintendo DS,/product_images/defimg4_s.jpg,5060015539136,6.00,10.00
977,6.00,Teenage Mutant Ninja Turtles TMNT,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917131806_s.jpg,5030917131806,9.00,14.00
977,2.00,Moshi Monsters: Katsuma Unleashed,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917134968_s.jpg,5030917134968,3.00,5.00
977,3.00,Cut The Rope,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917142185_s.jpg,5030917142185,5.00,8.00
834,0.01,Sight Training,Nintendo DS,/product_images/defimg1_s.jpg,045496739256,0.10,0.50
834,0.70,Dinosaur King,Nintendo DS,/product_images/Juegos/DS Juegos/5060138438279_s.jpg,5060138438279,1.10,3.00
834,3.00,"Runaway, A Twist Of Fate",Nintendo DS,/product_images/defimg4_s.jpg,3512289016919,4.00,7.00
977,4.00,Transformers: The Dark Spark,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917142925_s.jpg,5030917142925,6.00,10.00
977,5.00,Skylanders Trap Team Starter Pack,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917147098_s.jpg,5030917147098,7.00,12.00
977,8.00,Skylanders - SuperChargers Racing Starter Pack,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917170287_s.jpg,5030917170287,11.00,18.00
834,4.00,Contact,Nintendo DS,/product_images/defimg1_s.jpg,5060102950226,6.00,10.00
834,0.80,Prince of Persia: El Rey Destronado,Nintendo DS,/product_images/Juegos/DS Juegos/3307211609051_s.jpg,3307211609051,1.30,3.50
834,0.70,Unsolved Crimes,Nintendo DS,/product_images/Juegos/DS Juegos/5017783029369_s.jpg,5017783029369,1.10,3.00
977,5.00,Carlitos Y Snoopy El Videojuego,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917179914_s.jpg,5030917179914,7.00,12.00
977,1.90,Madden NFL Football,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030930100247_s.jpg,5030930100247,3.00,8.00
977,13.00,Devil Survivor: Overclocked,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5036675014542_s.jpg,5036675014542,18.00,28.00
834,6.00,Barbie: Salon De Belleza Para Mascotas,Nintendo DS,/product_images/Juegos/DS Juegos/4005209139625_s.jpg,4005209139625,9.00,15.00
834,1.20,LEGO Indiana Jones,Nintendo DS,/product_images/defimg5_s.jpg,023272006679,1.90,5.00
977,12.00,3D Game Collection - 55-in-1,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5050740024489_s.jpg,5050740024489,16.00,25.00
834,0.20,Hannah Montana: La pelicula,Nintendo DS,/product_images/defimg2_s.jpg,045496468057,0.40,1.50
977,5.00,LEGO Legends Of Chima: Laval's Journey,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5051892127561_s.jpg,5051892127561,7.00,12.00
834,0.90,Retro Atari Classics,Nintendo DS,/product_images/Juegos/DS Juegos/3546430117477_s.jpg,3546430117477,1.50,4.00
977,2.00,Green Lantern: Rise Of The Manhunters,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5051893058895_s.jpg,5051893058895,3.00,5.00
834,1.20,Ford Racing 3,Nintendo DS,/product_images/defimg3_s.jpg,5060034553861,1.90,5.00
977,5.00,Lego: Legends Of Chima,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5051893143270_s.jpg,5051893143270,7.00,12.00
834,0.90,Sam Power - Policeman,Nintendo DS,/product_images/defimg2_s.jpg,3307211608795,1.50,4.00
977,6.00,Hotwheels: World's Best Driver,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5051893154832_s.jpg,5051893154832,9.00,14.00
834,0.90,Hospital Giant,Nintendo DS,/product_images/Juegos/DS Juegos/3760137147036_s.jpg,3760137147036,1.50,4.00
977,8.00,LEGO Ninjago: La Sombra De Ronin,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5051893218763_s.jpg,5051893218763,11.00,18.00
977,1.40,Thor Dios del Trueno,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5055277011353_s.jpg,5055277011353,2.00,6.00
834,0.30,Zenses Ocean La relajacion activa,Nintendo DS,/product_images/Juegos/DS Juegos/5743211741298_s.jpg,5743211741298,0.70,2.50
834,2.00,Call of Duty: World at War,Nintendo DS,/product_images/Juegos/DS Juegos/5030917057397_s.jpg,5030917057397,3.00,6.00
977,2.00,Crush 3D,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5055277011773_s.jpg,5055277011773,2.00,4.50
977,2.00,Crush,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5055277011797_s.jpg,5055277011797,3.00,5.00
834,2.00,Littlest Pet Shop: Invierno,Nintendo DS,/product_images/Juegos/DS Juegos/5030934068512_s.jpg,5030934068512,3.00,6.00
834,0.90,Hamsterz,Nintendo DS,/product_images/Juegos/DS Juegos/3307210261076_s.jpg,3307210261076,1.50,4.00
977,8.00,Sonic y All-Stars Racing Transformed,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5055277020010_s.jpg,5055277020010,11.00,18.00
977,10.00,SEGA 3D Classics Collection,Nintendo 3DS,/product_images/defimg4_s.jpg,5055277027798,14.00,22.00
977,1.00,Gabrielle's Gostly Groove,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5055377601591_s.jpg,5055377601591,1.70,4.50
834,0.70,Mi Diario Secreto,Nintendo DS,/product_images/Juegos/DS Juegos/5060015538771_s.jpg,5060015538771,1.10,3.00
834,5.00,Harry Potter y Las Reliquias De La..Pt2,Nintendo DS,/product_images/Juegos/DS Juegos/5030934101851_s.jpg,5030934101851,7.00,12.00
834,0.60,Hello Kitty Big City Dreams,Nintendo DS,/product_images/Juegos/DS Juegos/5017783026214_s.jpg,5017783026214,0.90,2.50
977,0.90,Myst,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5055377601829_s.jpg,5055377601829,1.50,4.00
977,1.00,"Cubo, ES",Nintendo 3DS,/product_images/Juegos/3DS Juegos/5055377602116_s.jpg,5055377602116,1.70,4.50
977,2.00,Outdoors Unleashed - Africa,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5055377602468_s.jpg,5055377602468,3.00,6.00
834,2.00,Need For Speed: Pro Street,Nintendo DS,/product_images/Juegos/DS Juegos/5030934059336_s.jpg,5030934059336,3.00,6.00
834,0.90,Top Spin 3,Nintendo DS,/product_images/Juegos/DS Juegos/5026555042550_s.jpg,5026555042550,1.50,4.00
834,0.30,Sims 2: Apartment Pets,Nintendo DS,/product_images/defimg5_s.jpg,5030935066616,0.60,2.00
977,5.00,Samurai Warriors Chronicles,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060073307807_s.jpg,5060073307807,7.00,12.00
977,6.00,Cradle of Rome 2,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060102953142_s.jpg,5060102953142,9.00,14.00
977,13.00,Harvest Moon: The Tale Of Two Towns,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060102953302_s.jpg,5060102953302,18.00,28.00
834,0.90,Playmobil Piratas al Abordaje,Nintendo DS,/product_images/Juegos/DS Juegos/5390102496722_s.jpg,5390102496722,1.50,4.00
834,0.90,Hello Kity Aventura Del Cumpleanos,Nintendo DS,/product_images/defimg4_s.jpg,3391891954020,1.50,4.00
834,4.00,Totally Spies 4: Alrededor del Mundo,Nintendo DS,/product_images/defimg2_s.jpg,3307211608061,6.00,10.00
977,2.00,Cradle Of Egypt 2,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060102953449_s.jpg,5060102953449,3.00,5.00
977,3.00,Around World With Hello Kitty & Friends,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060102953586_s.jpg,5060102953586,5.00,8.00
977,0.90,Beyblade: Evolution - Limited Col. Ed,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060102953685_s.jpg,5060102953685,1.50,4.00
834,0.10,Mi Granja de Caballos,Nintendo DS,/product_images/defimg2_s.jpg,4017244018322,0.30,1.00
834,4.00,TrackMania Turbo,Nintendo DS,/product_images/defimg5_s.jpg,3512289017138,6.00,10.00
834,4.00,Dragon Quest Monsters: Joker,Nintendo DS,/product_images/Juegos/DS Juegos/5060121822429_s.jpg,5060121822429,6.00,10.00
977,10.00,Girl's Fashion Shoot,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060102954026_s.jpg,5060102954026,14.00,22.00
977,4.00,Hello Kitty And Friends: Rocking World,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060102954262_s.jpg,5060102954262,6.00,10.00
977,10.00,Shantae And The Pirates Curse,Nintendo 3DS,/product_images/defimg2_s.jpg,5060102954484,14.00,22.00
834,2.00,Bob Esponja: El Vengador Amarillo,Nintendo DS,/product_images/Juegos/DS Juegos/4005209071147_s.jpg,4005209071147,3.00,6.00
834,13.00,Megaman Zero Collection,Nintendo DS,/product_images/Juegos/DS Juegos/5055060942222_s.jpg,5055060942222,18.00,30.00
834,0.80,Tamagotchi Connexion: Corner Shop 2,Nintendo DS,/product_images/Juegos/DS Juegos/3296580803231_s.jpg,3296580803231,1.30,3.50
977,6.00,Boulder Dash XL 3D,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060112431005_s.jpg,5060112431005,9.00,14.00
977,12.00,Persona Q,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060112431234_s.jpg,5060112431234,16.00,26.00
834,1.20,Mi Estudio de Maquillaje,Nintendo DS,/product_images/Juegos/DS Juegos/5060015538740_s.jpg,5060015538740,1.90,5.00
